NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-16 06:41:33

BUY SIGNALS (432):
  COALINDIA.NS    | Price:  421.15 | Entry:  412.73 | Target:  463.80 | Risk: LOW       
  ECOSMOBLTY.NS   | Price:  106.29 | Target:   86.97 | Risk: LOW        | Conf: 100%
  RUPA.NS         | Price:  132.00 | Target:  115.91 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   70.08 | Target:   58.46 | Risk: LOW        | Conf: 100%
  IVALUE.NS       | Price:  230.90 | Target:  176.51 | Risk: LOW        | Conf: 100%
  HESTERBIO.NS    | Price: 2143.60 | Target: 1623.39 | Risk: LOW        | Conf: 100%
  JAGSNPHARM.NS   | Price:  224.76 | Target:  186.75 | Risk: LOW        | Conf: 100%
  PLATIND.NS      | Price:  216.40 | Target:  168.36 | Risk: LOW        | Conf: 100%
  ORIENTTECH.NS   | Price:  233.54 | Target:  183.61 | Risk: LOW        | Conf: 80%
  EKC.NS          | Price:   97.66 | Target:   85.71 | Risk: LOW        | Conf: 100%
  SALASAR.NS      | Price:    4.90 | Target:    3.54 | Risk: LOW        | Conf: 100%
  ESAFSFB.NS      | Price:   38.24 | Target:   30.09 | Risk: LOW        | Conf: 100%
  CENTRUM.NS      | Price:   21.25 | Target:   17.14 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   67.63 | Target:   56.41 | Risk: LOW        | Conf: 100%
  ROTO.NS         | Price:   61.79 | Target:   48.29 | Risk: LOW        | Conf: 100%
  NIITLTD.NS      | Price:   86.25 | Target:   66.96 | Risk: LOW        | Conf: 100%
  SURYODAY.NS     | Price:  143.68 | Target:  119.72 | Risk: LOW        | Conf: 100%
  BIRLANU.NS      | Price: 1369.70 | Target: 1113.59 | Risk: LOW        | Conf: 100%
  EXCELINDUS.NS   | Price:  956.60 | Target:  817.49 | Risk: LOW        | Conf: 100%
  BAJAJHCARE.NS   | Price:  318.25 | Target:  262.75 | Risk: LOW        | Conf: 100%
  DCMSRIND.NS     | Price:   37.83 | Target:   24.79 | Risk: LOW        | Conf: 100%
  CLSEL.NS        | Price:  278.15 | Target:  215.90 | Risk: LOW        | Conf: 100%
  RAJRILTD.NS     | Price:   20.95 | Target:   17.38 | Risk: LOW        | Conf: 100%
  PARACABLES.NS   | Price:   60.96 | Target:   43.95 | Risk: LOW        | Conf: 100%
  INFOBEAN.NS     | Price:  150.52 | Target:  112.51 | Risk: LOW        | Conf: 100%
  ALLDIGI.NS      | Price:  790.00 | Target:  705.98 | Risk: LOW        | Conf: 100%
  BLKASHYAP.NS    | Price:   51.11 | Target:   34.15 | Risk: LOW        | Conf: 100%
  SPORTKING.NS    | Price:  200.87 | Target:  145.88 | Risk: LOW        | Conf: 100%
  SURAJEST.NS     | Price:  167.85 | Target:  132.21 | Risk: LOW        | Conf: 100%
  CIFL.NS         | Price:   19.51 | Target:   15.28 | Risk: LOW        | Conf: 100%
  UNIECOM.NS      | Price:   80.77 | Target:   66.02 | Risk: LOW        | Conf: 100%
  MADRASFERT.NS   | Price:   60.31 | Target:   48.80 | Risk: LOW        | Conf: 100%
  GNA.NS          | Price:  522.70 | Target:  414.61 | Risk: LOW        | Conf: 100%
  RIIL.NS         | Price:  693.25 | Target:  611.20 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:    9.75 | Target:    7.40 | Risk: LOW        | Conf: 100%
  IMPAL.NS        | Price: 1070.00 | Target:  855.29 | Risk: LOW        | Conf: 100%
  BSHSL.NS        | Price:   86.51 | Target:   66.86 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   66.01 | Target:   48.36 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  565.95 | Target:  446.16 | Risk: LOW        | Conf: 100%
  ATULAUTO.NS     | Price:  432.35 | Target:  373.45 | Risk: LOW        | Conf: 100%
  AGARIND.NS      | Price:  409.80 | Target:  326.92 | Risk: LOW        | Conf: 100%
  CAPITALSFB.NS   | Price:  273.55 | Target:  236.09 | Risk: LOW        | Conf: 100%
  AURUM.NS        | Price:  219.01 | Target:  181.42 | Risk: LOW        | Conf: 100%
  ADVENTHTL.NS    | Price:  124.36 | Target:  101.90 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  577.00 | Target:  491.39 | Risk: LOW        | Conf: 100%
  FAZE3Q.NS       | Price:  448.95 | Target:  365.18 | Risk: LOW        | Conf: 100%
  MICEL.NS        | Price:   34.40 | Target:   28.77 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  167.46 | Target:  135.67 | Risk: LOW        | Conf: 100%
  VASCONEQ.NS     | Price:   28.77 | Target:   24.05 | Risk: LOW        | Conf: 100%
  WALCHANNAG.NS   | Price:  196.09 | Target:  152.99 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  162.36 | Target:  132.09 | Risk: LOW        | Conf: 100%
  BOROSCI.NS      | Price:  119.33 | Target:   93.44 | Risk: LOW        | Conf: 100%
  IRMENERGY.NS    | Price:  264.35 | Target:  213.35 | Risk: LOW        | Conf: 100%
  MEIL.NS         | Price:  269.25 | Target:  207.25 | Risk: LOW        | Conf: 100%
  ROHLTD.NS       | Price:  296.40 | Target:  253.75 | Risk: LOW        | Conf: 80%
  VHL.NS          | Price: 3384.30 | Target: 2733.33 | Risk: LOW        | Conf: 100%
  DSSL.NS         | Price: 1017.70 | Target:  822.66 | Risk: LOW        | Conf: 100%
  BAJAJINDEF.NS   | Price:  217.75 | Target:  179.87 | Risk: LOW        | Conf: 80%
  WEALTH.NS       | Price:  838.85 | Target:  739.24 | Risk: LOW        | Conf: 80%
  CONTROLPR.NS    | Price:  590.75 | Target:  505.36 | Risk: LOW        | Conf: 80%
  ELECTHERM.NS    | Price:  937.30 | Target:  791.30 | Risk: LOW        | Conf: 100%
  SRM.NS          | Price:  420.55 | Target:  331.60 | Risk: LOW        | Conf: 100%
  VILAS.NS        | Price:  346.00 | Target:  289.75 | Risk: LOW        | Conf: 100%
  AMNPLST.NS      | Price:  166.60 | Target:  133.53 | Risk: LOW        | Conf: 100%
  ZUARI.NS        | Price:  209.00 | Target:  173.11 | Risk: LOW        | Conf: 100%
  ICEMAKE.NS      | Price:  677.00 | Target:  559.36 | Risk: LOW        | Conf: 100%
  KELLTONTEC.NS   | Price:   13.58 | Target:    9.82 | Risk: LOW        | Conf: 100%
  PASHUPATI.NS    | Price:   80.08 | Target:   66.35 | Risk: LOW        | Conf: 100%
  KRISHNADEF.NS   | Price: 1004.70 | Target:  784.56 | Risk: LOW        | Conf: 80%
  BCLIND.NS       | Price:   33.61 | Target:   28.27 | Risk: LOW        | Conf: 100%
  NELCAST.NS      | Price:  105.12 | Target:   84.51 | Risk: LOW        | Conf: 100%
  STERTOOLS.NS    | Price:  209.00 | Target:  177.39 | Risk: LOW        | Conf: 80%
  GRPLTD.NS       | Price: 1955.00 | Target: 1608.86 | Risk: LOW        | Conf: 80%
  GEMAROMA.NS     | Price:  155.66 | Target:  124.31 | Risk: LOW        | Conf: 100%
  PROSTARM.NS     | Price:  128.39 | Target:  100.44 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  547.05 | Target:  440.39 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   79.62 | Target:   64.72 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    8.92 | Target:    5.91 | Risk: LOW        | Conf: 100%
  VIDYAWIRES.NS   | Price:   84.63 | Target:   68.18 | Risk: LOW        | Conf: 100%
  5PAISA.NS       | Price:  312.10 | Target:  252.44 | Risk: LOW        | Conf: 100%
  PENINLAND.NS    | Price:   14.99 | Target:   10.69 | Risk: LOW        | Conf: 100%
  MAMATA.NS       | Price:  392.20 | Target:  325.72 | Risk: LOW        | Conf: 100%
  AFSL.NS         | Price:  201.00 | Target:  171.59 | Risk: LOW        | Conf: 80%
  ESTER.NS        | Price:   86.81 | Target:   72.56 | Risk: LOW        | Conf: 100%
  GANESHCP.NS     | Price:  162.39 | Target:  124.50 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   76.25 | Target:   65.52 | Risk: LOW        | Conf: 100%
  MAXIND.NS       | Price:  141.81 | Target:  116.55 | Risk: LOW        | Conf: 100%
  CREST.NS        | Price:  359.95 | Target:  288.58 | Risk: LOW        | Conf: 100%
  LINCOLN.NS      | Price:  591.80 | Target:  508.09 | Risk: LOW        | Conf: 100%
  DHANBANK.NS     | Price:   29.38 | Target:   24.63 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   89.00 | Target:   73.90 | Risk: LOW        | Conf: 100%
  SCODATUBES.NS   | Price:  123.56 | Target:   96.25 | Risk: LOW        | Conf: 100%
  INDOFARM.NS     | Price:  133.10 | Target:  103.38 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  215.50 | Target:  165.98 | Risk: LOW        | Conf: 100%
  CEWATER.NS      | Price:  262.25 | Target:  205.09 | Risk: LOW        | Conf: 100%
  GKWLIMITED.NS   | Price: 1551.20 | Target: 1292.70 | Risk: LOW        | Conf: 100%
  NDTV.NS         | Price:   69.52 | Target:   56.85 | Risk: LOW        | Conf: 100%
  KHAICHEM.NS     | Price:   50.03 | Target:   38.25 | Risk: LOW        | Conf: 100%
  FAIRCHEMOR.NS   | Price:  593.50 | Target:  510.46 | Risk: LOW        | Conf: 100%
  AEROENTER.NS    | Price:  115.21 | Target:   64.24 | Risk: LOW        | Conf: 100%
  BHARATSE.NS     | Price:  206.37 | Target:  159.07 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1001.00 | Target:  813.11 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   18.99 | Target:   15.62 | Risk: LOW        | Conf: 100%
  DENTALKART.NS   | Price:  390.00 | Target:  315.89 | Risk: LOW        | Conf: 100%
  LEMERITE.NS     | Price:   19.33 | Target:   13.10 | Risk: LOW        | Conf: 100%
  GANDHITUBE.NS   | Price:  857.95 | Target:  760.06 | Risk: LOW        | Conf: 100%
  FABTECH.NS      | Price:  145.53 | Target:  124.71 | Risk: LOW        | Conf: 80%
  UTTAMSUGAR.NS   | Price:  248.20 | Target:  170.59 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price:  977.05 | Target:  785.89 | Risk: LOW        | Conf: 100%
  OSWALAGRO.NS    | Price:   33.84 | Target:   26.61 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:   95.50 | Target:   79.02 | Risk: LOW        | Conf: 100%
  HEXATRADEX.NS   | Price:  157.00 | Target:  135.05 | Risk: LOW        | Conf: 60%
  SARTELE.NS      | Price:   79.90 | Target:   60.06 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  167.45 | Target:  142.79 | Risk: LOW        | Conf: 100%
  SILVERTUC.NS    | Price:  154.02 | Target:  109.76 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  111.82 | Target:   86.62 | Risk: LOW        | Conf: 100%
  GICHSGFIN.NS    | Price:  134.32 | Target:  116.56 | Risk: LOW        | Conf: 100%
  PRIMESECU.NS    | Price:  276.20 | Target:  226.22 | Risk: LOW        | Conf: 100%
  IFBAGRO.NS      | Price:  866.55 | Target:  706.89 | Risk: LOW        | Conf: 100%
  BIRLAMONEY.NS   | Price:  117.76 | Target:   98.04 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  239.30 | Target:  188.34 | Risk: LOW        | Conf: 100%
  PVSL.NS         | Price:   98.70 | Target:   75.51 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   87.60 | Target:   66.19 | Risk: LOW        | Conf: 100%
  SKMEGGPROD.NS   | Price:  228.20 | Target:  173.28 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.18 | Target:    4.28 | Risk: LOW        | Conf: 100%
  ZUARIIND.NS     | Price:  259.95 | Target:  204.71 | Risk: LOW        | Conf: 100%
  SAURASHCEM.NS   | Price:   52.73 | Target:   42.73 | Risk: LOW        | Conf: 100%
  EVERESTIND.NS   | Price:  400.00 | Target:  315.18 | Risk: LOW        | Conf: 100%
  REGAAL.NS       | Price:   79.13 | Target:   60.25 | Risk: LOW        | Conf: 100%
  UFBL.NS         | Price:  678.00 | Target:  471.18 | Risk: LOW        | Conf: 100%
  TVSELECT.NS     | Price:  397.10 | Target:  328.80 | Risk: LOW        | Conf: 100%
  TEMBO.NS        | Price:   55.70 | Target:   44.54 | Risk: LOW        | Conf: 100%
  DISHTV.NS       | Price:    2.65 | Target:    2.15 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   13.67 | Target:   11.53 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  105.13 | Target:   86.32 | Risk: LOW        | Conf: 100%
  CHEMFAB.NS      | Price:  362.95 | Target:  261.63 | Risk: LOW        | Conf: 80%
  SANDESH.NS      | Price: 1007.90 | Target:  820.76 | Risk: LOW        | Conf: 100%
  DHAMPURSUG.NS   | Price:  151.93 | Target:  112.94 | Risk: LOW        | Conf: 100%
  BLAL.NS         | Price:  160.15 | Target:  144.50 | Risk: LOW        | Conf: 100%
  VIVIANA.NS      | Price:  697.15 | Target:  504.88 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  648.00 | Target:  499.89 | Risk: LOW        | Conf: 100%
  MUNJALAU.NS     | Price:  101.78 | Target:   78.42 | Risk: LOW        | Conf: 100%
  NGLFINE.NS      | Price: 2669.00 | Target: 1939.68 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   34.83 | Target:   29.47 | Risk: LOW        | Conf: 100%
  JITFINFRA.NS    | Price:  276.05 | Target:  218.69 | Risk: LOW        | Conf: 100%
  KRYSTAL.NS      | Price:  607.60 | Target:  484.35 | Risk: LOW        | Conf: 100%
  ORICONENT.NS    | Price:   51.48 | Target:   39.93 | Risk: LOW        | Conf: 100%
  SGIL.NS         | Price:  583.20 | Target:  475.33 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  227.20 | Target:  181.63 | Risk: LOW        | Conf: 100%
  VLSFINANCE.NS   | Price:  236.50 | Target:  210.44 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  442.00 | Target:  372.12 | Risk: LOW        | Conf: 100%
  ARFIN.NS        | Price:   82.72 | Target:   62.84 | Risk: LOW        | Conf: 100%
  SARLAPOLY.NS    | Price:   95.87 | Target:   79.42 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   39.97 | Target:   32.40 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   76.55 | Target:   63.48 | Risk: LOW        | Conf: 80%
  ZTECH.NS        | Price:  434.95 | Target:  342.79 | Risk: LOW        | Conf: 100%
  AMBIKCO.NS      | Price: 1556.70 | Target: 1382.66 | Risk: LOW        | Conf: 100%
  ADVANCE.NS      | Price:  114.00 | Target:   90.00 | Risk: LOW        | Conf: 100%
  ELDEHSG.NS      | Price:  758.00 | Target:  610.45 | Risk: LOW        | Conf: 100%
  NINSYS.NS       | Price:  702.05 | Target:  592.14 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  932.40 | Target:  707.47 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   72.39 | Target:   59.62 | Risk: LOW        | Conf: 100%
  DWARKESH.NS     | Price:   40.89 | Target:   28.09 | Risk: LOW        | Conf: 100%
  KECL.NS         | Price:  119.30 | Target:   88.93 | Risk: LOW        | Conf: 100%
  NAHARSPING.NS   | Price:  262.00 | Target:  209.74 | Risk: LOW        | Conf: 100%
  RITCO.NS        | Price:  286.25 | Target:  223.75 | Risk: LOW        | Conf: 100%
  APEX.NS         | Price:  348.25 | Target:  282.02 | Risk: LOW        | Conf: 100%
  MAGADSUGAR.NS   | Price:  502.00 | Target:  360.25 | Risk: LOW        | Conf: 100%
  ATL.NS          | Price:   23.80 | Target:   16.70 | Risk: LOW        | Conf: 100%
  PATELRMART.NS   | Price:  206.52 | Target:  168.55 | Risk: LOW        | Conf: 100%
  20MICRONS.NS    | Price:  199.41 | Target:  148.77 | Risk: LOW        | Conf: 100%
  STCINDIA.NS     | Price:  110.81 | Target:   97.12 | Risk: LOW        | Conf: 100%
  LINC.NS         | Price:   92.59 | Target:   76.39 | Risk: LOW        | Conf: 80%
  KSOLVES.NS      | Price:  251.70 | Target:  203.29 | Risk: LOW        | Conf: 100%
  LAXMIINDIA.NS   | Price:  121.00 | Target:   85.42 | Risk: LOW        | Conf: 100%
  RUSHIL.NS       | Price:   15.34 | Target:   12.34 | Risk: LOW        | Conf: 100%
  DMCC.NS         | Price:  258.65 | Target:  193.40 | Risk: LOW        | Conf: 100%
  RKSWAMY.NS      | Price:   89.03 | Target:   73.02 | Risk: LOW        | Conf: 100%
  NAHARPOLY.NS    | Price:  230.62 | Target:  189.42 | Risk: LOW        | Conf: 100%
  VENUSREM.NS     | Price: 1521.50 | Target: 1097.39 | Risk: LOW        | Conf: 100%
  REPRO.NS        | Price:  295.55 | Target:  235.67 | Risk: LOW        | Conf: 100%
  ZEEMEDIA.NS     | Price:    7.33 | Target:    5.03 | Risk: LOW        | Conf: 100%
  SEJALLTD.NS     | Price:  621.00 | Target:  482.14 | Risk: LOW        | Conf: 100%
  GLOSTERLTD.NS   | Price:  575.00 | Target:  482.43 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  155.13 | Target:  123.93 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   30.60 | Target:   22.87 | Risk: LOW        | Conf: 100%
  ONWARDTEC.NS    | Price:  276.30 | Target:  230.42 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   42.27 | Target:   36.06 | Risk: LOW        | Conf: 100%
  APTECHT.NS      | Price:   86.10 | Target:   71.69 | Risk: LOW        | Conf: 100%
  MAANALU.NS      | Price:  104.20 | Target:   77.98 | Risk: LOW        | Conf: 100%
  EMKAY.NS        | Price:  240.15 | Target:  182.40 | Risk: LOW        | Conf: 100%
  URJA.NS         | Price:    8.78 | Target:    7.68 | Risk: LOW        | Conf: 100%
  IRIS.NS         | Price:  232.10 | Target:  173.80 | Risk: LOW        | Conf: 100%
  VISAKAIND.NS    | Price:   86.76 | Target:   68.45 | Risk: LOW        | Conf: 80%
  MODIS.NS        | Price:  345.00 | Target:  277.09 | Risk: LOW        | Conf: 100%
  HINDCOMPOS.NS   | Price:  374.15 | Target:  310.19 | Risk: LOW        | Conf: 100%
  ENIL.NS         | Price:  100.38 | Target:   79.31 | Risk: LOW        | Conf: 100%
  PAKKA.NS        | Price:   74.02 | Target:   57.51 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  131.18 | Target:  108.77 | Risk: LOW        | Conf: 100%
  FOODSIN.NS      | Price:   51.90 | Target:   37.02 | Risk: LOW        | Conf: 80%
  SICALLOG.NS     | Price:   94.38 | Target:   64.57 | Risk: LOW        | Conf: 100%
  IGCL.NS         | Price:   64.22 | Target:   52.75 | Risk: LOW        | Conf: 100%
  BORANA.NS       | Price:  303.25 | Target:  237.02 | Risk: LOW        | Conf: 80%
  TIRUPATI.NS     | Price:  308.00 | Target:  281.21 | Risk: LOW        | Conf: 100%
  SBGLP.NS        | Price:   20.86 | Target:   10.77 | Risk: LOW        | Conf: 100%
  TOLINS.NS       | Price:   87.76 | Target:   74.40 | Risk: LOW        | Conf: 100%
  GLOTTIS.NS      | Price:   58.27 | Target:   46.94 | Risk: LOW        | Conf: 100%
  GIRIRAJ.NS      | Price:   84.50 | Target:   59.07 | Risk: LOW        | Conf: 100%
  SPECIALITY.NS   | Price:  135.00 | Target:   99.02 | Risk: LOW        | Conf: 100%
  OCCLLTD.NS      | Price:  145.94 | Target:  116.96 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:    6.00 | Target:    3.52 | Risk: LOW        | Conf: 100%
  PYRAMID.NS      | Price:  154.75 | Target:  131.28 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   61.39 | Target:   48.59 | Risk: LOW        | Conf: 100%
  SJLOGISTIC.NS   | Price:  317.35 | Target:  263.80 | Risk: LOW        | Conf: 100%
  TARACHAND.NS    | Price:   46.72 | Target:   39.13 | Risk: LOW        | Conf: 100%
  HMVL.NS         | Price:   79.20 | Target:   61.17 | Risk: LOW        | Conf: 100%
  ESSARSHPNG.NS   | Price:   15.82 | Target:   12.36 | Risk: LOW        | Conf: 100%
  INTLCONV.NS     | Price:   75.90 | Target:   61.19 | Risk: LOW        | Conf: 100%
  ZODIAC.NS       | Price:  223.50 | Target:  179.11 | Risk: LOW        | Conf: 100%
  EIFFL.NS        | Price:  270.10 | Target:  222.06 | Risk: LOW        | Conf: 100%
  DIGISPICE.NS    | Price:   16.69 | Target:   13.26 | Risk: LOW        | Conf: 100%
  SURAJLTD.NS     | Price:  198.01 | Target:  156.58 | Risk: LOW        | Conf: 100%
  MBLINFRA.NS     | Price:   22.10 | Target:   15.31 | Risk: LOW        | Conf: 100%
  PRECOT.NS       | Price:  647.40 | Target:  496.01 | Risk: LOW        | Conf: 100%
  TPLPLASTEH.NS   | Price:   64.78 | Target:   47.69 | Risk: LOW        | Conf: 100%
  HILINFRA.NS     | Price:   42.31 | Target:   34.72 | Risk: LOW        | Conf: 100%
  RAMAPHO.NS      | Price:  115.71 | Target:   94.94 | Risk: LOW        | Conf: 100%
  LIBERTSHOE.NS   | Price:  216.96 | Target:  178.16 | Risk: LOW        | Conf: 100%
  KNAGRI.NS       | Price:  194.39 | Target:  154.62 | Risk: LOW        | Conf: 100%
  ANNAPURNA.NS    | Price:  137.40 | Target:  103.48 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   53.99 | Target:   46.93 | Risk: LOW        | Conf: 100%
  PARIN.NS        | Price:  687.10 | Target:  553.24 | Risk: LOW        | Conf: 100%
  ADVANIHOTR.NS   | Price:   48.63 | Target:   41.72 | Risk: LOW        | Conf: 100%
  DBOL.NS         | Price:  112.29 | Target:   84.81 | Risk: LOW        | Conf: 100%
  MUNJALSHOW.NS   | Price:  125.46 | Target:  111.37 | Risk: LOW        | Conf: 100%
  ORBTEXP.NS      | Price:  232.94 | Target:  184.47 | Risk: LOW        | Conf: 100%
  GUJAPOLLO.NS    | Price:  336.15 | Target:  263.63 | Risk: LOW        | Conf: 100%
  TRANSWORLD.NS   | Price:  161.10 | Target:  143.31 | Risk: LOW        | Conf: 100%
  PTL.NS          | Price:   38.08 | Target:   34.46 | Risk: LOW        | Conf: 80%
  WSI.NS          | Price:   56.46 | Target:   41.31 | Risk: LOW        | Conf: 100%
  DONEAR.NS       | Price:   82.13 | Target:   66.51 | Risk: LOW        | Conf: 100%
  TERASOFT.NS     | Price:  235.45 | Target:  154.02 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  219.54 | Target:  186.84 | Risk: LOW        | Conf: 100%
  CPEDU.NS        | Price:  174.98 | Target:  126.81 | Risk: LOW        | Conf: 100%
  EUROBOND.NS     | Price:  146.25 | Target:  106.89 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   28.95 | Target:   23.22 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  130.20 | Target:   98.38 | Risk: LOW        | Conf: 100%
  CLEDUCATE.NS    | Price:   56.25 | Target:   40.21 | Risk: LOW        | Conf: 100%
  PAVNAIND.NS     | Price:   15.58 | Target:    8.67 | Risk: LOW        | Conf: 100%
  HCL-INSYS.NS    | Price:   10.02 | Target:    8.10 | Risk: LOW        | Conf: 100%
  MODINATUR.NS    | Price:  328.00 | Target:  246.25 | Risk: LOW        | Conf: 100%
  KOTHARIPRO.NS   | Price:   64.79 | Target:   53.35 | Risk: LOW        | Conf: 100%
  HTMEDIA.NS      | Price:   23.00 | Target:   16.99 | Risk: LOW        | Conf: 100%
  VRAJ.NS         | Price:  121.52 | Target:  101.36 | Risk: LOW        | Conf: 100%
  XTGLOBAL.NS     | Price:   28.92 | Target:   18.47 | Risk: LOW        | Conf: 100%
  HIGREEN.NS      | Price:  120.15 | Target:  100.17 | Risk: LOW        | Conf: 100%
  SIGMA.NS        | Price:   43.70 | Target:   32.87 | Risk: LOW        | Conf: 80%
  SAHAJSOLAR.NS   | Price:   93.95 | Target:   74.32 | Risk: LOW        | Conf: 100%
  NAHARCAP.NS     | Price:  249.00 | Target:  209.65 | Risk: LOW        | Conf: 100%
  SPENCERS.NS     | Price:   28.22 | Target:   21.15 | Risk: LOW        | Conf: 100%
  LORDSCHLO.NS    | Price:  134.79 | Target:  105.03 | Risk: LOW        | Conf: 100%
  THOMASCOTT.NS   | Price:  232.35 | Target:  173.30 | Risk: LOW        | Conf: 100%
  MCLEODRUSS.NS   | Price:   41.92 | Target:   31.91 | Risk: LOW        | Conf: 100%
  MUTHOOTCAP.NS   | Price:  232.18 | Target:  179.10 | Risk: LOW        | Conf: 100%
  PANSARI.NS      | Price:  275.05 | Target:  198.34 | Risk: LOW        | Conf: 100%
  MONEYBOXX.NS    | Price:   49.43 | Target:   24.30 | Risk: LOW        | Conf: 100%
  SOUTHWEST.NS    | Price:  198.59 | Target:  140.88 | Risk: LOW        | Conf: 100%
  SRGHFL.NS       | Price:  132.00 | Target:   54.39 | Risk: LOW        | Conf: 100%
  KRITINUT.NS     | Price:   81.00 | Target:   60.70 | Risk: LOW        | Conf: 80%
  TIRUPATIFL.NS   | Price:   66.67 | Target:   50.91 | Risk: LOW        | Conf: 100%
  EMAMIREAL.NS    | Price:   66.31 | Target:   51.43 | Risk: LOW        | Conf: 100%
  NOVAAGRI.NS     | Price:   22.50 | Target:   17.07 | Risk: LOW        | Conf: 100%
  SWARAJ.NS       | Price:  302.50 | Target:  236.16 | Risk: LOW        | Conf: 100%
  MANORG.NS       | Price:  455.10 | Target:  329.15 | Risk: LOW        | Conf: 100%
  TIGERLOGS.NS    | Price:   27.06 | Target:   19.40 | Risk: LOW        | Conf: 100%
  ASHIMASYN.NS    | Price:   16.52 | Target:   11.27 | Risk: LOW        | Conf: 100%
  BANSWRAS.NS     | Price:  110.00 | Target:   86.18 | Risk: LOW        | Conf: 100%
  S&SPOWER.NS     | Price:  323.00 | Target:  203.82 | Risk: LOW        | Conf: 100%
  RUBFILA.NS      | Price:   64.40 | Target:   48.81 | Risk: LOW        | Conf: 100%
  GENUSPAPER.NS   | Price:   11.37 | Target:    7.49 | Risk: LOW        | Conf: 100%
  DENORA.NS       | Price:  793.35 | Target:  652.92 | Risk: LOW        | Conf: 100%
  TICL.NS         | Price:    6.42 | Target:    4.06 | Risk: LOW        | Conf: 100%
  SPCENET.NS      | Price:    3.26 | Target:    2.45 | Risk: LOW        | Conf: 80%
  JKIPL.NS        | Price:   96.00 | Target:   71.37 | Risk: LOW        | Conf: 100%
  BEDMUTHA.NS     | Price:  102.87 | Target:   79.91 | Risk: LOW        | Conf: 100%
  INFOLLION.NS    | Price:  158.05 | Target:  132.66 | Risk: LOW        | Conf: 80%
  NILAINFRA.NS    | Price:    6.58 | Target:    5.15 | Risk: LOW        | Conf: 100%
  UNIDT.NS        | Price:  210.80 | Target:  149.86 | Risk: LOW        | Conf: 100%
  VISHNUINFR.NS   | Price:  156.90 | Target:  127.40 | Risk: LOW        | Conf: 80%
  DEVX.NS         | Price:   33.10 | Target:   24.04 | Risk: LOW        | Conf: 100%
  AARON.NS        | Price:  122.69 | Target:   87.57 | Risk: LOW        | Conf: 100%
  GOKUL.NS        | Price:   39.27 | Target:   28.27 | Risk: LOW        | Conf: 100%
  PHANTOMFX.NS    | Price:  112.35 | Target:   81.39 | Risk: LOW        | Conf: 100%
  SAKUMA.NS       | Price:    1.56 | Target:    1.12 | Risk: LOW        | Conf: 100%
