NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-14 03:49:38

BUY SIGNALS (917):
  SBIN.NS         | Price: 1083.00 | Entry: 1061.34 | Target: 1184.04 | Risk: LOW       
  OSWALPUMPS.NS   | Price:  307.35 | Target:  249.35 | Risk: LOW        | Conf: 100%
  NETWORK18.NS    | Price:   29.01 | Target:   25.87 | Risk: LOW        | Conf: 80%
  CERA.NS         | Price: 5925.50 | Target: 5073.71 | Risk: LOW        | Conf: 100%
  ACI.NS          | Price:  509.25 | Target:  423.95 | Risk: LOW        | Conf: 100%
  DBL.NS          | Price:  413.90 | Target:  315.42 | Risk: LOW        | Conf: 80%
  RUSTOMJEE.NS    | Price:  373.50 | Target:  301.57 | Risk: LOW        | Conf: 100%
  PNCINFRA.NS     | Price:  219.39 | Target:  166.86 | Risk: LOW        | Conf: 100%
  FDC.NS          | Price:  358.75 | Target:  290.25 | Risk: LOW        | Conf: 100%
  REDTAPE.NS      | Price:  124.19 | Target:   97.79 | Risk: LOW        | Conf: 100%
  SFL.NS          | Price:  695.95 | Target:  516.29 | Risk: LOW        | Conf: 100%
  RTNINDIA.NS     | Price:   30.41 | Target:   25.57 | Risk: LOW        | Conf: 100%
  WELENT.NS       | Price:  568.25 | Target:  478.30 | Risk: LOW        | Conf: 100%
  ISGEC.NS        | Price:  744.65 | Target:  629.65 | Risk: LOW        | Conf: 100%
  RATEGAIN.NS     | Price:  885.05 | Target:  669.76 | Risk: LOW        | Conf: 100%
  DHANUKA.NS      | Price: 1013.50 | Target:  840.04 | Risk: LOW        | Conf: 80%
  SYMPHONY.NS     | Price:  631.25 | Target:  549.25 | Risk: LOW        | Conf: 100%
  PARKHOSPS.NS    | Price:  281.10 | Target:  229.56 | Risk: LOW        | Conf: 80%
  SURYAROSNI.NS   | Price:  222.85 | Target:  179.35 | Risk: LOW        | Conf: 100%
  IONEXCHANG.NS   | Price:  377.50 | Target:  311.55 | Risk: LOW        | Conf: 100%
  SUNTECK.NS      | Price:  299.35 | Target:  268.58 | Risk: LOW        | Conf: 80%
  WAKEFIT.NS      | Price:  122.37 | Target:   99.75 | Risk: LOW        | Conf: 100%
  HGINFRA.NS      | Price:  526.45 | Target:  465.13 | Risk: LOW        | Conf: 80%
  SUBROS.NS       | Price:  758.85 | Target:  648.49 | Risk: LOW        | Conf: 100%
  AXISCADES.NS    | Price: 1529.40 | Target: 1202.65 | Risk: LOW        | Conf: 80%
  RALLIS.NS       | Price:  212.94 | Target:  192.35 | Risk: LOW        | Conf: 80%
  GOKEX.NS        | Price:  783.00 | Target:  654.59 | Risk: LOW        | Conf: 100%
  CHEMPLASTS.NS   | Price:  180.39 | Target:  143.75 | Risk: LOW        | Conf: 100%
  ASHAPURMIN.NS   | Price:  613.65 | Target:  467.01 | Risk: LOW        | Conf: 100%
  PICCADIL.NS     | Price:  660.50 | Target:  474.41 | Risk: LOW        | Conf: 80%
  SUPRIYA.NS      | Price:  813.50 | Target:  606.32 | Risk: LOW        | Conf: 100%
  GHCL.NS         | Price:  431.10 | Target:  394.01 | Risk: LOW        | Conf: 80%
  MASFIN.NS       | Price:  303.65 | Target:  258.51 | Risk: LOW        | Conf: 100%
  TEXRAIL.NS      | Price:  107.09 | Target:   94.03 | Risk: LOW        | Conf: 100%
  RAJESHEXPO.NS   | Price:   80.99 | Target:   68.46 | Risk: LOW        | Conf: 100%
  SENCO.NS        | Price:  351.90 | Target:  257.27 | Risk: LOW        | Conf: 100%
  KSCL.NS         | Price:  772.30 | Target:  645.16 | Risk: LOW        | Conf: 80%
  ICIL.NS         | Price:  391.15 | Target:  296.45 | Risk: LOW        | Conf: 100%
  TVSSCS.NS       | Price:  127.54 | Target:  105.69 | Risk: LOW        | Conf: 100%
  RESPONIND.NS    | Price:  168.71 | Target:  145.05 | Risk: LOW        | Conf: 100%
  CRIZAC.NS       | Price:  180.31 | Target:  145.91 | Risk: LOW        | Conf: 100%
  ASHOKA.NS       | Price:  112.43 | Target:  101.00 | Risk: LOW        | Conf: 100%
  WEBELSOLAR.NS   | Price:   87.10 | Target:   70.31 | Risk: LOW        | Conf: 100%
  ROUTE.NS        | Price:  514.60 | Target:  448.80 | Risk: LOW        | Conf: 100%
  RSYSTEMS.NS     | Price:  242.70 | Target:  187.37 | Risk: LOW        | Conf: 100%
  ZAGGLE.NS       | Price:  201.04 | Target:  174.72 | Risk: LOW        | Conf: 80%
  HCC.NS          | Price:   20.07 | Target:   16.91 | Risk: LOW        | Conf: 100%
  MIDWESTLTD.NS   | Price: 1128.60 | Target:  949.10 | Risk: LOW        | Conf: 100%
  ANUP.NS         | Price: 1861.00 | Target: 1407.21 | Risk: LOW        | Conf: 100%
  GREAVESCOT.NS   | Price:  198.44 | Target:  150.30 | Risk: LOW        | Conf: 100%
  REFEX.NS        | Price:  293.40 | Target:  235.60 | Risk: LOW        | Conf: 100%
  NEPHROPLUS.NS   | Price:  675.90 | Target:  550.70 | Risk: LOW        | Conf: 60%
  BALAMINES.NS    | Price: 2095.90 | Target: 1536.08 | Risk: LOW        | Conf: 100%
  NACLIND.NS      | Price:  172.19 | Target:  132.07 | Risk: LOW        | Conf: 100%
  SHILCTECH.NS    | Price: 3954.80 | Target: 2976.44 | Risk: LOW        | Conf: 100%
  PACEDIGITK.NS   | Price:  180.93 | Target:  147.13 | Risk: LOW        | Conf: 100%
  VSTIND.NS       | Price:  217.27 | Target:  197.75 | Risk: LOW        | Conf: 80%
  SAMHI.NS        | Price:  164.77 | Target:  133.31 | Risk: LOW        | Conf: 100%
  CEIGALL.NS      | Price:  317.05 | Target:  256.91 | Risk: LOW        | Conf: 100%
  STYRENIX.NS     | Price: 2193.00 | Target: 1750.76 | Risk: LOW        | Conf: 100%
  ORIENTCEM.NS    | Price:  132.76 | Target:  116.25 | Risk: LOW        | Conf: 100%
  GUJTHEM.NS      | Price:  347.25 | Target:  289.48 | Risk: LOW        | Conf: 100%
  EIEL.NS         | Price:  203.08 | Target:  168.95 | Risk: LOW        | Conf: 100%
  KITEX.NS        | Price:  138.89 | Target:  119.33 | Risk: LOW        | Conf: 100%
  RAYMONDREL.NS   | Price:  570.85 | Target:  439.55 | Risk: LOW        | Conf: 100%
  JAMNAAUTO.NS    | Price:  126.68 | Target:   99.38 | Risk: LOW        | Conf: 100%
  AWFIS.NS        | Price:  272.00 | Target:  226.16 | Risk: LOW        | Conf: 100%
  SHANTIGEAR.NS   | Price:  394.30 | Target:  333.10 | Risk: LOW        | Conf: 100%
  SINDHUTRAD.NS   | Price:   23.79 | Target:   19.67 | Risk: LOW        | Conf: 100%
  MARATHON.NS     | Price:  369.25 | Target:  304.07 | Risk: LOW        | Conf: 100%
  CAMLINFINE.NS   | Price:  106.46 | Target:   78.98 | Risk: LOW        | Conf: 100%
  VAIBHAVGBL.NS   | Price:  233.40 | Target:  182.78 | Risk: LOW        | Conf: 100%
  LUXIND.NS       | Price: 1209.30 | Target: 1053.37 | Risk: LOW        | Conf: 100%
  AJMERA.NS       | Price:  117.18 | Target:   97.69 | Risk: LOW        | Conf: 100%
  GOODLUCK.NS     | Price: 1269.80 | Target:  955.05 | Risk: LOW        | Conf: 100%
  INTERARCH.NS    | Price: 1728.70 | Target: 1412.77 | Risk: LOW        | Conf: 100%
  MEDIASSIST.NS   | Price:  350.40 | Target:  289.36 | Risk: LOW        | Conf: 80%
  GOCOLORS.NS     | Price:  331.00 | Target:  257.02 | Risk: LOW        | Conf: 100%
  INDOSTAR.NS     | Price:  248.80 | Target:  188.19 | Risk: LOW        | Conf: 100%
  ADVENZYMES.NS   | Price:  300.85 | Target:  238.53 | Risk: LOW        | Conf: 80%
  POCL.NS         | Price:  494.05 | Target:  385.55 | Risk: LOW        | Conf: 100%
  MSTCLTD.NS      | Price:  580.70 | Target:  492.18 | Risk: LOW        | Conf: 100%
  ROSSARI.NS      | Price:  497.40 | Target:  423.74 | Risk: LOW        | Conf: 80%
  SUNCLAY.NS      | Price: 1243.80 | Target:  924.94 | Risk: LOW        | Conf: 100%
  JISLJALEQS.NS   | Price:   27.08 | Target:   21.09 | Risk: LOW        | Conf: 100%
  BAJAJCON.NS     | Price:  527.65 | Target:  444.31 | Risk: LOW        | Conf: 80%
  NAVNETEDUL.NS   | Price:  135.23 | Target:  112.53 | Risk: LOW        | Conf: 80%
  INDOTHAI.NS     | Price:   81.13 | Target:   12.19 | Risk: LOW        | Conf: 100%
  GREENPANEL.NS   | Price:  171.77 | Target:  139.90 | Risk: LOW        | Conf: 100%
  BBL.NS          | Price: 2306.40 | Target: 1909.76 | Risk: LOW        | Conf: 100%
  PROTEAN.NS      | Price:  555.85 | Target:  460.89 | Risk: LOW        | Conf: 100%
  VISHNU.NS       | Price:  600.25 | Target:  518.84 | Risk: LOW        | Conf: 100%
  BOMDYEING.NS    | Price:  115.58 | Target:  102.25 | Risk: LOW        | Conf: 100%
  HLEGLAS.NS      | Price:  332.25 | Target:  202.55 | Risk: LOW        | Conf: 100%
  EPACK.NS        | Price:  219.17 | Target:  184.23 | Risk: LOW        | Conf: 100%
  PSPPROJECT.NS   | Price:  918.85 | Target:  726.92 | Risk: LOW        | Conf: 100%
  GATEWAY.NS      | Price:   55.02 | Target:   47.31 | Risk: LOW        | Conf: 100%
  JASH.NS         | Price:  483.60 | Target:  402.42 | Risk: LOW        | Conf: 80%
  PENIND.NS       | Price:  158.34 | Target:  135.14 | Risk: LOW        | Conf: 100%
  SAGCEM.NS       | Price:  173.85 | Target:  151.89 | Risk: LOW        | Conf: 80%
  EUROPRATIK.NS   | Price:  283.05 | Target:  217.66 | Risk: LOW        | Conf: 100%
  HPL.NS          | Price:  318.40 | Target:  275.54 | Risk: LOW        | Conf: 100%
  EASEMYTRIP.NS   | Price:    6.19 | Target:    5.35 | Risk: LOW        | Conf: 100%
  ASHIANA.NS      | Price:  361.95 | Target:  301.45 | Risk: LOW        | Conf: 100%
  BRIGHOTEL.NS    | Price:   59.22 | Target:   51.37 | Risk: LOW        | Conf: 80%
  SANDHAR.NS      | Price:  615.15 | Target:  490.36 | Risk: LOW        | Conf: 80%
  EFCIL.NS        | Price:  178.55 | Target:  148.18 | Risk: LOW        | Conf: 100%
  AGIIL.NS        | Price:  297.90 | Target:  249.31 | Risk: LOW        | Conf: 100%
  EMSLIMITED.NS   | Price:  369.15 | Target:  299.74 | Risk: LOW        | Conf: 100%
  PREMEXPLN.NS    | Price:  657.05 | Target:  603.23 | Risk: LOW        | Conf: 80%
  TIRUMALCHM.NS   | Price:  160.80 | Target:  129.16 | Risk: LOW        | Conf: 100%
  MUTHOOTMF.NS    | Price:  210.95 | Target:  150.41 | Risk: LOW        | Conf: 100%
  KPEL.NS         | Price:  256.20 | Target:  196.22 | Risk: LOW        | Conf: 100%
  ALPEXSOLAR.NS   | Price:  788.45 | Target:  659.97 | Risk: LOW        | Conf: 100%
  EPACKPEB.NS     | Price:  238.55 | Target:  167.44 | Risk: LOW        | Conf: 100%
  CARRARO.NS      | Price:  524.55 | Target:  444.51 | Risk: LOW        | Conf: 100%
  VENUSPIPES.NS   | Price: 1579.80 | Target: 1247.94 | Risk: LOW        | Conf: 100%
  MTNL.NS         | Price:   26.54 | Target:   23.54 | Risk: LOW        | Conf: 80%
  ALEMBICLTD.NS   | Price:   83.39 | Target:   73.29 | Risk: LOW        | Conf: 100%
  NUCLEUS.NS      | Price:  716.80 | Target:  608.94 | Risk: LOW        | Conf: 100%
  SERVOTECH.NS    | Price:   82.68 | Target:   66.62 | Risk: LOW        | Conf: 100%
  HMT.NS          | Price:   58.37 | Target:   47.91 | Risk: LOW        | Conf: 80%
  DCXINDIA.NS     | Price:  170.80 | Target:  146.85 | Risk: LOW        | Conf: 100%
  HINDWAREAP.NS   | Price:  200.08 | Target:  152.46 | Risk: LOW        | Conf: 100%
  JAYKAY.NS       | Price:  149.10 | Target:  116.23 | Risk: LOW        | Conf: 100%
  SOLARWORLD.NS   | Price:  164.14 | Target:  129.67 | Risk: LOW        | Conf: 100%
  NITCO.NS        | Price:   91.86 | Target:   70.08 | Risk: LOW        | Conf: 100%
  VIKRAN.NS       | Price:   65.16 | Target:   54.58 | Risk: LOW        | Conf: 100%
  KALAMANDIR.NS   | Price:   85.83 | Target:   74.92 | Risk: LOW        | Conf: 80%
  KCP.NS          | Price:  154.78 | Target:  130.04 | Risk: LOW        | Conf: 100%
  XPROINDIA.NS    | Price: 1115.60 | Target:  685.53 | Risk: LOW        | Conf: 100%
  REPCOHOME.NS    | Price:  362.10 | Target:  315.37 | Risk: LOW        | Conf: 100%
  CAPACITE.NS     | Price:  209.54 | Target:  176.90 | Risk: LOW        | Conf: 100%
  SMSPHARMA.NS    | Price:  365.30 | Target:  291.80 | Risk: LOW        | Conf: 100%
  HGS.NS          | Price:  404.70 | Target:  350.95 | Risk: LOW        | Conf: 100%
  MBEL.NS         | Price:  270.00 | Target:  204.25 | Risk: LOW        | Conf: 100%
  SHALBY.NS       | Price:  156.15 | Target:  132.52 | Risk: LOW        | Conf: 100%
  ORIENTHOT.NS    | Price:  123.72 | Target:  102.58 | Risk: LOW        | Conf: 100%
  SCILAL.NS       | Price:   40.65 | Target:   35.69 | Risk: LOW        | Conf: 80%
  EIHAHOTELS.NS   | Price:  298.95 | Target:  247.88 | Risk: LOW        | Conf: 100%
  IPL.NS          | Price:  141.92 | Target:  126.43 | Risk: LOW        | Conf: 100%
  SUMMITSEC.NS    | Price: 1440.90 | Target: 1231.72 | Risk: LOW        | Conf: 100%
  MAYURUNIQ.NS    | Price:  755.45 | Target:  574.81 | Risk: LOW        | Conf: 80%
  SULA.NS         | Price:  150.12 | Target:  113.54 | Risk: LOW        | Conf: 100%
  CANTABIL.NS     | Price:  229.55 | Target:  189.75 | Risk: LOW        | Conf: 100%
  DELTACORP.NS    | Price:   60.94 | Target:   53.25 | Risk: LOW        | Conf: 80%
  STUDDS.NS       | Price:  434.05 | Target:  363.32 | Risk: LOW        | Conf: 80%
  IDEAFORGE.NS    | Price:  781.80 | Target:  625.23 | Risk: LOW        | Conf: 100%
  DREDGECORP.NS   | Price: 1064.40 | Target:  854.61 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   92.40 | Target:   76.93 | Risk: LOW        | Conf: 100%
  HITECH.NS       | Price:   79.16 | Target:   68.29 | Risk: LOW        | Conf: 100%
  MANGLMCEM.NS    | Price:  903.75 | Target:  791.12 | Risk: LOW        | Conf: 100%
  AMRUTANJAN.NS   | Price:  491.60 | Target:  411.96 | Risk: LOW        | Conf: 100%
  WHEELS.NS       | Price: 1353.60 | Target: 1090.85 | Risk: LOW        | Conf: 100%
  WAAREEINDO.NS   | Price:  298.50 | Target:  221.02 | Risk: LOW        | Conf: 100%
  EXICOM.NS       | Price:  151.29 | Target:  110.00 | Risk: LOW        | Conf: 100%
  VINCOFE.NS      | Price:  146.65 | Target:  116.07 | Risk: LOW        | Conf: 80%
  BGRENERGY.NS    | Price:  258.95 | Target:  193.84 | Risk: LOW        | Conf: 100%
  RAMCOSYS.NS     | Price:  595.75 | Target:  421.57 | Risk: LOW        | Conf: 80%
  SPAL.NS         | Price:  960.25 | Target:  714.61 | Risk: LOW        | Conf: 100%
  LAXMIDENTL.NS   | Price:  206.23 | Target:  171.43 | Risk: LOW        | Conf: 100%
  ASALCBR.NS      | Price:  726.20 | Target:  600.66 | Risk: LOW        | Conf: 100%
  SPANDANA.NS     | Price:  251.00 | Target:  211.37 | Risk: LOW        | Conf: 100%
  ALLTIME.NS      | Price:  218.61 | Target:  185.35 | Risk: LOW        | Conf: 100%
  RHETAN.NS       | Price:   21.01 | Target:   10.18 | Risk: LOW        | Conf: 100%
  UNITECH.NS      | Price:    3.99 | Target:    3.34 | Risk: LOW        | Conf: 100%
  RMDRIP.NS       | Price:   17.99 | Target:   13.89 | Risk: LOW        | Conf: 100%
  DEEDEV.NS       | Price:  629.70 | Target:  467.66 | Risk: LOW        | Conf: 100%
  PRECAM.NS       | Price:  135.17 | Target:  114.65 | Risk: LOW        | Conf: 100%
  ASTEC.NS        | Price:  602.05 | Target:  485.05 | Risk: LOW        | Conf: 100%
  NAVKARCORP.NS   | Price:   99.11 | Target:   87.04 | Risk: LOW        | Conf: 100%
  SPMLINFRA.NS    | Price:  186.78 | Target:  157.49 | Risk: LOW        | Conf: 100%
  QUICKHEAL.NS    | Price:  149.50 | Target:  117.93 | Risk: LOW        | Conf: 100%
  PNBGILTS.NS     | Price:   79.52 | Target:   68.32 | Risk: LOW        | Conf: 100%
  DLINKINDIA.NS   | Price:  418.80 | Target:  367.64 | Risk: LOW        | Conf: 100%
  DAMCAPITAL.NS   | Price:  148.06 | Target:  126.51 | Risk: LOW        | Conf: 100%
  ARIHANTSUP.NS   | Price:  251.75 | Target:  216.80 | Risk: LOW        | Conf: 100%
  SATIN.NS        | Price:  221.12 | Target:  170.54 | Risk: LOW        | Conf: 100%
  RAJOOENG.NS     | Price:   50.89 | Target:   43.02 | Risk: LOW        | Conf: 80%
  STANLEY.NS      | Price:  145.28 | Target:  122.94 | Risk: LOW        | Conf: 100%
  JNKINDIA.NS     | Price:  413.15 | Target:  305.17 | Risk: LOW        | Conf: 100%
  HIMATSEIDE.NS   | Price:   74.08 | Target:   64.47 | Risk: LOW        | Conf: 100%
  SOLEX.NS        | Price:  883.75 | Target:  740.52 | Risk: LOW        | Conf: 100%
  GREENPOWER.NS   | Price:    9.55 | Target:    8.59 | Risk: LOW        | Conf: 100%
  MASTERTR.NS     | Price:   78.66 | Target:   66.04 | Risk: LOW        | Conf: 100%
  AWHCL.NS        | Price:  393.50 | Target:  322.57 | Risk: LOW        | Conf: 100%
  LGHL.NS         | Price:  200.45 | Target:  148.39 | Risk: LOW        | Conf: 100%
  ECOSMOBLTY.NS   | Price:  119.48 | Target:   92.19 | Risk: LOW        | Conf: 100%
  JAGRAN.NS       | Price:   62.92 | Target:   57.93 | Risk: LOW        | Conf: 80%
  RUPA.NS         | Price:  153.87 | Target:  133.13 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   78.01 | Target:   64.98 | Risk: LOW        | Conf: 100%
  PLATIND.NS      | Price:  217.80 | Target:  176.54 | Risk: LOW        | Conf: 100%
  ORIENTTECH.NS   | Price:  254.75 | Target:  208.34 | Risk: LOW        | Conf: 100%
  ANDHRAPAP.NS    | Price:   59.41 | Target:   49.69 | Risk: LOW        | Conf: 100%
  CONFIPET.NS     | Price:   73.80 | Target:   51.58 | Risk: LOW        | Conf: 100%
  ROTO.NS         | Price:   66.16 | Target:   53.00 | Risk: LOW        | Conf: 100%
  GPTINFRA.NS     | Price:  116.73 | Target:   96.08 | Risk: LOW        | Conf: 100%
  SURYODAY.NS     | Price:  156.39 | Target:  128.63 | Risk: LOW        | Conf: 100%
  BLKASHYAP.NS    | Price:   51.81 | Target:   42.29 | Risk: LOW        | Conf: 100%
  GODAVARIB.NS    | Price:  254.60 | Target:  199.46 | Risk: LOW        | Conf: 100%
  MONTECARLO.NS   | Price:  504.70 | Target:  426.91 | Risk: LOW        | Conf: 100%
  MADRASFERT.NS   | Price:   65.51 | Target:   58.60 | Risk: LOW        | Conf: 80%
  HARIOMPIPE.NS   | Price:  365.20 | Target:  306.72 | Risk: LOW        | Conf: 100%
  DECCANCE.NS     | Price:  542.95 | Target:  446.72 | Risk: LOW        | Conf: 80%
  SUMEETINDS.NS   | Price:   14.08 | Target:    8.77 | Risk: LOW        | Conf: 100%
  IMPAL.NS        | Price: 1059.20 | Target:  867.41 | Risk: LOW        | Conf: 100%
  RGL.NS          | Price:  111.14 | Target:   80.15 | Risk: LOW        | Conf: 100%
  SIGNPOST.NS     | Price:  267.50 | Target:  211.21 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  550.00 | Target:  445.64 | Risk: LOW        | Conf: 100%
  DIFFNKG.NS      | Price:  362.60 | Target:  245.21 | Risk: LOW        | Conf: 100%
  ASIANTILES.NS   | Price:   53.12 | Target:   31.97 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  131.84 | Target:   88.60 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  677.20 | Target:  530.56 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  191.93 | Target:  157.82 | Risk: LOW        | Conf: 100%
  WCIL.NS         | Price:   85.59 | Target:   75.16 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  167.80 | Target:  138.41 | Risk: LOW        | Conf: 100%
  BOROSCI.NS      | Price:  133.40 | Target:  103.76 | Risk: LOW        | Conf: 100%
  MEIL.NS         | Price:  274.95 | Target:  210.99 | Risk: LOW        | Conf: 100%
  GTPL.NS         | Price:   53.94 | Target:   41.43 | Risk: LOW        | Conf: 100%
  ROHLTD.NS       | Price:  307.40 | Target:  256.29 | Risk: LOW        | Conf: 100%
  BAJAJINDEF.NS   | Price:  218.00 | Target:  177.25 | Risk: LOW        | Conf: 100%
  WEALTH.NS       | Price:  912.70 | Target:  774.34 | Risk: LOW        | Conf: 80%
  CONTROLPR.NS    | Price:  567.50 | Target:  499.05 | Risk: LOW        | Conf: 100%
  SRM.NS          | Price:  487.50 | Target:  406.41 | Risk: LOW        | Conf: 100%
  VILAS.NS        | Price:  349.50 | Target:  287.80 | Risk: LOW        | Conf: 100%
  ZUARI.NS        | Price:  220.92 | Target:  183.78 | Risk: LOW        | Conf: 100%
  STEELXIND.NS    | Price:   10.97 | Target:    8.87 | Risk: LOW        | Conf: 80%
  KELLTONTEC.NS   | Price:   13.78 | Target:   12.32 | Risk: LOW        | Conf: 100%
  PASHUPATI.NS    | Price:   83.90 | Target:   73.78 | Risk: LOW        | Conf: 100%
  KRISHNADEF.NS   | Price: 1076.00 | Target:  783.32 | Risk: LOW        | Conf: 100%
  STERTOOLS.NS    | Price:  222.65 | Target:  167.97 | Risk: LOW        | Conf: 100%
  GEMAROMA.NS     | Price:  167.29 | Target:  121.70 | Risk: LOW        | Conf: 100%
  EXCELSOFT.NS    | Price:   74.72 | Target:   57.61 | Risk: LOW        | Conf: 100%
  IZMO.NS         | Price:  945.30 | Target:  693.41 | Risk: LOW        | Conf: 100%
  ANTELOPUS.NS    | Price:  802.15 | Target:  571.95 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   86.80 | Target:   69.83 | Risk: LOW        | Conf: 60%
  RNBDENIMS.NS    | Price:    8.88 | Target:    7.61 | Risk: LOW        | Conf: 80%
  VIDYAWIRES.NS   | Price:   87.97 | Target:   73.21 | Risk: LOW        | Conf: 100%
  PENINLAND.NS    | Price:   15.60 | Target:   13.99 | Risk: LOW        | Conf: 100%
  TNPL.NS         | Price:  141.57 | Target:  115.59 | Risk: LOW        | Conf: 100%
  GANESHCP.NS     | Price:  161.95 | Target:  127.97 | Risk: LOW        | Conf: 80%
  KOKUYOCMLN.NS   | Price:   81.87 | Target:   65.74 | Risk: LOW        | Conf: 100%
  MAXIND.NS       | Price:  157.10 | Target:  119.89 | Risk: LOW        | Conf: 100%
  CREST.NS        | Price:  372.00 | Target:  298.91 | Risk: LOW        | Conf: 80%
  SCODATUBES.NS   | Price:  134.49 | Target:  107.85 | Risk: LOW        | Conf: 100%
  INDOFARM.NS     | Price:  146.87 | Target:  113.56 | Risk: LOW        | Conf: 100%
  SBC.NS          | Price:   38.55 | Target:   29.91 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  240.95 | Target:  198.86 | Risk: LOW        | Conf: 100%
  CEWATER.NS      | Price:  261.00 | Target:  213.54 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1020.10 | Target:  733.53 | Risk: LOW        | Conf: 100%
  DENTA.NS        | Price:  309.90 | Target:  235.92 | Risk: LOW        | Conf: 100%
  FABTECH.NS      | Price:  147.00 | Target:  125.61 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price: 1015.00 | Target:  852.32 | Risk: LOW        | Conf: 80%
  OSWALAGRO.NS    | Price:   37.40 | Target:   26.21 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  189.53 | Target:  141.15 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  133.28 | Target:   95.68 | Risk: LOW        | Conf: 100%
  GICHSGFIN.NS    | Price:  140.00 | Target:  122.13 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  244.70 | Target:  205.22 | Risk: LOW        | Conf: 100%
  NCLIND.NS       | Price:  173.30 | Target:  145.83 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.95 | Target:    5.08 | Risk: LOW        | Conf: 80%
  TVSELECT.NS     | Price:  462.20 | Target:  370.20 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   15.16 | Target:   11.38 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  114.07 | Target:   97.21 | Risk: LOW        | Conf: 80%
  BLAL.NS         | Price:  170.40 | Target:  150.41 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  812.50 | Target:  630.39 | Risk: LOW        | Conf: 100%
  ORICONENT.NS    | Price:   51.79 | Target:   41.80 | Risk: LOW        | Conf: 100%
  SGIL.NS         | Price:  544.75 | Target:  438.62 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  253.65 | Target:  152.90 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  497.55 | Target:  425.19 | Risk: LOW        | Conf: 80%
  ARFIN.NS        | Price:   84.74 | Target:   66.55 | Risk: LOW        | Conf: 100%
  COFFEEDAY.NS    | Price:   29.45 | Target:   23.26 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   87.30 | Target:   68.71 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  506.70 | Target:  392.02 | Risk: LOW        | Conf: 100%
  AMBIKCO.NS      | Price: 1587.70 | Target: 1190.41 | Risk: LOW        | Conf: 100%
  VHLTD.NS        | Price:  129.62 | Target:  101.16 | Risk: LOW        | Conf: 80%
  ELDEHSG.NS      | Price:  750.30 | Target:  526.17 | Risk: LOW        | Conf: 100%
  NINSYS.NS       | Price:  726.50 | Target:  539.86 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  965.00 | Target:  812.71 | Risk: LOW        | Conf: 100%
  TECHLABS.NS     | Price:  120.45 | Target:   89.22 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   80.07 | Target:   60.79 | Risk: LOW        | Conf: 100%
  PATELRMART.NS   | Price:  213.75 | Target:  182.93 | Risk: LOW        | Conf: 100%
  20MICRONS.NS    | Price:  185.99 | Target:  153.14 | Risk: LOW        | Conf: 100%
  STCINDIA.NS     | Price:  117.00 | Target:  102.25 | Risk: LOW        | Conf: 100%
  LINC.NS         | Price:   98.34 | Target:   78.70 | Risk: LOW        | Conf: 100%
  MVKAGRO.NS      | Price:  240.95 | Target:  162.09 | Risk: LOW        | Conf: 100%
  RSWM.NS         | Price:  203.00 | Target:  159.50 | Risk: LOW        | Conf: 80%
  RKSWAMY.NS      | Price:   98.00 | Target:   75.73 | Risk: LOW        | Conf: 100%
  NAHARPOLY.NS    | Price:  249.95 | Target:  181.90 | Risk: LOW        | Conf: 100%
  REPRO.NS        | Price:  330.00 | Target:  232.71 | Risk: LOW        | Conf: 100%
  SEJALLTD.NS     | Price:  665.05 | Target:  488.23 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  180.65 | Target:  146.47 | Risk: LOW        | Conf: 100%
  AHCL.NS         | Price:   14.25 | Target:   11.39 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   30.30 | Target:   22.57 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   46.80 | Target:   37.96 | Risk: LOW        | Conf: 80%
