NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-02 06:28:13

BUY SIGNALS (628):
  TCS.NS          | Price: 2337.40 | Entry: 2290.65 | Target: 2616.40 | Risk: LOW       
  PAISALO.NS      | Price:   66.60 | Target:   56.95 | Risk: LOW        | Conf: 100%
  DDEVPLSTIK.NS   | Price:  274.45 | Target:  232.25 | Risk: LOW        | Conf: 100%
  PATELENG.NS     | Price:   27.27 | Target:   23.81 | Risk: LOW        | Conf: 80%
  GANECOS.NS      | Price: 1020.10 | Target:  827.78 | Risk: LOW        | Conf: 100%
  SAGCEM.NS       | Price:  156.59 | Target:  131.98 | Risk: LOW        | Conf: 100%
  SIYSIL.NS       | Price:  549.50 | Target:  446.95 | Risk: LOW        | Conf: 100%
  EUROPRATIK.NS   | Price:  260.10 | Target:  213.44 | Risk: LOW        | Conf: 100%
  HPL.NS          | Price:  296.30 | Target:  254.41 | Risk: LOW        | Conf: 100%
  EASEMYTRIP.NS   | Price:    5.92 | Target:    5.03 | Risk: LOW        | Conf: 100%
  BRIGHOTEL.NS    | Price:   58.29 | Target:   50.53 | Risk: LOW        | Conf: 100%
  SHK.NS          | Price:  145.54 | Target:  120.09 | Risk: LOW        | Conf: 100%
  AGIIL.NS        | Price:  278.60 | Target:  223.49 | Risk: LOW        | Conf: 100%
  SANGHVIMOV.NS   | Price:  445.75 | Target:  333.67 | Risk: LOW        | Conf: 100%
  MUTHOOTMF.NS    | Price:  201.99 | Target:  166.76 | Risk: LOW        | Conf: 100%
  KPEL.NS         | Price:  240.60 | Target:  183.35 | Risk: LOW        | Conf: 100%
  PRAKASH.NS      | Price:  124.30 | Target:   90.89 | Risk: LOW        | Conf: 100%
  RPSGVENT.NS     | Price:  838.00 | Target:  709.91 | Risk: LOW        | Conf: 100%
  BCG.NS          | Price:    8.94 | Target:    7.49 | Risk: LOW        | Conf: 100%
  BFUTILITIE.NS   | Price:  499.50 | Target:  415.34 | Risk: LOW        | Conf: 100%
  RAMCOIND.NS     | Price:  319.65 | Target:  262.53 | Risk: LOW        | Conf: 100%
  POKARNA.NS      | Price:  834.00 | Target:  644.95 | Risk: LOW        | Conf: 100%
  EVEREADY.NS     | Price:  319.05 | Target:  267.78 | Risk: LOW        | Conf: 100%
  HONDAPOWER.NS   | Price: 2001.60 | Target: 1765.61 | Risk: LOW        | Conf: 100%
  SAKSOFT.NS      | Price:  150.34 | Target:  126.04 | Risk: LOW        | Conf: 100%
  RELTD.NS        | Price:  152.81 | Target:  118.85 | Risk: LOW        | Conf: 100%
  DIGITIDE.NS     | Price:   96.62 | Target:   77.61 | Risk: LOW        | Conf: 80%
  SERVOTECH.NS    | Price:   78.29 | Target:   69.03 | Risk: LOW        | Conf: 100%
  AUTOAXLES.NS    | Price: 1722.20 | Target: 1528.38 | Risk: LOW        | Conf: 100%
  LAOPALA.NS      | Price:  170.49 | Target:  143.31 | Risk: LOW        | Conf: 100%
  DCXINDIA.NS     | Price:  170.95 | Target:  142.40 | Risk: LOW        | Conf: 100%
  HINDWAREAP.NS   | Price:  180.43 | Target:  146.90 | Risk: LOW        | Conf: 100%
  SOLARWORLD.NS   | Price:  142.40 | Target:  112.59 | Risk: LOW        | Conf: 100%
  VIKRAN.NS       | Price:   57.40 | Target:   47.42 | Risk: LOW        | Conf: 100%
  CARYSIL.NS      | Price: 1113.50 | Target:  925.61 | Risk: LOW        | Conf: 100%
  HATHWAY.NS      | Price:   10.36 | Target:    9.18 | Risk: LOW        | Conf: 80%
  ADFFOODS.NS     | Price:  258.90 | Target:  213.20 | Risk: LOW        | Conf: 80%
  PANACEABIO.NS   | Price:  375.75 | Target:  287.82 | Risk: LOW        | Conf: 100%
  GRMOVER.NS      | Price:   84.59 | Target:   70.08 | Risk: LOW        | Conf: 100%
  DIAMONDYD.NS    | Price: 1154.20 | Target: 1002.56 | Risk: LOW        | Conf: 80%
  CAPACITE.NS     | Price:  203.10 | Target:  163.79 | Risk: LOW        | Conf: 100%
  HGS.NS          | Price:  393.00 | Target:  342.00 | Risk: LOW        | Conf: 100%
  JAICORPLTD.NS   | Price:   97.13 | Target:   83.18 | Risk: LOW        | Conf: 100%
  PFS.NS          | Price:   26.75 | Target:   23.43 | Risk: LOW        | Conf: 100%
  MBEL.NS         | Price:  263.30 | Target:  221.28 | Risk: LOW        | Conf: 100%
  INSECTICID.NS   | Price:  606.95 | Target:  503.91 | Risk: LOW        | Conf: 80%
  SHALBY.NS       | Price:  150.80 | Target:  128.38 | Risk: LOW        | Conf: 80%
  NDRAUTO.NS      | Price:  716.15 | Target:  591.92 | Risk: LOW        | Conf: 100%
  FINOPB.NS       | Price:  145.01 | Target:  115.95 | Risk: LOW        | Conf: 100%
  SCILAL.NS       | Price:   39.52 | Target:   35.45 | Risk: LOW        | Conf: 80%
  LANDMARK.NS     | Price:  498.15 | Target:  402.81 | Risk: LOW        | Conf: 80%
  SUMMITSEC.NS    | Price: 1410.20 | Target: 1266.38 | Risk: LOW        | Conf: 80%
  MAYURUNIQ.NS    | Price:  725.85 | Target:  574.02 | Risk: LOW        | Conf: 100%
  GVPIL.NS        | Price:  625.25 | Target:  474.75 | Risk: LOW        | Conf: 100%
  KICL.NS         | Price: 5151.00 | Target: 4380.94 | Risk: LOW        | Conf: 100%
  SYSTMTXC.NS     | Price:   56.36 | Target:   44.97 | Risk: LOW        | Conf: 100%
  DELTACORP.NS    | Price:   57.00 | Target:   48.92 | Risk: LOW        | Conf: 100%
  STUDDS.NS       | Price:  432.90 | Target:  376.57 | Risk: LOW        | Conf: 100%
  SASKEN.NS       | Price: 1880.10 | Target: 1500.03 | Risk: LOW        | Conf: 100%
  SANGAMIND.NS    | Price:  575.00 | Target:  473.41 | Risk: LOW        | Conf: 100%
  IDEAFORGE.NS    | Price:  774.85 | Target:  590.10 | Risk: LOW        | Conf: 100%
  WEL.NS          | Price:   76.58 | Target:    2.12 | Risk: LOW        | Conf: 100%
  DOLLAR.NS       | Price:  264.40 | Target:  229.15 | Risk: LOW        | Conf: 60%
  DREDGECORP.NS   | Price: 1063.00 | Target:  809.14 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   85.08 | Target:   70.33 | Risk: LOW        | Conf: 100%
  SHRINGARMS.NS   | Price:  216.50 | Target:  185.31 | Risk: LOW        | Conf: 100%
  PIXTRANS.NS     | Price: 1767.00 | Target: 1419.64 | Risk: LOW        | Conf: 100%
  MOBIKWIK.NS     | Price:  185.38 | Target:  160.99 | Risk: LOW        | Conf: 100%
  WAAREEINDO.NS   | Price:  266.55 | Target:  214.34 | Risk: LOW        | Conf: 100%
  INDNIPPON.NS    | Price: 1063.00 | Target:  896.25 | Risk: LOW        | Conf: 100%
  MUKANDLTD.NS    | Price:  134.05 | Target:  116.73 | Risk: LOW        | Conf: 80%
  KERNEX.NS       | Price: 1691.60 | Target: 1022.64 | Risk: LOW        | Conf: 100%
  GTLINFRA.NS     | Price:    1.17 | Target:    1.01 | Risk: LOW        | Conf: 100%
  NIBE.NS         | Price: 1346.10 | Target: 1051.74 | Risk: LOW        | Conf: 100%
  LAXMIDENTL.NS   | Price:  192.61 | Target:  164.47 | Risk: LOW        | Conf: 100%
  ASALCBR.NS      | Price:  699.15 | Target:  605.49 | Risk: LOW        | Conf: 100%
  SPANDANA.NS     | Price:  233.97 | Target:  199.39 | Risk: LOW        | Conf: 100%
  ALLTIME.NS      | Price:  199.99 | Target:  164.87 | Risk: LOW        | Conf: 100%
  RHETAN.NS       | Price:   21.02 | Target:   14.56 | Risk: LOW        | Conf: 100%
  UNITECH.NS      | Price:    3.73 | Target:    3.12 | Risk: LOW        | Conf: 100%
  DEEDEV.NS       | Price:  640.60 | Target:  483.87 | Risk: LOW        | Conf: 100%
  SEPC.NS         | Price:    5.35 | Target:    4.11 | Risk: LOW        | Conf: 100%
  GARUDA.NS       | Price:  176.25 | Target:  147.05 | Risk: LOW        | Conf: 100%
  PRECAM.NS       | Price:  121.34 | Target:  100.51 | Risk: LOW        | Conf: 100%
  ASTEC.NS        | Price:  570.35 | Target:  436.96 | Risk: LOW        | Conf: 100%
  BETA.NS         | Price: 2089.80 | Target: 1446.76 | Risk: LOW        | Conf: 100%
  TALBROAUTO.NS   | Price:  408.05 | Target:  337.59 | Risk: LOW        | Conf: 80%
  IFGLEXPOR.NS    | Price:  207.50 | Target:  157.53 | Risk: LOW        | Conf: 100%
  BFINVEST.NS     | Price:  448.85 | Target:  379.81 | Risk: LOW        | Conf: 100%
  NAVKARCORP.NS   | Price:   95.44 | Target:   85.90 | Risk: LOW        | Conf: 100%
  SPMLINFRA.NS    | Price:  174.30 | Target:  139.38 | Risk: LOW        | Conf: 100%
  JYOTISTRUC.NS   | Price:    9.77 | Target:    8.07 | Risk: LOW        | Conf: 100%
  GOCLCORP.NS     | Price:  387.75 | Target:  326.41 | Risk: LOW        | Conf: 100%
  QUICKHEAL.NS    | Price:  138.11 | Target:  116.19 | Risk: LOW        | Conf: 80%
  PNBGILTS.NS     | Price:   78.59 | Target:   66.21 | Risk: LOW        | Conf: 80%
  DAMCAPITAL.NS   | Price:  142.45 | Target:  121.02 | Risk: LOW        | Conf: 100%
  ARIHANTSUP.NS   | Price:  248.00 | Target:  199.14 | Risk: LOW        | Conf: 80%
  SATIN.NS        | Price:  217.30 | Target:  181.01 | Risk: LOW        | Conf: 100%
  RAMASTEEL.NS    | Price:    4.17 | Target:    3.74 | Risk: LOW        | Conf: 80%
  RAJOOENG.NS     | Price:   48.79 | Target:   40.55 | Risk: LOW        | Conf: 100%
  JNKINDIA.NS     | Price:  421.70 | Target:  315.00 | Risk: LOW        | Conf: 100%
  HIMATSEIDE.NS   | Price:   68.82 | Target:   57.47 | Risk: LOW        | Conf: 80%
  SOLEX.NS        | Price:  712.45 | Target:  496.52 | Risk: LOW        | Conf: 100%
  IGARASHI.NS     | Price:  415.30 | Target:  350.96 | Risk: LOW        | Conf: 100%
  TINNARUBR.NS    | Price:  998.60 | Target:  818.60 | Risk: LOW        | Conf: 100%
  GREENPOWER.NS   | Price:    9.06 | Target:    7.90 | Risk: LOW        | Conf: 100%
  PUNJABCHEM.NS   | Price: 1094.80 | Target:  877.76 | Risk: LOW        | Conf: 100%
  AWHCL.NS        | Price:  371.65 | Target:  325.45 | Risk: LOW        | Conf: 100%
  STALLION.NS     | Price:  211.03 | Target:  155.44 | Risk: LOW        | Conf: 100%
  LGHL.NS         | Price:  178.38 | Target:  127.78 | Risk: LOW        | Conf: 80%
  RUPA.NS         | Price:  143.20 | Target:  123.29 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   75.32 | Target:   62.53 | Risk: LOW        | Conf: 100%
  IVALUE.NS       | Price:  235.11 | Target:  174.85 | Risk: LOW        | Conf: 100%
  HESTERBIO.NS    | Price: 2167.20 | Target: 1817.27 | Risk: LOW        | Conf: 100%
  HMAAGRO.NS      | Price:   20.95 | Target:   14.04 | Risk: LOW        | Conf: 100%
  ORIENTTECH.NS   | Price:  235.67 | Target:  196.83 | Risk: LOW        | Conf: 100%
  EKC.NS          | Price:  105.60 | Target:   87.36 | Risk: LOW        | Conf: 100%
  ANDHRAPAP.NS    | Price:   60.60 | Target:   52.58 | Risk: LOW        | Conf: 80%
  SALASAR.NS      | Price:    5.71 | Target:    4.66 | Risk: LOW        | Conf: 100%
  CENTRUM.NS      | Price:   22.31 | Target:   17.54 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   69.84 | Target:   55.91 | Risk: LOW        | Conf: 100%
  ROTO.NS         | Price:   64.49 | Target:   56.61 | Risk: LOW        | Conf: 100%
  GPTINFRA.NS     | Price:  111.50 | Target:   93.62 | Risk: LOW        | Conf: 80%
  ALICON.NS       | Price:  652.00 | Target:  501.75 | Risk: LOW        | Conf: 100%
  SALZERELEC.NS   | Price:  537.40 | Target:  473.42 | Risk: LOW        | Conf: 100%
  GODAVARIB.NS    | Price:  235.80 | Target:  199.93 | Risk: LOW        | Conf: 100%
  SURAJEST.NS     | Price:  189.01 | Target:  156.38 | Risk: LOW        | Conf: 100%
  CIFL.NS         | Price:   20.45 | Target:   16.09 | Risk: LOW        | Conf: 100%
  HARIOMPIPE.NS   | Price:  340.00 | Target:  280.11 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:   11.13 | Target:    7.62 | Risk: LOW        | Conf: 100%
  TAC.NS          | Price:  416.65 | Target:  316.90 | Risk: LOW        | Conf: 100%
  SIGNPOST.NS     | Price:  248.15 | Target:  208.61 | Risk: LOW        | Conf: 100%
  ATULAUTO.NS     | Price:  467.55 | Target:  410.37 | Risk: LOW        | Conf: 100%
  AGARIND.NS      | Price:  435.55 | Target:  358.82 | Risk: LOW        | Conf: 100%
  ONEPOINT.NS     | Price:   53.91 | Target:   45.79 | Risk: LOW        | Conf: 100%
  CAPITALSFB.NS   | Price:  281.50 | Target:  243.82 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  124.74 | Target:  103.26 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  618.20 | Target:  538.40 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  175.24 | Target:  144.01 | Risk: LOW        | Conf: 100%
  WALCHANNAG.NS   | Price:  206.35 | Target:  169.04 | Risk: LOW        | Conf: 100%
  WCIL.NS         | Price:   84.25 | Target:   71.64 | Risk: LOW        | Conf: 100%
  GPTHEALTH.NS    | Price:  150.58 | Target:  130.17 | Risk: LOW        | Conf: 80%
  ROHLTD.NS       | Price:  297.75 | Target:  251.65 | Risk: LOW        | Conf: 80%
  DSSL.NS         | Price: 1020.00 | Target:  807.92 | Risk: LOW        | Conf: 100%
  JINDALPHOT.NS   | Price: 1017.20 | Target:  822.41 | Risk: LOW        | Conf: 100%
  ELECTHERM.NS    | Price:  992.95 | Target:  792.31 | Risk: LOW        | Conf: 100%
  SRM.NS          | Price:  446.60 | Target:  347.42 | Risk: LOW        | Conf: 100%
  AMNPLST.NS      | Price:  180.90 | Target:  138.53 | Risk: LOW        | Conf: 100%
  ZUARI.NS        | Price:  223.10 | Target:  182.18 | Risk: LOW        | Conf: 80%
  STEELXIND.NS    | Price:   10.56 | Target:    8.60 | Risk: LOW        | Conf: 80%
  PASHUPATI.NS    | Price:   82.97 | Target:   73.88 | Risk: LOW        | Conf: 100%
  KRISHNADEF.NS   | Price: 1006.50 | Target:  757.25 | Risk: LOW        | Conf: 100%
  NELCAST.NS      | Price:  115.90 | Target:   99.76 | Risk: LOW        | Conf: 100%
  GEMAROMA.NS     | Price:  164.25 | Target:  130.07 | Risk: LOW        | Conf: 100%
  EXCELSOFT.NS    | Price:   69.44 | Target:   60.14 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  573.35 | Target:  452.62 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   82.09 | Target:   68.16 | Risk: LOW        | Conf: 100%
  5PAISA.NS       | Price:  339.05 | Target:  260.14 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   78.01 | Target:   64.29 | Risk: LOW        | Conf: 100%
  DHANBANK.NS     | Price:   31.57 | Target:   26.84 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   94.84 | Target:   76.65 | Risk: LOW        | Conf: 100%
  INDOFARM.NS     | Price:  134.10 | Target:  109.93 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  226.80 | Target:  173.76 | Risk: LOW        | Conf: 100%
  CEWATER.NS      | Price:  259.70 | Target:  196.75 | Risk: LOW        | Conf: 100%
  GKWLIMITED.NS   | Price: 1510.10 | Target: 1323.46 | Risk: LOW        | Conf: 100%
  NDTV.NS         | Price:   70.60 | Target:   60.38 | Risk: LOW        | Conf: 100%
  INNOVANA.NS     | Price:  297.95 | Target:  212.29 | Risk: LOW        | Conf: 100%
  BHARATSE.NS     | Price:  212.85 | Target:  164.63 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1035.10 | Target:  788.96 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   20.32 | Target:   17.27 | Risk: LOW        | Conf: 100%
  DENTA.NS        | Price:  271.90 | Target:  213.08 | Risk: LOW        | Conf: 100%
  LEMERITE.NS     | Price:   20.39 | Target:   14.69 | Risk: LOW        | Conf: 100%
  XCHANGING.NS    | Price:   60.51 | Target:   52.27 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price:  986.50 | Target:  742.12 | Risk: LOW        | Conf: 80%
  ADSL.NS         | Price:  103.18 | Target:   88.39 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:   93.45 | Target:   65.49 | Risk: LOW        | Conf: 100%
  SILVERTUC.NS    | Price:  170.80 | Target:  124.80 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  122.75 | Target:  100.24 | Risk: LOW        | Conf: 100%
  KUANTUM.NS      | Price:   71.29 | Target:   57.97 | Risk: LOW        | Conf: 100%
  IFBAGRO.NS      | Price:  894.00 | Target:  706.23 | Risk: LOW        | Conf: 100%
  BIRLAMONEY.NS   | Price:  126.20 | Target:  108.05 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   95.32 | Target:   73.87 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.72 | Target:    4.93 | Risk: LOW        | Conf: 80%
  SAURASHCEM.NS   | Price:   55.47 | Target:   45.31 | Risk: LOW        | Conf: 100%
  EVERESTIND.NS   | Price:  425.00 | Target:  327.59 | Risk: LOW        | Conf: 100%
  LIKHITHA.NS     | Price:  203.40 | Target:  159.70 | Risk: LOW        | Conf: 80%
  UFBL.NS         | Price:  720.90 | Target:  485.51 | Risk: LOW        | Conf: 100%
  TVSELECT.NS     | Price:  425.20 | Target:  365.50 | Risk: LOW        | Conf: 100%
  TEMBO.NS        | Price:   56.18 | Target:   43.55 | Risk: LOW        | Conf: 100%
  DISHTV.NS       | Price:    2.67 | Target:    2.33 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   14.20 | Target:   11.58 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  110.90 | Target:   87.87 | Risk: LOW        | Conf: 100%
  KOTHARIPET.NS   | Price:  129.45 | Target:  103.85 | Risk: LOW        | Conf: 100%
  CHEMFAB.NS      | Price:  355.05 | Target:  267.32 | Risk: LOW        | Conf: 100%
  BLAL.NS         | Price:  164.00 | Target:  148.95 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  733.10 | Target:  559.33 | Risk: LOW        | Conf: 100%
  NGLFINE.NS      | Price: 2709.80 | Target: 1701.70 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   36.15 | Target:   31.05 | Risk: LOW        | Conf: 100%
  ORICONENT.NS    | Price:   53.51 | Target:   39.50 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  245.65 | Target:  191.79 | Risk: LOW        | Conf: 100%
  VLSFINANCE.NS   | Price:  244.16 | Target:  206.30 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  468.10 | Target:  395.71 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   41.04 | Target:   34.51 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  480.05 | Target:  381.51 | Risk: LOW        | Conf: 100%
  VHLTD.NS        | Price:  115.15 | Target:   93.05 | Risk: LOW        | Conf: 100%
  NINSYS.NS       | Price:  713.65 | Target:  543.56 | Risk: LOW        | Conf: 100%
  TECHLABS.NS     | Price:  116.40 | Target:   85.97 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   73.02 | Target:   62.19 | Risk: LOW        | Conf: 100%
  SATIA.NS        | Price:   56.74 | Target:   46.37 | Risk: LOW        | Conf: 100%
  KECL.NS         | Price:  126.40 | Target:   90.78 | Risk: LOW        | Conf: 100%
  APEX.NS         | Price:  365.90 | Target:  272.51 | Risk: LOW        | Conf: 100%
  PATELRMART.NS   | Price:  221.79 | Target:  175.49 | Risk: LOW        | Conf: 80%
  STCINDIA.NS     | Price:  115.00 | Target:   99.47 | Risk: LOW        | Conf: 80%
  MVKAGRO.NS      | Price:  194.50 | Target:  141.18 | Risk: LOW        | Conf: 100%
  RUSHIL.NS       | Price:   16.20 | Target:   12.91 | Risk: LOW        | Conf: 100%
  NBIFIN.NS       | Price: 1965.00 | Target: 1633.83 | Risk: LOW        | Conf: 100%
  HLVLTD.NS       | Price:    6.27 | Target:    5.17 | Risk: LOW        | Conf: 100%
  THEINVEST.NS    | Price:   95.95 | Target:   76.04 | Risk: LOW        | Conf: 100%
  PPL.NS          | Price:  257.00 | Target:  212.89 | Risk: LOW        | Conf: 100%
  RKSWAMY.NS      | Price:   91.42 | Target:   72.85 | Risk: LOW        | Conf: 100%
  VENUSREM.NS     | Price: 1612.00 | Target: 1192.21 | Risk: LOW        | Conf: 100%
  SARVESHWAR.NS   | Price:    3.33 | Target:    2.89 | Risk: LOW        | Conf: 100%
  REPRO.NS        | Price:  319.00 | Target:  257.64 | Risk: LOW        | Conf: 100%
  ZEEMEDIA.NS     | Price:    8.14 | Target:    5.53 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  170.00 | Target:  144.13 | Risk: LOW        | Conf: 100%
  HARDWYN.NS      | Price:    9.01 | Target:    6.45 | Risk: LOW        | Conf: 100%
  SHREERAMA.NS    | Price:   41.32 | Target:   28.91 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   43.78 | Target:   36.42 | Risk: LOW        | Conf: 100%
  APTECHT.NS      | Price:   91.50 | Target:   77.45 | Risk: LOW        | Conf: 100%
  MANBA.NS        | Price:  128.40 | Target:  110.13 | Risk: LOW        | Conf: 80%
  MAANALU.NS      | Price:  118.07 | Target:   94.03 | Risk: LOW        | Conf: 80%
  URJA.NS         | Price:    8.98 | Target:    7.97 | Risk: LOW        | Conf: 100%
  IRIS.NS         | Price:  245.50 | Target:  187.58 | Risk: LOW        | Conf: 80%
  HINDCOMPOS.NS   | Price:  401.60 | Target:  342.35 | Risk: LOW        | Conf: 80%
  ENIL.NS         | Price:  100.45 | Target:   82.37 | Risk: LOW        | Conf: 80%
  PAKKA.NS        | Price:   75.55 | Target:   46.65 | Risk: LOW        | Conf: 80%
  CHEVIOT.NS      | Price: 1117.10 | Target: 1000.67 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  133.55 | Target:  113.70 | Risk: LOW        | Conf: 100%
  KRITI.NS        | Price:   59.70 | Target:   40.18 | Risk: LOW        | Conf: 100%
  DBEIL.NS        | Price:    6.20 | Target:    4.66 | Risk: LOW        | Conf: 100%
  FOODSIN.NS      | Price:   54.25 | Target:   40.48 | Risk: LOW        | Conf: 80%
  BORANA.NS       | Price:  304.00 | Target:  248.05 | Risk: LOW        | Conf: 100%
  TIRUPATI.NS     | Price:  325.00 | Target:  310.71 | Risk: LOW        | Conf: 100%
  SBGLP.NS        | Price:   24.62 | Target:   16.77 | Risk: LOW        | Conf: 100%
  TOLINS.NS       | Price:   92.00 | Target:   78.33 | Risk: LOW        | Conf: 100%
  ONMOBILE.NS     | Price:   48.51 | Target:   42.40 | Risk: LOW        | Conf: 100%
  GLOTTIS.NS      | Price:   62.77 | Target:   52.48 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:    9.15 | Target:    6.56 | Risk: LOW        | Conf: 100%
  RPPINFRA.NS     | Price:   55.76 | Target:   43.94 | Risk: LOW        | Conf: 100%
  PYRAMID.NS      | Price:  156.19 | Target:  133.23 | Risk: LOW        | Conf: 100%
  PRIMO.NS        | Price:   21.03 | Target:   14.66 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   67.20 | Target:   51.79 | Risk: LOW        | Conf: 100%
  CONSOFINVT.NS   | Price:  266.25 | Target:  225.41 | Risk: LOW        | Conf: 80%
  HMVL.NS         | Price:   87.00 | Target:   65.19 | Risk: LOW        | Conf: 100%
  ZODIAC.NS       | Price:  239.82 | Target:  162.42 | Risk: LOW        | Conf: 100%
  SURAJLTD.NS     | Price:  203.50 | Target:  151.03 | Risk: LOW        | Conf: 100%
  MBLINFRA.NS     | Price:   22.82 | Target:   17.32 | Risk: LOW        | Conf: 100%
  PRECOT.NS       | Price:  691.40 | Target:  428.92 | Risk: LOW        | Conf: 100%
  TPLPLASTEH.NS   | Price:   70.84 | Target:   54.01 | Risk: LOW        | Conf: 100%
  ALLETEC.NS      | Price:  125.30 | Target:   96.53 | Risk: LOW        | Conf: 100%
  HILINFRA.NS     | Price:   43.89 | Target:   36.29 | Risk: LOW        | Conf: 100%
  ORIENTPPR.NS    | Price:   16.62 | Target:   14.00 | Risk: LOW        | Conf: 100%
  GVKPIL.NS       | Price:    2.05 | Target:    1.76 | Risk: LOW        | Conf: 100%
  LIBERTSHOE.NS   | Price:  234.99 | Target:  201.57 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   55.22 | Target:   47.33 | Risk: LOW        | Conf: 100%
  MUNJALSHOW.NS   | Price:  128.99 | Target:  112.23 | Risk: LOW        | Conf: 100%
  GUJAPOLLO.NS    | Price:  341.00 | Target:  255.98 | Risk: LOW        | Conf: 100%
  EFFWA.NS        | Price:  320.00 | Target:  253.82 | Risk: LOW        | Conf: 100%
  MGEL.NS         | Price:   14.40 | Target:   11.56 | Risk: LOW        | Conf: 100%
  DONEAR.NS       | Price:   83.80 | Target:   67.96 | Risk: LOW        | Conf: 100%
  TERASOFT.NS     | Price:  287.75 | Target:  174.25 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  229.46 | Target:  196.29 | Risk: LOW        | Conf: 100%
  CPEDU.NS        | Price:  183.36 | Target:  133.73 | Risk: LOW        | Conf: 100%
  EUROBOND.NS     | Price:  146.88 | Target:  109.73 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   30.78 | Target:   25.79 | Risk: LOW        | Conf: 100%
  PAVNAIND.NS     | Price:   16.68 | Target:   10.82 | Risk: LOW        | Conf: 100%
  HCL-INSYS.NS    | Price:   10.40 | Target:    8.23 | Risk: LOW        | Conf: 100%
  MODINATUR.NS    | Price:  342.00 | Target:  257.37 | Risk: LOW        | Conf: 100%
  DAVANGERE.NS    | Price:    2.09 | Target:    1.06 | Risk: LOW        | Conf: 100%
  HIGREEN.NS      | Price:  127.45 | Target:  104.45 | Risk: LOW        | Conf: 100%
  SAHAJSOLAR.NS   | Price:   99.95 | Target:   80.00 | Risk: LOW        | Conf: 100%
  SPENCERS.NS     | Price:   28.80 | Target:   21.98 | Risk: LOW        | Conf: 100%
  POLYSIL.NS      | Price:   58.00 | Target:   38.70 | Risk: LOW        | Conf: 100%
  PLASTIBLEN.NS   | Price:  183.79 | Target:  150.91 | Risk: LOW        | Conf: 100%
  GSLSU.NS        | Price:   25.74 | Target:   15.29 | Risk: LOW        | Conf: 100%
  THOMASCOTT.NS   | Price:  260.85 | Target:  178.92 | Risk: LOW        | Conf: 100%
  PANSARI.NS      | Price:  300.50 | Target:  193.66 | Risk: LOW        | Conf: 100%
  MONEYBOXX.NS    | Price:   55.40 | Target:   43.06 | Risk: LOW        | Conf: 80%
  SOUTHWEST.NS    | Price:  205.93 | Target:  156.12 | Risk: LOW        | Conf: 100%
  SRD.NS          | Price:   38.40 | Target:   29.99 | Risk: LOW        | Conf: 100%
  SRGHFL.NS       | Price:  250.05 | Target:  204.37 | Risk: LOW        | Conf: 100%
  EMAMIREAL.NS    | Price:   69.14 | Target:   56.06 | Risk: LOW        | Conf: 100%
  NOVAAGRI.NS     | Price:   23.17 | Target:   16.80 | Risk: LOW        | Conf: 100%
  DENORA.NS       | Price:  811.80 | Target:  676.10 | Risk: LOW        | Conf: 100%
