NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-02 05:07:08

BUY SIGNALS (694):
  BHARTIARTL.NS   | Price: 1972.00 | Entry: 1932.56 | Target: 2115.45 | Risk: LOW       
  AWHCL.NS        | Price:  426.80 | Target:  376.80 | Risk: LOW        | Conf: 100%
  LGHL.NS         | Price:  205.37 | Target:  149.18 | Risk: LOW        | Conf: 80%
  VINYAS.NS       | Price: 1252.75 | Target:  977.54 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   84.03 | Target:   70.46 | Risk: LOW        | Conf: 100%
  QUADFUTURE.NS   | Price:  345.95 | Target:  257.93 | Risk: LOW        | Conf: 100%
  HMAAGRO.NS      | Price:   20.52 | Target:   17.31 | Risk: LOW        | Conf: 100%
  EKC.NS          | Price:  106.77 | Target:   90.98 | Risk: LOW        | Conf: 100%
  SALASAR.NS      | Price:    5.84 | Target:    5.28 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   68.17 | Target:   59.27 | Risk: LOW        | Conf: 100%
  SURYODAY.NS     | Price:  161.92 | Target:  105.64 | Risk: LOW        | Conf: 100%
  RAJRILTD.NS     | Price:   20.81 | Target:   17.49 | Risk: LOW        | Conf: 100%
  BLKASHYAP.NS    | Price:   54.46 | Target:   44.14 | Risk: LOW        | Conf: 100%
  JARO.NS         | Price:  467.85 | Target:  389.40 | Risk: LOW        | Conf: 100%
  SURAJEST.NS     | Price:  195.95 | Target:  173.70 | Risk: LOW        | Conf: 80%
  CIFL.NS         | Price:   20.78 | Target:   14.89 | Risk: LOW        | Conf: 100%
  UNIECOM.NS      | Price:   84.71 | Target:   75.85 | Risk: LOW        | Conf: 100%
  MONTECARLO.NS   | Price:  523.00 | Target:  467.77 | Risk: LOW        | Conf: 100%
  MADRASFERT.NS   | Price:   66.43 | Target:   57.35 | Risk: LOW        | Conf: 100%
  HARIOMPIPE.NS   | Price:  390.50 | Target:  322.70 | Risk: LOW        | Conf: 100%
  DECCANCE.NS     | Price:  553.20 | Target:  479.41 | Risk: LOW        | Conf: 100%
  RIIL.NS         | Price:  742.60 | Target:  664.28 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:   22.29 | Target:   14.91 | Risk: LOW        | Conf: 100%
  BSHSL.NS        | Price:   85.00 | Target:   67.90 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   72.31 | Target:   61.57 | Risk: LOW        | Conf: 80%
  SIGNPOST.NS     | Price:  283.55 | Target:  208.80 | Risk: LOW        | Conf: 100%
  BALAJITELE.NS   | Price:   83.61 | Target:   70.32 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  571.80 | Target:  467.62 | Risk: LOW        | Conf: 100%
  FAZE3Q.NS       | Price:  536.95 | Target:  438.32 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  196.99 | Target:  163.33 | Risk: LOW        | Conf: 80%
  VASCONEQ.NS     | Price:   31.95 | Target:   26.31 | Risk: LOW        | Conf: 100%
  WALCHANNAG.NS   | Price:  232.00 | Target:  182.80 | Risk: LOW        | Conf: 100%
  WCIL.NS         | Price:   90.03 | Target:   79.61 | Risk: LOW        | Conf: 100%
  IRMENERGY.NS    | Price:  257.55 | Target:  228.66 | Risk: LOW        | Conf: 80%
  MEIL.NS         | Price:  284.05 | Target:  221.62 | Risk: LOW        | Conf: 100%
  GTPL.NS         | Price:   59.90 | Target:   46.83 | Risk: LOW        | Conf: 100%
  ROHLTD.NS       | Price:  312.85 | Target:  262.30 | Risk: LOW        | Conf: 100%
  VHL.NS          | Price: 3398.00 | Target: 2900.61 | Risk: LOW        | Conf: 100%
  WEALTH.NS       | Price:  929.95 | Target:  776.15 | Risk: LOW        | Conf: 80%
  CONTROLPR.NS    | Price:  572.50 | Target:  451.71 | Risk: LOW        | Conf: 100%
  JINDALPHOT.NS   | Price: 1061.10 | Target:  848.67 | Risk: LOW        | Conf: 100%
  ELECTHERM.NS    | Price: 1007.60 | Target:  783.28 | Risk: LOW        | Conf: 100%
  VILAS.NS        | Price:  348.95 | Target:  275.52 | Risk: LOW        | Conf: 100%
  STEELXIND.NS    | Price:   11.23 | Target:    9.38 | Risk: LOW        | Conf: 100%
  KELLTONTEC.NS   | Price:   14.18 | Target:   12.27 | Risk: LOW        | Conf: 100%
  RACLGEAR.NS     | Price: 1262.30 | Target:  949.55 | Risk: LOW        | Conf: 100%
  PASHUPATI.NS    | Price:   85.55 | Target:   73.42 | Risk: LOW        | Conf: 100%
  KRISHNADEF.NS   | Price: 1198.50 | Target:  940.50 | Risk: LOW        | Conf: 100%
  NELCAST.NS      | Price:  121.37 | Target:   83.61 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  594.30 | Target:  513.69 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    9.06 | Target:    7.52 | Risk: LOW        | Conf: 100%
  VIDYAWIRES.NS   | Price:   91.64 | Target:   77.08 | Risk: LOW        | Conf: 100%
  PENINLAND.NS    | Price:   15.50 | Target:   13.73 | Risk: LOW        | Conf: 100%
  LINCOLN.NS      | Price:  577.15 | Target:  501.58 | Risk: LOW        | Conf: 100%
  THEMISMED.NS    | Price:  105.22 | Target:   79.78 | Risk: LOW        | Conf: 100%
  DHANBANK.NS     | Price:   32.07 | Target:   24.31 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   94.92 | Target:   72.57 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  251.45 | Target:  207.61 | Risk: LOW        | Conf: 100%
  CEWATER.NS      | Price:  287.80 | Target:  232.62 | Risk: LOW        | Conf: 100%
  GKWLIMITED.NS   | Price: 1630.80 | Target: 1338.01 | Risk: LOW        | Conf: 100%
  NDTV.NS         | Price:   77.10 | Target:   67.07 | Risk: LOW        | Conf: 100%
  KHAICHEM.NS     | Price:   47.15 | Target:   37.65 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   21.04 | Target:   16.17 | Risk: LOW        | Conf: 100%
  DENTALKART.NS   | Price:  393.75 | Target:  294.48 | Risk: LOW        | Conf: 100%
  SRHHYPOLTD.NS   | Price:  484.40 | Target:  428.56 | Risk: LOW        | Conf: 80%
  FABTECH.NS      | Price:  149.46 | Target:  121.94 | Risk: LOW        | Conf: 100%
  UTTAMSUGAR.NS   | Price:  222.33 | Target:  192.94 | Risk: LOW        | Conf: 100%
  KRISHIVAL.NS    | Price:  393.55 | Target:  351.50 | Risk: LOW        | Conf: 80%
  JPOLYINVST.NS   | Price: 1020.80 | Target:  863.62 | Risk: LOW        | Conf: 100%
  OSWALAGRO.NS    | Price:   38.25 | Target:   30.55 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:  114.64 | Target:   95.62 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:  121.05 | Target:   93.69 | Risk: LOW        | Conf: 80%
  GICHSGFIN.NS    | Price:  147.68 | Target:  132.19 | Risk: LOW        | Conf: 100%
  PRIMESECU.NS    | Price:  276.90 | Target:  229.60 | Risk: LOW        | Conf: 80%
  KARNIKA.NS      | Price:  117.80 | Target:   93.25 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  270.95 | Target:  227.16 | Risk: LOW        | Conf: 100%
  NCLIND.NS       | Price:  182.14 | Target:  161.36 | Risk: LOW        | Conf: 80%
  ELIN.NS         | Price:  100.60 | Target:   75.28 | Risk: LOW        | Conf: 100%
  SKMEGGPROD.NS   | Price:  249.85 | Target:  137.69 | Risk: LOW        | Conf: 100%
  REMUS.NS        | Price:  720.00 | Target:  641.09 | Risk: LOW        | Conf: 80%
  LIKHITHA.NS     | Price:  220.80 | Target:  162.14 | Risk: LOW        | Conf: 100%
  ABCOTS.NS       | Price:  198.85 | Target:  164.79 | Risk: LOW        | Conf: 80%
  VALIANTORG.NS   | Price:  266.70 | Target:  224.56 | Risk: LOW        | Conf: 80%
  DISHTV.NS       | Price:    2.85 | Target:    2.49 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   15.49 | Target:   12.18 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  113.69 | Target:   93.63 | Risk: LOW        | Conf: 100%
  DHAMPURSUG.NS   | Price:  135.48 | Target:  113.61 | Risk: LOW        | Conf: 100%
  BLAL.NS         | Price:  172.75 | Target:  148.79 | Risk: LOW        | Conf: 100%
  VIVIANA.NS      | Price:  718.55 | Target:  556.35 | Risk: LOW        | Conf: 80%
  DHUNINV.NS      | Price:  846.55 | Target:  658.92 | Risk: LOW        | Conf: 100%
  ORICONENT.NS    | Price:   53.79 | Target:   41.16 | Risk: LOW        | Conf: 100%
  CHEMCON.NS      | Price:  175.51 | Target:  142.72 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  500.20 | Target:  386.90 | Risk: LOW        | Conf: 100%
  COFFEEDAY.NS    | Price:   30.51 | Target:   25.63 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   45.45 | Target:   37.95 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   97.85 | Target:   76.37 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  525.40 | Target:  398.60 | Risk: LOW        | Conf: 100%
  ELDEHSG.NS      | Price:  771.80 | Target:  606.59 | Risk: LOW        | Conf: 80%
  NINSYS.NS       | Price:  782.10 | Target:  585.58 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  982.20 | Target:  767.20 | Risk: LOW        | Conf: 100%
  MUKKA.NS        | Price:   22.54 | Target:   18.23 | Risk: LOW        | Conf: 80%
  TECHLABS.NS     | Price:  126.65 | Target:   85.03 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   81.52 | Target:   68.02 | Risk: LOW        | Conf: 100%
  KAMATHOTEL.NS   | Price:  166.99 | Target:  141.40 | Risk: LOW        | Conf: 100%
  DWARKESH.NS     | Price:   37.04 | Target:   26.95 | Risk: LOW        | Conf: 100%
  APEX.NS         | Price:  371.50 | Target:  314.18 | Risk: LOW        | Conf: 100%
  KOPRAN.NS       | Price:  191.03 | Target:  148.75 | Risk: LOW        | Conf: 80%
  20MICRONS.NS    | Price:  192.46 | Target:  148.46 | Risk: LOW        | Conf: 100%
  PROZONER.NS     | Price:   41.58 | Target:   30.56 | Risk: LOW        | Conf: 100%
  LINC.NS         | Price:  102.19 | Target:   81.49 | Risk: LOW        | Conf: 100%
  MVKAGRO.NS      | Price:  330.15 | Target:  242.72 | Risk: LOW        | Conf: 100%
  KSOLVES.NS      | Price:  281.50 | Target:  214.03 | Risk: LOW        | Conf: 80%
  PVP.NS          | Price:   26.83 | Target:   21.17 | Risk: LOW        | Conf: 100%
  VENUSREM.NS     | Price: 1581.60 | Target: 1048.92 | Risk: LOW        | Conf: 100%
  SARVESHWAR.NS   | Price:    3.38 | Target:    2.69 | Risk: LOW        | Conf: 100%
  ZEEMEDIA.NS     | Price:    7.50 | Target:    6.08 | Risk: LOW        | Conf: 100%
  GLOSTERLTD.NS   | Price:  659.60 | Target:  530.33 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  193.86 | Target:  161.26 | Risk: LOW        | Conf: 100%
  DREAMFOLKS.NS   | Price:   66.66 | Target:   57.48 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   34.05 | Target:   27.89 | Risk: LOW        | Conf: 100%
  SHREERAMA.NS    | Price:   39.17 | Target:   31.96 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   47.63 | Target:   39.02 | Risk: LOW        | Conf: 100%
  APTECHT.NS      | Price:   91.67 | Target:   74.64 | Risk: LOW        | Conf: 100%
  EMKAY.NS        | Price:  241.75 | Target:  182.20 | Risk: LOW        | Conf: 100%
  URJA.NS         | Price:    9.09 | Target:    8.05 | Risk: LOW        | Conf: 100%
  HINDCOMPOS.NS   | Price:  423.00 | Target:  328.52 | Risk: LOW        | Conf: 80%
  PARSVNATH.NS    | Price:    1.80 | Target:    1.62 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  142.74 | Target:  124.58 | Risk: LOW        | Conf: 100%
  DBEIL.NS        | Price:    7.35 | Target:    5.15 | Risk: LOW        | Conf: 100%
  VERTOZ.NS       | Price:   35.54 | Target:   26.98 | Risk: LOW        | Conf: 100%
  FOODSIN.NS      | Price:   54.61 | Target:   43.17 | Risk: LOW        | Conf: 100%
  MWL.NS          | Price:   36.00 | Target:   29.79 | Risk: LOW        | Conf: 100%
  TIRUPATI.NS     | Price:  358.85 | Target:  312.73 | Risk: LOW        | Conf: 100%
  NILASPACES.NS   | Price:   11.89 | Target:    9.88 | Risk: LOW        | Conf: 100%
  GIRIRAJ.NS      | Price:   66.90 | Target:   28.11 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:   11.00 | Target:    7.61 | Risk: LOW        | Conf: 100%
  RPPINFRA.NS     | Price:   60.16 | Target:   48.12 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   70.21 | Target:   54.89 | Risk: LOW        | Conf: 100%
  SJLOGISTIC.NS   | Price:  302.75 | Target:  240.95 | Risk: LOW        | Conf: 100%
  TARACHAND.NS    | Price:   55.12 | Target:   46.91 | Risk: LOW        | Conf: 80%
  RADIANTCMS.NS   | Price:   36.35 | Target:   30.00 | Risk: LOW        | Conf: 100%
  ESSARSHPNG.NS   | Price:   19.93 | Target:   14.70 | Risk: LOW        | Conf: 100%
  INTLCONV.NS     | Price:   74.47 | Target:   59.80 | Risk: LOW        | Conf: 100%
  ZODIAC.NS       | Price:  251.65 | Target:  205.56 | Risk: LOW        | Conf: 100%
  DIGISPICE.NS    | Price:   18.10 | Target:   14.13 | Risk: LOW        | Conf: 100%
  SURAJLTD.NS     | Price:  219.42 | Target:  166.80 | Risk: LOW        | Conf: 100%
  MBLINFRA.NS     | Price:   24.99 | Target:   18.64 | Risk: LOW        | Conf: 80%
  GVKPIL.NS       | Price:    2.39 | Target:    2.04 | Risk: LOW        | Conf: 100%
  ANNAPURNA.NS    | Price:  128.05 | Target:  100.48 | Risk: LOW        | Conf: 100%
  BELLACASA.NS    | Price:  237.40 | Target:  181.53 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   56.85 | Target:   47.02 | Risk: LOW        | Conf: 80%
  ADVANIHOTR.NS   | Price:   51.06 | Target:   44.63 | Risk: LOW        | Conf: 80%
  DBOL.NS         | Price:   97.88 | Target:   72.74 | Risk: LOW        | Conf: 100%
  MAZDA.NS        | Price:  217.17 | Target:  169.39 | Risk: LOW        | Conf: 100%
  GUJAPOLLO.NS    | Price:  344.35 | Target:  279.98 | Risk: LOW        | Conf: 80%
  MEGATHERM.NS    | Price:  209.65 | Target:  172.29 | Risk: LOW        | Conf: 100%
  WSI.NS          | Price:   60.90 | Target:   45.76 | Risk: LOW        | Conf: 100%
  SUPREMEPWR.NS   | Price:  208.10 | Target:  154.65 | Risk: LOW        | Conf: 100%
  TERASOFT.NS     | Price:  376.60 | Target:  297.39 | Risk: LOW        | Conf: 100%
  MODISONLTD.NS   | Price:  268.40 | Target:  203.99 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  241.80 | Target:  195.21 | Risk: LOW        | Conf: 80%
  EUROBOND.NS     | Price:  158.29 | Target:  121.90 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   33.27 | Target:   25.51 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  151.75 | Target:  125.91 | Risk: LOW        | Conf: 100%
  SOFTTECH.NS     | Price:  417.05 | Target:  344.10 | Risk: LOW        | Conf: 80%
  NAHARINDUS.NS   | Price:  113.31 | Target:   98.22 | Risk: LOW        | Conf: 100%
  CYBERTECH.NS    | Price:  140.27 | Target:  117.49 | Risk: LOW        | Conf: 80%
  MEDICAMEQ.NS    | Price:  234.55 | Target:  189.34 | Risk: LOW        | Conf: 80%
  HCL-INSYS.NS    | Price:   11.39 | Target:    9.89 | Risk: LOW        | Conf: 100%
  MODINATUR.NS    | Price:  389.20 | Target:  291.68 | Risk: LOW        | Conf: 100%
  ABSMARINE.NS    | Price:  220.55 | Target:  182.10 | Risk: LOW        | Conf: 100%
  KOTHARIPRO.NS   | Price:   66.77 | Target:   53.53 | Risk: LOW        | Conf: 80%
  VRAJ.NS         | Price:  122.55 | Target:   85.11 | Risk: LOW        | Conf: 80%
  SINCLAIR.NS     | Price:   72.86 | Target:   62.28 | Risk: LOW        | Conf: 100%
  DAVANGERE.NS    | Price:    3.19 | Target:    2.42 | Risk: LOW        | Conf: 100%
  ARIES.NS        | Price:  337.45 | Target:  292.07 | Risk: LOW        | Conf: 80%
  SAHAJSOLAR.NS   | Price:  114.85 | Target:   91.87 | Risk: LOW        | Conf: 100%
  SPENCERS.NS     | Price:   32.90 | Target:   26.24 | Risk: LOW        | Conf: 100%
  POLYSIL.NS      | Price:  113.85 | Target:   83.55 | Risk: LOW        | Conf: 100%
  MCLEODRUSS.NS   | Price:   51.96 | Target:   37.74 | Risk: LOW        | Conf: 100%
  MONEYBOXX.NS    | Price:   58.22 | Target:   37.33 | Risk: LOW        | Conf: 100%
  SRD.NS          | Price:   37.44 | Target:   29.98 | Risk: LOW        | Conf: 100%
  RAMANEWS.NS     | Price:   28.39 | Target:   22.48 | Risk: LOW        | Conf: 80%
  KRITINUT.NS     | Price:   72.58 | Target:   56.97 | Risk: LOW        | Conf: 100%
  VALIANTLAB.NS   | Price:   60.74 | Target:   47.12 | Risk: LOW        | Conf: 100%
  MANAKSIA.NS     | Price:   55.73 | Target:   45.36 | Risk: LOW        | Conf: 100%
  NOVAAGRI.NS     | Price:   23.12 | Target:   18.15 | Risk: LOW        | Conf: 80%
  MANORG.NS       | Price:  485.30 | Target:  350.28 | Risk: LOW        | Conf: 100%
  TIGERLOGS.NS    | Price:   28.37 | Target:   21.72 | Risk: LOW        | Conf: 100%
  GLOBECIVIL.NS   | Price:   39.04 | Target:   30.05 | Risk: LOW        | Conf: 100%
  KHADIM.NS       | Price:   96.99 | Target:   74.06 | Risk: LOW        | Conf: 100%
  BANSWRAS.NS     | Price:  123.66 | Target:   90.10 | Risk: LOW        | Conf: 100%
  FILATFASH.NS    | Price:    0.18 | Target:    0.12 | Risk: LOW        | Conf: 100%
  HPAL.NS         | Price:   32.56 | Target:   25.71 | Risk: LOW        | Conf: 100%
  RUBFILA.NS      | Price:   71.25 | Target:   60.34 | Risk: LOW        | Conf: 100%
  RHL.NS          | Price:  168.50 | Target:  134.34 | Risk: LOW        | Conf: 80%
  TICL.NS         | Price:    9.57 | Target:    5.80 | Risk: LOW        | Conf: 100%
  SPCENET.NS      | Price:    3.42 | Target:    2.51 | Risk: LOW        | Conf: 100%
  INFOLLION.NS    | Price:  157.10 | Target:  117.21 | Risk: LOW        | Conf: 100%
  VISHNUINFR.NS   | Price:  158.45 | Target:  140.07 | Risk: LOW        | Conf: 100%
  DEVX.NS         | Price:   33.94 | Target:   27.62 | Risk: LOW        | Conf: 80%
  GOKUL.NS        | Price:   39.05 | Target:   33.09 | Risk: LOW        | Conf: 100%
  PHANTOMFX.NS    | Price:  167.70 | Target:  127.27 | Risk: LOW        | Conf: 100%
  MANAKSTEEL.NS   | Price:   68.38 | Target:   49.66 | Risk: LOW        | Conf: 100%
  SAKUMA.NS       | Price:    1.64 | Target:    1.33 | Risk: LOW        | Conf: 100%
  ASMS.NS         | Price:    7.02 | Target:    6.07 | Risk: LOW        | Conf: 100%
  VIKASLIFE.NS    | Price:    1.28 | Target:    1.06 | Risk: LOW        | Conf: 100%
  MAHEPC.NS       | Price:  106.66 | Target:   82.15 | Risk: LOW        | Conf: 100%
  GOLDKART.NS     | Price:  104.55 | Target:   93.00 | Risk: LOW        | Conf: 100%
  INFINIUM.NS     | Price:  206.00 | Target:  183.00 | Risk: LOW        | Conf: 80%
  FCSSOFT.NS      | Price:    1.50 | Target:    1.12 | Risk: LOW        | Conf: 100%
  ZIMLAB.NS       | Price:  112.99 | Target:  100.11 | Risk: LOW        | Conf: 100%
  BCONCEPTS.NS    | Price:  188.55 | Target:  133.90 | Risk: LOW        | Conf: 80%
  VARDMNPOLY.NS   | Price:    5.97 | Target:    4.50 | Risk: LOW        | Conf: 100%
  SYSTANGO.NS     | Price:  215.65 | Target:  178.54 | Risk: LOW        | Conf: 100%
  INSPIRISYS.NS   | Price:   99.00 | Target:   75.80 | Risk: LOW        | Conf: 80%
  GINNIFILA.NS    | Price:   45.63 | Target:   32.79 | Risk: LOW        | Conf: 100%
  BALAJEE.NS      | Price:   27.33 | Target:   23.29 | Risk: LOW        | Conf: 100%
  RCOM.NS         | Price:    0.82 | Target:    0.71 | Risk: LOW        | Conf: 100%
  BROOKS.NS       | Price:   60.98 | Target:   47.23 | Risk: LOW        | Conf: 100%
  NECLIFE.NS      | Price:   10.58 | Target:    8.53 | Risk: LOW        | Conf: 100%
  EXXARO.NS       | Price:    6.06 | Target:    4.50 | Risk: LOW        | Conf: 100%
  BPL.NS          | Price:   53.33 | Target:   44.13 | Risk: LOW        | Conf: 100%
  TRF.NS          | Price:  225.93 | Target:  168.14 | Risk: LOW        | Conf: 100%
  ALANKIT.NS      | Price:    7.78 | Target:    6.53 | Risk: LOW        | Conf: 80%
  GEEKAYWIRE.NS   | Price:   22.52 | Target:   17.23 | Risk: LOW        | Conf: 100%
  CMNL.NS         | Price:   94.00 | Target:   74.29 | Risk: LOW        | Conf: 100%
  VLEGOV.NS       | Price:   10.40 | Target:    8.89 | Risk: LOW        | Conf: 100%
  DPWIRES.NS      | Price:  165.53 | Target:  136.09 | Risk: LOW        | Conf: 100%
  VIKASECO.NS     | Price:    1.09 | Target:    0.92 | Risk: LOW        | Conf: 100%
  APOLSINHOT.NS   | Price: 1200.00 | Target:  868.82 | Risk: LOW        | Conf: 100%
  SSDL.NS         | Price:   52.84 | Target:   44.24 | Risk: LOW        | Conf: 80%
  SHRADHA.NS      | Price:   33.86 | Target:   18.98 | Risk: LOW        | Conf: 100%
  LYKALABS.NS     | Price:   60.80 | Target:   45.14 | Risk: LOW        | Conf: 100%
  NIPPOBATRY.NS   | Price:  322.35 | Target:  265.92 | Risk: LOW        | Conf: 100%
  ATLANTAA.NS     | Price:   35.10 | Target:   26.84 | Risk: LOW        | Conf: 100%
  VMSTMT.NS       | Price:   44.66 | Target:   37.38 | Risk: LOW        | Conf: 80%
  DIAMINESQ.NS    | Price:  243.05 | Target:  195.47 | Risk: LOW        | Conf: 100%
  VIPCLOTHNG.NS   | Price:   21.33 | Target:   17.57 | Risk: LOW        | Conf: 100%
  TREJHARA.NS     | Price:  134.76 | Target:  100.30 | Risk: LOW        | Conf: 100%
  AXITA.NS        | Price:    7.32 | Target:    6.59 | Risk: LOW        | Conf: 80%
  AFIL.NS         | Price:    9.30 | Target:    6.91 | Risk: LOW        | Conf: 80%
  JAINAM.NS       | Price:  240.00 | Target:  224.61 | Risk: LOW        | Conf: 100%
  SHEMAROO.NS     | Price:  117.50 | Target:   90.86 | Risk: LOW        | Conf: 100%
  SOMATEX.NS      | Price:   98.82 | Target:   69.30 | Risk: LOW        | Conf: 100%
  PRAMARA.NS      | Price:  127.50 | Target:  100.18 | Risk: LOW        | Conf: 100%
  NAGAFERT.NS     | Price:    2.62 | Target:    2.52 | Risk: LOW        | Conf: 100%
  KRISHCA.NS      | Price:  160.30 | Target:  132.00 | Risk: LOW        | Conf: 100%
  GOYALSALT.NS    | Price:  113.00 | Target:  104.66 | Risk: LOW        | Conf: 80%
  SUNDRMBRAK.NS   | Price:  766.85 | Target:  634.98 | Risk: LOW        | Conf: 100%
  KCEIL.NS        | Price:   87.45 | Target:   67.13 | Risk: LOW        | Conf: 100%
  AIRAN.NS        | Price:   15.13 | Target:   12.90 | Risk: LOW        | Conf: 80%
  STARTECK.NS     | Price:  259.10 | Target:  208.78 | Risk: LOW        | Conf: 100%
  DELPHIFX.NS     | Price:    6.71 | Target:    4.32 | Risk: LOW        | Conf: 100%
  MODIRUBBER.NS   | Price:  120.84 | Target:   94.88 | Risk: LOW        | Conf: 100%
  OSIAHYPER.NS    | Price:    2.89 | Target:    2.19 | Risk: LOW        | Conf: 100%
  UFO.NS          | Price:   65.15 | Target:   54.14 | Risk: LOW        | Conf: 100%
  DCMNVL.NS       | Price:  137.37 | Target:  105.95 | Risk: LOW        | Conf: 100%
  YASHOPTICS.NS   | Price:  112.85 | Target:   98.35 | Risk: LOW        | Conf: 80%
  GSMFOILS.NS     | Price:  191.50 | Target:   89.89 | Risk: LOW        | Conf: 100%
  INDOUS.NS       | Price:   81.62 | Target:   61.17 | Risk: LOW        | Conf: 100%
  KOTYARK.NS      | Price:   33.23 | Target:   23.24 | Risk: LOW        | Conf: 100%
  RVTH.NS         | Price:  700.45 | Target:  535.83 | Risk: LOW        | Conf: 100%
  TTL.NS          | Price:    6.42 | Target:    4.87 | Risk: LOW        | Conf: 100%
  VIRINCHI.NS     | Price:   15.20 | Target:   11.72 | Risk: LOW        | Conf: 80%
  DUGLOBAL.NS     | Price:   26.00 | Target:   20.79 | Risk: LOW        | Conf: 100%
  KDL.NS          | Price:  102.85 | Target:   71.56 | Risk: LOW        | Conf: 100%
  REPL.NS         | Price:   63.95 | Target:   48.35 | Risk: LOW        | Conf: 100%
  IPSL.NS         | Price:  221.00 | Target:  191.23 | Risk: LOW        | Conf: 100%
  FELIX.NS        | Price:  180.60 | Target:  144.24 | Risk: LOW        | Conf: 100%
  ANLON.NS        | Price:  606.95 | Target:  505.13 | Risk: LOW        | Conf: 100%
  DUCOL.NS        | Price:  103.10 | Target:   95.94 | Risk: LOW        | Conf: 100%
  COASTCORP.NS    | Price:   48.84 | Target:   37.29 | Risk: LOW        | Conf: 100%
  AHLEAST.NS      | Price:  145.10 | Target:  116.06 | Risk: LOW        | Conf: 80%
  ZODIACLOTH.NS   | Price:   76.39 | Target:   56.48 | Risk: LOW        | Conf: 100%
  DRCSYSTEMS.NS   | Price:   13.12 | Target:    9.82 | Risk: LOW        | Conf: 100%
  OMAXAUTO.NS     | Price:  190.59 | Target:  128.91 | Risk: LOW        | Conf: 100%
  INTENTECH.NS    | Price:   83.32 | Target:   64.42 | Risk: LOW        | Conf: 100%
  PIGL.NS         | Price:  104.32 | Target:   78.51 | Risk: LOW        | Conf: 100%
  KALYANIFRG.NS   | Price:  601.90 | Target:  510.67 | Risk: LOW        | Conf: 80%
  MKPL.NS         | Price:    4.18 | Target:    3.30 | Risk: LOW        | Conf: 100%
  ARIHANTACA.NS   | Price:  450.00 | Target:  442.86 | Risk: LOW        | Conf: 100%
  PONNIERODE.NS   | Price:  302.65 | Target:  254.24 | Risk: LOW        | Conf: 100%
  AERONEU.NS      | Price:   86.00 | Target:   65.09 | Risk: LOW        | Conf: 100%
  NIRAJ.NS        | Price:   28.95 | Target:   23.35 | Risk: LOW        | Conf: 80%
  SPCL.NS         | Price:   65.70 | Target:   53.59 | Risk: LOW        | Conf: 100%
  CHEMBOND.NS     | Price:  167.00 | Target:  130.48 | Risk: LOW        | Conf: 100%
  SHAH.NS         | Price:    3.84 | Target:    2.12 | Risk: LOW        | Conf: 100%
  TRIGYN.NS       | Price:   53.72 | Target:   41.11 | Risk: LOW        | Conf: 100%
  FIDEL.NS        | Price:  148.95 | Target:  113.06 | Risk: LOW        | Conf: 80%
  PKTEA.NS        | Price:  676.40 | Target:  557.51 | Risk: LOW        | Conf: 100%
  INDOWIND.NS     | Price:    9.18 | Target:    7.48 | Risk: LOW        | Conf: 80%
  NEPHROCARE.NS   | Price:   64.25 | Target:   49.25 | Risk: LOW        | Conf: 80%
  TEAMGTY.NS      | Price:  215.32 | Target:  122.20 | Risk: LOW        | Conf: 100%
