NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-11 19:03:33

BUY SIGNALS (1352):
  LT.NS           | Price: 3959.90 | Entry:  3880.7 | Target: 4689.76 | Risk: LOW       
  NECLIFE.NS      | Price:   11.75 | Trend:  -2.14% | Mom:  12.66% | Risk: LOW       
  BPL.NS          | Price:   50.22 | Trend:  -4.10% | Mom:  13.72% | Risk: LOW       
  HALEOSLABS.NS   | Price: 1287.30 | Trend:   1.96% | Mom:   0.96% | Risk: LOW       
  EFACTOR.NS      | Price:  223.50 | Trend:  -2.58% | Mom:  33.04% | Risk: LOW       
  MARKOLINES.NS   | Price:  150.97 | Trend:  -1.16% | Mom:   2.20% | Risk: LOW       
  SKP.NS          | Price:  149.55 | Trend:  -4.92% | Mom:   0.98% | Risk: LOW       
  CMNL.NS         | Price:  104.00 | Trend:  -0.04% | Mom:   5.05% | Risk: LOW       
  MASON.NS        | Price:  151.50 | Trend:  -4.12% | Mom:  18.13% | Risk: LOW       
  APOLSINHOT.NS   | Price: 1067.80 | Trend:  -9.29% | Mom:   5.26% | Risk: LOW       
  BYKE.NS         | Price:   39.11 | Trend:  -7.06% | Mom:  22.76% | Risk: LOW       
  SSDL.NS         | Price:   61.89 | Trend:  -1.30% | Mom:  14.29% | Risk: LOW       
  LYKALABS.NS     | Price:   58.05 | Trend:  -5.50% | Mom:  19.40% | Risk: LOW       
  AVG.NS          | Price:  159.06 | Trend:   8.44% | Mom:  -2.11% | Risk: LOW       
  AFFORDABLE.NS   | Price:  171.19 | Trend:  -1.45% | Mom:  20.14% | Risk: LOW       
  ALMONDZ.NS      | Price:   14.00 | Trend:  -2.59% | Mom:   3.70% | Risk: LOW       
  SINTERCOM.NS    | Price:   81.51 | Trend:  -1.87% | Mom:  11.61% | Risk: LOW       
  VMSTMT.NS       | Price:   44.04 | Trend:  -2.04% | Mom:  10.96% | Risk: LOW       
  AXITA.NS        | Price:    8.90 | Trend:  -0.73% | Mom:   1.71% | Risk: LOW       
  AUTOIND.NS      | Price:   65.45 | Trend:  -5.71% | Mom:  12.26% | Risk: LOW       
  JAINAM.NS       | Price:  174.00 | Trend: -13.12% | Mom:   0.58% | Risk: LOW       
  RVHL.NS         | Price:   39.97 | Trend:  -0.14% | Mom:  18.92% | Risk: LOW       
  SOMATEX.NS      | Price:   98.15 | Trend:  -7.80% | Mom:   9.24% | Risk: LOW       
  PRAMARA.NS      | Price:  343.85 | Trend:  -2.30% | Mom:   0.10% | Risk: LOW       
  NAGAFERT.NS     | Price:    4.15 | Trend:  -4.43% | Mom:   6.68% | Risk: LOW       
  OMFREIGHT.NS    | Price:   80.46 | Trend:  -0.93% | Mom:  18.55% | Risk: LOW       
  KRISHCA.NS      | Price:  166.05 | Trend:  -3.68% | Mom:   0.76% | Risk: LOW       
  GOYALSALT.NS    | Price:  116.05 | Trend:  -6.27% | Mom:   7.45% | Risk: LOW       
  DJML.NS         | Price:   83.46 | Trend:  -2.61% | Mom:   1.05% | Risk: LOW       
  STARTECK.NS     | Price:  249.11 | Trend:  -4.56% | Mom:   0.87% | Risk: LOW       
  DELPHIFX.NS     | Price:   11.09 | Trend:  -9.70% | Mom:  21.87% | Risk: LOW       
  SAHYADRI.NS     | Price:  240.36 | Trend:  -0.61% | Mom:   8.69% | Risk: LOW       
  DCMNVL.NS       | Price:  113.91 | Trend:  -8.22% | Mom:   9.06% | Risk: LOW       
  UCAL.NS         | Price:   98.81 | Trend:  -3.98% | Mom:   6.45% | Risk: LOW       
  INDOUS.NS       | Price:  106.55 | Trend: -11.65% | Mom:   3.96% | Risk: LOW       
  KOTYARK.NS      | Price:  377.75 | Trend:  30.97% | Mom:  -1.19% | Risk: LOW       
  ZEELEARN.NS     | Price:    4.90 | Trend: -12.79% | Mom:  -0.61% | Risk: LOW       
  CHAVDA.NS       | Price:   97.45 | Trend:  -3.83% | Mom:   8.22% | Risk: LOW       
  MADHAVBAUG.NS   | Price:  202.15 | Trend:  -4.95% | Mom:   3.67% | Risk: LOW       
  SCPL.NS         | Price:  321.55 | Trend:   0.37% | Mom:   6.93% | Risk: LOW       
  IPSL.NS         | Price:  228.95 | Trend:  -8.01% | Mom:  16.72% | Risk: LOW       
  TCL.NS          | Price:   86.00 | Trend:  -4.71% | Mom:   1.06% | Risk: LOW       
  NURECA.NS       | Price:  261.42 | Trend:  -1.78% | Mom:  14.06% | Risk: LOW       
  FELIX.NS        | Price:  180.25 | Trend:  -2.26% | Mom:   4.58% | Risk: LOW       
  IVC.NS          | Price:    7.29 | Trend:   0.42% | Mom:  11.81% | Risk: LOW       
  SADHNANIQ.NS    | Price:    1.82 | Trend: -25.99% | Mom:  36.84% | Risk: LOW       
  ZODIACLOTH.NS   | Price:   72.55 | Trend:  -4.20% | Mom:  14.56% | Risk: LOW       
  OMAXAUTO.NS     | Price:  107.43 | Trend:   0.50% | Mom:  15.80% | Risk: LOW       
  COMMITTED.NS    | Price:  249.85 | Trend:  13.09% | Mom:  -3.89% | Risk: LOW       
  KALYANIFRG.NS   | Price:  596.70 | Trend:  -0.70% | Mom:   8.05% | Risk: LOW       
  ARIHANTACA.NS   | Price:  480.00 | Trend:   2.33% | Mom:  -2.04% | Risk: LOW       
  CPCAP.NS        | Price:   85.51 | Trend:  -5.78% | Mom:   2.41% | Risk: LOW       
  GENCON.NS       | Price:   43.17 | Trend:  -8.45% | Mom:   5.58% | Risk: LOW       
  NIRAJ.NS        | Price:   28.78 | Trend:   0.26% | Mom:  22.78% | Risk: LOW       
  SPCL.NS         | Price:   80.35 | Trend:  -0.99% | Mom:  17.73% | Risk: LOW       
  SHIVATEX.NS     | Price:  145.38 | Trend:  -5.28% | Mom:   9.48% | Risk: LOW       
  NAVKARURB.NS    | Price:    0.83 | Trend: -23.40% | Mom:   3.75% | Risk: LOW       
  KCK.NS          | Price:   14.95 | Trend: -25.46% | Mom:   0.67% | Risk: LOW       
  SPECTSTM.NS     | Price:   61.80 | Trend: -16.11% | Mom:   4.83% | Risk: LOW       
  PKTEA.NS        | Price:  771.80 | Trend:   0.33% | Mom:  -4.12% | Risk: LOW       
  KRITIKA.NS      | Price:    5.96 | Trend:  -0.97% | Mom:   7.58% | Risk: LOW       
  INDOWIND.NS     | Price:    8.78 | Trend:  -9.58% | Mom:   5.66% | Risk: LOW       
  PRITIKA.NS      | Price:   53.95 | Trend:  -8.37% | Mom:  12.40% | Risk: LOW       
  AKIKO.NS        | Price:  205.55 | Trend:  -1.67% | Mom:   0.27% | Risk: LOW       
  LOTUSEYE.NS     | Price:  107.48 | Trend:  -5.13% | Mom:   4.85% | Risk: LOW       
  AKSHARCHEM.NS   | Price:  185.40 | Trend:  -6.47% | Mom:   6.98% | Risk: LOW       
  NATCAPSUQ.NS    | Price:  155.78 | Trend:   0.14% | Mom:   8.46% | Risk: LOW       
  NITIRAJ.NS      | Price:  210.25 | Trend:   3.94% | Mom:  -1.74% | Risk: LOW       
  ALUWIND.NS      | Price:   60.00 | Trend:   0.28% | Mom:   7.91% | Risk: LOW       
  TIPSFILMS.NS    | Price:  341.00 | Trend:  -1.66% | Mom:  20.30% | Risk: LOW       
  ARCHIDPLY.NS    | Price:   77.71 | Trend:  -2.21% | Mom:  13.94% | Risk: LOW       
  EMMBI.NS        | Price:   84.58 | Trend:  -0.47% | Mom:  18.26% | Risk: LOW       
  KEYFINSERV.NS   | Price:  265.30 | Trend:  -2.58% | Mom:   8.42% | Risk: LOW       
  ESSENTIA.NS     | Price:    1.35 | Trend:  -0.09% | Mom:  13.45% | Risk: LOW       
  ENFUSE.NS       | Price:  178.50 | Trend:  -7.10% | Mom:   1.42% | Risk: LOW       
  AVROIND.NS      | Price:  122.44 | Trend:  -2.80% | Mom:   3.27% | Risk: LOW       
  DESTINY.NS      | Price:  123.45 | Trend:   1.71% | Mom:   0.00% | Risk: LOW       
  BEWLTD.NS       | Price:   87.30 | Trend:  -5.72% | Mom:  14.42% | Risk: LOW       
  MANAKALUCO.NS   | Price:   27.70 | Trend:  -6.41% | Mom:  17.62% | Risk: LOW       
  DCM.NS          | Price:   67.99 | Trend:  -7.27% | Mom:  13.75% | Risk: LOW       
  CPS.NS          | Price:  940.00 | Trend: -15.55% | Mom:  -0.62% | Risk: LOW       
  SHRITECH.NS     | Price:   60.00 | Trend:  -1.32% | Mom:   2.56% | Risk: LOW       
  SONAMLTD.NS     | Price:   54.45 | Trend:  11.92% | Mom:   0.65% | Risk: LOW       
  KORE.NS         | Price:  109.65 | Trend:  -3.56% | Mom:  15.42% | Risk: LOW       
  VASWANI.NS      | Price:   55.26 | Trend:  -0.01% | Mom:   7.89% | Risk: LOW       
  RSSOFTWARE.NS   | Price:   30.81 | Trend:  -5.64% | Mom:  19.88% | Risk: LOW       
  CORALFINAC.NS   | Price:   32.91 | Trend:   0.41% | Mom:  13.33% | Risk: LOW       
  BSL.NS          | Price:  117.14 | Trend:  -7.88% | Mom:   2.19% | Risk: LOW       
  QMSMEDI.NS      | Price:   78.50 | Trend:  -5.83% | Mom:   4.32% | Risk: LOW       
  WEIZMANIND.NS   | Price:   81.58 | Trend:  -0.15% | Mom:  12.42% | Risk: LOW       
  MAITREYA.NS     | Price:  180.95 | Trend:  -8.63% | Mom:  -0.58% | Risk: LOW       
  USK.NS          | Price:   22.95 | Trend:  -1.20% | Mom:   4.27% | Risk: LOW       
  VR.NS           | Price:  149.10 | Trend:   1.45% | Mom:  -1.29% | Risk: LOW       
  RKEC.NS         | Price:   38.34 | Trend:  -4.92% | Mom:  24.28% | Risk: LOW       
  DOLLEX.NS       | Price:   31.45 | Trend:  -4.43% | Mom:   3.11% | Risk: LOW       
  XELPMOC.NS      | Price:  105.56 | Trend: -10.43% | Mom:   9.83% | Risk: LOW       
  ISFT.NS         | Price:   70.72 | Trend:  -4.24% | Mom:  17.44% | Risk: LOW       
  MUKTAARTS.NS    | Price:   48.28 | Trend:  -6.45% | Mom:  24.63% | Risk: LOW       
  GLOBALPET.NS    | Price:  101.00 | Trend:  -6.04% | Mom:  16.09% | Risk: LOW       
  INDIANCARD.NS   | Price:  201.54 | Trend:  -1.32% | Mom:  18.64% | Risk: LOW       
  MDL.NS          | Price:   56.00 | Trend:   8.32% | Mom:   0.00% | Risk: LOW       
  BHARATGEAR.NS   | Price:  101.95 | Trend:  -2.34% | Mom:   8.65% | Risk: LOW       
  INDBANK.NS      | Price:   33.08 | Trend:  -2.29% | Mom:   8.64% | Risk: LOW       
  RPPL.NS         | Price:   15.98 | Trend:  -2.02% | Mom:   5.90% | Risk: LOW       
  BTML.NS         | Price:    6.70 | Trend:  -5.72% | Mom:  13.95% | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.80 | Trend:   0.28% | Mom:   9.70% | Risk: LOW       
  SHYAMCENT.NS    | Price:    4.67 | Trend:  -6.11% | Mom:  14.46% | Risk: LOW       
  LAGNAM.NS       | Price:   66.01 | Trend:  -4.78% | Mom:  10.51% | Risk: LOW       
  SMLT.NS         | Price:   69.49 | Trend:  -0.93% | Mom:   8.63% | Risk: LOW       
  BAIDFIN.NS      | Price:   11.04 | Trend:  -0.36% | Mom:   3.27% | Risk: LOW       
  SADBHIN.NS      | Price:    2.75 | Trend: -12.45% | Mom:  16.53% | Risk: LOW       
  TRU.NS          | Price:    6.08 | Trend:  -5.61% | Mom:   9.75% | Risk: LOW       
  JOCIL.NS        | Price:  113.19 | Trend:  -7.53% | Mom:   8.85% | Risk: LOW       
  MCL.NS          | Price:   63.64 | Trend:  -5.25% | Mom:   6.56% | Risk: LOW       
  LOVABLE.NS      | Price:   70.22 | Trend:  -0.71% | Mom:  15.59% | Risk: LOW       
  ISHANCH.NS      | Price:   56.15 | Trend:  -1.91% | Mom:   6.12% | Risk: LOW       
  SHIGAN.NS       | Price:   53.00 | Trend: -11.64% | Mom:  12.29% | Risk: LOW       
  HDIL.NS         | Price:    2.15 | Trend:  -5.92% | Mom:   5.91% | Risk: LOW       
  LOYALTEX.NS     | Price:  204.96 | Trend:  -5.42% | Mom:   3.28% | Risk: LOW       
  CUBEXTUB.NS     | Price:   89.11 | Trend: -11.45% | Mom:   4.52% | Risk: LOW       
  GENSOL.NS       | Price:   22.16 | Trend:  -8.29% | Mom:   7.89% | Risk: LOW       
  TARMAT.NS       | Price:   54.56 | Trend:  -1.23% | Mom:   1.94% | Risk: LOW       
  FIBERWEB.NS     | Price:   37.22 | Trend:  -4.56% | Mom:   9.41% | Risk: LOW       
  PAR.NS          | Price:   91.67 | Trend:   0.41% | Mom:   6.53% | Risk: LOW       
  BEARDSELL.NS    | Price:   25.09 | Trend:  -1.64% | Mom:   9.85% | Risk: LOW       
  MOKSH.NS        | Price:   11.15 | Trend:  -6.63% | Mom:  14.12% | Risk: LOW       
  CRAYONS.NS      | Price:   36.50 | Trend:  -0.59% | Mom:  27.18% | Risk: LOW       
  DTL.NS          | Price:  111.50 | Trend:  -0.35% | Mom:   5.94% | Risk: LOW       
  GROBTEA.NS      | Price:  870.00 | Trend:  -4.40% | Mom:   0.95% | Risk: LOW       
  RELCHEMQ.NS     | Price:  118.97 | Trend:  -0.58% | Mom:   7.45% | Risk: LOW       
  TOTAL.NS        | Price:   52.65 | Trend: -11.86% | Mom:   9.16% | Risk: LOW       
  VAISHALI.NS     | Price:    6.11 | Trend: -11.97% | Mom:   6.26% | Risk: LOW       
  OBCL.NS         | Price:   55.46 | Trend:  -0.12% | Mom:   1.72% | Risk: LOW       
  ROCKINGDCE.NS   | Price:  156.95 | Trend: -15.95% | Mom:   4.63% | Risk: LOW       
  TOKYOPLAST.NS   | Price:   74.81 | Trend: -10.00% | Mom:  10.23% | Risk: LOW       
  DIGIDRIVE.NS    | Price:   21.24 | Trend:   0.40% | Mom:   9.88% | Risk: LOW       
  BHANDARI.NS     | Price:    3.15 | Trend:  -1.19% | Mom:  30.71% | Risk: LOW       
  KAKATCEM.NS     | Price:  103.66 | Trend:  -3.92% | Mom:  12.05% | Risk: LOW       
  TOUCHWOOD.NS    | Price:   72.99 | Trend:  -7.81% | Mom:   9.23% | Risk: LOW       
  AAATECH.NS      | Price:   98.02 | Trend:  -0.36% | Mom:   7.18% | Risk: LOW       
  HOLMARC.NS      | Price:   80.35 | Trend:  -8.96% | Mom:  14.79% | Risk: LOW       
  ARSSINFRA.NS    | Price:   54.27 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   42.50 | Trend:  -5.68% | Mom:   3.66% | Risk: LOW       
  GLOBE.NS        | Price:    2.48 | Trend:  -2.94% | Mom:   5.98% | Risk: LOW       
  SONUINFRA.NS    | Price:   51.55 | Trend: -15.95% | Mom:  23.77% | Risk: LOW       
  KEL.NS          | Price:   82.70 | Trend:  -3.86% | Mom:  12.75% | Risk: LOW       
  NIRMAN.NS       | Price:   51.10 | Trend:  -1.49% | Mom:  15.35% | Risk: LOW       
  MANGALAM.NS     | Price:   31.34 | Trend:  -2.42% | Mom:   6.93% | Risk: LOW       
  IL&FSTRANS.NS   | Price:    2.22 | Trend:  -6.73% | Mom:  10.45% | Risk: LOW       
  AMBEY.NS        | Price:   23.45 | Trend:  -6.62% | Mom:  14.95% | Risk: LOW       
  CINEVISTA.NS    | Price:   14.59 | Trend:  -4.58% | Mom:   0.14% | Risk: LOW       
  HISARMETAL.NS   | Price:  149.97 | Trend:  -3.86% | Mom:   7.47% | Risk: LOW       
  JHS.NS          | Price:    9.15 | Trend:  -0.93% | Mom:  27.44% | Risk: LOW       
  AAKASH.NS       | Price:    8.19 | Trend:  -4.46% | Mom:  -0.24% | Risk: LOW       
  KANDARP.NS      | Price:  136.25 | Trend:  -6.04% | Mom:   1.68% | Risk: LOW       
  CLSL.NS         | Price:   45.00 | Trend:  -3.99% | Mom:   4.65% | Risk: LOW       
  AISL.NS         | Price:   64.00 | Trend:  -6.57% | Mom:   6.93% | Risk: LOW       
  CURAA.NS        | Price:  108.33 | Trend:  11.07% | Mom:  -8.77% | Risk: LOW       
  SUNDARAM.NS     | Price:    1.40 | Trend:  -2.97% | Mom:  16.67% | Risk: LOW       
  KONSTELEC.NS    | Price:   36.90 | Trend:  -1.33% | Mom:  27.24% | Risk: LOW       
  SANGANI.NS      | Price:   44.00 | Trend:  -0.78% | Mom:  13.55% | Risk: LOW       
  AURIGROW.NS     | Price:    0.31 | Trend:  -0.96% | Mom:  10.71% | Risk: LOW       
  AKI.NS          | Price:    5.39 | Trend:   0.40% | Mom:  28.95% | Risk: LOW       
  AJOONI.NS       | Price:    4.31 | Trend:  -2.30% | Mom:   8.56% | Risk: LOW       
  ANMOL.NS        | Price:   11.26 | Trend:  -0.77% | Mom:  12.83% | Risk: LOW       
  MEGAFLEX.NS     | Price:  151.50 | Trend:  13.04% | Mom:  -0.66% | Risk: LOW       
  ORIENTLTD.NS    | Price:   59.52 | Trend:  -3.98% | Mom:   2.15% | Risk: LOW       
  ARISTO.NS       | Price:   85.70 | Trend:  -3.54% | Mom:   3.69% | Risk: LOW       
  BANARBEADS.NS   | Price:  107.22 | Trend:  -6.63% | Mom:   1.00% | Risk: LOW       
  K2INFRA.NS      | Price:   51.75 | Trend:  -3.12% | Mom:   0.49% | Risk: LOW       
  PARASPETRO.NS   | Price:    2.31 | Trend:   0.16% | Mom:  -6.85% | Risk: LOW       
  HOMESFY.NS      | Price:  140.00 | Trend:  -5.10% | Mom:   9.38% | Risk: LOW       
  SHEKHAWATI.NS   | Price:   11.81 | Trend:  -6.79% | Mom:  11.84% | Risk: LOW       
  SYNOPTICS.NS    | Price:   46.00 | Trend: -10.74% | Mom:   1.10% | Risk: LOW       
  BANG.NS         | Price:   35.50 | Trend:  -8.21% | Mom:   8.73% | Risk: LOW       
  BIRDYS.NS       | Price:  111.00 | Trend:  -2.71% | Mom:   4.72% | Risk: LOW       
  FLEXITUFF.NS    | Price:    6.51 | Trend: -22.11% | Mom:  -0.61% | Risk: LOW       
  ANSALAPI.NS     | Price:    3.20 | Trend:  -4.93% | Mom:   1.27% | Risk: LOW       
  NIBL.NS         | Price:   29.44 | Trend:  -2.37% | Mom:   5.60% | Risk: LOW       
  JAIPURKURT.NS   | Price:   30.52 | Trend:  -7.93% | Mom:   8.46% | Risk: LOW       
  CELEBRITY.NS    | Price:    7.72 | Trend:  -0.30% | Mom:  11.56% | Risk: LOW       
  GRAPHISAD.NS    | Price:   36.95 | Trend:  -1.24% | Mom:  14.04% | Risk: LOW       
  RILINFRA.NS     | Price:   35.15 | Trend:   0.71% | Mom:  -0.85% | Risk: LOW       
  JETFREIGHT.NS   | Price:   17.71 | Trend:   0.33% | Mom:   4.12% | Risk: LOW       
  SERVICE.NS      | Price:   51.00 | Trend:  -0.14% | Mom:  -7.02% | Risk: LOW       
  AVSL.NS         | Price:  119.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PALREDTEC.NS    | Price:   32.92 | Trend:  -2.17% | Mom:  13.83% | Risk: LOW       
  AGSTRA.NS       | Price:    3.16 | Trend:  -5.56% | Mom:  17.91% | Risk: LOW       
  MANUGRAPH.NS    | Price:   13.35 | Trend:  -4.96% | Mom:  15.48% | Risk: LOW       
  PRESSTONIC.NS   | Price:   32.70 | Trend: -26.34% | Mom:   5.48% | Risk: LOW       
  SHIVAMILLS.NS   | Price:   52.31 | Trend:  -2.47% | Mom:   6.00% | Risk: LOW       
  UWCSL.NS        | Price:   93.05 | Trend:  -6.50% | Mom:   0.00% | Risk: LOW       
  RCDL.NS         | Price:   22.50 | Trend:  -2.90% | Mom:   2.27% | Risk: LOW       
  JAKHARIA.NS     | Price:   60.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  AROGRANITE.NS   | Price:   24.45 | Trend:  -4.93% | Mom:   9.94% | Risk: LOW       
  QUICKTOUCH.NS   | Price:   29.65 | Trend:  -7.20% | Mom:   2.24% | Risk: LOW       
  DNAMEDIA.NS     | Price:    3.18 | Trend:  -3.68% | Mom:   7.80% | Risk: LOW       
  LASA.NS         | Price:    7.62 | Trend:  -3.04% | Mom:  12.89% | Risk: LOW       
  SUPERSPIN.NS    | Price:    4.87 | Trend: -19.53% | Mom:  15.95% | Risk: LOW       
  MASKINVEST.NS   | Price:  135.00 | Trend:  -1.91% | Mom:   7.34% | Risk: LOW       
  ITALIANE.NS     | Price:   36.00 | Trend:   1.48% | Mom:  -7.10% | Risk: LOW       
  ARSHIYA.NS      | Price:    1.32 | Trend:  -5.28% | Mom:  -0.75% | Risk: LOW       
  SEYAIND.NS      | Price:   11.00 | Trend: -13.37% | Mom:   5.47% | Risk: LOW       
  PEARLPOLY.NS    | Price:   16.81 | Trend:  -4.74% | Mom:  12.14% | Risk: LOW       
  SVPGLOB.NS      | Price:    2.77 | Trend:  -3.47% | Mom:  10.80% | Risk: LOW       
  SAGARDEEP.NS    | Price:   23.12 | Trend:  -3.33% | Mom:   2.30% | Risk: LOW       
  PROLIFE.NS      | Price:   59.30 | Trend:  -6.50% | Mom:   1.54% | Risk: LOW       
  UMA.NS          | Price:   16.50 | Trend:  -6.85% | Mom:   7.14% | Risk: LOW       
  AATMAJ.NS       | Price:   20.10 | Trend:  -1.04% | Mom:  -0.99% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   23.93 | Trend:   0.31% | Mom:   4.04% | Risk: LOW       
  SIGNORIA.NS     | Price:   62.70 | Trend: -14.85% | Mom:  12.16% | Risk: LOW       
  RADIOWALLA.NS   | Price:   27.80 | Trend: -36.10% | Mom:   8.38% | Risk: LOW       
  JETKNIT.NS      | Price:   89.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PNC.NS          | Price:   23.00 | Trend:   0.38% | Mom:  22.21% | Risk: LOW       
  NEXTMEDIA.NS    | Price:    4.22 | Trend: -16.83% | Mom:   6.03% | Risk: LOW       
  AKG.NS          | Price:   11.20 | Trend:  -8.94% | Mom:   8.11% | Risk: LOW       
  LAXMICOT.NS     | Price:   14.99 | Trend:  -0.05% | Mom:  14.43% | Risk: LOW       
  SITINET.NS      | Price:    0.34 | Trend:  -0.58% | Mom:   6.25% | Risk: LOW       
  MADHAV.NS       | Price:   35.21 | Trend:  -1.28% | Mom:   9.18% | Risk: LOW       
  TRIDHYA.NS      | Price:    8.40 | Trend: -26.44% | Mom:   5.66% | Risk: LOW       
  KRIDHANINF.NS   | Price:    2.58 | Trend: -14.61% | Mom:  15.70% | Risk: LOW       
  KSR.NS          | Price:   35.19 | Trend:   9.45% | Mom:  -0.87% | Risk: LOW       
  KKVAPOW.NS      | Price:  614.00 | Trend:  -3.70% | Mom:   4.96% | Risk: LOW       
  SATIPOLY.NS     | Price:   30.70 | Trend: -27.38% | Mom:  -0.49% | Risk: LOW       
  TAPIFRUIT.NS    | Price:   60.00 | Trend:   0.16% | Mom:   0.84% | Risk: LOW       
  WILLAMAGOR.NS   | Price:   26.73 | Trend:  -0.69% | Mom:   9.01% | Risk: LOW       
  TECILCHEM.NS    | Price:   12.88 | Trend:  -3.94% | Mom:   7.78% | Risk: LOW       
  KHANDSE.NS      | Price:   15.32 | Trend: -10.85% | Mom:   1.39% | Risk: LOW       
  NAGREEKCAP.NS   | Price:   24.70 | Trend:  -1.92% | Mom:  16.73% | Risk: LOW       
  VERA.NS         | Price:   69.00 | Trend:  -0.96% | Mom:   0.00% | Risk: LOW       
  SKIL.NS         | Price:    0.93 | Trend: -14.58% | Mom:   0.00% | Risk: LOW       
  ASPIRE.NS       | Price:   12.90 | Trend:  -4.76% | Mom:  17.81% | Risk: LOW       
  TREEHOUSE.NS    | Price:    8.25 | Trend:   1.93% | Mom:   0.86% | Risk: LOW       
  CONTI.NS        | Price:   13.60 | Trend: -18.25% | Mom:   4.21% | Risk: LOW       
  GFSTEELS.NS     | Price:   12.36 | Trend:   4.07% | Mom:   0.00% | Risk: LOW       
  MFML.NS         | Price:   23.03 | Trend:  -1.68% | Mom:   4.26% | Risk: LOW       
  GOENKA.NS       | Price:    0.82 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MINDPOOL.NS     | Price:   71.10 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  EASTSILK.NS     | Price:   63.39 | Trend:  -6.51% | Mom:   0.02% | Risk: LOW       
  AILIMITED.NS    | Price:   35.95 | Trend:   5.26% | Mom: -10.12% | Risk: LOW       
  SUPREMEENG.NS   | Price:    1.07 | Trend:   0.77% | Mom:  -0.93% | Risk: LOW       
  TVVISION.NS     | Price:    5.52 | Trend:  -4.43% | Mom:   8.24% | Risk: LOW       
  NIDAN.NS        | Price:   14.70 | Trend:  -6.67% | Mom:   1.38% | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.56 | Trend:  -3.26% | Mom:  12.23% | Risk: LOW       
  GUJRAFFIA.NS    | Price:   39.22 | Trend:   0.35% | Mom:   6.66% | Risk: LOW       
  ACEINTEG.NS     | Price:   17.61 | Trend:  -2.32% | Mom:   6.34% | Risk: LOW       
  RETAIL.NS       | Price:   21.98 | Trend:  -1.74% | Mom:  21.30% | Risk: LOW       
  YCCL.NS         | Price:   10.10 | Trend:  -5.46% | Mom:   0.00% | Risk: LOW       
  CMRSL.NS        | Price:   60.00 | Trend:  -8.71% | Mom:   3.54% | Risk: LOW       
  VCL.NS          | Price:    1.65 | Trend:  -8.30% | Mom:  26.92% | Risk: LOW       
  DHTL.NS         | Price:   40.00 | Trend: -17.70% | Mom:   0.00% | Risk: LOW       
  HEADSUP.NS      | Price:    7.09 | Trend:  -7.00% | Mom:   1.43% | Risk: LOW       
  SHANTHALA.NS    | Price:   27.50 | Trend: -10.30% | Mom:  12.47% | Risk: LOW       
  CLOUD.NS        | Price:    5.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MARINETRAN.NS   | Price:   17.00 | Trend:  -7.03% | Mom:   4.62% | Risk: LOW       
  SILLYMONKS.NS   | Price:   16.82 | Trend:  -4.05% | Mom:   8.10% | Risk: LOW       
  UNIINFO.NS      | Price:   12.23 | Trend:  -6.23% | Mom:  11.49% | Risk: LOW       
  VERITAAS.NS     | Price:   47.80 | Trend: -10.69% | Mom:  14.49% | Risk: LOW       
  ONELIFECAP.NS   | Price:   15.05 | Trend:  -0.96% | Mom:   1.76% | Risk: LOW       
  GLFL.NS         | Price:    4.51 | Trend:  -8.02% | Mom:  15.35% | Risk: LOW       
  TCIFINANCE.NS   | Price:   14.62 | Trend:  -2.78% | Mom:  10.59% | Risk: LOW       
  GSTL.NS         | Price:   34.35 | Trend:  23.11% | Mom:  -2.41% | Risk: LOW       
  IMPEXFERRO.NS   | Price:    1.51 | Trend:  -8.32% | Mom:   5.59% | Risk: LOW       
  SAROJA.NS       | Price:   32.35 | Trend:  -1.56% | Mom:  14.92% | Risk: LOW       
  COMPINFO.NS     | Price:    1.19 | Trend:  -5.36% | Mom:  17.82% | Risk: LOW       
  PLADAINFO.NS    | Price:   10.90 | Trend:  -5.62% | Mom:  14.74% | Risk: LOW       
  SHYAMTEL.NS     | Price:    9.49 | Trend:  -1.70% | Mom:  13.93% | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.58 | Trend:   0.06% | Mom:   9.30% | Risk: LOW       
  KALYANI.NS      | Price:  138.09 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MARSHALL.NS     | Price:    3.64 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  WINSOME.NS      | Price:    1.69 | Trend:  -0.15% | Mom:  -0.59% | Risk: LOW       
  AHIMSA.NS       | Price:   24.70 | Trend:   0.44% | Mom:   0.00% | Risk: LOW       
  SUULD.NS        | Price:    1.57 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  INDIFRA.NS      | Price:   12.85 | Trend:  -7.67% | Mom:   0.39% | Risk: LOW       
