NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-23 22:47:48

BUY SIGNALS (533):
  HDFCBANK.NS     | Price:  738.60 | Entry:  723.83 | Target:  801.83 | Risk: LOW       
  SANGAMIND.NS    | Price:  569.30 | Target:  480.09 | Risk: LOW        | Conf: 80%
  RANEHOLDIN.NS   | Price: 1585.60 | Target: 1312.74 | Risk: LOW        | Conf: 100%
  IDEAFORGE.NS    | Price:  741.40 | Target:  599.56 | Risk: LOW        | Conf: 100%
  INDIANHUME.NS   | Price:  367.90 | Target:  287.56 | Risk: LOW        | Conf: 100%
  DREDGECORP.NS   | Price:  993.80 | Target:  829.80 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   82.74 | Target:   71.29 | Risk: LOW        | Conf: 100%
  HITECH.NS       | Price:   74.62 | Target:   63.83 | Risk: LOW        | Conf: 80%
  SHRINGARMS.NS   | Price:  208.56 | Target:  181.60 | Risk: LOW        | Conf: 100%
  VERANDA.NS      | Price:  230.13 | Target:  188.95 | Risk: LOW        | Conf: 80%
  WAAREEINDO.NS   | Price:  254.45 | Target:  195.81 | Risk: LOW        | Conf: 100%
  RAJRATAN.NS     | Price:  450.20 | Target:  344.72 | Risk: LOW        | Conf: 100%
  EXICOM.NS       | Price:  161.44 | Target:  113.06 | Risk: LOW        | Conf: 100%
  MSPL.NS         | Price:   33.39 | Target:   27.36 | Risk: LOW        | Conf: 100%
  RAMCOSYS.NS     | Price:  592.40 | Target:  482.92 | Risk: LOW        | Conf: 80%
  SPAL.NS         | Price:  979.70 | Target:  793.31 | Risk: LOW        | Conf: 100%
  GTLINFRA.NS     | Price:    1.12 | Target:    0.97 | Risk: LOW        | Conf: 100%
  LAXMIDENTL.NS   | Price:  193.18 | Target:  166.73 | Risk: LOW        | Conf: 100%
  ASALCBR.NS      | Price:  651.80 | Target:  550.49 | Risk: LOW        | Conf: 100%
  SPANDANA.NS     | Price:  227.38 | Target:  199.03 | Risk: LOW        | Conf: 100%
  INDOTECH.NS     | Price: 3279.00 | Target: 2592.79 | Risk: LOW        | Conf: 100%
  ALLTIME.NS      | Price:  203.73 | Target:  159.43 | Risk: LOW        | Conf: 100%
  RHETAN.NS       | Price:   17.67 | Target:   11.08 | Risk: LOW        | Conf: 100%
  SEPC.NS         | Price:    5.16 | Target:    4.45 | Risk: LOW        | Conf: 100%
  PRECAM.NS       | Price:  118.87 | Target:  100.65 | Risk: LOW        | Conf: 100%
  FUSION.NS       | Price:  183.60 | Target:  151.62 | Risk: LOW        | Conf: 100%
  IFGLEXPOR.NS    | Price:  194.65 | Target:  149.97 | Risk: LOW        | Conf: 80%
  BFINVEST.NS     | Price:  443.75 | Target:  375.09 | Risk: LOW        | Conf: 80%
  NAVKARCORP.NS   | Price:   89.38 | Target:   76.29 | Risk: LOW        | Conf: 100%
  SPMLINFRA.NS    | Price:  166.44 | Target:  137.53 | Risk: LOW        | Conf: 100%
  JYOTISTRUC.NS   | Price:    9.19 | Target:    7.14 | Risk: LOW        | Conf: 100%
  HUHTAMAKI.NS    | Price:  246.55 | Target:  196.84 | Risk: LOW        | Conf: 80%
  PNBGILTS.NS     | Price:   76.23 | Target:   60.55 | Risk: LOW        | Conf: 100%
  JINDRILL.NS     | Price:  587.65 | Target:  435.08 | Risk: LOW        | Conf: 100%
  DLINKINDIA.NS   | Price:  423.55 | Target:  374.64 | Risk: LOW        | Conf: 100%
  DEN.NS          | Price:   26.26 | Target:   23.26 | Risk: LOW        | Conf: 100%
  TTKHLTCARE.NS   | Price: 1050.20 | Target:  799.77 | Risk: LOW        | Conf: 100%
  DAMCAPITAL.NS   | Price:  137.70 | Target:  120.92 | Risk: LOW        | Conf: 100%
  STANLEY.NS      | Price:  135.43 | Target:  120.25 | Risk: LOW        | Conf: 100%
  MUFIN.NS        | Price:  132.69 | Target:  115.37 | Risk: LOW        | Conf: 60%
  JNKINDIA.NS     | Price:  413.95 | Target:  326.84 | Risk: LOW        | Conf: 100%
  HIMATSEIDE.NS   | Price:   63.21 | Target:   53.37 | Risk: LOW        | Conf: 100%
  SOLEX.NS        | Price:  678.95 | Target:  525.25 | Risk: LOW        | Conf: 100%
  UDS.NS          | Price:  198.14 | Target:  141.10 | Risk: LOW        | Conf: 100%
  GREENPOWER.NS   | Price:    9.00 | Target:    7.38 | Risk: LOW        | Conf: 80%
  PUNJABCHEM.NS   | Price: 1066.20 | Target:  915.56 | Risk: LOW        | Conf: 100%
  APOLLOPIPE.NS   | Price:  526.10 | Target:  422.31 | Risk: LOW        | Conf: 100%
  ECOSMOBLTY.NS   | Price:  108.62 | Target:   89.39 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   71.03 | Target:   60.73 | Risk: LOW        | Conf: 100%
  IVALUE.NS       | Price:  225.48 | Target:  176.09 | Risk: LOW        | Conf: 100%
  HESTERBIO.NS    | Price: 2178.70 | Target: 1620.52 | Risk: LOW        | Conf: 100%
  JAGSNPHARM.NS   | Price:  225.68 | Target:  187.79 | Risk: LOW        | Conf: 100%
  PLATIND.NS      | Price:  216.07 | Target:  181.81 | Risk: LOW        | Conf: 100%
  EKC.NS          | Price:  100.81 | Target:   88.46 | Risk: LOW        | Conf: 80%
  SALASAR.NS      | Price:    4.96 | Target:    3.64 | Risk: LOW        | Conf: 100%
  ESAFSFB.NS      | Price:   39.46 | Target:   32.38 | Risk: LOW        | Conf: 100%
  CENTRUM.NS      | Price:   21.43 | Target:   17.03 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   68.16 | Target:   58.46 | Risk: LOW        | Conf: 100%
  ROTO.NS         | Price:   62.80 | Target:   50.44 | Risk: LOW        | Conf: 100%
  NIITLTD.NS      | Price:   89.52 | Target:   72.97 | Risk: LOW        | Conf: 100%
  SURYODAY.NS     | Price:  146.40 | Target:  129.13 | Risk: LOW        | Conf: 100%
  BIRLANU.NS      | Price: 1385.60 | Target: 1143.64 | Risk: LOW        | Conf: 100%
  EXCELINDUS.NS   | Price:  952.60 | Target:  829.79 | Risk: LOW        | Conf: 100%
  DCMSRIND.NS     | Price:   37.87 | Target:   28.49 | Risk: LOW        | Conf: 100%
  RAJRILTD.NS     | Price:   20.15 | Target:   16.89 | Risk: LOW        | Conf: 100%
  PARACABLES.NS   | Price:   61.75 | Target:   48.00 | Risk: LOW        | Conf: 100%
  INFOBEAN.NS     | Price:  151.05 | Target:  129.38 | Risk: LOW        | Conf: 100%
  ALLDIGI.NS      | Price:  784.60 | Target:  692.31 | Risk: LOW        | Conf: 100%
  BLKASHYAP.NS    | Price:   51.53 | Target:   38.54 | Risk: LOW        | Conf: 100%
  MADRASFERT.NS   | Price:   61.35 | Target:   52.99 | Risk: LOW        | Conf: 100%
  SHANKARA.NS     | Price:  141.39 | Target:  129.11 | Risk: LOW        | Conf: 100%
  RIIL.NS         | Price:  709.70 | Target:  624.68 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:   10.53 | Target:    8.25 | Risk: LOW        | Conf: 100%
  IMPAL.NS        | Price: 1075.00 | Target:  848.86 | Risk: LOW        | Conf: 100%
  BSHSL.NS        | Price:   85.64 | Target:   61.10 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   66.92 | Target:   55.29 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  534.25 | Target:  419.62 | Risk: LOW        | Conf: 100%
  ATULAUTO.NS     | Price:  446.60 | Target:  393.63 | Risk: LOW        | Conf: 100%
  AGARIND.NS      | Price:  405.80 | Target:  339.32 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  128.14 | Target:  105.62 | Risk: LOW        | Conf: 100%
  AURUM.NS        | Price:  222.04 | Target:  191.96 | Risk: LOW        | Conf: 80%
  ADVENTHTL.NS    | Price:  126.76 | Target:  104.53 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  562.30 | Target:  461.84 | Risk: LOW        | Conf: 100%
  FAZE3Q.NS       | Price:  422.85 | Target:  325.94 | Risk: LOW        | Conf: 100%
  MICEL.NS        | Price:   34.03 | Target:   31.39 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  167.89 | Target:  137.35 | Risk: LOW        | Conf: 100%
  WALCHANNAG.NS   | Price:  199.05 | Target:  156.33 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  166.47 | Target:  140.09 | Risk: LOW        | Conf: 80%
  BOROSCI.NS      | Price:  119.81 | Target:   94.33 | Risk: LOW        | Conf: 100%
  IRMENERGY.NS    | Price:  268.35 | Target:  229.95 | Risk: LOW        | Conf: 100%
  MEIL.NS         | Price:  271.75 | Target:  219.66 | Risk: LOW        | Conf: 100%
  GTPL.NS         | Price:   55.06 | Target:   46.02 | Risk: LOW        | Conf: 80%
  VHL.NS          | Price: 3342.80 | Target: 2843.16 | Risk: LOW        | Conf: 100%
  DSSL.NS         | Price: 1022.20 | Target:  796.16 | Risk: LOW        | Conf: 80%
  ELECTHERM.NS    | Price:  903.85 | Target:  754.64 | Risk: LOW        | Conf: 100%
  SRM.NS          | Price:  419.80 | Target:  348.69 | Risk: LOW        | Conf: 100%
  STEELXIND.NS    | Price:   11.18 | Target:    7.73 | Risk: LOW        | Conf: 80%
  ICEMAKE.NS      | Price:  699.85 | Target:  591.43 | Risk: LOW        | Conf: 100%
  PASHUPATI.NS    | Price:   80.15 | Target:   59.32 | Risk: LOW        | Conf: 80%
  KRISHNADEF.NS   | Price: 1025.60 | Target:  819.31 | Risk: LOW        | Conf: 100%
  BCLIND.NS       | Price:   33.48 | Target:   28.13 | Risk: LOW        | Conf: 100%
  NELCAST.NS      | Price:  108.90 | Target:   89.00 | Risk: LOW        | Conf: 100%
  GEMAROMA.NS     | Price:  153.72 | Target:  119.02 | Risk: LOW        | Conf: 100%
  PROSTARM.NS     | Price:  127.84 | Target:  102.23 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  564.95 | Target:  463.57 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   78.93 | Target:   61.93 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    8.96 | Target:    5.79 | Risk: LOW        | Conf: 100%
  VIDYAWIRES.NS   | Price:   84.77 | Target:   70.58 | Risk: LOW        | Conf: 100%
  5PAISA.NS       | Price:  315.30 | Target:  261.25 | Risk: LOW        | Conf: 100%
  ESTER.NS        | Price:   87.11 | Target:   73.23 | Risk: LOW        | Conf: 100%
  TNPL.NS         | Price:  142.56 | Target:  112.09 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   75.71 | Target:   65.66 | Risk: LOW        | Conf: 100%
  CREST.NS        | Price:  363.70 | Target:  281.09 | Risk: LOW        | Conf: 80%
  LINCOLN.NS      | Price:  594.35 | Target:  504.37 | Risk: LOW        | Conf: 100%
  CENTENKA.NS     | Price:  567.40 | Target:  469.67 | Risk: LOW        | Conf: 80%
  DHANBANK.NS     | Price:   29.18 | Target:   25.02 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   91.15 | Target:   77.21 | Risk: LOW        | Conf: 100%
  INDOFARM.NS     | Price:  139.90 | Target:  108.72 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  216.10 | Target:  176.64 | Risk: LOW        | Conf: 80%
  INNOVANA.NS     | Price:  295.30 | Target:  208.98 | Risk: LOW        | Conf: 80%
  KHAICHEM.NS     | Price:   50.02 | Target:   39.76 | Risk: LOW        | Conf: 100%
  FAIRCHEMOR.NS   | Price:  636.60 | Target:  517.69 | Risk: LOW        | Conf: 80%
  AEROENTER.NS    | Price:  123.60 | Target:   76.04 | Risk: LOW        | Conf: 100%
  BHARATSE.NS     | Price:  219.86 | Target:  174.67 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   20.06 | Target:   16.23 | Risk: LOW        | Conf: 80%
  DENTA.NS        | Price:  272.65 | Target:  219.43 | Risk: LOW        | Conf: 80%
  SAHANA.NS       | Price:  841.70 | Target:  694.49 | Risk: LOW        | Conf: 100%
  LEMERITE.NS     | Price:   18.94 | Target:   13.33 | Risk: LOW        | Conf: 100%
  UTTAMSUGAR.NS   | Price:  258.25 | Target:  199.40 | Risk: LOW        | Conf: 100%
  XCHANGING.NS    | Price:   60.32 | Target:   49.16 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price:  972.75 | Target:  847.71 | Risk: LOW        | Conf: 100%
  OSWALAGRO.NS    | Price:   35.12 | Target:   27.73 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:   96.44 | Target:   79.57 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:   75.85 | Target:   52.71 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  173.10 | Target:  151.46 | Risk: LOW        | Conf: 100%
  SILVERTUC.NS    | Price:  155.89 | Target:  111.61 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  110.58 | Target:   87.00 | Risk: LOW        | Conf: 100%
  IFBAGRO.NS      | Price:  865.70 | Target:  728.13 | Risk: LOW        | Conf: 100%
  BIRLAMONEY.NS   | Price:  118.44 | Target:   99.78 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  235.85 | Target:  195.85 | Risk: LOW        | Conf: 100%
  BASILIC.NS      | Price:  172.30 | Target:  133.55 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   90.71 | Target:   74.71 | Risk: LOW        | Conf: 100%
  SKMEGGPROD.NS   | Price:  221.25 | Target:  179.87 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.26 | Target:    4.36 | Risk: LOW        | Conf: 100%
  SAURASHCEM.NS   | Price:   53.15 | Target:   43.45 | Risk: LOW        | Conf: 100%
  TVSELECT.NS     | Price:  391.15 | Target:  317.60 | Risk: LOW        | Conf: 100%
  DISHTV.NS       | Price:    2.50 | Target:    1.98 | Risk: LOW        | Conf: 80%
  CCCL.NS         | Price:   13.60 | Target:   11.28 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  107.67 | Target:   90.57 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  644.65 | Target:  517.29 | Risk: LOW        | Conf: 100%
  MUNJALAU.NS     | Price:  104.80 | Target:   86.56 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   34.85 | Target:   29.66 | Risk: LOW        | Conf: 100%
  JITFINFRA.NS    | Price:  282.70 | Target:  226.13 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  222.70 | Target:  177.00 | Risk: LOW        | Conf: 100%
  VLSFINANCE.NS   | Price:  236.46 | Target:  206.80 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  449.15 | Target:  386.58 | Risk: LOW        | Conf: 100%
  SARLAPOLY.NS    | Price:   99.26 | Target:   83.13 | Risk: LOW        | Conf: 80%
  COFFEEDAY.NS    | Price:   30.59 | Target:   21.76 | Risk: LOW        | Conf: 80%
  BIGBLOC.NS      | Price:   40.40 | Target:   32.27 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   77.10 | Target:   64.72 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  429.50 | Target:  300.91 | Risk: LOW        | Conf: 100%
  AMBIKCO.NS      | Price: 1577.70 | Target: 1428.33 | Risk: LOW        | Conf: 80%
  ADVANCE.NS      | Price:  108.14 | Target:   88.22 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  951.70 | Target:  774.81 | Risk: LOW        | Conf: 100%
  DWARKESH.NS     | Price:   41.68 | Target:   32.37 | Risk: LOW        | Conf: 100%
  KECL.NS         | Price:  121.21 | Target:   91.69 | Risk: LOW        | Conf: 80%
  NAHARSPING.NS   | Price:  277.85 | Target:  218.01 | Risk: LOW        | Conf: 100%
  RITCO.NS        | Price:  287.20 | Target:  216.08 | Risk: LOW        | Conf: 100%
  APEX.NS         | Price:  356.90 | Target:  297.20 | Risk: LOW        | Conf: 100%
  MAGADSUGAR.NS   | Price:  500.75 | Target:  390.27 | Risk: LOW        | Conf: 100%
  PATELRMART.NS   | Price:  205.36 | Target:  176.05 | Risk: LOW        | Conf: 100%
  STCINDIA.NS     | Price:  111.06 | Target:   98.97 | Risk: LOW        | Conf: 100%
  LINC.NS         | Price:   92.37 | Target:   74.95 | Risk: LOW        | Conf: 100%
  MVKAGRO.NS      | Price:  220.50 | Target:  143.50 | Risk: LOW        | Conf: 100%
  KSOLVES.NS      | Price:  250.75 | Target:  209.43 | Risk: LOW        | Conf: 100%
  LAXMIINDIA.NS   | Price:  123.73 | Target:   91.47 | Risk: LOW        | Conf: 100%
  NBIFIN.NS       | Price: 1948.00 | Target: 1642.86 | Risk: LOW        | Conf: 80%
  THEINVEST.NS    | Price:   95.25 | Target:   75.89 | Risk: LOW        | Conf: 80%
  RKSWAMY.NS      | Price:   87.80 | Target:   69.85 | Risk: LOW        | Conf: 100%
  NAHARPOLY.NS    | Price:  232.84 | Target:  185.29 | Risk: LOW        | Conf: 100%
  VENUSREM.NS     | Price: 1611.50 | Target: 1214.89 | Risk: LOW        | Conf: 100%
  REPRO.NS        | Price:  298.20 | Target:  235.09 | Risk: LOW        | Conf: 100%
  ZEEMEDIA.NS     | Price:    7.56 | Target:    5.93 | Risk: LOW        | Conf: 100%
  GLOSTERLTD.NS   | Price:  572.15 | Target:  470.54 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  157.94 | Target:  126.16 | Risk: LOW        | Conf: 100%
  DREAMFOLKS.NS   | Price:   63.04 | Target:   51.12 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   30.40 | Target:   24.29 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   42.92 | Target:   35.76 | Risk: LOW        | Conf: 80%
  MAANALU.NS      | Price:  104.81 | Target:   81.97 | Risk: LOW        | Conf: 100%
  IRIS.NS         | Price:  236.43 | Target:  178.41 | Risk: LOW        | Conf: 100%
  MODIS.NS        | Price:  347.30 | Target:  291.64 | Risk: LOW        | Conf: 100%
  HINDCOMPOS.NS   | Price:  376.55 | Target:  300.77 | Risk: LOW        | Conf: 100%
  KRITI.NS        | Price:   59.75 | Target:   44.40 | Risk: LOW        | Conf: 100%
  DBEIL.NS        | Price:    7.00 | Target:    4.63 | Risk: LOW        | Conf: 80%
  FOODSIN.NS      | Price:   53.83 | Target:   39.04 | Risk: LOW        | Conf: 100%
  SICALLOG.NS     | Price:   93.76 | Target:   68.04 | Risk: LOW        | Conf: 100%
  IGCL.NS         | Price:   64.85 | Target:   49.74 | Risk: LOW        | Conf: 100%
  BORANA.NS       | Price:  292.40 | Target:  227.76 | Risk: LOW        | Conf: 100%
  TIRUPATI.NS     | Price:  293.00 | Target:  271.57 | Risk: LOW        | Conf: 100%
  SBGLP.NS        | Price:   23.34 | Target:   11.44 | Risk: LOW        | Conf: 80%
  TOLINS.NS       | Price:   89.60 | Target:   76.93 | Risk: LOW        | Conf: 100%
  NILASPACES.NS   | Price:   12.02 | Target:    9.04 | Risk: LOW        | Conf: 100%
  GIRIRAJ.NS      | Price:   76.45 | Target:   50.81 | Risk: LOW        | Conf: 100%
  SILINV.NS       | Price:  440.80 | Target:  334.92 | Risk: LOW        | Conf: 80%
  GPECO.NS        | Price:  403.50 | Target:  316.86 | Risk: LOW        | Conf: 100%
  OCCLLTD.NS      | Price:  151.34 | Target:  118.94 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:    6.65 | Target:    4.38 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   59.97 | Target:   48.95 | Risk: LOW        | Conf: 100%
  SJLOGISTIC.NS   | Price:  313.95 | Target:  270.54 | Risk: LOW        | Conf: 80%
  RADIANTCMS.NS   | Price:   35.24 | Target:   25.70 | Risk: LOW        | Conf: 100%
  BAHETI.NS       | Price:  765.00 | Target:  609.05 | Risk: LOW        | Conf: 100%
  HMVL.NS         | Price:   82.21 | Target:   64.66 | Risk: LOW        | Conf: 80%
  ESSARSHPNG.NS   | Price:   15.63 | Target:   11.83 | Risk: LOW        | Conf: 100%
  ZODIAC.NS       | Price:  229.94 | Target:  186.53 | Risk: LOW        | Conf: 80%
  EIFFL.NS        | Price:  256.15 | Target:  227.26 | Risk: LOW        | Conf: 100%
  DIGISPICE.NS    | Price:   16.40 | Target:   12.36 | Risk: LOW        | Conf: 100%
  MBLINFRA.NS     | Price:   21.76 | Target:   15.17 | Risk: LOW        | Conf: 100%
  PRECOT.NS       | Price:  674.60 | Target:  534.81 | Risk: LOW        | Conf: 100%
  TPLPLASTEH.NS   | Price:   65.09 | Target:   53.02 | Risk: LOW        | Conf: 80%
  ALLETEC.NS      | Price:  128.50 | Target:   92.00 | Risk: LOW        | Conf: 100%
  HILINFRA.NS     | Price:   43.26 | Target:   33.18 | Risk: LOW        | Conf: 80%
  RAMAPHO.NS      | Price:  120.16 | Target:  101.45 | Risk: LOW        | Conf: 100%
  ORIENTPPR.NS    | Price:   16.99 | Target:   13.18 | Risk: LOW        | Conf: 100%
  LIBERTSHOE.NS   | Price:  218.54 | Target:  178.33 | Risk: LOW        | Conf: 100%
  ANNAPURNA.NS    | Price:  131.71 | Target:  104.39 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   51.92 | Target:   41.10 | Risk: LOW        | Conf: 100%
  PARIN.NS        | Price:  697.70 | Target:  549.15 | Risk: LOW        | Conf: 100%
  ADVANIHOTR.NS   | Price:   47.78 | Target:   41.09 | Risk: LOW        | Conf: 100%
  DBOL.NS         | Price:  114.81 | Target:   91.10 | Risk: LOW        | Conf: 100%
  ORBTEXP.NS      | Price:  228.32 | Target:  178.80 | Risk: LOW        | Conf: 100%
  WSI.NS          | Price:   58.32 | Target:   41.76 | Risk: LOW        | Conf: 100%
  SUPREMEPWR.NS   | Price:  203.45 | Target:  151.47 | Risk: LOW        | Conf: 100%
  CGRAPHICS.NS    | Price:  137.40 | Target:  111.90 | Risk: LOW        | Conf: 100%
  DONEAR.NS       | Price:   82.50 | Target:   66.67 | Risk: LOW        | Conf: 100%
  TERASOFT.NS     | Price:  240.80 | Target:  162.51 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  220.20 | Target:  181.31 | Risk: LOW        | Conf: 100%
  CPEDU.NS        | Price:  177.35 | Target:  137.05 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   29.12 | Target:   23.63 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  127.50 | Target:   98.23 | Risk: LOW        | Conf: 100%
  CLEDUCATE.NS    | Price:   55.38 | Target:   39.01 | Risk: LOW        | Conf: 100%
  PAVNAIND.NS     | Price:   15.46 | Target:    8.61 | Risk: LOW        | Conf: 100%
  KOTHARIPRO.NS   | Price:   63.67 | Target:   52.23 | Risk: LOW        | Conf: 100%
  HTMEDIA.NS      | Price:   24.45 | Target:   17.75 | Risk: LOW        | Conf: 100%
  HIGREEN.NS      | Price:  108.90 | Target:   86.11 | Risk: LOW        | Conf: 100%
  SAHAJSOLAR.NS   | Price:   90.20 | Target:   71.68 | Risk: LOW        | Conf: 100%
  NAHARCAP.NS     | Price:  249.95 | Target:  208.05 | Risk: LOW        | Conf: 100%
  SPENCERS.NS     | Price:   28.47 | Target:   22.30 | Risk: LOW        | Conf: 100%
  POLYSIL.NS      | Price:   59.75 | Target:   39.37 | Risk: LOW        | Conf: 100%
  PLASTIBLEN.NS   | Price:  185.94 | Target:  149.46 | Risk: LOW        | Conf: 100%
  THOMASCOTT.NS   | Price:  236.90 | Target:  182.79 | Risk: LOW        | Conf: 100%
  MUTHOOTCAP.NS   | Price:  229.85 | Target:  178.80 | Risk: LOW        | Conf: 100%
  PANSARI.NS      | Price:  278.10 | Target:  203.69 | Risk: LOW        | Conf: 100%
  SOUTHWEST.NS    | Price:  190.79 | Target:  136.63 | Risk: LOW        | Conf: 100%
  SRGHFL.NS       | Price:  143.75 | Target:   62.16 | Risk: LOW        | Conf: 100%
  KRITINUT.NS     | Price:   80.66 | Target:   65.85 | Risk: LOW        | Conf: 80%
  SWARAJ.NS       | Price:  292.55 | Target:  221.82 | Risk: LOW        | Conf: 100%
  MANORG.NS       | Price:  459.50 | Target:  344.02 | Risk: LOW        | Conf: 100%
  TIGERLOGS.NS    | Price:   26.57 | Target:   19.97 | Risk: LOW        | Conf: 100%
  ASHIMASYN.NS    | Price:   15.68 | Target:   11.92 | Risk: LOW        | Conf: 100%
  BANSWRAS.NS     | Price:  113.33 | Target:   91.90 | Risk: LOW        | Conf: 80%
  FILATFASH.NS    | Price:    0.17 | Target:    0.11 | Risk: LOW        | Conf: 100%
  RUBFILA.NS      | Price:   66.97 | Target:   50.80 | Risk: LOW        | Conf: 100%
  GENUSPAPER.NS   | Price:   11.28 | Target:    7.50 | Risk: LOW        | Conf: 100%
  DENORA.NS       | Price:  798.40 | Target:  655.37 | Risk: LOW        | Conf: 80%
  TICL.NS         | Price:    5.56 | Target:    3.65 | Risk: LOW        | Conf: 100%
  SPCENET.NS      | Price:    3.29 | Target:    2.39 | Risk: LOW        | Conf: 100%
  BEDMUTHA.NS     | Price:  102.57 | Target:   78.22 | Risk: LOW        | Conf: 100%
  INFOLLION.NS    | Price:  152.50 | Target:  126.27 | Risk: LOW        | Conf: 100%
  UNIDT.NS        | Price:  212.42 | Target:  148.46 | Risk: LOW        | Conf: 100%
  VISHNUINFR.NS   | Price:  150.50 | Target:  123.99 | Risk: LOW        | Conf: 100%
  AVPINFRA.NS     | Price:   55.60 | Target:   45.55 | Risk: LOW        | Conf: 100%
  AARON.NS        | Price:  120.48 | Target:   81.87 | Risk: LOW        | Conf: 100%
  GOKUL.NS        | Price:   40.40 | Target:   31.67 | Risk: LOW        | Conf: 80%
  PHANTOMFX.NS    | Price:   92.95 | Target:   57.84 | Risk: LOW        | Conf: 100%
  SAKUMA.NS       | Price:    1.52 | Target:    1.21 | Risk: LOW        | Conf: 100%
  ASMS.NS         | Price:    6.61 | Target:    5.46 | Risk: LOW        | Conf: 100%
  VIKASLIFE.NS    | Price:    1.26 | Target:    1.06 | Risk: LOW        | Conf: 80%
  MAHEPC.NS       | Price:   98.75 | Target:   85.27 | Risk: LOW        | Conf: 100%
  FCSSOFT.NS      | Price:    1.38 | Target:    1.22 | Risk: LOW        | Conf: 100%
  APCL.NS         | Price:   94.80 | Target:   76.20 | Risk: LOW        | Conf: 100%
  SHREEKARNI.NS   | Price:  377.45 | Target:  302.55 | Risk: LOW        | Conf: 100%
  ROSSELLIND.NS   | Price:   51.92 | Target:   41.08 | Risk: LOW        | Conf: 100%
  BCONCEPTS.NS    | Price:  152.58 | Target:  108.30 | Risk: LOW        | Conf: 100%
  VARDMNPOLY.NS   | Price:    5.80 | Target:    4.71 | Risk: LOW        | Conf: 80%
  DCI.NS          | Price:  275.85 | Target:  176.30 | Risk: LOW        | Conf: 100%
  WTICAB.NS       | Price:   99.70 | Target:   77.90 | Risk: LOW        | Conf: 80%
  GINNIFILA.NS    | Price:   41.60 | Target:   33.78 | Risk: LOW        | Conf: 80%
  MEDICO.NS       | Price:   33.96 | Target:   21.76 | Risk: LOW        | Conf: 100%
  BALAJEE.NS      | Price:   25.19 | Target:   20.08 | Risk: LOW        | Conf: 100%
  BROOKS.NS       | Price:   59.09 | Target:   39.09 | Risk: LOW        | Conf: 100%
  NDGL.NS         | Price: 2590.00 | Target: 2074.89 | Risk: LOW        | Conf: 100%
  NECLIFE.NS      | Price:   10.83 | Target:    8.50 | Risk: LOW        | Conf: 100%
  EXXARO.NS       | Price:    6.23 | Target:    5.02 | Risk: LOW        | Conf: 100%
  BPL.NS          | Price:   45.20 | Target:   36.77 | Risk: LOW        | Conf: 100%
