NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-08 19:05:47

BUY SIGNALS (217):
  JSWINFRA.NS     | Price:  283.65 | Entry:  277.98 | Target:  321.79 | Risk: LOW       
  AIROLAM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKTAARTS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIANCARD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALPHAGEO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GVPTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KREBSBIO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UMAEXPORTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADHAV.NS       | Price:  116.10 | Trend:   7.06% | Mom:  -1.61% | Risk: LOW       
  HECPROJECT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HPIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SLONE.NS        | Price:  200.00 | Trend:   3.99% | Mom:  -4.19% | Risk: LOW       
  GANGESSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURANASOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INVENTURE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELCITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COMPUSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHYAMCENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAGNAM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMBHAAV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAL.NS          | Price:   39.60 | Trend:   4.05% | Mom:  -1.98% | Risk: LOW       
  SMLT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUSOMENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAIDFIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMARTLINK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADBHIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SEMAC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VITAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JOCIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYLVANPLY.NS    | Price:   57.15 | Trend:  11.22% | Mom: -13.54% | Risk: LOW       
  TRUST.NS        | Price:   39.00 | Trend:   6.88% | Mom:  -5.68% | Risk: LOW       
  MCL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WIPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIPULLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAMBODHARA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOVABLE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISHANCH.NS      | Price:   61.94 | Trend:   6.73% | Mom:  -1.12% | Risk: LOW       
  HDIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOYALTEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJSREESUG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALSEEDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAGFILMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAHALLOYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRSDILIP.NS     | Price:  119.50 | Trend:   5.16% | Mom:   0.00% | Risk: LOW       
  SECMARK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHEXPO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUBEXTUB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATTEYS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMPANN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARTNIRMAN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARMAT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FIBERWEB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCML.NS         | Price:  138.95 | Trend:   1.81% | Mom:  -0.75% | Risk: LOW       
  NEWJAISA.NS     | Price:   25.40 | Trend:  21.26% | Mom:  -2.87% | Risk: LOW       
  RAJMET.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXPOSURE.NS    | Price:   39.75 | Trend:   7.03% | Mom:  -2.93% | Risk: LOW       
  PAR.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEARDSELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIABLE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKSHOPTFBR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOKSH.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAYONS.NS      | Price:   36.05 | Trend:   2.40% | Mom:  -1.10% | Risk: LOW       
  GROBTEA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REGENCERAM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYALAXMI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELCHEMQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOHINOOR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HILTON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PALASHSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOTAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASCOM.NS        | Price:  249.70 | Trend:   4.94% | Mom:  -8.37% | Risk: LOW       
  VAISHALI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OBCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROCKINGDCE.NS   | Price:  199.00 | Trend:   9.40% | Mom:  -2.50% | Risk: LOW       
  TOKYOPLAST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REFRACTORY.NS   | Price:   39.75 | Trend:   4.42% | Mom:  -7.02% | Risk: LOW       
  DIGIDRIVE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHANDARI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ODIGMA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAKATCEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MITCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOUCHWOOD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAATECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPLIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHSTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARSSINFRA.NS    | Price:   54.27 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  NAMAN.NS        | Price:   57.10 | Trend:   6.10% | Mom:  -3.22% | Risk: LOW       
  PIONEEREMB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   42.95 | Trend:  -0.28% | Mom:  -6.02% | Risk: LOW       
  GLOBE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHRUV.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONUINFRA.NS    | Price:   58.50 | Trend:   3.26% | Mom: -10.69% | Risk: LOW       
  SELMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAGSON.NS       | Price:  179.00 | Trend:  13.79% | Mom:  -0.28% | Risk: LOW       
  KEL.NS          | Price:   81.70 | Trend:   0.06% | Mom:  -0.37% | Risk: LOW       
  CAPTRUST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATAM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LPDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROXHITECH.NS    | Price:   35.30 | Trend:   6.10% | Mom:  -1.26% | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   48.10 | Trend:   9.63% | Mom: -10.78% | Risk: LOW       
  PATINTLOG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOYALALUM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANGALAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IL&FSTRANS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACCURACY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDMOULI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMBEY.NS        | Price:   30.75 | Trend:  21.85% | Mom: -12.39% | Risk: LOW       
  DIGIKORE.NS     | Price:   72.35 | Trend:  -4.95% | Mom:   3.95% | Risk: LOW       
  AMDIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BVCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CINEVISTA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTOGENFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HISARMETAL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JHS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRITI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENERGYDEV.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAKASH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EFORCE.NS       | Price:   27.00 | Trend:   7.19% | Mom:  -6.09% | Risk: LOW       
  FONEBOX.NS      | Price:   65.05 | Trend:  -7.13% | Mom:   1.64% | Risk: LOW       
  ORCHASP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONAMAC.NS      | Price:   39.90 | Trend:   5.84% | Mom: -14.56% | Risk: LOW       
  AISL.NS         | Price:   58.50 | Trend:  -6.41% | Mom:   6.65% | Risk: LOW       
  PRAKASHSTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CURAA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNDARAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KONSTELEC.NS    | Price:   46.40 | Trend:  23.18% | Mom:  -0.75% | Risk: LOW       
  AURIGROW.NS     | Price:    0.35 | Trend:  19.13% | Mom:  -5.41% | Risk: LOW       
  VIAZ.NS         | Price:   62.95 | Trend:   0.96% | Mom:   0.00% | Risk: LOW       
  ALKALI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAWEJA.NS       | Price:   31.65 | Trend:   3.89% | Mom: -14.46% | Risk: LOW       
  AKI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AJOONI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANMOL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANKA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAGREEKEXP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DELTAMAGNT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEGAFLEX.NS     | Price:  151.00 | Trend:   3.38% | Mom:  -0.76% | Risk: LOW       
  CEREBRAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CTE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUVIDHAA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NARMADA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGRITECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARABIAN.NS      | Price:   69.95 | Trend:  -1.57% | Mom:  -0.07% | Risk: LOW       
  BLBLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUECOAST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANARBEADS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGROPHOS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DAMODARIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NOIDATOLL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  3PLAND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SECURKLOUD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARASPETRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARCO.NS        | Price:   40.45 | Trend:  13.60% | Mom:  -1.34% | Risk: LOW       
  AHLADA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VELS.NS         | Price:   68.35 | Trend:  15.65% | Mom:  -0.22% | Risk: LOW       
  TPHQ.NS         | Price:    0.57 | Trend:   4.93% | Mom:  -1.72% | Risk: LOW       
  ATLASCYCLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHEKHAWATI.NS   | Price:   14.61 | Trend:  12.23% | Mom:  -3.18% | Risk: LOW       
  ORIENTALTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FMNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYNOPTICS.NS    | Price:   52.80 | Trend:   1.40% | Mom: -11.93% | Risk: LOW       
  NORBTEAEXP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANG.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRDYS.NS       | Price:  128.00 | Trend:   7.21% | Mom:  -5.78% | Risk: LOW       
  FLEXITUFF.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LRRPL.NS        | Price:   74.05 | Trend:   5.36% | Mom:  -2.18% | Risk: LOW       
  ANSALAPI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALKRISHNA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAIPURKURT.NS   | Price:   32.64 | Trend:   5.57% | Mom:  -4.84% | Risk: LOW       
  CELEBRITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DURLAX.NS       | Price:   49.90 | Trend:   5.27% | Mom:  -1.87% | Risk: LOW       
  JETFREIGHT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SERVICE.NS      | Price:   53.00 | Trend:   0.21% | Mom:  -2.75% | Risk: LOW       
  GSS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIOFILCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARCHIES.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAYAHWS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVSL.NS         | Price:  119.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  DANGEE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KARMAENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNTELE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MALUPAPER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICDSLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PALREDTEC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANUGRAPH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LFIC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOLDENTOBC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SECL.NS         | Price:    3.45 | Trend:  -6.22% | Mom:   0.00% | Risk: LOW       
  PRESSTONIC.NS   | Price:   41.85 | Trend:   0.04% | Mom:  -8.52% | Risk: LOW       
  VINNY.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHIVAMILLS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LEXUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BABAFP.NS       | Price:   27.00 | Trend:   7.11% | Mom:  -1.82% | Risk: LOW       
  HBSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BMETRICS.NS     | Price:   40.80 | Trend:   2.45% | Mom:  -6.96% | Risk: LOW       
  ADROITINFO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUROIMPEX.NS    | Price:   31.85 | Trend:   4.22% | Mom:  -6.32% | Risk: LOW       
  TARAPUR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAKHARIA.NS     | Price:   60.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  LCCINFOTEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTRON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHAITANLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AROGRANITE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIMBHALS.NS     | Price:    9.76 | Trend:  14.17% | Mom:  -4.22% | Risk: LOW       
  HYBRIDFIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  21STCENMGM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DKEGL.NS        | Price:   77.95 | Trend:   8.95% | Mom:  -4.47% | Risk: LOW       
  DNAMEDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LASA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PENTAGON.NS     | Price:   69.95 | Trend:   7.37% | Mom:   0.14% | Risk: LOW       
  SUPERSPIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COUNCODOS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEWIN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MADHUCON.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGNI.NS         | Price:   20.55 | Trend:  11.82% | Mom:  -3.97% | Risk: LOW       
  MASKINVEST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARSHIYA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOXSH.NS        | Price:  133.85 | Trend:   5.86% | Mom:   0.00% | Risk: LOW       
  SEYAIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PEARLPOLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SVPGLOB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAGARDEEP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANGAFORGE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NGIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABMINTLLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKASH.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HRHNEXT.NS      | Price:   30.25 | Trend:  10.63% | Mom:  -5.62% | Risk: LOW       
  AMBICAAGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOHITIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JFLLIFE.NS      | Price:    9.50 | Trend:  -2.29% | Mom:  -0.52% | Risk: LOW       
  KONTOR.NS       | Price:   72.95 | Trend:   0.53% | Mom:  -8.24% | Risk: LOW       
  VIJIFIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGNORIA.NS     | Price:   64.30 | Trend:  -0.97% | Mom:   3.54% | Risk: LOW       
  AKSHAR.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEEPLEARN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JETKNIT.NS      | Price:   89.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PNC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEXTMEDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHOKAMET.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BOHRAIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIMESCAN.NS     | Price:   42.00 | Trend:  -5.42% | Mom:   3.45% | Risk: LOW       
  NKIND.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAXMICOT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SITINET.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEDIORG.NS      | Price:   29.20 | Trend:  14.55% | Mom:  -1.52% | Risk: LOW       
  MADHAV.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRIDHANINF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KANANIIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KKVAPOW.NS      | Price:  614.00 | Trend:  -0.27% | Mom:   0.00% | Risk: LOW       
  NEUEON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VINEETLAB.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WILLAMAGOR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TECILCHEM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEP.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHANDSE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAGREEKCAP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAUSHALYA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INFOMEDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MITTAL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VERA.NS         | Price:   69.00 | Trend:  -0.49% | Mom:   0.00% | Risk: LOW       
  SKIL.NS         | Price:    0.96 | Trend:  -2.24% | Mom:   0.00% | Risk: LOW       
  CELLPOINT.NS    | Price:   17.00 | Trend:  11.05% | Mom:  -0.58% | Risk: LOW       
  ROLLT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TGBHOTELS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRENIK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TREEHOUSE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LIBAS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FLFL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAVISHA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GFSTEELS.NS     | Price:   12.36 | Trend:   1.43% | Mom:   0.00% | Risk: LOW       
