NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-16 19:10:20

BUY SIGNALS (297):
  TMPV.NS         | Price:  356.30 | Entry:  349.17 | Target:  416.94 | Risk: LOW       
  ARIHANTACA.NS   | Price:  477.00 | Trend:   1.44% | Mom:  -2.67% | Risk: LOW       
  PONNIERODE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MURUDCERA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AERONEU.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALSTEEL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIRAJ.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATALREAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPCL.NS         | Price:   79.95 | Trend:  -0.73% | Mom:  23.86% | Risk: LOW       
  SHIVATEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMBOND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAVKARURB.NS    | Price:    0.88 | Trend: -16.37% | Mom:  20.55% | Risk: LOW       
  CORDSCABLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WORTHPERI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DEVIT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIGYN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALAXI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MHLXMIRU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPECTSTM.NS     | Price:   60.80 | Trend: -16.26% | Mom:  12.28% | Risk: LOW       
  UNITEDTEA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PKTEA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BASML.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRITIKA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMJLAND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOWIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEAMGTY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARALOVER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VETO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRCL.NS         | Price:  379.90 | Trend:  -2.23% | Mom:   5.24% | Risk: LOW       
  PLAZACABLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKIKO.NS        | Price:  202.60 | Trend:  -2.98% | Mom:   1.02% | Risk: LOW       
  SETCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOTUSEYE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RANASUG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJTV.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKSHARCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANIKINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAREYDRUGS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NATCAPSUQ.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAXIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DGCONTENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADBHAV.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASPINWALL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GULFPETRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JMA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NECCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NITIRAJ.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALUWIND.NS      | Price:   59.90 | Trend:   0.28% | Mom:   9.11% | Risk: LOW       
  EQUIPPP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INCREDIBLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIPSFILMS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARCHIDPLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTEXT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMMBI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEYFINSERV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESSENTIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TAINWALCHM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENFUSE.NS       | Price:  185.00 | Trend:  -3.49% | Mom:  10.78% | Risk: LOW       
  ARVEE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIKKO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXCEL.NS        | Price:    1.08 | Trend:  -1.64% | Mom:  12.50% | Risk: LOW       
  ALPA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KESORAMIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DTIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVROIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEWLTD.NS       | Price:   86.10 | Trend:  -6.59% | Mom:  22.56% | Risk: LOW       
  BRNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANAKALUCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRITECH.NS     | Price:   60.00 | Trend:  -1.68% | Mom:   3.00% | Risk: LOW       
  LAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONAMLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISHWARAJ.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIVIMEDLAB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAENG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDTERRAIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LANCORHOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARVI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VASWANI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPERHOUSE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RSSOFTWARE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CORALFINAC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANARYS.NS      | Price:   22.70 | Trend:  -1.98% | Mom:  41.43% | Risk: LOW       
  IVP.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QMSMEDI.NS      | Price:   80.55 | Trend:  -3.23% | Mom:   4.61% | Risk: LOW       
  RUCHINFRA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CROWN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAYAPROJ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEIZMANIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOMICONVEY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  USK.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHESHWARI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MODTHREAD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKEC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DUCON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLLEX.NS       | Price:   32.80 | Trend:   0.02% | Mom:  13.30% | Risk: LOW       
  HINDCON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  XELPMOC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXMOPIPES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHFM.NS         | Price:   57.10 | Trend:  -8.48% | Mom:   2.88% | Risk: LOW       
  MAGNUM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISFT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AIROLAM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKTAARTS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIANCARD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MDL.NS          | Price:   53.00 | Trend:   2.59% | Mom: -11.67% | Risk: LOW       
  ALPHAGEO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GVPTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KREBSBIO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UMAEXPORTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HECPROJECT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HPIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANGESSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURANASOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INVENTURE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELCITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COMPUSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHYAMCENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAGNAM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMBHAAV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMLT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUSOMENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAIDFIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMARTLINK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADBHIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SEMAC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VITAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRU.NS          | Price:    5.96 | Trend:  -6.85% | Mom:  28.73% | Risk: LOW       
  JOCIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MCL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WIPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIPULLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAMBODHARA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOVABLE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHIGAN.NS       | Price:   55.75 | Trend:  -6.92% | Mom:  12.63% | Risk: LOW       
  HDIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOYALTEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJSREESUG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALSEEDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAGFILMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAHALLOYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRSDILIP.NS     | Price:  119.50 | Trend:  21.22% | Mom:   0.00% | Risk: LOW       
  SECMARK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHEXPO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUBEXTUB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATTEYS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMPANN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARTNIRMAN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENSOL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARMAT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FIBERWEB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJMET.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAR.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEARDSELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIABLE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKSHOPTFBR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOKSH.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAYONS.NS      | Price:   36.50 | Trend:  -0.15% | Mom:  50.83% | Risk: LOW       
  DTL.NS          | Price:  108.00 | Trend:  -2.82% | Mom:  15.76% | Risk: LOW       
  GROBTEA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REGENCERAM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYALAXMI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELCHEMQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOHINOOR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HILTON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PALASHSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOTAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OLIL.NS         | Price:  314.70 | Trend:   3.21% | Mom:  -0.17% | Risk: LOW       
  VAISHALI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OBCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROCKINGDCE.NS   | Price:  171.25 | Trend:  -7.54% | Mom:  24.73% | Risk: LOW       
  TOKYOPLAST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIGIDRIVE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHANDARI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ODIGMA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAKATCEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MITCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOUCHWOOD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAATECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPLIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HOLMARC.NS      | Price:   87.90 | Trend:  -0.17% | Mom:  39.08% | Risk: LOW       
  ZENITHSTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARSSINFRA.NS    | Price:   54.27 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PIONEEREMB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   43.00 | Trend:  -4.18% | Mom:  12.86% | Risk: LOW       
  GLOBE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHRUV.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONUINFRA.NS    | Price:   51.55 | Trend: -14.93% | Mom:  28.87% | Risk: LOW       
  SELMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEL.NS          | Price:   84.00 | Trend:  -1.91% | Mom:  12.75% | Risk: LOW       
  CAPTRUST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATAM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARAGON.NS      | Price:   40.40 | Trend:  -6.31% | Mom:   9.49% | Risk: LOW       
  LPDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIRMAN.NS       | Price:   51.45 | Trend:  -0.46% | Mom:  24.43% | Risk: LOW       
  PATINTLOG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOYALALUM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANGALAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IL&FSTRANS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACCURACY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDMOULI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMBEY.NS        | Price:   22.10 | Trend: -10.49% | Mom:  16.93% | Risk: LOW       
  AMDIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BVCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CINEVISTA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTOGENFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HISARMETAL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JHS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRITI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENERGYDEV.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAKASH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KANDARP.NS      | Price:  137.15 | Trend:  -4.98% | Mom:   1.59% | Risk: LOW       
  ORCHASP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TGL.NS          | Price:   33.65 | Trend: -18.22% | Mom:   4.34% | Risk: LOW       
  CLSL.NS         | Price:   46.50 | Trend:  -0.27% | Mom:  13.41% | Risk: LOW       
  AISL.NS         | Price:   58.90 | Trend: -12.86% | Mom:  -0.17% | Risk: LOW       
  PRAKASHSTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CURAA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNDARAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANGANI.NS      | Price:   44.00 | Trend:  -0.44% | Mom:  10.00% | Risk: LOW       
  ALKALI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FCONSUMER.NS    | Price:    0.32 | Trend:  -6.38% | Mom:   0.00% | Risk: LOW       
  AJOONI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANMOL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANKA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAGREEKEXP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DELTAMAGNT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEGAFLEX.NS     | Price:  152.15 | Trend:  11.82% | Mom:   0.76% | Risk: LOW       
  CEREBRAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CTE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUVIDHAA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARISTO.NS       | Price:   85.70 | Trend:  -2.74% | Mom:   9.10% | Risk: LOW       
  NARMADA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGRITECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLBLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUECOAST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANARBEADS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGROPHOS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DAMODARIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  K2INFRA.NS      | Price:   53.30 | Trend:   0.26% | Mom:  17.66% | Risk: LOW       
  NOIDATOLL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  3PLAND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SECURKLOUD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARASPETRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AHLADA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HOMESFY.NS      | Price:  140.00 | Trend:  -4.30% | Mom:  13.50% | Risk: LOW       
  ATLASCYCLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTALTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FMNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYNOPTICS.NS    | Price:   50.70 | Trend:  -1.60% | Mom:  21.58% | Risk: LOW       
  ASLIND.NS       | Price:   84.45 | Trend: -16.48% | Mom:   9.39% | Risk: LOW       
  NORBTEAEXP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANG.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FLEXITUFF.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANSALAPI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALKRISHNA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAIPURKURT.NS   | Price:   28.89 | Trend: -11.39% | Mom:  11.03% | Risk: LOW       
  CELEBRITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAPHISAD.NS    | Price:   35.05 | Trend:  -5.00% | Mom:  13.25% | Risk: LOW       
  RILINFRA.NS     | Price:   35.10 | Trend:   0.26% | Mom:  -3.17% | Risk: LOW       
  JETFREIGHT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SERVICE.NS      | Price:   52.50 | Trend:   2.10% | Mom:  -7.89% | Risk: LOW       
  GSS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIOFILCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARCHIES.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAYAHWS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVSL.NS         | Price:  119.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  DANGEE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KARMAENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNTELE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MALUPAPER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
