NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-07-22 05:06:10

BUY SIGNALS (681):
  BHARTIARTL.NS   | Price: 1944.80 | Entry:  1905.9 | Target: 2114.16 | Risk: LOW       
  FLAIR.NS        | Price:  247.25 | Target:  212.30 | Risk: LOW        | Conf: 100%
  PRABHA.NS       | Price:  145.28 | Target:  116.64 | Risk: LOW        | Conf: 100%
  PATELENG.NS     | Price:   29.10 | Target:   23.39 | Risk: LOW        | Conf: 100%
  MAITHANALL.NS   | Price:  981.50 | Target:  847.36 | Risk: LOW        | Conf: 100%
  EASEMYTRIP.NS   | Price:    6.80 | Target:    5.72 | Risk: LOW        | Conf: 100%
  BRIGHOTEL.NS    | Price:   61.35 | Target:   53.12 | Risk: LOW        | Conf: 100%
  SANDHAR.NS      | Price:  600.95 | Target:  464.04 | Risk: LOW        | Conf: 100%
  ORISSAMINE.NS   | Price: 3694.40 | Target: 3210.11 | Risk: LOW        | Conf: 100%
  VEEDOL.NS       | Price: 1396.30 | Target: 1258.39 | Risk: LOW        | Conf: 100%
  TEAMLEASE.NS    | Price: 1338.80 | Target: 1116.69 | Risk: LOW        | Conf: 100%
  AGIIL.NS        | Price:  323.00 | Target:  253.14 | Risk: LOW        | Conf: 100%
  NOCIL.NS        | Price:  163.40 | Target:  134.64 | Risk: LOW        | Conf: 100%
  PREMEXPLN.NS    | Price:  670.75 | Target:  523.96 | Risk: LOW        | Conf: 100%
  MANINDS.NS      | Price:  518.65 | Target:  414.15 | Risk: LOW        | Conf: 100%
  TIRUMALCHM.NS   | Price:  160.24 | Target:  129.87 | Risk: LOW        | Conf: 100%
  ARVSMART.NS     | Price:  585.45 | Target:  523.04 | Risk: LOW        | Conf: 100%
  KPEL.NS         | Price:  306.00 | Target:  250.37 | Risk: LOW        | Conf: 100%
  PRAKASH.NS      | Price:  123.12 | Target:  104.11 | Risk: LOW        | Conf: 100%
  BCG.NS          | Price:    9.54 | Target:    7.95 | Risk: LOW        | Conf: 80%
  BAJAJHIND.NS    | Price:   17.09 | Target:   14.67 | Risk: LOW        | Conf: 80%
  NRBBEARING.NS   | Price:  390.00 | Target:  308.68 | Risk: LOW        | Conf: 100%
  HONDAPOWER.NS   | Price: 2111.00 | Target: 1859.93 | Risk: LOW        | Conf: 100%
  MTNL.NS         | Price:   27.75 | Target:   23.30 | Risk: LOW        | Conf: 80%
  ALEMBICLTD.NS   | Price:   88.50 | Target:   78.80 | Risk: LOW        | Conf: 80%
  DCXINDIA.NS     | Price:  182.67 | Target:  152.36 | Risk: LOW        | Conf: 100%
  HINDWAREAP.NS   | Price:  213.25 | Target:  167.70 | Risk: LOW        | Conf: 100%
  JAYKAY.NS       | Price:  166.30 | Target:  127.93 | Risk: LOW        | Conf: 100%
  WINDMACHIN.NS   | Price:  292.95 | Target:  222.31 | Risk: LOW        | Conf: 100%
  SOLARWORLD.NS   | Price:  194.26 | Target:  140.61 | Risk: LOW        | Conf: 100%
  SIRCA.NS        | Price:  394.65 | Target:  348.51 | Risk: LOW        | Conf: 80%
  VIKRAN.NS       | Price:   70.17 | Target:   57.89 | Risk: LOW        | Conf: 100%
  KALAMANDIR.NS   | Price:   88.00 | Target:   72.74 | Risk: LOW        | Conf: 100%
  KRSNAA.NS       | Price:  540.10 | Target:  447.15 | Risk: LOW        | Conf: 100%
  HATHWAY.NS      | Price:   10.87 | Target:    9.17 | Risk: LOW        | Conf: 60%
  REPCOHOME.NS    | Price:  393.90 | Target:  329.61 | Risk: LOW        | Conf: 80%
  PANACEABIO.NS   | Price:  457.00 | Target:  314.27 | Risk: LOW        | Conf: 100%
  GRMOVER.NS      | Price:   90.97 | Target:   72.68 | Risk: LOW        | Conf: 100%
  CAPACITE.NS     | Price:  220.20 | Target:  175.08 | Risk: LOW        | Conf: 100%
  SMSPHARMA.NS    | Price:  380.55 | Target:  313.71 | Risk: LOW        | Conf: 100%
  JAICORPLTD.NS   | Price:  102.59 | Target:   87.80 | Risk: LOW        | Conf: 100%
  PFS.NS          | Price:   29.56 | Target:   26.55 | Risk: LOW        | Conf: 100%
  MBEL.NS         | Price:  300.65 | Target:  231.27 | Risk: LOW        | Conf: 100%
  BAJEL.NS        | Price:  174.36 | Target:  143.62 | Risk: LOW        | Conf: 100%
  INSECTICID.NS   | Price:  614.30 | Target:  529.69 | Risk: LOW        | Conf: 100%
  SHALBY.NS       | Price:  163.30 | Target:  137.89 | Risk: LOW        | Conf: 100%
  NDRAUTO.NS      | Price:  812.60 | Target:  645.26 | Risk: LOW        | Conf: 80%
  STYLEBAAZA.NS   | Price:  288.80 | Target:  208.67 | Risk: LOW        | Conf: 100%
  IPL.NS          | Price:  148.22 | Target:  121.88 | Risk: LOW        | Conf: 100%
  SUMMITSEC.NS    | Price: 1503.60 | Target: 1278.06 | Risk: LOW        | Conf: 100%
  SEAMECLTD.NS    | Price: 1359.70 | Target: 1077.06 | Risk: LOW        | Conf: 100%
  GVPIL.NS        | Price:  812.30 | Target:  568.17 | Risk: LOW        | Conf: 100%
  SOLARA.NS       | Price:  517.80 | Target:  396.73 | Risk: LOW        | Conf: 100%
  SULA.NS         | Price:  148.10 | Target:  134.20 | Risk: LOW        | Conf: 80%
  SIMPLEXINF.NS   | Price:  244.00 | Target:  195.52 | Risk: LOW        | Conf: 100%
  SYSTMTXC.NS     | Price:   62.35 | Target:   47.23 | Risk: LOW        | Conf: 100%
  DELTACORP.NS    | Price:   63.78 | Target:   52.63 | Risk: LOW        | Conf: 80%
  STUDDS.NS       | Price:  444.00 | Target:  388.00 | Risk: LOW        | Conf: 100%
  SASKEN.NS       | Price: 1870.50 | Target: 1340.93 | Risk: LOW        | Conf: 100%
  IDEAFORGE.NS    | Price:  849.85 | Target:  662.94 | Risk: LOW        | Conf: 60%
  DOLLAR.NS       | Price:  256.00 | Target:  220.39 | Risk: LOW        | Conf: 100%
  DREDGECORP.NS   | Price:  996.50 | Target:  828.07 | Risk: LOW        | Conf: 100%
  DCW.NS          | Price:   46.33 | Target:   37.46 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   94.10 | Target:   79.21 | Risk: LOW        | Conf: 80%
  HITECH.NS       | Price:   85.98 | Target:   70.92 | Risk: LOW        | Conf: 100%
  GMBREW.NS       | Price:  911.00 | Target:  770.93 | Risk: LOW        | Conf: 100%
  VERANDA.NS      | Price:  234.95 | Target:  177.41 | Risk: LOW        | Conf: 80%
  WAAREEINDO.NS   | Price:  380.70 | Target:  321.99 | Risk: LOW        | Conf: 80%
  SOMANYCERA.NS   | Price:  507.75 | Target:  422.96 | Risk: LOW        | Conf: 80%
  MSPL.NS         | Price:   35.36 | Target:   28.44 | Risk: LOW        | Conf: 100%
  BGRENERGY.NS    | Price:  282.10 | Target:  218.55 | Risk: LOW        | Conf: 100%
  GTLINFRA.NS     | Price:    1.24 | Target:    1.02 | Risk: LOW        | Conf: 100%
  SPIC.NS         | Price:   65.89 | Target:   58.68 | Risk: LOW        | Conf: 100%
  LAXMIDENTL.NS   | Price:  217.50 | Target:  180.46 | Risk: LOW        | Conf: 100%
  ASALCBR.NS      | Price:  793.00 | Target:  655.02 | Risk: LOW        | Conf: 100%
  ALLTIME.NS      | Price:  233.68 | Target:  183.44 | Risk: LOW        | Conf: 100%
  UNITECH.NS      | Price:    4.53 | Target:    3.96 | Risk: LOW        | Conf: 100%
  SEPC.NS         | Price:    6.03 | Target:    4.99 | Risk: LOW        | Conf: 100%
  VINDHYATEL.NS   | Price: 1865.70 | Target: 1392.16 | Risk: LOW        | Conf: 100%
  PRECAM.NS       | Price:  141.09 | Target:  119.34 | Risk: LOW        | Conf: 100%
  NAVKARCORP.NS   | Price:  101.34 | Target:   70.54 | Risk: LOW        | Conf: 100%
  JYOTISTRUC.NS   | Price:   10.90 | Target:    9.17 | Risk: LOW        | Conf: 100%
  QUICKHEAL.NS    | Price:  155.75 | Target:  127.12 | Risk: LOW        | Conf: 100%
  DLINKINDIA.NS   | Price:  443.90 | Target:  372.15 | Risk: LOW        | Conf: 100%
  SANSTAR.NS      | Price:  106.31 | Target:   84.62 | Risk: LOW        | Conf: 100%
  EXPLEOSOL.NS    | Price:  802.10 | Target:  630.80 | Risk: LOW        | Conf: 100%
  SESHAPAPER.NS   | Price:  216.95 | Target:  180.61 | Risk: LOW        | Conf: 100%
  DEN.NS          | Price:   26.87 | Target:   22.22 | Risk: LOW        | Conf: 100%
  RAMASTEEL.NS    | Price:    4.31 | Target:    3.55 | Risk: LOW        | Conf: 100%
  SOLEX.NS        | Price:  973.10 | Target:  773.31 | Risk: LOW        | Conf: 100%
  SYNCOMF.NS      | Price:   13.26 | Target:   11.21 | Risk: LOW        | Conf: 100%
  SURAKSHA.NS     | Price:  260.55 | Target:  218.53 | Risk: LOW        | Conf: 100%
  SHANTIGOLD.NS   | Price:  212.50 | Target:  181.94 | Risk: LOW        | Conf: 100%
  AWHCL.NS        | Price:  438.15 | Target:  368.08 | Risk: LOW        | Conf: 100%
  LGHL.NS         | Price:  207.84 | Target:  149.93 | Risk: LOW        | Conf: 100%
  ECOSMOBLTY.NS   | Price:  129.00 | Target:  100.04 | Risk: LOW        | Conf: 80%
  JAGRAN.NS       | Price:   62.90 | Target:   57.76 | Risk: LOW        | Conf: 60%
  SHRIRAMPPS.NS   | Price:   86.25 | Target:   69.94 | Risk: LOW        | Conf: 100%
  FINKURVE.NS     | Price:   62.70 | Target:   46.82 | Risk: LOW        | Conf: 100%
  HMAAGRO.NS      | Price:   21.63 | Target:   18.97 | Risk: LOW        | Conf: 80%
  EKC.NS          | Price:  111.03 | Target:   96.94 | Risk: LOW        | Conf: 100%
  ANDHRAPAP.NS    | Price:   60.00 | Target:   52.19 | Risk: LOW        | Conf: 100%
  SALASAR.NS      | Price:    5.96 | Target:    5.28 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   68.28 | Target:   58.68 | Risk: LOW        | Conf: 100%
  GPTINFRA.NS     | Price:  116.10 | Target:   95.41 | Risk: LOW        | Conf: 100%
  CLSEL.NS        | Price:  274.85 | Target:  232.96 | Risk: LOW        | Conf: 100%
  RAJRILTD.NS     | Price:   21.13 | Target:   17.71 | Risk: LOW        | Conf: 80%
  PARACABLES.NS   | Price:   63.42 | Target:   48.81 | Risk: LOW        | Conf: 100%
  VPRPL.NS        | Price:   26.93 | Target:   24.44 | Risk: LOW        | Conf: 100%
  SALZERELEC.NS   | Price:  579.55 | Target:  492.42 | Risk: LOW        | Conf: 100%
  JARO.NS         | Price:  478.00 | Target:  393.31 | Risk: LOW        | Conf: 100%
  SURAJEST.NS     | Price:  195.00 | Target:  166.52 | Risk: LOW        | Conf: 100%
  CIFL.NS         | Price:   21.22 | Target:   16.62 | Risk: LOW        | Conf: 100%
  UNIECOM.NS      | Price:   85.08 | Target:   71.51 | Risk: LOW        | Conf: 100%
  MONTECARLO.NS   | Price:  535.05 | Target:  465.46 | Risk: LOW        | Conf: 80%
  MADRASFERT.NS   | Price:   66.82 | Target:   55.89 | Risk: LOW        | Conf: 100%
  RIIL.NS         | Price:  754.50 | Target:  662.13 | Risk: LOW        | Conf: 100%
  BSHSL.NS        | Price:   87.00 | Target:   69.86 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   72.82 | Target:   63.04 | Risk: LOW        | Conf: 60%
  BALAJITELE.NS   | Price:   86.28 | Target:   73.46 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  595.00 | Target:  461.09 | Risk: LOW        | Conf: 100%
  AGARIND.NS      | Price:  482.35 | Target:  359.94 | Risk: LOW        | Conf: 100%
  ONEPOINT.NS     | Price:   53.15 | Target:   43.48 | Risk: LOW        | Conf: 100%
  ASIANTILES.NS   | Price:   42.80 | Target:   33.42 | Risk: LOW        | Conf: 100%
  MICEL.NS        | Price:   37.07 | Target:   29.74 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  196.44 | Target:  155.28 | Risk: LOW        | Conf: 100%
  WCIL.NS         | Price:   91.83 | Target:   77.74 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  177.00 | Target:  150.04 | Risk: LOW        | Conf: 100%
  IRMENERGY.NS    | Price:  257.40 | Target:  223.74 | Risk: LOW        | Conf: 100%
  MEIL.NS         | Price:  290.00 | Target:  240.98 | Risk: LOW        | Conf: 100%
  ROHLTD.NS       | Price:  315.95 | Target:  268.36 | Risk: LOW        | Conf: 100%
  DSSL.NS         | Price: 1179.00 | Target:  920.93 | Risk: LOW        | Conf: 100%
  BAJAJINDEF.NS   | Price:  228.80 | Target:  188.21 | Risk: LOW        | Conf: 100%
  STLNETWORK.NS   | Price:   24.49 | Target:   20.13 | Risk: LOW        | Conf: 80%
  ABINFRA.NS      | Price:   10.20 | Target:    7.44 | Risk: LOW        | Conf: 100%
  VILAS.NS        | Price:  370.05 | Target:  285.64 | Risk: LOW        | Conf: 100%
  STEELXIND.NS    | Price:   11.71 | Target:    9.54 | Risk: LOW        | Conf: 100%
  KELLTONTEC.NS   | Price:   14.56 | Target:   12.29 | Risk: LOW        | Conf: 100%
  NELCAST.NS      | Price:  134.97 | Target:   96.59 | Risk: LOW        | Conf: 100%
  EXCELSOFT.NS    | Price:   75.47 | Target:   58.58 | Risk: LOW        | Conf: 100%
  PROSTARM.NS     | Price:  124.24 | Target:  107.43 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    9.43 | Target:    7.35 | Risk: LOW        | Conf: 100%
  VIDYAWIRES.NS   | Price:   90.37 | Target:   74.00 | Risk: LOW        | Conf: 100%
  ESTER.NS        | Price:   87.15 | Target:   72.34 | Risk: LOW        | Conf: 100%
  GANESHCP.NS     | Price:  175.00 | Target:  146.24 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   84.62 | Target:   73.33 | Risk: LOW        | Conf: 100%
  ANDHRSUGAR.NS   | Price:   82.36 | Target:   64.35 | Risk: LOW        | Conf: 100%
  CREST.NS        | Price:  367.05 | Target:  309.87 | Risk: LOW        | Conf: 80%
  LINCOLN.NS      | Price:  586.65 | Target:  514.85 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:  101.96 | Target:   79.19 | Risk: LOW        | Conf: 80%
  NDTV.NS         | Price:   76.84 | Target:   63.50 | Risk: LOW        | Conf: 100%
  KHAICHEM.NS     | Price:   49.00 | Target:   39.24 | Risk: LOW        | Conf: 100%
  DHARMAJ.NS      | Price:  255.30 | Target:  226.82 | Risk: LOW        | Conf: 80%
  OSWALGREEN.NS   | Price:   21.68 | Target:   17.47 | Risk: LOW        | Conf: 100%
  LEMERITE.NS     | Price:   20.36 | Target:   13.21 | Risk: LOW        | Conf: 100%
  SRHHYPOLTD.NS   | Price:  487.55 | Target:  425.09 | Risk: LOW        | Conf: 100%
  FABTECH.NS      | Price:  148.69 | Target:  119.01 | Risk: LOW        | Conf: 100%
  UTTAMSUGAR.NS   | Price:  234.45 | Target:  195.92 | Risk: LOW        | Conf: 80%
  OSWALAGRO.NS    | Price:   39.00 | Target:   32.35 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:  116.92 | Target:   96.66 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:  121.45 | Target:   86.68 | Risk: LOW        | Conf: 100%
  KUANTUM.NS      | Price:   75.07 | Target:   65.38 | Risk: LOW        | Conf: 100%
  GICHSGFIN.NS    | Price:  146.80 | Target:  128.88 | Risk: LOW        | Conf: 100%
  BIRLAMONEY.NS   | Price:  133.01 | Target:   98.47 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  285.75 | Target:  232.89 | Risk: LOW        | Conf: 100%
  BASILIC.NS      | Price:  198.50 | Target:  174.30 | Risk: LOW        | Conf: 80%
  COOLCAPS.NS     | Price:   21.05 | Target:   14.30 | Risk: LOW        | Conf: 100%
  REMUS.NS        | Price:  718.75 | Target:  573.57 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.83 | Target:    5.20 | Risk: LOW        | Conf: 100%
  REGAAL.NS       | Price:   78.50 | Target:   62.00 | Risk: LOW        | Conf: 100%
  ABCOTS.NS       | Price:  203.70 | Target:  169.00 | Risk: LOW        | Conf: 100%
  TEMBO.NS        | Price:  541.95 | Target:  448.11 | Risk: LOW        | Conf: 100%
  VALIANTORG.NS   | Price:  269.00 | Target:  230.36 | Risk: LOW        | Conf: 100%
  CHEMFAB.NS      | Price:  373.25 | Target:  280.55 | Risk: LOW        | Conf: 80%
  BLAL.NS         | Price:  179.77 | Target:  146.04 | Risk: LOW        | Conf: 100%
  VIVIANA.NS      | Price:  730.00 | Target:  541.71 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   36.37 | Target:   29.89 | Risk: LOW        | Conf: 80%
  CHEMCON.NS      | Price:  180.12 | Target:  148.09 | Risk: LOW        | Conf: 80%
  ARFIN.NS        | Price:   87.12 | Target:   67.97 | Risk: LOW        | Conf: 100%
  COFFEEDAY.NS    | Price:   31.15 | Target:   26.35 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   46.91 | Target:   38.57 | Risk: LOW        | Conf: 80%
  OWAIS.NS        | Price:   98.30 | Target:   69.35 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  569.00 | Target:  453.36 | Risk: LOW        | Conf: 100%
  UNITEDPOLY.NS   | Price:   28.00 | Target:   18.58 | Risk: LOW        | Conf: 100%
  RATNAVEER.NS    | Price:  174.77 | Target:  140.13 | Risk: LOW        | Conf: 60%
  ELDEHSG.NS      | Price:  796.40 | Target:  653.08 | Risk: LOW        | Conf: 80%
  MUFTI.NS        | Price:   83.91 | Target:   69.68 | Risk: LOW        | Conf: 100%
  KAMATHOTEL.NS   | Price:  170.31 | Target:  139.21 | Risk: LOW        | Conf: 100%
  DWARKESH.NS     | Price:   43.11 | Target:   35.27 | Risk: LOW        | Conf: 80%
  ESFL.NS         | Price:  112.70 | Target:   95.86 | Risk: LOW        | Conf: 100%
  PROZONER.NS     | Price:   42.33 | Target:   32.93 | Risk: LOW        | Conf: 100%
  STCINDIA.NS     | Price:  118.67 | Target:  101.08 | Risk: LOW        | Conf: 100%
  TREL.NS         | Price:   24.34 | Target:   19.80 | Risk: LOW        | Conf: 100%
  HLVLTD.NS       | Price:    7.22 | Target:    6.00 | Risk: LOW        | Conf: 100%
  SARVESHWAR.NS   | Price:    3.48 | Target:    2.88 | Risk: LOW        | Conf: 100%
  ZEEMEDIA.NS     | Price:    7.94 | Target:    6.48 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  197.50 | Target:  160.68 | Risk: LOW        | Conf: 100%
  HARDWYN.NS      | Price:   15.59 | Target:    7.17 | Risk: LOW        | Conf: 100%
  DREAMFOLKS.NS   | Price:   67.03 | Target:   54.08 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   35.50 | Target:   28.73 | Risk: LOW        | Conf: 100%
  SHREERAMA.NS    | Price:   41.59 | Target:   33.66 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   49.00 | Target:   41.72 | Risk: LOW        | Conf: 80%
  APTECHT.NS      | Price:   93.10 | Target:   77.00 | Risk: LOW        | Conf: 100%
  MAANALU.NS      | Price:  113.63 | Target:   89.21 | Risk: LOW        | Conf: 100%
  EMKAY.NS        | Price:  234.95 | Target:  174.61 | Risk: LOW        | Conf: 100%
  URJA.NS         | Price:    9.13 | Target:    7.92 | Risk: LOW        | Conf: 100%
  IRIS.NS         | Price:  237.60 | Target:  185.81 | Risk: LOW        | Conf: 100%
  PARSVNATH.NS    | Price:    2.02 | Target:    1.79 | Risk: LOW        | Conf: 100%
  PAKKA.NS        | Price:   71.06 | Target:   57.03 | Risk: LOW        | Conf: 100%
  CSLFINANCE.NS   | Price:  214.83 | Target:  174.69 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  147.59 | Target:  128.48 | Risk: LOW        | Conf: 80%
  KILITCH.NS      | Price:  179.11 | Target:  135.05 | Risk: LOW        | Conf: 100%
  KRITI.NS        | Price:   68.00 | Target:   54.56 | Risk: LOW        | Conf: 100%
  DBEIL.NS        | Price:    7.20 | Target:    4.69 | Risk: LOW        | Conf: 100%
  VERTOZ.NS       | Price:   34.78 | Target:   25.28 | Risk: LOW        | Conf: 100%
  MWL.NS          | Price:   35.95 | Target:   27.73 | Risk: LOW        | Conf: 100%
  ASIANHOTNR.NS   | Price:  293.95 | Target:  168.59 | Risk: LOW        | Conf: 100%
  TIRUPATI.NS     | Price:  463.60 | Target:  447.03 | Risk: LOW        | Conf: 100%
  TOLINS.NS       | Price:  103.61 | Target:   85.14 | Risk: LOW        | Conf: 60%
  NILASPACES.NS   | Price:   12.10 | Target:   10.14 | Risk: LOW        | Conf: 100%
  GIRIRAJ.NS      | Price:  110.90 | Target:   75.65 | Risk: LOW        | Conf: 100%
  GPECO.NS        | Price:  419.90 | Target:  343.51 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:   12.00 | Target:    7.95 | Risk: LOW        | Conf: 100%
  RPPINFRA.NS     | Price:   63.25 | Target:   50.11 | Risk: LOW        | Conf: 100%
  PRIMO.NS        | Price:   23.02 | Target:   18.78 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   73.00 | Target:   53.95 | Risk: LOW        | Conf: 100%
  SJLOGISTIC.NS   | Price:  319.90 | Target:  253.42 | Risk: LOW        | Conf: 100%
  RADIANTCMS.NS   | Price:   37.11 | Target:   30.42 | Risk: LOW        | Conf: 100%
  ESSARSHPNG.NS   | Price:   20.12 | Target:   14.99 | Risk: LOW        | Conf: 100%
  INTLCONV.NS     | Price:   77.30 | Target:   65.85 | Risk: LOW        | Conf: 100%
  ZODIAC.NS       | Price:  259.00 | Target:  211.29 | Risk: LOW        | Conf: 100%
  DIGISPICE.NS    | Price:   19.22 | Target:   14.86 | Risk: LOW        | Conf: 100%
  MBLINFRA.NS     | Price:   25.55 | Target:   19.75 | Risk: LOW        | Conf: 80%
  ALLETEC.NS      | Price:  138.00 | Target:  109.02 | Risk: LOW        | Conf: 80%
  HILINFRA.NS     | Price:   43.15 | Target:   38.19 | Risk: LOW        | Conf: 100%
  ORIENTPPR.NS    | Price:   16.59 | Target:   14.69 | Risk: LOW        | Conf: 100%
  GVKPIL.NS       | Price:    2.51 | Target:    2.13 | Risk: LOW        | Conf: 100%
  BELLACASA.NS    | Price:  242.30 | Target:  181.14 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   56.85 | Target:   48.08 | Risk: LOW        | Conf: 100%
  ADVANIHOTR.NS   | Price:   52.02 | Target:   46.15 | Risk: LOW        | Conf: 80%
  DBOL.NS         | Price:  105.22 | Target:   77.62 | Risk: LOW        | Conf: 100%
  MAZDA.NS        | Price:  225.00 | Target:  153.32 | Risk: LOW        | Conf: 80%
  GUJAPOLLO.NS    | Price:  343.00 | Target:  279.13 | Risk: LOW        | Conf: 100%
  AVONMORE.NS     | Price:    9.75 | Target:    8.05 | Risk: LOW        | Conf: 100%
  WSI.NS          | Price:   61.00 | Target:   46.60 | Risk: LOW        | Conf: 100%
  SUPREMEPWR.NS   | Price:  218.35 | Target:  168.06 | Risk: LOW        | Conf: 100%
  SUKHJITS.NS     | Price:  163.17 | Target:  131.19 | Risk: LOW        | Conf: 100%
  CGRAPHICS.NS    | Price:  130.10 | Target:  106.94 | Risk: LOW        | Conf: 100%
  DONEAR.NS       | Price:   83.57 | Target:   72.51 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  246.25 | Target:  211.36 | Risk: LOW        | Conf: 100%
  CPEDU.NS        | Price:  187.10 | Target:  148.05 | Risk: LOW        | Conf: 100%
  EUROBOND.NS     | Price:  163.00 | Target:  123.57 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  157.30 | Target:  124.41 | Risk: LOW        | Conf: 80%
  PAVNAIND.NS     | Price:   16.01 | Target:   11.94 | Risk: LOW        | Conf: 100%
  SOFTTECH.NS     | Price:  414.00 | Target:  346.80 | Risk: LOW        | Conf: 100%
  CYBERTECH.NS    | Price:  141.50 | Target:  116.33 | Risk: LOW        | Conf: 80%
  HCL-INSYS.NS    | Price:   11.61 | Target:    9.82 | Risk: LOW        | Conf: 100%
  MODINATUR.NS    | Price:  412.00 | Target:  305.57 | Risk: LOW        | Conf: 100%
  ABSMARINE.NS    | Price:  227.20 | Target:  187.77 | Risk: LOW        | Conf: 100%
  UGARSUGAR.NS    | Price:   39.60 | Target:   33.36 | Risk: LOW        | Conf: 100%
  XTGLOBAL.NS     | Price:   28.11 | Target:   20.85 | Risk: LOW        | Conf: 100%
  DAVANGERE.NS    | Price:    3.37 | Target:    2.67 | Risk: LOW        | Conf: 100%
  NDL.NS          | Price:    2.34 | Target:    2.00 | Risk: LOW        | Conf: 80%
  SAHAJSOLAR.NS   | Price:  121.50 | Target:   94.36 | Risk: LOW        | Conf: 100%
  SPENCERS.NS     | Price:   34.93 | Target:   28.53 | Risk: LOW        | Conf: 100%
  POLYSIL.NS      | Price:  120.45 | Target:   76.24 | Risk: LOW        | Conf: 100%
  GSLSU.NS        | Price:   25.41 | Target:   11.07 | Risk: LOW        | Conf: 100%
  MONEYBOXX.NS    | Price:   55.71 | Target:   38.07 | Risk: LOW        | Conf: 100%
  SRD.NS          | Price:   37.79 | Target:   26.20 | Risk: LOW        | Conf: 100%
  KRITINUT.NS     | Price:   76.00 | Target:   62.97 | Risk: LOW        | Conf: 100%
  RBMINFRA.NS     | Price:  258.25 | Target:  192.68 | Risk: LOW        | Conf: 100%
  VALIANTLAB.NS   | Price:   62.80 | Target:   50.04 | Risk: LOW        | Conf: 100%
  EMAMIREAL.NS    | Price:   76.51 | Target:   59.36 | Risk: LOW        | Conf: 100%
  NOVAAGRI.NS     | Price:   23.31 | Target:   17.23 | Risk: LOW        | Conf: 100%
  REMSONSIND.NS   | Price:   79.99 | Target:   63.34 | Risk: LOW        | Conf: 100%
  TIGERLOGS.NS    | Price:   31.55 | Target:   25.80 | Risk: LOW        | Conf: 100%
  GLOBECIVIL.NS   | Price:   40.01 | Target:   31.87 | Risk: LOW        | Conf: 100%
  KHADIM.NS       | Price:   99.45 | Target:   75.74 | Risk: LOW        | Conf: 100%
  PASUPTAC.NS     | Price:   59.02 | Target:   44.78 | Risk: LOW        | Conf: 100%
  S&SPOWER.NS     | Price:  334.20 | Target:  223.04 | Risk: LOW        | Conf: 100%
  HPAL.NS         | Price:   33.42 | Target:   27.18 | Risk: LOW        | Conf: 100%
  RUBFILA.NS      | Price:   73.55 | Target:   61.01 | Risk: LOW        | Conf: 60%
  GENUSPAPER.NS   | Price:   11.46 | Target:    9.34 | Risk: LOW        | Conf: 80%
  RHL.NS          | Price:  169.94 | Target:  131.38 | Risk: LOW        | Conf: 100%
  TICL.NS         | Price:   10.05 | Target:    5.74 | Risk: LOW        | Conf: 100%
  JKIPL.NS        | Price:   94.70 | Target:   70.30 | Risk: LOW        | Conf: 100%
  INFOLLION.NS    | Price:  168.95 | Target:  128.04 | Risk: LOW        | Conf: 80%
  NILAINFRA.NS    | Price:    7.25 | Target:    6.06 | Risk: LOW        | Conf: 100%
  UNIDT.NS        | Price:  226.50 | Target:  175.13 | Risk: LOW        | Conf: 80%
  VISHNUINFR.NS   | Price:  162.00 | Target:  147.23 | Risk: LOW        | Conf: 80%
  AVPINFRA.NS     | Price:   60.45 | Target:   47.34 | Risk: LOW        | Conf: 100%
  DEVX.NS         | Price:   34.00 | Target:   28.29 | Risk: LOW        | Conf: 100%
  GICL.NS         | Price:   16.55 | Target:   10.40 | Risk: LOW        | Conf: 100%
  GOKUL.NS        | Price:   39.39 | Target:   32.45 | Risk: LOW        | Conf: 100%
