NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-08 19:06:48

BUY SIGNALS (173):
  ADANIENSOL.NS   | Price: 1073.30 | Entry: 1051.83 | Target: 1307.00 | Risk: LOW       
  PRAXIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DGCONTENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADBHAV.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASPINWALL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRONE.NS        | Price:   47.75 | Trend:  -0.71% | Mom:  15.48% | Risk: LOW       
  GULFPETRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JMA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NECCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NITIRAJ.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EQUIPPP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LLOYDS.NS       | Price:   47.95 | Trend:  -7.93% | Mom:   1.91% | Risk: LOW       
  INCREDIBLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIPSFILMS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARCHIDPLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTEXT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMMBI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEYFINSERV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESSENTIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TAINWALCHM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENFUSE.NS       | Price:  189.10 | Trend:  -2.14% | Mom:   3.33% | Risk: LOW       
  ARVEE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIKKO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALPA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KESORAMIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DTIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVROIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PURVFLEXI.NS    | Price:   43.50 | Trend: -20.91% | Mom:   6.10% | Risk: LOW       
  DESTINY.NS      | Price:  123.45 | Trend:   2.34% | Mom:   0.00% | Risk: LOW       
  BEWLTD.NS       | Price:   89.10 | Trend:  -4.47% | Mom:  10.96% | Risk: LOW       
  BRNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANAKALUCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRITECH.NS     | Price:   58.25 | Trend:  -3.49% | Mom:   3.37% | Risk: LOW       
  LAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONAMLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISHWARAJ.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIVIMEDLAB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAENG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDTERRAIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LANCORHOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARVI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VASWANI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPERHOUSE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RSSOFTWARE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DYNAMIC.NS      | Price:  112.00 | Trend:  -4.36% | Mom:  15.76% | Risk: LOW       
  CORALFINAC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANARYS.NS      | Price:   21.25 | Trend:  -9.70% | Mom:  13.33% | Risk: LOW       
  IVP.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QMSMEDI.NS      | Price:   82.00 | Trend:  -1.96% | Mom:   7.89% | Risk: LOW       
  RUCHINFRA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TBI.NS          | Price:   67.00 | Trend:  -2.07% | Mom:   2.92% | Risk: LOW       
  CROWN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEIZMANIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOMICONVEY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAITREYA.NS     | Price:  192.60 | Trend:  -3.52% | Mom:  -0.85% | Risk: LOW       
  USK.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHESHWARI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKEC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DUCON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLLEX.NS       | Price:   29.80 | Trend: -10.17% | Mom:   2.05% | Risk: LOW       
  HINDCON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  XELPMOC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXMOPIPES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UMIYA-MRO.NS    | Price:   80.83 | Trend:  -3.07% | Mom:  -0.14% | Risk: LOW       
  MAGNUM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISFT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AIROLAM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKTAARTS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLOBALPET.NS    | Price:   92.70 | Trend: -15.04% | Mom:   0.60% | Risk: LOW       
  USASEEDS.NS     | Price:   99.85 | Trend: -13.12% | Mom:   5.38% | Risk: LOW       
  INDIANCARD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MDL.NS          | Price:   56.00 | Trend:   8.15% | Mom:  -4.92% | Risk: LOW       
  ALPHAGEO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GVPTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KREBSBIO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UMAEXPORTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HECPROJECT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HPIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANGESSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURANASOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INVENTURE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELCITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COMPUSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHYAMCENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAGNAM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMBHAAV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASTER.NS       | Price:  305.00 | Trend:  -0.87% | Mom:   1.63% | Risk: LOW       
  MAL.NS          | Price:   34.00 | Trend: -17.13% | Mom:   8.97% | Risk: LOW       
  SMLT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUSOMENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISAMAN.NS      | Price:  117.90 | Trend:  -4.66% | Mom:  13.04% | Risk: LOW       
  GREENCHEF.NS    | Price:   49.25 | Trend:   3.09% | Mom:   0.92% | Risk: LOW       
  BAIDFIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMARTLINK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: NORMAL    
  SADBHIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SEMAC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VITAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JOCIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYLVANPLY.NS    | Price:   46.00 | Trend:  -4.65% | Mom:   0.00% | Risk: LOW       
  TRUST.NS        | Price:   36.85 | Trend:  -1.53% | Mom:  13.38% | Risk: LOW       
  MCL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WIPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIPULLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAMBODHARA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOVABLE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISHANCH.NS      | Price:   54.88 | Trend:  -4.30% | Mom:   7.57% | Risk: LOW       
  SHIGAN.NS       | Price:   53.00 | Trend: -11.57% | Mom:   6.00% | Risk: LOW       
  HDIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOYALTEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJSREESUG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALSEEDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAGFILMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAHALLOYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SECMARK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHEXPO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUBEXTUB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATTEYS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DELAPLEX.NS     | Price:   97.60 | Trend:  -6.31% | Mom:   2.09% | Risk: LOW       
  SAMPANN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARTNIRMAN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENSOL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARMAT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIDDHIKA.NS     | Price:  214.00 | Trend:   3.81% | Mom:  -0.47% | Risk: LOW       
  FIBERWEB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJMET.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAR.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEARDSELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIABLE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKSHOPTFBR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOKSH.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEACON.NS       | Price:   74.95 | Trend:  -7.60% | Mom:  -0.79% | Risk: LOW       
  DTL.NS          | Price:  111.50 | Trend:  -1.08% | Mom:  11.95% | Risk: LOW       
  GROBTEA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REGENCERAM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYALAXMI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELCHEMQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOHINOOR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HILTON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PALASHSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOTAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASCOM.NS        | Price:  231.00 | Trend:  16.83% | Mom:  -0.13% | Risk: LOW       
  VAISHALI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OBCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOKYOPLAST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REFRACTORY.NS   | Price:   32.95 | Trend: -17.53% | Mom:   5.78% | Risk: LOW       
  DIGIDRIVE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHANDARI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ODIGMA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAKATCEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KLL.NS          | Price:   39.75 | Trend:  -2.96% | Mom:   0.63% | Risk: LOW       
  MITCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOUCHWOOD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAATECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPLIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHSTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARSSINFRA.NS    | Price:   54.27 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MARC.NS         | Price:   62.70 | Trend:   4.43% | Mom:  -1.72% | Risk: LOW       
  PIONEEREMB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLOBE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHRUV.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SELMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEL.NS          | Price:   81.85 | Trend:  -5.39% | Mom:   1.05% | Risk: LOW       
  CAPTRUST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATAM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LPDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROXHITECH.NS    | Price:   32.00 | Trend:  -1.22% | Mom:   6.67% | Risk: LOW       
  NIRMAN.NS       | Price:   46.90 | Trend:  -9.59% | Mom:   1.74% | Risk: LOW       
  PATINTLOG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOYALALUM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANGALAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IL&FSTRANS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACCURACY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDMOULI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMBEY.NS        | Price:   21.90 | Trend: -14.76% | Mom:   6.31% | Risk: LOW       
  AMDIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BVCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CINEVISTA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTOGENFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HISARMETAL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JHS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRITI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENERGYDEV.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAKASH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EFORCE.NS       | Price:   24.55 | Trend:  -7.68% | Mom:  24.62% | Risk: LOW       
  ORCHASP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CLSL.NS         | Price:   45.90 | Trend:  -2.53% | Mom:   5.52% | Risk: LOW       
  PRAKASHSTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CURAA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNDARAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KONSTELEC.NS    | Price:   31.95 | Trend: -15.51% | Mom:   4.75% | Risk: LOW       
  SANGANI.NS      | Price:   41.20 | Trend:  -7.70% | Mom:  -0.72% | Risk: LOW       
  AURIGROW.NS     | Price:    0.30 | Trend:  -6.66% | Mom:   0.00% | Risk: LOW       
  VIAZ.NS         | Price:   61.00 | Trend:  -3.94% | Mom:  -0.97% | Risk: LOW       
  ALKALI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARTYCRUS.NS    | Price:   83.50 | Trend:   1.52% | Mom:  -1.76% | Risk: LOW       
  AKI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AJOONI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANMOL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANKA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAGREEKEXP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DELTAMAGNT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HGM.NS          | Price:   52.00 | Trend:  -4.55% | Mom:  15.86% | Risk: LOW       
  CEREBRAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CTE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUVIDHAA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NARMADA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGRITECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLBLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUECOAST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANARBEADS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGROPHOS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DAMODARIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  K2INFRA.NS      | Price:   49.20 | Trend:  -8.69% | Mom:   8.13% | Risk: LOW       
  NOIDATOLL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  3PLAND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMEYA.NS        | Price:  100.75 | Trend:   5.46% | Mom:   0.60% | Risk: LOW       
  SECURKLOUD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARASPETRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AHLADA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATLASCYCLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHEKHAWATI.NS   | Price:   11.60 | Trend:  -8.88% | Mom:   0.09% | Risk: LOW       
  ORIENTALTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FMNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NORBTEAEXP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANG.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FLEXITUFF.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANSALAPI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALKRISHNA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAIPURKURT.NS   | Price:   29.62 | Trend: -11.27% | Mom:   3.49% | Risk: LOW       
  CELEBRITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAPHISAD.NS    | Price:   33.80 | Trend: -11.61% | Mom:   4.97% | Risk: LOW       
  RILINFRA.NS     | Price:   35.75 | Trend:   2.63% | Mom:  -4.16% | Risk: LOW       
  DURLAX.NS       | Price:   48.00 | Trend:   8.40% | Mom:  -2.04% | Risk: LOW       
  JETFREIGHT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GSS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIOFILCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARCHIES.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAYAHWS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVSL.NS         | Price:  119.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  DANGEE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KARMAENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNTELE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MALUPAPER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICDSLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PALREDTEC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGSTRA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANUGRAPH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LFIC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOLDENTOBC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CADSYS.NS       | Price:   44.95 | Trend:  -4.82% | Mom:   0.00% | Risk: LOW       
  VINNY.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHIVAMILLS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UWCSL.NS        | Price:   93.05 | Trend:  -7.35% | Mom:   0.00% | Risk: LOW       
  LEXUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BABAFP.NS       | Price:   25.05 | Trend:   0.14% | Mom:  13.86% | Risk: LOW       
  HBSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADROITINFO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUROIMPEX.NS    | Price:   29.75 | Trend:  -1.88% | Mom:   8.38% | Risk: LOW       
  TARAPUR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RCDL.NS         | Price:   23.00 | Trend:   0.03% | Mom:   4.55% | Risk: LOW       
  JAKHARIA.NS     | Price:   60.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  LCCINFOTEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTRON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHAITANLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AROGRANITE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIMBHALS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HYBRIDFIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISHWAS.NS      | Price:   36.85 | Trend:  -5.45% | Mom:   2.36% | Risk: LOW       
  21STCENMGM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DNAMEDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
