NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-13 03:57:40

BUY SIGNALS (904):
  RELIANCE.NS     | Price: 1329.00 | Entry: 1302.42 | Target: 1424.43 | Risk: LOW       
  ROUTE.NS        | Price:  516.05 | Target:  438.33 | Risk: LOW        | Conf: 100%
  RSYSTEMS.NS     | Price:  242.20 | Target:  182.80 | Risk: LOW        | Conf: 100%
  ZAGGLE.NS       | Price:  202.63 | Target:  176.06 | Risk: LOW        | Conf: 80%
  HCC.NS          | Price:   20.40 | Target:   17.18 | Risk: LOW        | Conf: 100%
  MIDWESTLTD.NS   | Price: 1125.70 | Target:  941.27 | Risk: LOW        | Conf: 100%
  ANUP.NS         | Price: 1876.80 | Target: 1418.09 | Risk: LOW        | Conf: 100%
  GREAVESCOT.NS   | Price:  194.70 | Target:  146.05 | Risk: LOW        | Conf: 100%
  REFEX.NS        | Price:  292.85 | Target:  224.11 | Risk: LOW        | Conf: 100%
  NEPHROPLUS.NS   | Price:  677.00 | Target:  552.34 | Risk: LOW        | Conf: 60%
  BALAMINES.NS    | Price: 2085.90 | Target: 1466.65 | Risk: LOW        | Conf: 100%
  NACLIND.NS      | Price:  172.37 | Target:  125.63 | Risk: LOW        | Conf: 100%
  SPARC.NS        | Price:  202.25 | Target:  165.60 | Risk: LOW        | Conf: 100%
  SHILCTECH.NS    | Price: 3890.70 | Target: 2933.41 | Risk: LOW        | Conf: 100%
  PACEDIGITK.NS   | Price:  182.25 | Target:  145.81 | Risk: LOW        | Conf: 100%
  SAMHI.NS        | Price:  164.64 | Target:  131.04 | Risk: LOW        | Conf: 100%
  CEIGALL.NS      | Price:  321.55 | Target:  261.48 | Risk: LOW        | Conf: 100%
  STYRENIX.NS     | Price: 2221.90 | Target: 1776.77 | Risk: LOW        | Conf: 100%
  ORIENTCEM.NS    | Price:  133.57 | Target:  116.54 | Risk: LOW        | Conf: 100%
  ZOTA.NS         | Price: 1249.60 | Target: 1045.92 | Risk: LOW        | Conf: 80%
  EIEL.NS         | Price:  203.29 | Target:  167.79 | Risk: LOW        | Conf: 100%
  HUBTOWN.NS      | Price:  177.72 | Target:  145.18 | Risk: LOW        | Conf: 100%
  KITEX.NS        | Price:  136.80 | Target:  117.36 | Risk: LOW        | Conf: 100%
  RAYMONDREL.NS   | Price:  584.25 | Target:  446.77 | Risk: LOW        | Conf: 100%
  NORTHARC.NS     | Price:  283.50 | Target:  235.25 | Risk: LOW        | Conf: 80%
  JAMNAAUTO.NS    | Price:  124.81 | Target:   98.39 | Risk: LOW        | Conf: 100%
  AWFIS.NS        | Price:  272.15 | Target:  224.99 | Risk: LOW        | Conf: 100%
  MOSCHIP.NS      | Price:  207.50 | Target:  169.11 | Risk: LOW        | Conf: 80%
  SHANTIGEAR.NS   | Price:  399.00 | Target:  334.73 | Risk: LOW        | Conf: 100%
  SINDHUTRAD.NS   | Price:   24.15 | Target:   19.89 | Risk: LOW        | Conf: 100%
  MARATHON.NS     | Price:  374.90 | Target:  310.69 | Risk: LOW        | Conf: 100%
  CAMLINFINE.NS   | Price:  108.62 | Target:   79.77 | Risk: LOW        | Conf: 100%
  VAIBHAVGBL.NS   | Price:  232.50 | Target:  180.86 | Risk: LOW        | Conf: 100%
  LUXIND.NS       | Price: 1224.00 | Target: 1055.21 | Risk: LOW        | Conf: 80%
  AJMERA.NS       | Price:  117.30 | Target:   96.32 | Risk: LOW        | Conf: 100%
  GOODLUCK.NS     | Price: 1294.00 | Target:  972.11 | Risk: LOW        | Conf: 100%
  INTERARCH.NS    | Price: 1691.80 | Target: 1385.09 | Risk: LOW        | Conf: 100%
  ARSSBL.NS       | Price:  500.65 | Target:  440.61 | Risk: LOW        | Conf: 100%
  INDOSTAR.NS     | Price:  244.70 | Target:  183.34 | Risk: LOW        | Conf: 100%
  ADVENZYMES.NS   | Price:  302.65 | Target:  237.61 | Risk: LOW        | Conf: 100%
  POCL.NS         | Price:  490.00 | Target:  379.73 | Risk: LOW        | Conf: 100%
  MSTCLTD.NS      | Price:  583.10 | Target:  495.21 | Risk: LOW        | Conf: 100%
  SUNCLAY.NS      | Price: 1190.60 | Target:  891.17 | Risk: LOW        | Conf: 100%
  BALMLAWRIE.NS   | Price:  173.74 | Target:  157.95 | Risk: LOW        | Conf: 100%
  JISLJALEQS.NS   | Price:   27.35 | Target:   21.29 | Risk: LOW        | Conf: 100%
  NAVNETEDUL.NS   | Price:  134.30 | Target:  110.53 | Risk: LOW        | Conf: 100%
  INDOTHAI.NS     | Price:   81.13 | Target:    8.81 | Risk: LOW        | Conf: 100%
  GREENPANEL.NS   | Price:  176.15 | Target:  143.97 | Risk: LOW        | Conf: 100%
  BBL.NS          | Price: 2300.90 | Target: 1875.90 | Risk: LOW        | Conf: 100%
  PROTEAN.NS      | Price:  560.25 | Target:  444.09 | Risk: LOW        | Conf: 100%
  VISHNU.NS       | Price:  590.05 | Target:  508.14 | Risk: LOW        | Conf: 100%
  BOMDYEING.NS    | Price:  115.97 | Target:   99.86 | Risk: LOW        | Conf: 100%
  HLEGLAS.NS      | Price:  336.20 | Target:  203.49 | Risk: LOW        | Conf: 100%
  HIKAL.NS        | Price:  213.44 | Target:  165.85 | Risk: LOW        | Conf: 80%
  FLAIR.NS        | Price:  251.85 | Target:  217.05 | Risk: LOW        | Conf: 80%
  EPACK.NS        | Price:  214.00 | Target:  179.50 | Risk: LOW        | Conf: 100%
  PSPPROJECT.NS   | Price:  910.00 | Target:  699.21 | Risk: LOW        | Conf: 100%
  GATEWAY.NS      | Price:   54.95 | Target:   46.73 | Risk: LOW        | Conf: 100%
  PENIND.NS       | Price:  157.93 | Target:  135.68 | Risk: LOW        | Conf: 100%
  SAGCEM.NS       | Price:  175.00 | Target:  151.67 | Risk: LOW        | Conf: 60%
  EUROPRATIK.NS   | Price:  290.70 | Target:  223.52 | Risk: LOW        | Conf: 80%
  HPL.NS          | Price:  324.00 | Target:  280.14 | Risk: LOW        | Conf: 100%
  EASEMYTRIP.NS   | Price:    6.48 | Target:    5.71 | Risk: LOW        | Conf: 100%
  ASHIANA.NS      | Price:  375.85 | Target:  319.37 | Risk: LOW        | Conf: 80%
  EFCIL.NS        | Price:  180.01 | Target:  147.86 | Risk: LOW        | Conf: 100%
  TEAMLEASE.NS    | Price: 1246.70 | Target: 1102.31 | Risk: LOW        | Conf: 100%
  AGIIL.NS        | Price:  300.70 | Target:  250.65 | Risk: LOW        | Conf: 80%
  EMSLIMITED.NS   | Price:  370.00 | Target:  294.89 | Risk: LOW        | Conf: 100%
  PREMEXPLN.NS    | Price:  654.95 | Target:  596.97 | Risk: LOW        | Conf: 80%
  TIRUMALCHM.NS   | Price:  161.25 | Target:  128.79 | Risk: LOW        | Conf: 100%
  MUTHOOTMF.NS    | Price:  213.80 | Target:  148.31 | Risk: LOW        | Conf: 100%
  KPEL.NS         | Price:  264.10 | Target:  203.30 | Risk: LOW        | Conf: 100%
  ALPEXSOLAR.NS   | Price:  793.65 | Target:  662.95 | Risk: LOW        | Conf: 100%
  PRAKASH.NS      | Price:  121.76 | Target:  104.31 | Risk: LOW        | Conf: 80%
  RPSGVENT.NS     | Price:  890.00 | Target:  755.21 | Risk: LOW        | Conf: 80%
  BFUTILITIE.NS   | Price:  560.00 | Target:  478.00 | Risk: LOW        | Conf: 80%
  TVSSRICHAK.NS   | Price: 3857.70 | Target: 3391.31 | Risk: LOW        | Conf: 100%
  EPACKPEB.NS     | Price:  238.85 | Target:  166.19 | Risk: LOW        | Conf: 100%
  CARRARO.NS      | Price:  519.45 | Target:  440.61 | Risk: LOW        | Conf: 100%
  VENUSPIPES.NS   | Price: 1598.00 | Target: 1252.57 | Risk: LOW        | Conf: 100%
  ALEMBICLTD.NS   | Price:   84.84 | Target:   74.64 | Risk: LOW        | Conf: 100%
  UTKARSHBNK.NS   | Price:   14.05 | Target:   12.35 | Risk: LOW        | Conf: 80%
  NUCLEUS.NS      | Price:  695.00 | Target:  588.34 | Risk: LOW        | Conf: 100%
  SERVOTECH.NS    | Price:   83.97 | Target:   66.86 | Risk: LOW        | Conf: 100%
  DCXINDIA.NS     | Price:  167.29 | Target:  142.43 | Risk: LOW        | Conf: 100%
  HINDWAREAP.NS   | Price:  202.29 | Target:  159.01 | Risk: LOW        | Conf: 100%
  JAYKAY.NS       | Price:  148.89 | Target:  115.26 | Risk: LOW        | Conf: 100%
  INDOCO.NS       | Price:  217.01 | Target:  169.18 | Risk: LOW        | Conf: 100%
  SOLARWORLD.NS   | Price:  162.80 | Target:  126.44 | Risk: LOW        | Conf: 100%
  NITCO.NS        | Price:   93.99 | Target:   70.23 | Risk: LOW        | Conf: 100%
  VIKRAN.NS       | Price:   66.35 | Target:   55.78 | Risk: LOW        | Conf: 100%
  KALAMANDIR.NS   | Price:   85.69 | Target:   74.13 | Risk: LOW        | Conf: 100%
  KCP.NS          | Price:  153.09 | Target:  126.55 | Risk: LOW        | Conf: 100%
  XPROINDIA.NS    | Price: 1105.20 | Target:  670.31 | Risk: LOW        | Conf: 100%
  REPCOHOME.NS    | Price:  367.65 | Target:  321.11 | Risk: LOW        | Conf: 100%
  ADFFOODS.NS     | Price:  261.05 | Target:  195.76 | Risk: LOW        | Conf: 100%
  PANACEABIO.NS   | Price:  400.15 | Target:  306.11 | Risk: LOW        | Conf: 100%
  CAPACITE.NS     | Price:  209.49 | Target:  176.33 | Risk: LOW        | Conf: 100%
  SMSPHARMA.NS    | Price:  372.00 | Target:  300.30 | Risk: LOW        | Conf: 100%
  HGS.NS          | Price:  410.45 | Target:  356.91 | Risk: LOW        | Conf: 100%
  MBEL.NS         | Price:  268.05 | Target:  199.51 | Risk: LOW        | Conf: 100%
  SHALBY.NS       | Price:  157.44 | Target:  133.09 | Risk: LOW        | Conf: 100%
  EIHAHOTELS.NS   | Price:  292.35 | Target:  242.69 | Risk: LOW        | Conf: 100%
  IPL.NS          | Price:  142.80 | Target:  126.86 | Risk: LOW        | Conf: 100%
  SUMMITSEC.NS    | Price: 1436.00 | Target: 1219.68 | Risk: LOW        | Conf: 100%
  MAYURUNIQ.NS    | Price:  757.95 | Target:  574.52 | Risk: LOW        | Conf: 100%
  SULA.NS         | Price:  152.36 | Target:  116.41 | Risk: LOW        | Conf: 100%
  CANTABIL.NS     | Price:  229.13 | Target:  185.23 | Risk: LOW        | Conf: 100%
  DELTACORP.NS    | Price:   61.09 | Target:   53.27 | Risk: LOW        | Conf: 80%
  STUDDS.NS       | Price:  421.20 | Target:  350.52 | Risk: LOW        | Conf: 100%
  IDEAFORGE.NS    | Price:  785.05 | Target:  623.96 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   93.75 | Target:   77.73 | Risk: LOW        | Conf: 100%
  HITECH.NS       | Price:   79.47 | Target:   68.20 | Risk: LOW        | Conf: 100%
  MANGLMCEM.NS    | Price:  904.40 | Target:  796.01 | Risk: LOW        | Conf: 100%
  AMRUTANJAN.NS   | Price:  484.40 | Target:  406.86 | Risk: LOW        | Conf: 100%
  WHEELS.NS       | Price: 1369.10 | Target: 1111.28 | Risk: LOW        | Conf: 100%
  WAAREEINDO.NS   | Price:  302.30 | Target:  216.84 | Risk: LOW        | Conf: 100%
  EXICOM.NS       | Price:  141.96 | Target:  103.68 | Risk: LOW        | Conf: 100%
  MSPL.NS         | Price:   34.75 | Target:   26.96 | Risk: LOW        | Conf: 100%
  BGRENERGY.NS    | Price:  254.00 | Target:  181.70 | Risk: LOW        | Conf: 100%
  SPAL.NS         | Price:  984.25 | Target:  729.62 | Risk: LOW        | Conf: 100%
  LAXMIDENTL.NS   | Price:  201.00 | Target:  165.49 | Risk: LOW        | Conf: 100%
  ASALCBR.NS      | Price:  727.55 | Target:  585.67 | Risk: LOW        | Conf: 100%
  SPANDANA.NS     | Price:  246.40 | Target:  197.83 | Risk: LOW        | Conf: 100%
  ALLTIME.NS      | Price:  216.00 | Target:  185.48 | Risk: LOW        | Conf: 100%
  RHETAN.NS       | Price:   24.32 | Target:   14.35 | Risk: LOW        | Conf: 100%
  UNITECH.NS      | Price:    4.08 | Target:    3.45 | Risk: LOW        | Conf: 100%
  RMDRIP.NS       | Price:   17.69 | Target:   13.49 | Risk: LOW        | Conf: 80%
  DEEDEV.NS       | Price:  648.00 | Target:  467.54 | Risk: LOW        | Conf: 80%
  PRECAM.NS       | Price:  135.31 | Target:  113.07 | Risk: LOW        | Conf: 100%
  ASTEC.NS        | Price:  612.15 | Target:  490.44 | Risk: LOW        | Conf: 100%
  NAVKARCORP.NS   | Price:  100.21 | Target:   87.39 | Risk: LOW        | Conf: 100%
  SPMLINFRA.NS    | Price:  192.73 | Target:  163.15 | Risk: LOW        | Conf: 80%
  QUICKHEAL.NS    | Price:  150.00 | Target:  118.43 | Risk: LOW        | Conf: 100%
  PNBGILTS.NS     | Price:   80.78 | Target:   69.70 | Risk: LOW        | Conf: 100%
  DLINKINDIA.NS   | Price:  428.65 | Target:  371.40 | Risk: LOW        | Conf: 100%
  DAMCAPITAL.NS   | Price:  146.16 | Target:  126.06 | Risk: LOW        | Conf: 100%
  SATIN.NS        | Price:  224.04 | Target:  173.49 | Risk: LOW        | Conf: 100%
  RAJOOENG.NS     | Price:   51.21 | Target:   41.70 | Risk: LOW        | Conf: 80%
  STANLEY.NS      | Price:  141.78 | Target:  119.39 | Risk: LOW        | Conf: 100%
  JNKINDIA.NS     | Price:  405.00 | Target:  305.77 | Risk: LOW        | Conf: 100%
  HIMATSEIDE.NS   | Price:   73.26 | Target:   63.35 | Risk: LOW        | Conf: 100%
  SOLEX.NS        | Price:  899.90 | Target:  750.74 | Risk: LOW        | Conf: 80%
  GREENPOWER.NS   | Price:    9.54 | Target:    8.46 | Risk: LOW        | Conf: 100%
  MASTERTR.NS     | Price:   77.51 | Target:   64.49 | Risk: LOW        | Conf: 100%
  AWHCL.NS        | Price:  391.90 | Target:  318.65 | Risk: LOW        | Conf: 100%
  LGHL.NS         | Price:  202.45 | Target:  153.29 | Risk: LOW        | Conf: 80%
  ECOSMOBLTY.NS   | Price:  121.00 | Target:   91.22 | Risk: LOW        | Conf: 100%
  RUPA.NS         | Price:  156.38 | Target:  135.55 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   79.46 | Target:   66.64 | Risk: LOW        | Conf: 100%
  FINKURVE.NS     | Price:   61.39 | Target:   45.77 | Risk: LOW        | Conf: 80%
  HMAAGRO.NS      | Price:   21.72 | Target:   16.50 | Risk: LOW        | Conf: 80%
  PLATIND.NS      | Price:  219.40 | Target:  176.05 | Risk: LOW        | Conf: 100%
  ANDHRAPAP.NS    | Price:   59.97 | Target:   50.49 | Risk: LOW        | Conf: 100%
  CONFIPET.NS     | Price:   73.01 | Target:   48.78 | Risk: LOW        | Conf: 100%
  GPTINFRA.NS     | Price:  116.93 | Target:   95.26 | Risk: LOW        | Conf: 100%
  SURYODAY.NS     | Price:  159.70 | Target:  128.62 | Risk: LOW        | Conf: 80%
  INFOBEAN.NS     | Price:  162.89 | Target:  129.49 | Risk: LOW        | Conf: 80%
  BLKASHYAP.NS    | Price:   53.01 | Target:   43.87 | Risk: LOW        | Conf: 100%
  GODAVARIB.NS    | Price:  261.00 | Target:  207.75 | Risk: LOW        | Conf: 100%
  JARO.NS         | Price:  454.55 | Target:  375.35 | Risk: LOW        | Conf: 100%
  MONTECARLO.NS   | Price:  503.95 | Target:  426.70 | Risk: LOW        | Conf: 100%
  HARIOMPIPE.NS   | Price:  363.95 | Target:  297.88 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:   14.46 | Target:    9.33 | Risk: LOW        | Conf: 100%
  IMPAL.NS        | Price: 1078.50 | Target:  878.75 | Risk: LOW        | Conf: 80%
  RGL.NS          | Price:  111.66 | Target:   84.15 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   71.11 | Target:   60.81 | Risk: LOW        | Conf: 80%
  SIGNPOST.NS     | Price:  266.70 | Target:  202.11 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  536.35 | Target:  426.64 | Risk: LOW        | Conf: 100%
  DIFFNKG.NS      | Price:  364.95 | Target:  248.54 | Risk: LOW        | Conf: 100%
  ASIANTILES.NS   | Price:   52.98 | Target:   31.70 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  128.53 | Target:   88.24 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  675.85 | Target:  531.40 | Risk: LOW        | Conf: 100%
  FAZE3Q.NS       | Price:  518.75 | Target:  367.95 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  188.69 | Target:  151.99 | Risk: LOW        | Conf: 100%
  WCIL.NS         | Price:   87.00 | Target:   76.76 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  173.18 | Target:  144.57 | Risk: LOW        | Conf: 100%
  BOROSCI.NS      | Price:  134.52 | Target:  105.81 | Risk: LOW        | Conf: 100%
  SHREEPUSHK.NS   | Price:  378.00 | Target:  298.34 | Risk: LOW        | Conf: 100%
  MEIL.NS         | Price:  274.00 | Target:  212.57 | Risk: LOW        | Conf: 100%
  GTPL.NS         | Price:   54.50 | Target:   41.94 | Risk: LOW        | Conf: 100%
  WEALTH.NS       | Price:  932.20 | Target:  784.24 | Risk: LOW        | Conf: 100%
  CONTROLPR.NS    | Price:  566.55 | Target:  498.32 | Risk: LOW        | Conf: 100%
  ZUARI.NS        | Price:  220.41 | Target:  183.14 | Risk: LOW        | Conf: 100%
  STEELXIND.NS    | Price:   10.74 | Target:    8.73 | Risk: LOW        | Conf: 100%
  KELLTONTEC.NS   | Price:   13.89 | Target:   12.15 | Risk: LOW        | Conf: 80%
  PASHUPATI.NS    | Price:   84.73 | Target:   74.20 | Risk: LOW        | Conf: 100%
  KRISHNADEF.NS   | Price: 1099.30 | Target:  802.69 | Risk: LOW        | Conf: 100%
  STERTOOLS.NS    | Price:  220.20 | Target:  164.36 | Risk: LOW        | Conf: 100%
  GEMAROMA.NS     | Price:  171.74 | Target:  127.25 | Risk: LOW        | Conf: 100%
  EXCELSOFT.NS    | Price:   75.45 | Target:   58.56 | Risk: LOW        | Conf: 100%
  IZMO.NS         | Price:  945.60 | Target:  676.14 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    9.01 | Target:    7.67 | Risk: LOW        | Conf: 80%
  VIDYAWIRES.NS   | Price:   88.17 | Target:   70.70 | Risk: LOW        | Conf: 80%
  PENINLAND.NS    | Price:   15.81 | Target:   14.19 | Risk: LOW        | Conf: 100%
  TNPL.NS         | Price:  145.50 | Target:  117.69 | Risk: LOW        | Conf: 100%
  GANESHCP.NS     | Price:  162.49 | Target:  127.44 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   82.10 | Target:   65.96 | Risk: LOW        | Conf: 100%
  MAXIND.NS       | Price:  162.90 | Target:  116.60 | Risk: LOW        | Conf: 80%
  SCODATUBES.NS   | Price:  131.26 | Target:  102.93 | Risk: LOW        | Conf: 100%
  SBC.NS          | Price:   40.40 | Target:   36.26 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  240.95 | Target:  198.86 | Risk: LOW        | Conf: 100%
  CEWATER.NS      | Price:  261.00 | Target:  215.77 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1008.60 | Target:  733.81 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   21.09 | Target:   15.94 | Risk: LOW        | Conf: 80%
  FABTECH.NS      | Price:  146.69 | Target:  124.71 | Risk: LOW        | Conf: 80%
  OSWALAGRO.NS    | Price:   37.40 | Target:   26.56 | Risk: LOW        | Conf: 100%
  HEXATRADEX.NS   | Price:  156.82 | Target:  131.04 | Risk: LOW        | Conf: 80%
  SARTELE.NS      | Price:  114.40 | Target:   89.74 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  193.06 | Target:  142.73 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  129.95 | Target:   85.87 | Risk: LOW        | Conf: 100%
  GICHSGFIN.NS    | Price:  145.44 | Target:  128.70 | Risk: LOW        | Conf: 80%
  APS.NS          | Price:  247.55 | Target:  207.98 | Risk: LOW        | Conf: 100%
  NCLIND.NS       | Price:  175.09 | Target:  147.30 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   96.50 | Target:   77.48 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.98 | Target:    5.12 | Risk: LOW        | Conf: 80%
  TVSELECT.NS     | Price:  458.55 | Target:  366.62 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   15.25 | Target:   11.56 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  114.15 | Target:   97.56 | Risk: LOW        | Conf: 100%
  CHEMFAB.NS      | Price:  369.55 | Target:  292.42 | Risk: LOW        | Conf: 80%
  BLAL.NS         | Price:  170.90 | Target:  153.95 | Risk: LOW        | Conf: 100%
  VIVIANA.NS      | Price:  695.95 | Target:  547.25 | Risk: LOW        | Conf: 100%
  ORICONENT.NS    | Price:   52.17 | Target:   41.94 | Risk: LOW        | Conf: 100%
  STEL.NS         | Price:  534.65 | Target:  431.36 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  255.65 | Target:  155.61 | Risk: LOW        | Conf: 100%
  ARFIN.NS        | Price:   84.77 | Target:   66.75 | Risk: LOW        | Conf: 100%
  COFFEEDAY.NS    | Price:   29.85 | Target:   23.37 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   88.50 | Target:   67.88 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  510.00 | Target:  397.82 | Risk: LOW        | Conf: 80%
  AMBIKCO.NS      | Price: 1593.10 | Target: 1200.21 | Risk: LOW        | Conf: 100%
  NINSYS.NS       | Price:  730.65 | Target:  514.97 | Risk: LOW        | Conf: 100%
  TECHLABS.NS     | Price:  119.10 | Target:   86.87 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   80.46 | Target:   62.19 | Risk: LOW        | Conf: 100%
  APEX.NS         | Price:  369.55 | Target:  316.53 | Risk: LOW        | Conf: 80%
  KOPRAN.NS       | Price:  173.50 | Target:  130.36 | Risk: LOW        | Conf: 100%
  20MICRONS.NS    | Price:  183.16 | Target:  149.77 | Risk: LOW        | Conf: 100%
  PROZONER.NS     | Price:   42.40 | Target:   31.77 | Risk: LOW        | Conf: 100%
  LINC.NS         | Price:   98.00 | Target:   78.36 | Risk: LOW        | Conf: 100%
  MVKAGRO.NS      | Price:  266.90 | Target:  182.02 | Risk: LOW        | Conf: 100%
  KSOLVES.NS      | Price:  275.10 | Target:  240.80 | Risk: LOW        | Conf: 100%
  HLVLTD.NS       | Price:    7.14 | Target:    5.93 | Risk: LOW        | Conf: 80%
  RKSWAMY.NS      | Price:   98.59 | Target:   76.21 | Risk: LOW        | Conf: 100%
  NAHARPOLY.NS    | Price:  249.85 | Target:  180.90 | Risk: LOW        | Conf: 100%
  REPRO.NS        | Price:  315.40 | Target:  225.06 | Risk: LOW        | Conf: 100%
  SEJALLTD.NS     | Price:  670.00 | Target:  490.63 | Risk: LOW        | Conf: 100%
  GLOSTERLTD.NS   | Price:  660.00 | Target:  532.23 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  180.02 | Target:  147.73 | Risk: LOW        | Conf: 100%
  AHCL.NS         | Price:   14.24 | Target:   11.38 | Risk: LOW        | Conf: 100%
  CELLECOR.NS     | Price:   30.10 | Target:   22.87 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   47.34 | Target:   37.99 | Risk: LOW        | Conf: 100%
  JAYAGROGN.NS    | Price:  211.80 | Target:  165.09 | Risk: LOW        | Conf: 100%
  PARSVNATH.NS    | Price:    1.53 | Target:    1.35 | Risk: LOW        | Conf: 100%
  ENIL.NS         | Price:  101.00 | Target:   84.48 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  139.37 | Target:  118.12 | Risk: LOW        | Conf: 100%
  DBEIL.NS        | Price:    7.27 | Target:    5.53 | Risk: LOW        | Conf: 100%
  FOODSIN.NS      | Price:   51.00 | Target:   39.91 | Risk: LOW        | Conf: 100%
  TIRUPATI.NS     | Price:  340.00 | Target:  284.05 | Risk: LOW        | Conf: 100%
  TOLINS.NS       | Price:   98.11 | Target:   86.10 | Risk: LOW        | Conf: 100%
  GLOTTIS.NS      | Price:   64.98 | Target:   54.61 | Risk: LOW        | Conf: 100%
  GIRIRAJ.NS      | Price:   56.70 | Target:   31.52 | Risk: LOW        | Conf: 100%
  GPECO.NS        | Price:  403.85 | Target:  338.51 | Risk: LOW        | Conf: 100%
  MOS.NS          | Price:   10.45 | Target:    7.04 | Risk: LOW        | Conf: 100%
  RPPINFRA.NS     | Price:   59.28 | Target:   48.10 | Risk: LOW        | Conf: 100%
  PYRAMID.NS      | Price:  162.00 | Target:  108.41 | Risk: LOW        | Conf: 100%
  FOCUS.NS        | Price:   68.50 | Target:   53.92 | Risk: LOW        | Conf: 100%
  TARACHAND.NS    | Price:   48.97 | Target:   34.92 | Risk: LOW        | Conf: 100%
  ESSARSHPNG.NS   | Price:   19.40 | Target:   15.42 | Risk: LOW        | Conf: 100%
  EIFFL.NS        | Price:  293.75 | Target:  220.20 | Risk: LOW        | Conf: 100%
  DIGISPICE.NS    | Price:   17.39 | Target:   13.40 | Risk: LOW        | Conf: 100%
  SURAJLTD.NS     | Price:  220.00 | Target:  170.79 | Risk: LOW        | Conf: 80%
  ALLETEC.NS      | Price:  134.30 | Target:  108.64 | Risk: LOW        | Conf: 80%
  HILINFRA.NS     | Price:   44.71 | Target:   34.20 | Risk: LOW        | Conf: 100%
  RAMAPHO.NS      | Price:  122.52 | Target:   92.90 | Risk: LOW        | Conf: 100%
  GVKPIL.NS       | Price:    2.37 | Target:    2.06 | Risk: LOW        | Conf: 80%
  LIBERTSHOE.NS   | Price:  242.35 | Target:  196.60 | Risk: LOW        | Conf: 100%
  KNAGRI.NS       | Price:  197.53 | Target:  158.56 | Risk: LOW        | Conf: 100%
  PARIN.NS        | Price:  701.25 | Target:  570.14 | Risk: LOW        | Conf: 100%
  ADVANIHOTR.NS   | Price:   50.47 | Target:   44.02 | Risk: LOW        | Conf: 80%
  TRANSWORLD.NS   | Price:  157.00 | Target:  124.47 | Risk: LOW        | Conf: 100%
  MEGATHERM.NS    | Price:  198.30 | Target:  158.21 | Risk: LOW        | Conf: 100%
  WSI.NS          | Price:   59.23 | Target:   46.33 | Risk: LOW        | Conf: 100%
  SUPREMEPWR.NS   | Price:  196.70 | Target:  148.43 | Risk: LOW        | Conf: 100%
  SUKHJITS.NS     | Price:  161.37 | Target:  121.37 | Risk: LOW        | Conf: 100%
  MGEL.NS         | Price:   14.35 | Target:   10.84 | Risk: LOW        | Conf: 100%
  DONEAR.NS       | Price:   83.21 | Target:   73.03 | Risk: LOW        | Conf: 80%
  TERASOFT.NS     | Price:  360.00 | Target:  238.84 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   32.17 | Target:   26.85 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  146.00 | Target:  123.27 | Risk: LOW        | Conf: 100%
  CYBERTECH.NS    | Price:  132.50 | Target:  110.86 | Risk: LOW        | Conf: 100%
  MODINATUR.NS    | Price:  392.10 | Target:  312.58 | Risk: LOW        | Conf: 100%
  VRAJ.NS         | Price:  121.77 | Target:  100.17 | Risk: LOW        | Conf: 100%
  HIGREEN.NS      | Price:  134.55 | Target:  112.10 | Risk: LOW        | Conf: 80%
  SAHAJSOLAR.NS   | Price:  108.40 | Target:   85.42 | Risk: LOW        | Conf: 100%
