NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-27 19:27:34

BUY SIGNALS (1061):
  BAJFINANCE.NS   | Price:  930.20 | Entry:   911.6 | Target: 1043.47 | Risk: LOW       
  ROLLT.NS        | Price:    1.96 | Trend:  20.54% | Mom: -14.78% | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.10 | Trend:  -0.12% | Mom:  -3.19% | Risk: LOW       
  ASPIRE.NS       | Price:   14.95 | Trend:   5.22% | Mom:  -9.39% | Risk: LOW       
  VSCL.NS         | Price:   21.90 | Trend:  -6.82% | Mom:   4.29% | Risk: LOW       
  MICROPRO.NS     | Price:   19.20 | Trend:  -0.19% | Mom:  -2.04% | Risk: LOW       
  CONTI.NS        | Price:   13.20 | Trend:  -4.44% | Mom:  -0.75% | Risk: LOW       
  HAVISHA.NS      | Price:    1.50 | Trend:   0.44% | Mom:  -5.66% | Risk: LOW       
  GFSTEELS.NS     | Price:   12.97 | Trend:   3.90% | Mom:   0.00% | Risk: LOW       
  KSHITIJPOL.NS   | Price:    4.31 | Trend:  40.81% | Mom:  -5.48% | Risk: LOW       
  SUPREMEENG.NS   | Price:    0.97 | Trend:  -7.14% | Mom:   0.00% | Risk: LOW       
  NIDAN.NS        | Price:   14.55 | Trend:  -0.83% | Mom:   3.19% | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.57 | Trend:   0.86% | Mom:  -4.27% | Risk: LOW       
  CALSOFT.NS      | Price:   19.84 | Trend:  26.67% | Mom: -25.16% | Risk: LOW       
  ACEINTEG.NS     | Price:   19.86 | Trend:   6.58% | Mom:  -2.12% | Risk: LOW       
  FEL.NS          | Price:    0.44 | Trend:   1.01% | Mom:  -2.22% | Risk: LOW       
  CMRSL.NS        | Price:   69.50 | Trend:   0.28% | Mom: -14.25% | Risk: LOW       
  INSPIRE.NS      | Price:   11.05 | Trend:   7.44% | Mom:  -3.49% | Risk: LOW       
  HEADSUP.NS      | Price:    7.23 | Trend:   1.06% | Mom:  -4.49% | Risk: LOW       
  BLUECHIP.NS     | Price:    2.21 | Trend:  -0.74% | Mom:  18.82% | Risk: LOW       
  MAKS.NS         | Price:   26.00 | Trend:  -2.22% | Mom:   0.00% | Risk: LOW       
  TIJARIA.NS      | Price:    4.51 | Trend:  -1.28% | Mom:   0.89% | Risk: LOW       
  UNIINFO.NS      | Price:   11.89 | Trend:  -3.70% | Mom:  -0.83% | Risk: LOW       
  JIWANRAM.NS     | Price:    5.60 | Trend:   3.82% | Mom:  -4.27% | Risk: LOW       
  LYPSAGEMS.NS    | Price:    5.17 | Trend:   2.31% | Mom:  -0.77% | Risk: LOW       
  UNIVAFOODS.NS   | Price:    8.17 | Trend:  -5.22% | Mom:   0.00% | Risk: LOW       
  EDUCOMP.NS      | Price:    0.99 | Trend:   3.47% | Mom:   0.00% | Risk: LOW       
  GLFL.NS         | Price:    6.10 | Trend:   9.19% | Mom: -12.86% | Risk: LOW       
  SAROJA.NS       | Price:   32.50 | Trend:   1.57% | Mom:  -1.52% | Risk: LOW       
  COMPINFO.NS     | Price:    1.28 | Trend:   4.54% | Mom:  -5.19% | Risk: LOW       
  SHYAMTEL.NS     | Price:   18.93 | Trend:  23.42% | Mom: -18.12% | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.80 | Trend:   0.90% | Mom:   0.00% | Risk: LOW       
  ARENTERP.NS     | Price:   40.99 | Trend:   5.06% | Mom:   0.37% | Risk: LOW       
  UMESLTD.NS      | Price:    5.31 | Trend: -10.52% | Mom:   7.49% | Risk: LOW       
  GLOBALE.NS      | Price:   12.86 | Trend:   4.78% | Mom:  -7.42% | Risk: LOW       
  EUROTEXIND.NS   | Price:   15.55 | Trend:   6.90% | Mom:   0.84% | Risk: LOW       
  AMIABLE.NS      | Price:   68.05 | Trend:  -6.22% | Mom:   4.45% | Risk: LOW       
  SHANTI.NS       | Price:    6.64 | Trend:  -1.12% | Mom:   2.15% | Risk: LOW       
  DCMFINSERV.NS   | Price:    5.43 | Trend:  -0.09% | Mom:  13.12% | Risk: LOW       
  RITEZONE.NS     | Price:   21.80 | Trend:  10.39% | Mom: -20.15% | Risk: LOW       
  FALCONTECH.NS   | Price:   14.20 | Trend:   5.27% | Mom:   0.71% | Risk: LOW       
  SMVD.NS         | Price:   11.00 | Trend:  -2.20% | Mom:   0.00% | Risk: LOW       
  SETUINFRA.NS    | Price:    0.55 | Trend:   5.97% | Mom:  -6.78% | Risk: LOW       
  CMICABLES.NS    | Price:    3.19 | Trend:  -4.52% | Mom:   0.00% | Risk: LOW       
  LAKPRE.NS       | Price:    5.74 | Trend:   6.67% | Mom:  -7.42% | Risk: LOW       
  BGLOBAL.NS      | Price:    3.12 | Trend:   5.53% | Mom:   0.65% | Risk: LOW       

SELL SIGNALS (494):
  M&M.NS          | Price: 3107.30 | Target: 2696.98 | Risk: LOW        | Conf: 80%
  DMART.NS        | Price: 4103.60 | Target: 3687.78 | Risk: LOW        | Conf: 100%
  POWERGRID.NS    | Price:  292.55 | Target:  260.14 | Risk: LOW        | Conf: 100%
  TVSMOTOR.NS     | Price: 3454.90 | Target: 2918.69 | Risk: LOW        | Conf: 100%
  HEROMOTOCO.NS   | Price: 4983.00 | Target: 4283.54 | Risk: LOW        | Conf: 80%
  RECLTD.NS       | Price:  337.60 | Target:  297.19 | Risk: LOW        | Conf: 80%
  WAAREEENER.NS   | Price: 3088.10 | Target: 2708.10 | Risk: LOW        | Conf: 80%
  ICICIPRULI.NS   | Price:  522.70 | Target:  444.02 | Risk: LOW        | Conf: 100%
  NTPCGREEN.NS    | Price:  103.04 | Target:   88.56 | Risk: LOW        | Conf: 100%
  RVNL.NS         | Price:  259.75 | Target:  217.00 | Risk: LOW        | Conf: 100%
  COROMANDEL.NS   | Price: 1846.80 | Target: 1526.66 | Risk: LOW        | Conf: 80%
  TORNTPOWER.NS   | Price: 1468.50 | Target: 1176.25 | Risk: LOW        | Conf: 100%
  ALKEM.NS        | Price: 5380.00 | Target: 4713.04 | Risk: LOW        | Conf: 80%
  PIIND.NS        | Price: 2837.90 | Target: 2329.51 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  355.45 | Target:  280.45 | Risk: LOW        | Conf: 80%
  SUNDARMFIN.NS   | Price: 4312.80 | Target: 3645.87 | Risk: LOW        | Conf: 100%
  JKCEMENT.NS     | Price: 5315.00 | Target: 4548.39 | Risk: LOW        | Conf: 80%
  UBL.NS          | Price: 1343.70 | Target: 1188.02 | Risk: LOW        | Conf: 100%
  GLAXO.NS        | Price: 2282.40 | Target: 1973.15 | Risk: LOW        | Conf: 100%
  CONCOR.NS       | Price:  475.90 | Target:  408.52 | Risk: LOW        | Conf: 100%
  M&MFIN.NS       | Price:  305.10 | Target:  252.51 | Risk: LOW        | Conf: 100%
  JUBLFOOD.NS     | Price:  430.05 | Target:  342.12 | Risk: LOW        | Conf: 100%
  KAYNES.NS       | Price: 3299.00 | Target: 2182.96 | Risk: LOW        | Conf: 100%
  POONAWALLA.NS   | Price:  396.55 | Target:  327.46 | Risk: LOW        | Conf: 100%
  CENTRALBK.NS    | Price:   31.02 | Target:   26.76 | Risk: LOW        | Conf: 100%
  GODIGIT.NS      | Price:  305.70 | Target:  266.84 | Risk: LOW        | Conf: 80%
  APOLLOTYRE.NS   | Price:  393.25 | Target:  330.66 | Risk: LOW        | Conf: 80%
  PINELABS.NS     | Price:  137.94 | Target:   79.29 | Risk: LOW        | Conf: 100%
  TVSHLTD.NS      | Price: 13554.00 | Target: 11512.21 | Risk: LOW        | Conf: 100%
  AMBER.NS        | Price: 7312.00 | Target: 5326.64 | Risk: LOW        | Conf: 100%
  MRPL.NS         | Price:  151.20 | Target:  119.16 | Risk: LOW        | Conf: 80%
  RAMCOCEM.NS     | Price:  891.60 | Target:  745.65 | Risk: LOW        | Conf: 100%
  EMAMILTD.NS     | Price:  403.90 | Target:  341.19 | Risk: LOW        | Conf: 100%
  PFIZER.NS       | Price: 4641.80 | Target: 3849.12 | Risk: LOW        | Conf: 80%
  BRIGADE.NS      | Price:  672.45 | Target:  541.65 | Risk: LOW        | Conf: 100%
  SUNTV.NS        | Price:  493.20 | Target:  405.41 | Risk: LOW        | Conf: 100%
  JYOTICNC.NS     | Price:  660.25 | Target:  546.98 | Risk: LOW        | Conf: 100%
  KEC.NS          | Price:  499.10 | Target:  385.55 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1268.70 | Target:  945.56 | Risk: LOW        | Conf: 100%
  DCMSHRIRAM.NS   | Price: 1087.90 | Target:  878.69 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3491.40 | Target: 2743.29 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  764.55 | Target:  659.82 | Risk: LOW        | Conf: 100%
  KFINTECH.NS     | Price:  837.05 | Target:  703.94 | Risk: LOW        | Conf: 100%
  BIKAJI.NS       | Price:  638.90 | Target:  530.08 | Risk: LOW        | Conf: 100%
  SARDAEN.NS      | Price:  532.90 | Target:  425.78 | Risk: LOW        | Conf: 100%
  ZENSARTECH.NS   | Price:  487.75 | Target:  411.50 | Risk: LOW        | Conf: 100%
  PGEL.NS         | Price:  466.95 | Target:  377.63 | Risk: LOW        | Conf: 100%
  NAVA.NS         | Price:  609.85 | Target:  455.65 | Risk: LOW        | Conf: 100%
  UTIAMC.NS       | Price:  952.75 | Target:  843.66 | Risk: LOW        | Conf: 80%
  VGUARD.NS       | Price:  314.45 | Target:  256.84 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  802.85 | Target:  656.72 | Risk: LOW        | Conf: 100%
  CIEINDIA.NS     | Price:  457.20 | Target:  379.24 | Risk: LOW        | Conf: 80%
  DOMS.NS         | Price: 2202.70 | Target: 1838.49 | Risk: LOW        | Conf: 100%
  GALLANTT.NS     | Price:  689.75 | Target:  453.93 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  318.70 | Target:  259.00 | Risk: LOW        | Conf: 80%
  BLS.NS          | Price:  265.35 | Target:  208.12 | Risk: LOW        | Conf: 100%
  SPLPETRO.NS     | Price:  670.85 | Target:  561.35 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 4871.50 | Target: 4198.29 | Risk: LOW        | Conf: 100%
  KSB.NS          | Price:  811.35 | Target:  690.22 | Risk: LOW        | Conf: 100%
  JAINREC.NS      | Price:  399.35 | Target:  186.30 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  435.95 | Target:  346.97 | Risk: LOW        | Conf: 100%
  NCC.NS          | Price:  150.05 | Target:  125.43 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  205.29 | Target:  174.44 | Risk: LOW        | Conf: 80%
  CCL.NS          | Price: 1063.90 | Target:  851.97 | Risk: LOW        | Conf: 100%
  CARTRADE.NS     | Price: 1700.40 | Target: 1201.08 | Risk: LOW        | Conf: 100%
  CLEAN.NS        | Price:  747.30 | Target:  588.55 | Risk: LOW        | Conf: 100%
  JYOTHYLAB.NS    | Price:  204.95 | Target:  163.97 | Risk: LOW        | Conf: 100%
  SANOFI.NS       | Price: 3197.50 | Target: 2903.68 | Risk: LOW        | Conf: 80%
  EUREKAFORB.NS   | Price:  459.00 | Target:  344.70 | Risk: LOW        | Conf: 100%
  VIKRAMSOLR.NS   | Price:  199.82 | Target:  165.29 | Risk: LOW        | Conf: 100%
  BSOFT.NS        | Price:  324.40 | Target:  254.81 | Risk: LOW        | Conf: 100%
  PVRINOX.NS      | Price:  967.70 | Target:  808.81 | Risk: LOW        | Conf: 100%
  JKLAKSHMI.NS    | Price:  614.15 | Target:  515.31 | Risk: LOW        | Conf: 100%
  AETHER.NS       | Price: 1097.50 | Target:  855.21 | Risk: LOW        | Conf: 100%
  STARCEMENT.NS   | Price:  215.30 | Target:  179.22 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:   64.08 | Target:   60.28 | Risk: LOW        | Conf: 100%
  SHAKTIPUMP.NS   | Price:  509.85 | Target:  408.96 | Risk: LOW        | Conf: 100%
  TRANSRAILL.NS   | Price:  519.10 | Target:  423.85 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price:  842.80 | Target:  544.17 | Risk: LOW        | Conf: 100%
  UJJIVANSFB.NS   | Price:   55.41 | Target:   44.66 | Risk: LOW        | Conf: 100%
  ALOKINDS.NS     | Price:   12.67 | Target:   10.35 | Risk: LOW        | Conf: 100%
  TCI.NS          | Price:  899.90 | Target:  748.60 | Risk: LOW        | Conf: 80%
  JSLL.NS         | Price:  634.85 | Target:  441.42 | Risk: LOW        | Conf: 100%
  LUMAXTECH.NS    | Price: 1619.30 | Target: 1274.37 | Risk: LOW        | Conf: 80%
  PNGJL.NS        | Price:  533.10 | Target:  382.53 | Risk: LOW        | Conf: 100%
  BECTORFOOD.NS   | Price:  181.96 | Target:  150.10 | Risk: LOW        | Conf: 100%
  VOLTAMP.NS      | Price: 9173.00 | Target: 7453.00 | Risk: LOW        | Conf: 80%
  SHARDACROP.NS   | Price:  965.90 | Target:  576.76 | Risk: LOW        | Conf: 100%
  OSWALPUMPS.NS   | Price:  353.60 | Target:  268.31 | Risk: LOW        | Conf: 100%
  NETWORK18.NS    | Price:   31.46 | Target:   26.79 | Risk: LOW        | Conf: 100%
  ACI.NS          | Price:  537.45 | Target:  410.95 | Risk: LOW        | Conf: 100%
  DBL.NS          | Price:  432.80 | Target:  360.10 | Risk: LOW        | Conf: 100%
  PFOCUS.NS       | Price:  239.60 | Target:  156.35 | Risk: LOW        | Conf: 100%
  RAYMONDLSL.NS   | Price:  721.90 | Target:  567.52 | Risk: LOW        | Conf: 100%
  MHRIL.NS        | Price:  220.74 | Target:  185.04 | Risk: LOW        | Conf: 80%
  SYMPHONY.NS     | Price:  713.60 | Target:  595.76 | Risk: LOW        | Conf: 100%
  BAJAJELEC.NS    | Price:  335.65 | Target:  260.86 | Risk: LOW        | Conf: 100%
  PRICOLLTD.NS    | Price:  562.20 | Target:  417.83 | Risk: LOW        | Conf: 80%
  RENUKA.NS       | Price:   23.29 | Target:   18.52 | Risk: LOW        | Conf: 100%
  SUNTECK.NS      | Price:  301.15 | Target:  231.76 | Risk: LOW        | Conf: 80%
  JUNIPER.NS      | Price:  197.57 | Target:  164.51 | Risk: LOW        | Conf: 80%
  SUBROS.NS       | Price:  723.80 | Target:  595.80 | Risk: LOW        | Conf: 100%
  GULFOILLUB.NS   | Price:  931.25 | Target:  792.55 | Risk: LOW        | Conf: 80%
  CHEMPLASTS.NS   | Price:  230.75 | Target:  173.91 | Risk: LOW        | Conf: 80%
  GHCL.NS         | Price:  458.45 | Target:  375.45 | Risk: LOW        | Conf: 100%
  MASFIN.NS       | Price:  306.20 | Target:  252.91 | Risk: LOW        | Conf: 100%
  CAPILLARY.NS    | Price:  515.40 | Target:  410.45 | Risk: LOW        | Conf: 100%
  GMMPFAUDLR.NS   | Price:  796.40 | Target:  630.99 | Risk: LOW        | Conf: 100%
  ASHOKA.NS       | Price:  124.02 | Target:  102.33 | Risk: LOW        | Conf: 80%
  RSYSTEMS.NS     | Price:  265.90 | Target:  192.31 | Risk: LOW        | Conf: 100%
  ZAGGLE.NS       | Price:  218.03 | Target:  134.09 | Risk: LOW        | Conf: 100%
  VRLLOG.NS       | Price:  238.20 | Target:  195.13 | Risk: LOW        | Conf: 100%
  MIDWESTLTD.NS   | Price: 1242.50 | Target:  939.25 | Risk: LOW        | Conf: 100%
  LGBBROSLTD.NS   | Price: 1546.90 | Target: 1313.83 | Risk: LOW        | Conf: 100%
  NIITMTS.NS      | Price:  216.35 | Target:  123.55 | Risk: LOW        | Conf: 100%
  DBCORP.NS       | Price:  207.84 | Target:  165.49 | Risk: LOW        | Conf: 100%
  SHILCTECH.NS    | Price: 3995.50 | Target: 3181.39 | Risk: LOW        | Conf: 100%
  VSTTILLERS.NS   | Price: 4778.50 | Target: 3917.79 | Risk: LOW        | Conf: 80%
  INDRAMEDCO.NS   | Price:  371.70 | Target:  283.95 | Risk: LOW        | Conf: 100%
  ZOTA.NS         | Price: 1172.20 | Target:  928.77 | Risk: LOW        | Conf: 100%
  SANATHAN.NS     | Price:  417.05 | Target:  316.48 | Risk: LOW        | Conf: 80%
  JTEKTINDIA.NS   | Price:  125.93 | Target:   96.29 | Risk: LOW        | Conf: 100%
  BOROLTD.NS      | Price:  220.24 | Target:  163.80 | Risk: LOW        | Conf: 100%
  UEL.NS          | Price:  140.23 | Target:   92.28 | Risk: LOW        | Conf: 100%
  INTERARCH.NS    | Price: 1805.40 | Target: 1263.86 | Risk: LOW        | Conf: 100%
  NPST.NS         | Price: 1063.70 | Target:  754.56 | Risk: LOW        | Conf: 100%
  SUNCLAY.NS      | Price: 1341.60 | Target: 1041.64 | Risk: LOW        | Conf: 100%
  JISLJALEQS.NS   | Price:   30.14 | Target:   22.63 | Risk: LOW        | Conf: 100%
  INDOTHAI.NS     | Price:  245.15 | Target:  165.60 | Risk: LOW        | Conf: 100%
  GREENPANEL.NS   | Price:  199.46 | Target:  149.08 | Risk: LOW        | Conf: 100%
  SAMBHV.NS       | Price:  106.84 | Target:   73.54 | Risk: LOW        | Conf: 100%
  FLAIR.NS        | Price:  302.10 | Target:  231.56 | Risk: LOW        | Conf: 100%
  KKCL.NS         | Price:  441.25 | Target:  355.77 | Risk: LOW        | Conf: 100%
  MAHLOG.NS       | Price:  353.80 | Target:  295.23 | Risk: LOW        | Conf: 100%
  EPACK.NS        | Price:  235.25 | Target:  173.86 | Risk: LOW        | Conf: 100%
  GLOBUSSPR.NS    | Price:  889.50 | Target:  700.75 | Risk: LOW        | Conf: 100%
  GANECOS.NS      | Price:  956.00 | Target:  664.79 | Risk: LOW        | Conf: 100%
  MAITHANALL.NS   | Price:  934.75 | Target:  769.34 | Risk: LOW        | Conf: 100%
  SHK.NS          | Price:  134.46 | Target:   97.06 | Risk: LOW        | Conf: 80%
  DALMIASUG.NS    | Price:  340.85 | Target:  273.15 | Risk: LOW        | Conf: 100%
  TATVA.NS        | Price: 1158.00 | Target:  847.43 | Risk: LOW        | Conf: 100%
  TVSSRICHAK.NS   | Price: 3596.60 | Target: 3022.74 | Risk: LOW        | Conf: 100%
  RELTD.NS        | Price:  125.27 | Target:  101.47 | Risk: LOW        | Conf: 100%
  DIGITIDE.NS     | Price:   84.10 | Target:   59.28 | Risk: LOW        | Conf: 100%
  NUCLEUS.NS      | Price:  765.90 | Target:  596.35 | Risk: LOW        | Conf: 100%
  INDOCO.NS       | Price:  193.13 | Target:  130.80 | Risk: LOW        | Conf: 100%
  SIRCA.NS        | Price:  419.50 | Target:  353.62 | Risk: LOW        | Conf: 80%
  KRSNAA.NS       | Price:  548.95 | Target:  446.79 | Risk: LOW        | Conf: 100%
  CAPACITE.NS     | Price:  225.30 | Target:  174.00 | Risk: LOW        | Conf: 100%
  JINDALPOLY.NS   | Price:  688.60 | Target:  564.65 | Risk: LOW        | Conf: 100%
  SMSPHARMA.NS    | Price:  376.25 | Target:  268.50 | Risk: LOW        | Conf: 100%
  SULA.NS         | Price:  159.75 | Target:  133.85 | Risk: LOW        | Conf: 100%
  SYSTMTXC.NS     | Price:   64.31 | Target:   44.96 | Risk: LOW        | Conf: 100%
  WEL.NS          | Price:   94.54 | Target:   69.80 | Risk: LOW        | Conf: 100%
  DOLLAR.NS       | Price:  263.70 | Target:  207.72 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   98.32 | Target:   79.35 | Risk: LOW        | Conf: 60%
  THEJO.NS        | Price: 1642.10 | Target: 1385.06 | Risk: LOW        | Conf: 100%
  MANGLMCEM.NS    | Price:  850.60 | Target:  690.47 | Risk: LOW        | Conf: 100%
  WAAREEINDO.NS   | Price:  388.75 | Target:  295.30 | Risk: LOW        | Conf: 100%
  SPAL.NS         | Price:  749.95 | Target:  598.54 | Risk: LOW        | Conf: 100%
  RMDRIP.NS       | Price:   18.54 | Target:   13.91 | Risk: LOW        | Conf: 100%
  MOTISONS.NS     | Price:   11.56 | Target:    8.98 | Risk: LOW        | Conf: 100%
  HUHTAMAKI.NS    | Price:  168.61 | Target:  138.40 | Risk: LOW        | Conf: 100%
  SESHAPAPER.NS   | Price:  232.85 | Target:  178.10 | Risk: LOW        | Conf: 100%
  PUNJABCHEM.NS   | Price: 1009.60 | Target:  846.49 | Risk: LOW        | Conf: 100%
  AWHCL.NS        | Price:  470.50 | Target:  386.09 | Risk: LOW        | Conf: 80%
  LGHL.NS         | Price:  235.40 | Target:  172.97 | Risk: LOW        | Conf: 100%
  FINKURVE.NS     | Price:   63.16 | Target:   42.23 | Risk: LOW        | Conf: 100%
  HMAAGRO.NS      | Price:   23.52 | Target:   19.77 | Risk: LOW        | Conf: 80%
  ANDHRAPAP.NS    | Price:   62.84 | Target:   53.09 | Risk: LOW        | Conf: 100%
  CENTRUM.NS      | Price:   22.88 | Target:   18.15 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   74.75 | Target:   59.16 | Risk: LOW        | Conf: 100%
  BIRLANU.NS      | Price: 1358.50 | Target:  950.04 | Risk: LOW        | Conf: 100%
  PAUSHAKLTD.NS   | Price:  449.10 | Target:  355.64 | Risk: LOW        | Conf: 80%
  ALICON.NS       | Price:  653.45 | Target:  500.64 | Risk: LOW        | Conf: 100%
  DCMSRIND.NS     | Price:   38.56 | Target:   25.52 | Risk: LOW        | Conf: 100%
  SIGACHI.NS      | Price:   20.30 | Target:   15.35 | Risk: LOW        | Conf: 80%
  INFOBEAN.NS     | Price:  150.37 | Target:  111.94 | Risk: LOW        | Conf: 100%
  GODAVARIB.NS    | Price:  283.85 | Target:  212.71 | Risk: LOW        | Conf: 100%
  CIFL.NS         | Price:   24.56 | Target:   17.14 | Risk: LOW        | Conf: 100%
  UNIECOM.NS      | Price:   86.00 | Target:   66.60 | Risk: LOW        | Conf: 80%
  DECCANCE.NS     | Price:  615.25 | Target:  490.98 | Risk: LOW        | Conf: 80%
  SUMEETINDS.NS   | Price:   28.94 | Target:   22.98 | Risk: LOW        | Conf: 100%
  TAC.NS          | Price:  387.80 | Target:  251.57 | Risk: LOW        | Conf: 100%
  RGL.NS          | Price:  102.34 | Target:   77.02 | Risk: LOW        | Conf: 80%
  BALAJITELE.NS   | Price:   92.66 | Target:   45.36 | Risk: LOW        | Conf: 100%
  HITECHGEAR.NS   | Price:  582.10 | Target:  478.71 | Risk: LOW        | Conf: 100%
  YUKEN.NS        | Price:  668.00 | Target:  531.73 | Risk: LOW        | Conf: 100%
  ADVENTHTL.NS    | Price:  146.82 | Target:   98.11 | Risk: LOW        | Conf: 100%
  VASCONEQ.NS     | Price:   34.46 | Target:   25.52 | Risk: LOW        | Conf: 100%
  HERANBA.NS      | Price:  188.55 | Target:  144.65 | Risk: LOW        | Conf: 100%
  ROHLTD.NS       | Price:  319.35 | Target:  265.24 | Risk: LOW        | Conf: 100%
  CONTROLPR.NS    | Price:  608.50 | Target:  484.27 | Risk: LOW        | Conf: 100%
  JINDALPHOT.NS   | Price: 1007.00 | Target:  801.07 | Risk: LOW        | Conf: 100%
  ABINFRA.NS      | Price:   12.55 | Target:    7.49 | Risk: LOW        | Conf: 100%
  VILAS.NS        | Price:  370.50 | Target:  215.27 | Risk: LOW        | Conf: 100%
  DPSCLTD.NS      | Price:    8.51 | Target:    6.19 | Risk: LOW        | Conf: 100%
  GRPLTD.NS       | Price: 1711.10 | Target: 1187.96 | Risk: LOW        | Conf: 100%
  GEMAROMA.NS     | Price:  151.40 | Target:  116.46 | Risk: LOW        | Conf: 100%
  PROSTARM.NS     | Price:  143.31 | Target:   86.29 | Risk: LOW        | Conf: 80%
  MATRIMONY.NS    | Price:  418.25 | Target:  347.36 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:   11.25 | Target:    7.95 | Risk: LOW        | Conf: 100%
  MAXIND.NS       | Price:  151.86 | Target:  108.25 | Risk: LOW        | Conf: 80%
  ARIHANTCAP.NS   | Price:   68.43 | Target:   53.42 | Risk: LOW        | Conf: 80%
  SCODATUBES.NS   | Price:  138.33 | Target:  102.84 | Risk: LOW        | Conf: 100%
  INDOFARM.NS     | Price:  130.40 | Target:   99.96 | Risk: LOW        | Conf: 100%
  RADHIKAJWE.NS   | Price:   56.75 | Target:   39.30 | Risk: LOW        | Conf: 80%
  INNOVANA.NS     | Price:  347.45 | Target:  256.13 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   25.33 | Target:   19.60 | Risk: LOW        | Conf: 80%
  DENTA.NS        | Price:  257.85 | Target:  195.78 | Risk: LOW        | Conf: 100%
  SAHANA.NS       | Price:  770.80 | Target:  623.34 | Risk: LOW        | Conf: 100%
  LEMERITE.NS     | Price:  222.45 | Target:   34.61 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price: 1018.70 | Target:  855.59 | Risk: LOW        | Conf: 100%
  MVGJL.NS        | Price:  155.27 | Target:  113.30 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:  139.30 | Target:  111.80 | Risk: LOW        | Conf: 100%
  NCLIND.NS       | Price:  169.84 | Target:  145.09 | Risk: LOW        | Conf: 80%
  ARROWGREEN.NS   | Price:  467.40 | Target:  302.15 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   15.06 | Target:   11.13 | Risk: LOW        | Conf: 100%
  ANUHPHR.NS      | Price:   76.47 | Target:   62.55 | Risk: LOW        | Conf: 100%
  AVADHSUGAR.NS   | Price:  460.55 | Target:  371.59 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   37.82 | Target:   30.48 | Risk: LOW        | Conf: 80%
  JITFINFRA.NS    | Price:  280.05 | Target:  231.00 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:  139.55 | Target:   88.60 | Risk: LOW        | Conf: 100%
  ELDEHSG.NS      | Price:  775.05 | Target:  562.42 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  996.30 | Target:  788.59 | Risk: LOW        | Conf: 100%
  TECHLABS.NS     | Price:  208.50 | Target:  140.68 | Risk: LOW        | Conf: 100%
  KAMATHOTEL.NS   | Price:  167.71 | Target:  133.11 | Risk: LOW        | Conf: 100%
  SATIA.NS        | Price:   57.78 | Target:   44.53 | Risk: LOW        | Conf: 100%
  MAGADSUGAR.NS   | Price:  466.25 | Target:  379.11 | Risk: LOW        | Conf: 100%
  TREL.NS         | Price:   24.68 | Target:   19.16 | Risk: LOW        | Conf: 100%
  MVKAGRO.NS      | Price:  428.35 | Target:  322.17 | Risk: LOW        | Conf: 100%
  THEINVEST.NS    | Price:   98.56 | Target:   65.95 | Risk: LOW        | Conf: 100%
  PVP.NS          | Price:   25.92 | Target:   17.13 | Risk: LOW        | Conf: 100%
  MANBA.NS        | Price:  107.64 | Target:   88.38 | Risk: LOW        | Conf: 100%
  HINDCOMPOS.NS   | Price:  407.15 | Target:  314.76 | Risk: LOW        | Conf: 100%
  PARSVNATH.NS    | Price:    4.17 | Target:    2.78 | Risk: LOW        | Conf: 100%
  ENIL.NS         | Price:  109.92 | Target:   95.97 | Risk: LOW        | Conf: 100%
  PAKKA.NS        | Price:   89.88 | Target:   71.19 | Risk: LOW        | Conf: 100%
  KRITI.NS        | Price:   68.96 | Target:   44.49 | Risk: LOW        | Conf: 100%
  INDSWFTLAB.NS   | Price:  136.17 | Target:  108.79 | Risk: LOW        | Conf: 80%
  FOODSIN.NS      | Price:   54.81 | Target:   41.36 | Risk: LOW        | Conf: 100%
  BORANA.NS       | Price:  327.45 | Target:  258.74 | Risk: LOW        | Conf: 80%
  SBGLP.NS        | Price:   25.66 | Target:   18.22 | Risk: LOW        | Conf: 100%
