NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-21 02:57:57

BUY SIGNALS (706):
  TITAN.NS        | Price: 5068.00 | Entry: 4966.64 | Target: 5556.46 | Risk: LOW       
  GEMAROMA.NS     | Price:  175.55 | Target:  131.29 | Risk: LOW        | Conf: 100%
  EXCELSOFT.NS    | Price:   70.88 | Target:   53.41 | Risk: LOW        | Conf: 100%
  IZMO.NS         | Price:  871.55 | Target:  617.69 | Risk: LOW        | Conf: 100%
  ANTELOPUS.NS    | Price:  796.65 | Target:  569.92 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  606.55 | Target:  465.41 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   84.67 | Target:   70.14 | Risk: LOW        | Conf: 100%
  RNBDENIMS.NS    | Price:    8.17 | Target:    6.53 | Risk: LOW        | Conf: 100%
  VIDYAWIRES.NS   | Price:   88.25 | Target:   72.02 | Risk: LOW        | Conf: 100%
  PENINLAND.NS    | Price:   14.91 | Target:   13.41 | Risk: LOW        | Conf: 100%
  TNPL.NS         | Price:  138.69 | Target:  112.52 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   80.24 | Target:   63.25 | Risk: LOW        | Conf: 100%
  MAXIND.NS       | Price:  148.46 | Target:  115.29 | Risk: LOW        | Conf: 100%
  CREST.NS        | Price:  364.95 | Target:  289.28 | Risk: LOW        | Conf: 100%
  THEMISMED.NS    | Price:  104.21 | Target:   73.75 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   95.49 | Target:   80.36 | Risk: LOW        | Conf: 80%
  SCODATUBES.NS   | Price:  126.07 | Target:   97.34 | Risk: LOW        | Conf: 100%
  INDOFARM.NS     | Price:  137.16 | Target:  103.52 | Risk: LOW        | Conf: 100%
  SBC.NS          | Price:   39.86 | Target:   29.91 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  240.85 | Target:  193.96 | Risk: LOW        | Conf: 100%
  GKWLIMITED.NS   | Price: 1604.00 | Target: 1404.11 | Risk: LOW        | Conf: 100%
  NDTV.NS         | Price:   73.34 | Target:   65.19 | Risk: LOW        | Conf: 100%
  INNOVANA.NS     | Price:  310.05 | Target:  219.09 | Risk: LOW        | Conf: 100%
  FAIRCHEMOR.NS   | Price:  660.25 | Target:  570.21 | Risk: LOW        | Conf: 100%
  INDOAMIN.NS     | Price:  124.85 | Target:   96.26 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1017.60 | Target:  742.46 | Risk: LOW        | Conf: 100%
  OSWALGREEN.NS   | Price:   20.89 | Target:   16.75 | Risk: LOW        | Conf: 100%
  DENTA.NS        | Price:  289.00 | Target:  210.43 | Risk: LOW        | Conf: 100%
  SRHHYPOLTD.NS   | Price:  473.20 | Target:  392.43 | Risk: LOW        | Conf: 100%
  FABTECH.NS      | Price:  145.48 | Target:  125.22 | Risk: LOW        | Conf: 100%
  XCHANGING.NS    | Price:   61.19 | Target:   51.32 | Risk: LOW        | Conf: 100%
  KRISHIVAL.NS    | Price:  366.25 | Target:  291.98 | Risk: LOW        | Conf: 100%
  JPOLYINVST.NS   | Price:  987.70 | Target:  800.38 | Risk: LOW        | Conf: 100%
  OSWALAGRO.NS    | Price:   37.57 | Target:   27.82 | Risk: LOW        | Conf: 100%
  MVGJL.NS        | Price:  146.84 | Target:  111.72 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:  109.39 | Target:   94.74 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:  102.75 | Target:   72.71 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  191.92 | Target:  142.88 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  125.60 | Target:   89.64 | Risk: LOW        | Conf: 100%
  GICHSGFIN.NS    | Price:  137.25 | Target:  118.44 | Risk: LOW        | Conf: 100%
  PRIMESECU.NS    | Price:  278.35 | Target:  227.35 | Risk: LOW        | Conf: 80%
  KARNIKA.NS      | Price:  114.85 | Target:   86.37 | Risk: LOW        | Conf: 80%
  BIRLAMONEY.NS   | Price:  127.43 | Target:  110.98 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  235.60 | Target:  190.35 | Risk: LOW        | Conf: 100%
  BASILIC.NS      | Price:  188.20 | Target:  124.50 | Risk: LOW        | Conf: 100%
  COOLCAPS.NS     | Price:   20.95 | Target:   14.68 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   99.65 | Target:   77.55 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.78 | Target:    5.19 | Risk: LOW        | Conf: 100%
  SAURASHCEM.NS   | Price:   58.25 | Target:   40.48 | Risk: LOW        | Conf: 80%
  EVERESTIND.NS   | Price:  427.70 | Target:  320.49 | Risk: LOW        | Conf: 100%
  LIKHITHA.NS     | Price:  213.08 | Target:  151.61 | Risk: LOW        | Conf: 100%
  TVSELECT.NS     | Price:  443.35 | Target:  355.60 | Risk: LOW        | Conf: 100%
  DISHTV.NS       | Price:    2.78 | Target:    2.42 | Risk: LOW        | Conf: 80%
  CCCL.NS         | Price:   15.16 | Target:   11.56 | Risk: LOW        | Conf: 100%
  ANUHPHR.NS      | Price:   75.86 | Target:   66.48 | Risk: LOW        | Conf: 100%
  BLAL.NS         | Price:  168.45 | Target:  151.79 | Risk: LOW        | Conf: 100%
  VIVIANA.NS      | Price:  690.25 | Target:  535.87 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  740.50 | Target:  533.14 | Risk: LOW        | Conf: 100%
  NGLFINE.NS      | Price: 3040.40 | Target: 1974.46 | Risk: LOW        | Conf: 100%
  JITFINFRA.NS    | Price:  312.20 | Target:  218.56 | Risk: LOW        | Conf: 100%
  SGIL.NS         | Price:  555.25 | Target:  441.50 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  269.55 | Target:  168.98 | Risk: LOW        | Conf: 100%
  BHAGERIA.NS     | Price:  204.40 | Target:  161.40 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  496.25 | Target:  419.36 | Risk: LOW        | Conf: 100%
  ARFIN.NS        | Price:   83.62 | Target:   67.68 | Risk: LOW        | Conf: 100%
  COFFEEDAY.NS    | Price:   29.35 | Target:   22.44 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   43.39 | Target:   34.42 | Risk: LOW        | Conf: 100%
  OWAIS.NS        | Price:   67.70 | Target:   49.38 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  494.85 | Target:  373.78 | Risk: LOW        | Conf: 100%
  AMBIKCO.NS      | Price: 1648.10 | Target: 1289.81 | Risk: LOW        | Conf: 100%
  VHLTD.NS        | Price:  119.13 | Target:   85.32 | Risk: LOW        | Conf: 100%
  MALLCOM.NS      | Price:  964.65 | Target:  816.78 | Risk: LOW        | Conf: 100%
  TECHLABS.NS     | Price:  117.85 | Target:   90.08 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   77.46 | Target:   59.57 | Risk: LOW        | Conf: 100%
  PROZONER.NS     | Price:   41.52 | Target:   32.01 | Risk: LOW        | Conf: 80%
  LINC.NS         | Price:   96.33 | Target:   76.63 | Risk: LOW        | Conf: 100%
  MVKAGRO.NS      | Price:  186.60 | Target:  100.92 | Risk: LOW        | Conf: 100%
  KSOLVES.NS      | Price:  272.65 | Target:  241.49 | Risk: LOW        | Conf: 100%
  NBIFIN.NS       | Price: 2000.00 | Target: 1598.50 | Risk: LOW        | Conf: 100%
  HLVLTD.NS       | Price:    6.63 | Target:    5.31 | Risk: LOW        | Conf: 100%
  RSWM.NS         | Price:  199.73 | Target:  151.38 | Risk: LOW        | Conf: 100%
  RKSWAMY.NS      | Price:   94.79 | Target:   71.22 | Risk: LOW        | Conf: 100%
  NAHARPOLY.NS    | Price:  237.60 | Target:  174.12 | Risk: LOW        | Conf: 100%
  SARVESHWAR.NS   | Price:    3.39 | Target:    2.89 | Risk: LOW        | Conf: 80%
  REPRO.NS        | Price:  329.20 | Target:  226.84 | Risk: LOW        | Conf: 100%
  SEJALLTD.NS     | Price:  684.30 | Target:  529.48 | Risk: LOW        | Conf: 100%
  GLOSTERLTD.NS   | Price:  596.00 | Target:  458.39 | Risk: LOW        | Conf: 100%
  MINDTECK.NS     | Price:  171.82 | Target:  141.21 | Risk: LOW        | Conf: 100%
  HARDWYN.NS      | Price:    9.21 | Target:    6.26 | Risk: LOW        | Conf: 100%
  DREAMFOLKS.NS   | Price:   65.35 | Target:   50.39 | Risk: LOW        | Conf: 100%
  ACL.NS          | Price:   46.08 | Target:   37.63 | Risk: LOW        | Conf: 100%
  APTECHT.NS      | Price:   92.85 | Target:   75.17 | Risk: LOW        | Conf: 100%
  MANBA.NS        | Price:  129.86 | Target:  109.82 | Risk: LOW        | Conf: 100%
  MAANALU.NS      | Price:  118.52 | Target:   90.37 | Risk: LOW        | Conf: 100%
  EMKAY.NS        | Price:  240.19 | Target:  186.37 | Risk: LOW        | Conf: 100%
  URJA.NS         | Price:    9.30 | Target:    7.72 | Risk: LOW        | Conf: 100%
  IRIS.NS         | Price:  244.92 | Target:  161.95 | Risk: LOW        | Conf: 100%
  HINDCOMPOS.NS   | Price:  407.30 | Target:  345.19 | Risk: LOW        | Conf: 100%
  PARSVNATH.NS    | Price:    1.43 | Target:    1.28 | Risk: LOW        | Conf: 100%
  ENIL.NS         | Price:  101.60 | Target:   83.45 | Risk: LOW        | Conf: 100%
  SCHAND.NS       | Price:  137.14 | Target:  115.99 | Risk: LOW        | Conf: 100%
  KILITCH.NS      | Price:  158.10 | Target:  119.30 | Risk: LOW        | Conf: 100%
  KRITI.NS        | Price:   66.43 | Target:   45.40 | Risk: LOW        | Conf: 100%
  DBEIL.NS        | Price:    6.66 | Target:    5.25 | Risk: LOW        | Conf: 100%
  ASIANHOTNR.NS   | Price:  297.80 | Target:  239.91 | Risk: LOW        | Conf: 100%
  BORANA.NS       | Price:  309.15 | Target:  228.58 | Risk: LOW        | Conf: 100%
  TIRUPATI.NS     | Price:  332.00 | Target:  287.86 | Risk: LOW        | Conf: 100%
  SBGLP.NS        | Price:   24.36 | Target:   16.58 | Risk: LOW        | Conf: 100%
  TOLINS.NS       | Price:   95.95 | Target:   82.44 | Risk: LOW        | Conf: 100%
  ONMOBILE.NS     | Price:   59.33 | Target:   49.20 | Risk: LOW        | Conf: 100%
  GLOTTIS.NS      | Price:   65.39 | Target:   54.80 | Risk: LOW        | Conf: 100%
  GPECO.NS        | Price:  371.15 | Target:  295.97 | Risk: LOW        | Conf: 100%
  RPPINFRA.NS     | Price:   57.47 | Target:   44.08 | Risk: LOW        | Conf: 100%
  PYRAMID.NS      | Price:  161.50 | Target:  123.31 | Risk: LOW        | Conf: 100%
  PRIMO.NS        | Price:   22.16 | Target:   14.75 | Risk: LOW        | Conf: 100%
  TARACHAND.NS    | Price:   47.95 | Target:   33.94 | Risk: LOW        | Conf: 100%
  RADIANTCMS.NS   | Price:   34.10 | Target:   27.37 | Risk: LOW        | Conf: 100%
  ESSARSHPNG.NS   | Price:   15.81 | Target:   11.15 | Risk: LOW        | Conf: 100%
  EIFFL.NS        | Price:  256.30 | Target:  169.71 | Risk: LOW        | Conf: 100%
  SURAJLTD.NS     | Price:  203.32 | Target:  160.22 | Risk: LOW        | Conf: 100%
  MBLINFRA.NS     | Price:   24.28 | Target:   19.79 | Risk: LOW        | Conf: 100%
  PRECOT.NS       | Price:  721.60 | Target:  444.38 | Risk: LOW        | Conf: 100%
  ALLETEC.NS      | Price:  124.30 | Target:   93.62 | Risk: LOW        | Conf: 100%
  RBZJEWEL.NS     | Price:  137.38 | Target:  108.54 | Risk: LOW        | Conf: 100%
  RAMAPHO.NS      | Price:  122.83 | Target:  101.35 | Risk: LOW        | Conf: 80%
  ORIENTPPR.NS    | Price:   16.85 | Target:   13.40 | Risk: LOW        | Conf: 100%
  GVKPIL.NS       | Price:    2.32 | Target:    2.01 | Risk: LOW        | Conf: 100%
  LIBERTSHOE.NS   | Price:  241.10 | Target:  199.21 | Risk: LOW        | Conf: 100%
  BELLACASA.NS    | Price:  223.98 | Target:  171.47 | Risk: LOW        | Conf: 100%
  BMWVENTLTD.NS   | Price:   57.18 | Target:   45.89 | Risk: LOW        | Conf: 100%
  ADVANIHOTR.NS   | Price:   49.46 | Target:   42.25 | Risk: LOW        | Conf: 100%
  TRACXN.NS       | Price:   28.23 | Target:   23.93 | Risk: LOW        | Conf: 100%
  GUJAPOLLO.NS    | Price:  350.70 | Target:  263.93 | Risk: LOW        | Conf: 100%
  PTL.NS          | Price:   38.24 | Target:   34.50 | Risk: LOW        | Conf: 100%
  EFFWA.NS        | Price:  350.00 | Target:  291.32 | Risk: LOW        | Conf: 100%
  MEGATHERM.NS    | Price:  190.40 | Target:  152.13 | Risk: LOW        | Conf: 100%
  SUKHJITS.NS     | Price:  155.21 | Target:  125.49 | Risk: LOW        | Conf: 100%
  MGEL.NS         | Price:   14.80 | Target:   11.32 | Risk: LOW        | Conf: 100%
  CGRAPHICS.NS    | Price:  138.35 | Target:  110.60 | Risk: LOW        | Conf: 100%
  TERASOFT.NS     | Price:  329.45 | Target:  181.61 | Risk: LOW        | Conf: 100%
  VINYLINDIA.NS   | Price:  235.75 | Target:  194.65 | Risk: LOW        | Conf: 100%
  EUROBOND.NS     | Price:  157.35 | Target:  127.71 | Risk: LOW        | Conf: 100%
  MIRZAINT.NS     | Price:   31.07 | Target:   26.21 | Risk: LOW        | Conf: 100%
  ATMASTCO.NS     | Price:  140.55 | Target:  111.75 | Risk: LOW        | Conf: 100%
  NAHARINDUS.NS   | Price:  117.62 | Target:   85.29 | Risk: LOW        | Conf: 80%
  CYBERTECH.NS    | Price:  135.54 | Target:  114.68 | Risk: LOW        | Conf: 100%
  MEDICAMEQ.NS    | Price:  228.73 | Target:  173.50 | Risk: LOW        | Conf: 100%
  HCL-INSYS.NS    | Price:   11.26 | Target:    9.06 | Risk: LOW        | Conf: 100%
  MODINATUR.NS    | Price:  354.60 | Target:  283.37 | Risk: LOW        | Conf: 100%
  VRAJ.NS         | Price:  120.84 | Target:  103.71 | Risk: LOW        | Conf: 100%
  XTGLOBAL.NS     | Price:   29.02 | Target:   20.12 | Risk: LOW        | Conf: 100%
  DAVANGERE.NS    | Price:    2.99 | Target:    2.31 | Risk: LOW        | Conf: 100%
  HIGREEN.NS      | Price:  129.25 | Target:  107.02 | Risk: LOW        | Conf: 100%
  NDL.NS          | Price:    2.25 | Target:    1.90 | Risk: LOW        | Conf: 100%
  SAHAJSOLAR.NS   | Price:  106.00 | Target:   84.91 | Risk: LOW        | Conf: 100%
  SPENCERS.NS     | Price:   30.57 | Target:   23.23 | Risk: LOW        | Conf: 100%
  POLYSIL.NS      | Price:   60.90 | Target:   29.76 | Risk: LOW        | Conf: 100%
  LORDSCHLO.NS    | Price:  133.04 | Target:  102.25 | Risk: LOW        | Conf: 100%
  THOMASCOTT.NS   | Price:  288.80 | Target:  169.84 | Risk: LOW        | Conf: 100%
  MCLEODRUSS.NS   | Price:   47.58 | Target:   35.39 | Risk: LOW        | Conf: 100%
  PANSARI.NS      | Price:  312.60 | Target:  213.99 | Risk: LOW        | Conf: 100%
  MONEYBOXX.NS    | Price:   55.16 | Target:   41.04 | Risk: LOW        | Conf: 100%
  SOUTHWEST.NS    | Price:  215.37 | Target:  161.39 | Risk: LOW        | Conf: 100%
  SRGHFL.NS       | Price:  260.10 | Target:  193.94 | Risk: LOW        | Conf: 100%
  RBMINFRA.NS     | Price:  223.15 | Target:  167.52 | Risk: LOW        | Conf: 100%
  EMAMIREAL.NS    | Price:   71.46 | Target:   55.33 | Risk: LOW        | Conf: 100%
  MANORG.NS       | Price:  440.35 | Target:  362.24 | Risk: LOW        | Conf: 100%
  REMSONSIND.NS   | Price:   82.75 | Target:   63.96 | Risk: LOW        | Conf: 80%
  BANSWRAS.NS     | Price:  115.45 | Target:   94.25 | Risk: LOW        | Conf: 100%
  S&SPOWER.NS     | Price:  277.35 | Target:  164.35 | Risk: LOW        | Conf: 100%
  RUBFILA.NS      | Price:   69.27 | Target:   53.40 | Risk: LOW        | Conf: 100%
  GENUSPAPER.NS   | Price:   11.43 | Target:    8.40 | Risk: LOW        | Conf: 100%
  DENORA.NS       | Price:  835.65 | Target:  663.11 | Risk: LOW        | Conf: 100%
  RHL.NS          | Price:  166.00 | Target:  136.53 | Risk: LOW        | Conf: 100%
  TICL.NS         | Price:    9.64 | Target:    6.89 | Risk: LOW        | Conf: 80%
  SPCENET.NS      | Price:    3.36 | Target:    2.16 | Risk: LOW        | Conf: 100%
  JKIPL.NS        | Price:   95.31 | Target:   69.04 | Risk: LOW        | Conf: 100%
  NILAINFRA.NS    | Price:    6.96 | Target:    5.67 | Risk: LOW        | Conf: 100%
  UNIDT.NS        | Price:  220.77 | Target:  166.45 | Risk: LOW        | Conf: 100%
  VISHNUINFR.NS   | Price:  155.00 | Target:  130.57 | Risk: LOW        | Conf: 100%
  AVPINFRA.NS     | Price:   58.90 | Target:   46.42 | Risk: LOW        | Conf: 100%
  GOACARBON.NS    | Price:  355.65 | Target:  306.79 | Risk: LOW        | Conf: 100%
  RUCHIRA.NS      | Price:  101.93 | Target:   86.01 | Risk: LOW        | Conf: 100%
  PHANTOMFX.NS    | Price:  133.45 | Target:   75.38 | Risk: LOW        | Conf: 100%
  SAKUMA.NS       | Price:    1.55 | Target:    1.28 | Risk: LOW        | Conf: 100%
  ASMS.NS         | Price:    7.03 | Target:    5.52 | Risk: LOW        | Conf: 100%
  VIKASLIFE.NS    | Price:    1.20 | Target:    1.09 | Risk: LOW        | Conf: 100%
  GOLDKART.NS     | Price:   86.00 | Target:   70.18 | Risk: LOW        | Conf: 100%
  DYNPRO.NS       | Price:  226.45 | Target:  165.39 | Risk: LOW        | Conf: 100%
  APCL.NS         | Price:  103.07 | Target:   79.60 | Risk: LOW        | Conf: 100%
  SHREEKARNI.NS   | Price:  363.95 | Target:  269.84 | Risk: LOW        | Conf: 100%
  ROSSELLIND.NS   | Price:   56.15 | Target:   43.79 | Risk: LOW        | Conf: 80%
  BCONCEPTS.NS    | Price:  159.70 | Target:  114.86 | Risk: LOW        | Conf: 100%
  INM.NS          | Price:  164.05 | Target:  152.94 | Risk: LOW        | Conf: 100%
  SYSTANGO.NS     | Price:  210.50 | Target:  176.09 | Risk: LOW        | Conf: 100%
  VGL.NS          | Price:   58.06 | Target:   42.61 | Risk: LOW        | Conf: 100%
  INSPIRISYS.NS   | Price:   91.49 | Target:   66.76 | Risk: LOW        | Conf: 100%
  WTICAB.NS       | Price:  103.05 | Target:   80.57 | Risk: LOW        | Conf: 100%
  SHIVAMAUTO.NS   | Price:   15.32 | Target:   13.33 | Risk: LOW        | Conf: 100%
  GINNIFILA.NS    | Price:   44.42 | Target:   35.55 | Risk: LOW        | Conf: 100%
  BALAJEE.NS      | Price:   26.26 | Target:   20.81 | Risk: LOW        | Conf: 100%
  RCOM.NS         | Price:    0.79 | Target:    0.69 | Risk: LOW        | Conf: 100%
  BROOKS.NS       | Price:   59.08 | Target:   46.64 | Risk: LOW        | Conf: 100%
  NECLIFE.NS      | Price:   10.29 | Target:    7.53 | Risk: LOW        | Conf: 100%
  EXXARO.NS       | Price:    6.10 | Target:    4.98 | Risk: LOW        | Conf: 80%
  BPL.NS          | Price:   50.33 | Target:   41.49 | Risk: LOW        | Conf: 100%
  HARRMALAYA.NS   | Price:  192.53 | Target:  141.36 | Risk: LOW        | Conf: 100%
  MANCREDIT.NS    | Price:  222.03 | Target:  134.64 | Risk: LOW        | Conf: 100%
  URAVIDEF.NS     | Price:  103.51 | Target:   79.02 | Risk: LOW        | Conf: 100%
  RACE.NS         | Price:  102.12 | Target:   75.26 | Risk: LOW        | Conf: 100%
  SKP.NS          | Price:  153.20 | Target:  123.15 | Risk: LOW        | Conf: 100%
  VLEGOV.NS       | Price:    9.35 | Target:    8.42 | Risk: LOW        | Conf: 100%
  DPWIRES.NS      | Price:  160.07 | Target:  135.00 | Risk: LOW        | Conf: 100%
  VIKASECO.NS     | Price:    1.08 | Target:    0.94 | Risk: LOW        | Conf: 100%
  APOLSINHOT.NS   | Price: 1184.70 | Target:  948.56 | Risk: LOW        | Conf: 80%
  BYKE.NS         | Price:   31.50 | Target:   24.70 | Risk: LOW        | Conf: 100%
  VARDHACRLC.NS   | Price:   43.98 | Target:   36.83 | Risk: LOW        | Conf: 80%
  SHRADHA.NS      | Price:   33.88 | Target:   27.51 | Risk: LOW        | Conf: 60%
  AFFORDABLE.NS   | Price:  170.00 | Target:  126.69 | Risk: LOW        | Conf: 100%
  ATLANTAA.NS     | Price:   38.95 | Target:   23.94 | Risk: LOW        | Conf: 80%
  GOLDTECH.NS     | Price:   48.12 | Target:   35.32 | Risk: LOW        | Conf: 100%
  PPAP.NS         | Price:  271.70 | Target:  191.47 | Risk: LOW        | Conf: 80%
  NATHBIOGEN.NS   | Price:  153.83 | Target:  131.37 | Risk: LOW        | Conf: 100%
  DIAMINESQ.NS    | Price:  238.98 | Target:  171.84 | Risk: LOW        | Conf: 100%
  VIPCLOTHNG.NS   | Price:   20.81 | Target:   17.13 | Risk: LOW        | Conf: 100%
  AUTOIND.NS      | Price:   85.04 | Target:   58.23 | Risk: LOW        | Conf: 100%
  RVHL.NS         | Price:   41.72 | Target:   30.15 | Risk: LOW        | Conf: 100%
  SOMATEX.NS      | Price:   85.94 | Target:   66.85 | Risk: LOW        | Conf: 100%
  NAGAFERT.NS     | Price:    2.26 | Target:    2.13 | Risk: LOW        | Conf: 100%
  SUPREME.NS      | Price:   39.28 | Target:   26.46 | Risk: LOW        | Conf: 100%
  PILITA.NS       | Price:    8.00 | Target:    5.96 | Risk: LOW        | Conf: 100%
  GLOBALVECT.NS   | Price:  149.02 | Target:  115.67 | Risk: LOW        | Conf: 100%
  GOYALSALT.NS    | Price:  105.20 | Target:   91.72 | Risk: LOW        | Conf: 100%
  KCEIL.NS        | Price:   76.45 | Target:   56.72 | Risk: LOW        | Conf: 100%
  AIRAN.NS        | Price:   14.95 | Target:   13.10 | Risk: LOW        | Conf: 80%
  DELPHIFX.NS     | Price:    6.55 | Target:    4.82 | Risk: LOW        | Conf: 100%
  MODIRUBBER.NS   | Price:  117.75 | Target:   91.03 | Risk: LOW        | Conf: 100%
  SHREYANIND.NS   | Price:  127.83 | Target:   98.64 | Risk: LOW        | Conf: 100%
  UFO.NS          | Price:   64.82 | Target:   53.06 | Risk: LOW        | Conf: 100%
  YASHOPTICS.NS   | Price:  111.20 | Target:  100.81 | Risk: LOW        | Conf: 100%
  GSMFOILS.NS     | Price:   83.85 | Target:   12.31 | Risk: LOW        | Conf: 100%
  VSTL.NS         | Price:  106.39 | Target:   89.06 | Risk: LOW        | Conf: 100%
  KOTYARK.NS      | Price:   34.55 | Target:   24.90 | Risk: LOW        | Conf: 100%
  ZEELEARN.NS     | Price:    7.76 | Target:    5.98 | Risk: LOW        | Conf: 100%
  TRANSTEEL.NS    | Price:   83.00 | Target:   47.59 | Risk: LOW        | Conf: 100%
  NDLVENTURE.NS   | Price:  116.08 | Target:   89.07 | Risk: LOW        | Conf: 100%
  CCHHL.NS        | Price:   12.34 | Target:    9.29 | Risk: LOW        | Conf: 100%
  MEGASTAR.NS     | Price:  308.45 | Target:  236.33 | Risk: LOW        | Conf: 100%
  SURANAT&P.NS    | Price:   16.15 | Target:   11.73 | Risk: LOW        | Conf: 100%
  VIRINCHI.NS     | Price:   15.16 | Target:   12.16 | Risk: LOW        | Conf: 100%
  DUGLOBAL.NS     | Price:   23.60 | Target:   17.89 | Risk: LOW        | Conf: 100%
  MADHAVBAUG.NS   | Price:  165.50 | Target:  137.45 | Risk: LOW        | Conf: 100%
  KDL.NS          | Price:   88.55 | Target:   55.73 | Risk: LOW        | Conf: 100%
  REPL.NS         | Price:   60.18 | Target:   44.09 | Risk: LOW        | Conf: 100%
  IPSL.NS         | Price:  215.00 | Target:  207.50 | Risk: LOW        | Conf: 100%
  KAMOPAINTS.NS   | Price:    4.35 | Target:    3.34 | Risk: LOW        | Conf: 100%
  DUCOL.NS        | Price:  103.55 | Target:   88.60 | Risk: LOW        | Conf: 100%
  GILLANDERS.NS   | Price:   89.05 | Target:   66.52 | Risk: LOW        | Conf: 60%
  COASTCORP.NS    | Price:   41.76 | Target:   25.71 | Risk: LOW        | Conf: 100%
  AHLEAST.NS      | Price:  139.73 | Target:  119.48 | Risk: LOW        | Conf: 80%
  ZODIACLOTH.NS   | Price:   74.49 | Target:   62.83 | Risk: LOW        | Conf: 100%
  DRCSYSTEMS.NS   | Price:   12.83 | Target:   10.27 | Risk: LOW        | Conf: 100%
  INTENTECH.NS    | Price:   80.22 | Target:   58.01 | Risk: LOW        | Conf: 100%
  PIGL.NS         | Price:  105.00 | Target:   75.08 | Risk: LOW        | Conf: 100%
  MKPL.NS         | Price:    4.16 | Target:    3.53 | Risk: LOW        | Conf: 80%
  MURUDCERA.NS    | Price:   30.43 | Target:   25.59 | Risk: LOW        | Conf: 80%
  AERONEU.NS      | Price:   84.36 | Target:   64.30 | Risk: LOW        | Conf: 80%
  GENCON.NS       | Price:   38.39 | Target:   32.43 | Risk: LOW        | Conf: 100%
  NIRAJ.NS        | Price:   27.78 | Target:   22.21 | Risk: LOW        | Conf: 100%
  SPCL.NS         | Price:   61.30 | Target:   49.75 | Risk: LOW        | Conf: 100%
  CHEMBOND.NS     | Price:  166.00 | Target:  117.18 | Risk: LOW        | Conf: 100%
  NAVKARURB.NS    | Price:    0.96 | Target:    0.72 | Risk: LOW        | Conf: 100%
  DEVIT.NS        | Price:   24.97 | Target:   18.42 | Risk: LOW        | Conf: 100%
  KCK.NS          | Price:   14.80 | Target:   10.46 | Risk: LOW        | Conf: 100%
  FIDEL.NS        | Price:  133.60 | Target:  105.17 | Risk: LOW        | Conf: 100%
  UNITEDTEA.NS    | Price:  451.65 | Target:  376.50 | Risk: LOW        | Conf: 100%
  BASML.NS        | Price:   24.76 | Target:   19.41 | Risk: LOW        | Conf: 100%
  KRITIKA.NS      | Price:    5.62 | Target:    4.12 | Risk: LOW        | Conf: 100%
  MARALOVER.NS    | Price:   52.02 | Target:   36.74 | Risk: LOW        | Conf: 100%
  VETO.NS         | Price:  122.51 | Target:  100.17 | Risk: LOW        | Conf: 80%
  PRITIKA.NS      | Price:   59.55 | Target:   47.00 | Risk: LOW        | Conf: 100%
  GRCL.NS         | Price:  505.95 | Target:  420.22 | Risk: LOW        | Conf: 100%
  SETCO.NS        | Price:   16.83 | Target:   15.19 | Risk: LOW        | Conf: 100%
  LOTUSEYE.NS     | Price:  115.51 | Target:   96.41 | Risk: LOW        | Conf: 80%
  WINSOL.NS       | Price:  113.75 | Target:   86.79 | Risk: LOW        | Conf: 100%
  IBULLSLTD.NS    | Price:   25.75 | Target:   17.87 | Risk: LOW        | Conf: 100%
  EMMIL.NS        | Price:  124.15 | Target:   95.79 | Risk: LOW        | Conf: 80%
  PRAXIS.NS       | Price:    5.51 | Target:    2.63 | Risk: LOW        | Conf: 100%
  DGCONTENT.NS    | Price:   23.80 | Target:   17.03 | Risk: LOW        | Conf: 100%
  SADBHAV.NS      | Price:    7.99 | Target:    5.46 | Risk: LOW        | Conf: 100%
  ASPINWALL.NS    | Price:  235.41 | Target:  185.84 | Risk: LOW        | Conf: 100%
  DRONE.NS        | Price:   38.60 | Target:   30.44 | Risk: LOW        | Conf: 100%
  NECCLTD.NS      | Price:   14.37 | Target:   11.49 | Risk: LOW        | Conf: 100%
  LLOYDS.NS       | Price:   63.00 | Target:   49.61 | Risk: LOW        | Conf: 100%
  RHFL.NS         | Price:    1.73 | Target:    1.41 | Risk: LOW        | Conf: 100%
