NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-10 06:37:09

BUY SIGNALS (727):
  HAL.NS          | Price: 4971.20 | Entry: 4871.78 | Target: 5499.06 | Risk: LOW       
  SUBROS.NS       | Price:  715.00 | Target:  639.57 | Risk: LOW        | Conf: 80%
  CRAMC.NS        | Price:  239.55 | Target:  210.14 | Risk: LOW        | Conf: 100%
  RALLIS.NS       | Price:  202.72 | Target:  182.75 | Risk: LOW        | Conf: 100%
  GOKEX.NS        | Price:  773.85 | Target:  678.39 | Risk: LOW        | Conf: 100%
  ASHAPURMIN.NS   | Price:  542.35 | Target:  442.35 | Risk: LOW        | Conf: 100%
  SWSOLAR.NS      | Price:  183.60 | Target:  153.14 | Risk: LOW        | Conf: 100%
  PICCADIL.NS     | Price:  602.50 | Target:  509.00 | Risk: LOW        | Conf: 100%
  INDIAGLYCO.NS   | Price:  303.10 | Target: -192.58 | Risk: NORMAL     | Conf: 80%
  PILANIINVS.NS   | Price: 4188.50 | Target: 3789.32 | Risk: LOW        | Conf: 100%
  IMFA.NS         | Price: 1295.70 | Target: 1079.24 | Risk: LOW        | Conf: 100%
  GHCL.NS         | Price:  423.00 | Target:  381.37 | Risk: LOW        | Conf: 100%
  SAATVIKGL.NS    | Price:  410.20 | Target:  345.20 | Risk: LOW        | Conf: 100%
  MASFIN.NS       | Price:  289.50 | Target:  248.43 | Risk: LOW        | Conf: 100%
  SENCO.NS        | Price:  351.80 | Target:  291.07 | Risk: LOW        | Conf: 100%
  FISCHER.NS      | Price:   34.76 | Target:   27.42 | Risk: LOW        | Conf: 100%
  KSCL.NS         | Price:  722.35 | Target:  635.62 | Risk: LOW        | Conf: 100%
  SHOPERSTOP.NS   | Price:  378.50 | Target:  302.91 | Risk: LOW        | Conf: 80%
  INDIGOPNTS.NS   | Price: 1095.30 | Target:  903.17 | Risk: LOW        | Conf: 80%
  FIEMIND.NS      | Price: 2003.70 | Target: 1729.91 | Risk: LOW        | Conf: 100%
  TVSSCS.NS       | Price:  124.50 | Target:   96.59 | Risk: LOW        | Conf: 100%
  BANSALWIRE.NS   | Price:  308.70 | Target:  271.08 | Risk: LOW        | Conf: 100%
  CRIZAC.NS       | Price:  176.82 | Target:  144.52 | Risk: LOW        | Conf: 80%
  CAPILLARY.NS    | Price:  450.75 | Target:  371.75 | Risk: LOW        | Conf: 100%
  OPTIEMUS.NS     | Price:  556.00 | Target:  438.89 | Risk: LOW        | Conf: 100%
  DATAMATICS.NS   | Price:  767.90 | Target:  666.04 | Risk: LOW        | Conf: 100%
  WEBELSOLAR.NS   | Price:   75.52 | Target:   58.59 | Risk: LOW        | Conf: 100%
  PTC.NS          | Price:  154.95 | Target:  139.65 | Risk: LOW        | Conf: 80%
  ROUTE.NS        | Price:  500.85 | Target:  429.56 | Risk: LOW        | Conf: 80%
  ZAGGLE.NS       | Price:  183.04 | Target:  150.13 | Risk: LOW        | Conf: 100%
  ORIANA.NS       | Price: 1217.65 | Target:  912.47 | Risk: LOW        | Conf: 100%
  PDSL.NS         | Price:  350.20 | Target:  296.52 | Risk: LOW        | Conf: 100%
  JSFB.NS         | Price:  526.45 | Target:  436.77 | Risk: LOW        | Conf: 100%
  JKIL.NS         | Price:  484.40 | Target:  438.60 | Risk: LOW        | Conf: 100%
  MIDWESTLTD.NS   | Price: 1055.60 | Target:  884.74 | Risk: LOW        | Conf: 100%
  ANUP.NS         | Price: 1749.10 | Target: 1508.46 | Risk: LOW        | Conf: 80%
  REFEX.NS        | Price:  272.60 | Target:  230.31 | Risk: LOW        | Conf: 100%
  NIITMTS.NS      | Price:  224.38 | Target:  188.95 | Risk: LOW        | Conf: 100%
  DBCORP.NS       | Price:  192.48 | Target:  171.40 | Risk: LOW        | Conf: 100%
  NACLIND.NS      | Price:  161.59 | Target:  131.56 | Risk: LOW        | Conf: 100%
  SJS.NS          | Price: 2322.80 | Target: 1955.80 | Risk: LOW        | Conf: 100%
  NFL.NS          | Price:   69.70 | Target:   63.65 | Risk: LOW        | Conf: 100%
  VSTTILLERS.NS   | Price: 4101.20 | Target: 3652.74 | Risk: LOW        | Conf: 100%
  INDRAMEDCO.NS   | Price:  360.20 | Target:  321.99 | Risk: LOW        | Conf: 100%
  PACEDIGITK.NS   | Price:  160.69 | Target:  135.98 | Risk: LOW        | Conf: 100%
  VSTIND.NS       | Price:  206.66 | Target:  193.90 | Risk: LOW        | Conf: 100%
  SAMHI.NS        | Price:  156.07 | Target:  138.63 | Risk: LOW        | Conf: 80%
  ORIENTCEM.NS    | Price:  125.88 | Target:  110.91 | Risk: LOW        | Conf: 100%
  ORIENTELEC.NS   | Price:  173.84 | Target:  149.10 | Risk: LOW        | Conf: 100%
  GOPAL.NS        | Price:  260.45 | Target:  227.86 | Risk: LOW        | Conf: 100%
  BHARATRAS.NS    | Price: 1190.90 | Target: 1017.29 | Risk: LOW        | Conf: 100%
  HUBTOWN.NS      | Price:  183.28 | Target:  148.65 | Risk: LOW        | Conf: 100%
  DCAL.NS         | Price:  169.44 | Target:  142.54 | Risk: LOW        | Conf: 100%
  AWFIS.NS        | Price:  250.05 | Target:  199.69 | Risk: LOW        | Conf: 100%
  MOSCHIP.NS      | Price:  209.37 | Target:  176.72 | Risk: LOW        | Conf: 100%
  RAMKY.NS        | Price:  337.50 | Target:  276.82 | Risk: LOW        | Conf: 100%
  GOLDIAM.NS      | Price:  327.50 | Target:  278.38 | Risk: LOW        | Conf: 100%
  JTEKTINDIA.NS   | Price:  121.26 | Target:  106.28 | Risk: LOW        | Conf: 100%
  HEMIPROP.NS     | Price:  121.70 | Target:  108.66 | Risk: LOW        | Conf: 100%
  KIRLOSIND.NS    | Price: 3613.50 | Target: 3212.75 | Risk: LOW        | Conf: 100%
  CAMLINFINE.NS   | Price:  104.10 | Target:   87.79 | Risk: LOW        | Conf: 100%
  VAIBHAVGBL.NS   | Price:  216.22 | Target:  186.50 | Risk: LOW        | Conf: 100%
  LUXIND.NS       | Price: 1113.60 | Target:  957.10 | Risk: LOW        | Conf: 100%
  MCLOUD.NS       | Price:   25.94 | Target:   21.36 | Risk: LOW        | Conf: 100%
  TRUALT.NS       | Price:  417.20 | Target:  349.13 | Risk: LOW        | Conf: 100%
  ARSSBL.NS       | Price:  505.45 | Target:  425.68 | Risk: LOW        | Conf: 100%
  MEDIASSIST.NS   | Price:  328.95 | Target:  272.40 | Risk: LOW        | Conf: 100%
  GOCOLORS.NS     | Price:  322.70 | Target:  264.50 | Risk: LOW        | Conf: 100%
  GKENERGY.NS     | Price:  129.25 | Target:  103.41 | Risk: LOW        | Conf: 100%
  INDOSTAR.NS     | Price:  247.83 | Target:  204.07 | Risk: LOW        | Conf: 100%
  POCL.NS         | Price:  461.50 | Target:  390.66 | Risk: LOW        | Conf: 100%
  ROSSARI.NS      | Price:  452.80 | Target:  377.51 | Risk: LOW        | Conf: 100%
  BALMLAWRIE.NS   | Price:  174.76 | Target:  159.65 | Risk: LOW        | Conf: 60%
  BHAGCHEM.NS     | Price:  259.00 | Target:  219.34 | Risk: LOW        | Conf: 100%
  NAVNETEDUL.NS   | Price:  127.50 | Target:  116.02 | Risk: LOW        | Conf: 100%
  INDOTHAI.NS     | Price:   43.43 | Target:   29.09 | Risk: LOW        | Conf: 100%
  BBL.NS          | Price: 2243.70 | Target: 1955.02 | Risk: LOW        | Conf: 100%
  PROTEAN.NS      | Price:  493.85 | Target:  419.48 | Risk: LOW        | Conf: 100%
  BOMDYEING.NS    | Price:  112.48 | Target:   94.25 | Risk: LOW        | Conf: 100%
  FLAIR.NS        | Price:  240.61 | Target:  213.57 | Risk: LOW        | Conf: 100%
  KKCL.NS         | Price:  506.20 | Target:  432.40 | Risk: LOW        | Conf: 60%
  EPACK.NS        | Price:  189.18 | Target:  164.74 | Risk: LOW        | Conf: 100%
  ARKADE.NS       | Price:  123.00 | Target:  103.39 | Risk: LOW        | Conf: 100%
  PSPPROJECT.NS   | Price:  867.05 | Target:  750.32 | Risk: LOW        | Conf: 100%
  STYLAMIND.NS    | Price: 3347.40 | Target: 2797.19 | Risk: LOW        | Conf: 100%
  PARKHOTELS.NS   | Price:  111.06 | Target:   93.95 | Risk: LOW        | Conf: 100%
  GLOBUSSPR.NS    | Price:  838.65 | Target:  741.42 | Risk: LOW        | Conf: 100%
  DDEVPLSTIK.NS   | Price:  263.00 | Target:  230.89 | Risk: LOW        | Conf: 100%
  PATELENG.NS     | Price:   27.10 | Target:   23.36 | Risk: LOW        | Conf: 100%
  GANECOS.NS      | Price: 1037.40 | Target:  859.76 | Risk: LOW        | Conf: 80%
  SAGCEM.NS       | Price:  152.00 | Target:  127.02 | Risk: LOW        | Conf: 100%
  SIYSIL.NS       | Price:  540.10 | Target:  446.08 | Risk: LOW        | Conf: 100%
  EUROPRATIK.NS   | Price:  254.55 | Target:  210.71 | Risk: LOW        | Conf: 100%
  HPL.NS          | Price:  299.90 | Target:  262.06 | Risk: LOW        | Conf: 100%
  EASEMYTRIP.NS   | Price:    5.82 | Target:    5.00 | Risk: LOW        | Conf: 100%
  ASHIANA.NS      | Price:  346.15 | Target:  304.02 | Risk: LOW        | Conf: 100%
  BRIGHOTEL.NS    | Price:   56.31 | Target:   48.46 | Risk: LOW        | Conf: 100%
  SANDHAR.NS      | Price:  631.85 | Target:  517.97 | Risk: LOW        | Conf: 100%
  SHK.NS          | Price:  145.51 | Target:  122.27 | Risk: LOW        | Conf: 100%
  EFCIL.NS        | Price:  187.65 | Target:  148.94 | Risk: LOW        | Conf: 100%
  ORISSAMINE.NS   | Price: 4136.10 | Target: 3478.64 | Risk: LOW        | Conf: 100%
  VEEDOL.NS       | Price: 1441.00 | Target: 1286.64 | Risk: LOW        | Conf: 60%
  AGIIL.NS        | Price:  283.25 | Target:  220.46 | Risk: LOW        | Conf: 80%
  SANGHVIMOV.NS   | Price:  435.95 | Target:  338.43 | Risk: LOW        | Conf: 80%
  MUTHOOTMF.NS    | Price:  196.86 | Target:  161.40 | Risk: LOW        | Conf: 100%
  ARVSMART.NS     | Price:  604.35 | Target:  492.84 | Risk: LOW        | Conf: 100%
  KPEL.NS         | Price:  227.57 | Target:  179.75 | Risk: LOW        | Conf: 100%
  PRAKASH.NS      | Price:  125.49 | Target:  106.48 | Risk: LOW        | Conf: 100%
  RPSGVENT.NS     | Price:  846.10 | Target:  734.80 | Risk: LOW        | Conf: 100%
  RAMCOIND.NS     | Price:  318.30 | Target:  267.23 | Risk: LOW        | Conf: 100%
  POKARNA.NS      | Price:  778.65 | Target:  586.04 | Risk: LOW        | Conf: 100%
  HONDAPOWER.NS   | Price: 1970.00 | Target: 1731.93 | Risk: LOW        | Conf: 100%
  SAKSOFT.NS      | Price:  148.40 | Target:  127.30 | Risk: LOW        | Conf: 100%
  MTNL.NS         | Price:   25.20 | Target:   21.63 | Risk: LOW        | Conf: 100%
  RELTD.NS        | Price:  152.63 | Target:  121.94 | Risk: LOW        | Conf: 100%
  DIGITIDE.NS     | Price:   89.80 | Target:   70.81 | Risk: LOW        | Conf: 100%
  NUCLEUS.NS      | Price:  701.05 | Target:  617.32 | Risk: LOW        | Conf: 100%
  SERVOTECH.NS    | Price:   78.27 | Target:   68.55 | Risk: LOW        | Conf: 100%
  AUTOAXLES.NS    | Price: 1676.30 | Target: 1470.51 | Risk: LOW        | Conf: 100%
  LAOPALA.NS      | Price:  166.13 | Target:  144.26 | Risk: LOW        | Conf: 100%
  DCXINDIA.NS     | Price:  169.50 | Target:  144.71 | Risk: LOW        | Conf: 100%
  HINDWAREAP.NS   | Price:  184.27 | Target:  154.74 | Risk: LOW        | Conf: 100%
  SOLARWORLD.NS   | Price:  141.50 | Target:  116.03 | Risk: LOW        | Conf: 100%
  TAJGVK.NS       | Price:  331.70 | Target:  287.86 | Risk: LOW        | Conf: 100%
  NITCO.NS        | Price:   94.30 | Target:   73.84 | Risk: LOW        | Conf: 80%
  VIKRAN.NS       | Price:   58.21 | Target:   49.20 | Risk: LOW        | Conf: 80%
  KALAMANDIR.NS   | Price:   85.41 | Target:   75.91 | Risk: LOW        | Conf: 100%
  SDBL.NS         | Price:   70.86 | Target:   60.39 | Risk: LOW        | Conf: 80%
  KCP.NS          | Price:  161.87 | Target:  124.98 | Risk: LOW        | Conf: 80%
  HATHWAY.NS      | Price:   10.24 | Target:    9.04 | Risk: LOW        | Conf: 100%
  REPCOHOME.NS    | Price:  355.15 | Target:  311.38 | Risk: LOW        | Conf: 80%
  ADFFOODS.NS     | Price:  273.55 | Target:  227.07 | Risk: LOW        | Conf: 80%
  PANACEABIO.NS   | Price:  388.10 | Target:  321.37 | Risk: LOW        | Conf: 100%
  GRMOVER.NS      | Price:   87.15 | Target:   73.43 | Risk: LOW        | Conf: 80%
  DIAMONDYD.NS    | Price: 1106.20 | Target:  959.66 | Risk: LOW        | Conf: 100%
  CAPACITE.NS     | Price:  199.00 | Target:  153.03 | Risk: LOW        | Conf: 100%
  HGS.NS          | Price:  385.40 | Target:  331.70 | Risk: LOW        | Conf: 100%
  JAICORPLTD.NS   | Price:   97.00 | Target:   84.65 | Risk: LOW        | Conf: 100%
  MBEL.NS         | Price:  261.15 | Target:  220.75 | Risk: LOW        | Conf: 100%
  BAJEL.NS        | Price:  179.50 | Target:  145.84 | Risk: LOW        | Conf: 100%
  SHALBY.NS       | Price:  147.59 | Target:  126.41 | Risk: LOW        | Conf: 100%
  NDRAUTO.NS      | Price:  713.15 | Target:  607.20 | Risk: LOW        | Conf: 100%
  FINOPB.NS       | Price:  138.66 | Target:  115.13 | Risk: LOW        | Conf: 100%
  SCILAL.NS       | Price:   38.63 | Target:   34.16 | Risk: LOW        | Conf: 100%
  LANDMARK.NS     | Price:  489.85 | Target:  390.40 | Risk: LOW        | Conf: 100%
  EIHAHOTELS.NS   | Price:  291.15 | Target:  251.27 | Risk: LOW        | Conf: 100%
  IPL.NS          | Price:  136.09 | Target:  121.70 | Risk: LOW        | Conf: 100%
  KICL.NS         | Price: 5129.50 | Target: 4449.68 | Risk: LOW        | Conf: 100%
  SULA.NS         | Price:  139.16 | Target:  121.78 | Risk: LOW        | Conf: 100%
  CANTABIL.NS     | Price:  238.82 | Target:  200.98 | Risk: LOW        | Conf: 100%
  DELTACORP.NS    | Price:   54.66 | Target:   46.41 | Risk: LOW        | Conf: 100%
  STUDDS.NS       | Price:  418.70 | Target:  368.27 | Risk: LOW        | Conf: 100%
  SASKEN.NS       | Price: 1838.50 | Target: 1468.21 | Risk: LOW        | Conf: 80%
  GEOJITFSL.NS    | Price:   79.14 | Target:   64.47 | Risk: LOW        | Conf: 80%
  IDEAFORGE.NS    | Price:  742.95 | Target:  594.72 | Risk: LOW        | Conf: 100%
  ACCELYA.NS      | Price: 1122.00 | Target: 1035.57 | Risk: LOW        | Conf: 60%
  WEL.NS          | Price:   74.12 | Target:    8.23 | Risk: LOW        | Conf: 100%
  INDIANHUME.NS   | Price:  369.80 | Target:  286.28 | Risk: LOW        | Conf: 100%
  DREDGECORP.NS   | Price: 1031.60 | Target:  828.78 | Risk: LOW        | Conf: 100%
  UGROCAP.NS      | Price:   83.20 | Target:   71.68 | Risk: LOW        | Conf: 100%
  HITECH.NS       | Price:   78.13 | Target:   63.73 | Risk: LOW        | Conf: 100%
  AMRUTANJAN.NS   | Price:  495.90 | Target:  401.95 | Risk: LOW        | Conf: 100%
  SHRINGARMS.NS   | Price:  217.00 | Target:  187.43 | Risk: LOW        | Conf: 80%
  VERANDA.NS      | Price:  231.43 | Target:  176.78 | Risk: LOW        | Conf: 100%
  PIXTRANS.NS     | Price: 1744.00 | Target: 1491.82 | Risk: LOW        | Conf: 100%
  WAAREEINDO.NS   | Price:  258.30 | Target:  203.82 | Risk: LOW        | Conf: 100%
  KERNEX.NS       | Price: 1700.00 | Target: 1194.64 | Risk: LOW        | Conf: 100%
  BGRENERGY.NS    | Price:  240.10 | Target:  170.51 | Risk: LOW        | Conf: 80%
  GTLINFRA.NS     | Price:    1.17 | Target:    0.99 | Risk: LOW        | Conf: 100%
  NIBE.NS         | Price: 1299.00 | Target: 1064.71 | Risk: LOW        | Conf: 100%
  ASALCBR.NS      | Price:  689.95 | Target:  603.90 | Risk: LOW        | Conf: 100%
  SPANDANA.NS     | Price:  234.12 | Target:  202.52 | Risk: LOW        | Conf: 100%
  SEPC.NS         | Price:    5.32 | Target:    4.21 | Risk: LOW        | Conf: 100%
  PRECAM.NS       | Price:  119.37 | Target:   96.14 | Risk: LOW        | Conf: 100%
  BETA.NS         | Price: 2094.50 | Target: 1511.21 | Risk: LOW        | Conf: 100%
  FUSION.NS       | Price:  192.17 | Target:  156.43 | Risk: LOW        | Conf: 100%
  NAVKARCORP.NS   | Price:   93.22 | Target:   82.25 | Risk: LOW        | Conf: 100%
  SPMLINFRA.NS    | Price:  173.93 | Target:  141.38 | Risk: LOW        | Conf: 100%
  JYOTISTRUC.NS   | Price:   10.13 | Target:    8.23 | Risk: LOW        | Conf: 100%
  DLINKINDIA.NS   | Price:  434.00 | Target:  379.59 | Risk: LOW        | Conf: 100%
  SANSTAR.NS      | Price:  108.87 | Target:   90.03 | Risk: LOW        | Conf: 80%
  DEN.NS          | Price:   27.20 | Target:   22.84 | Risk: LOW        | Conf: 100%
  DAMCAPITAL.NS   | Price:  143.61 | Target:  121.82 | Risk: LOW        | Conf: 100%
  ARIHANTSUP.NS   | Price:  223.35 | Target:  171.03 | Risk: LOW        | Conf: 100%
  SATIN.NS        | Price:  214.01 | Target:  179.36 | Risk: LOW        | Conf: 100%
  RAMASTEEL.NS    | Price:    4.01 | Target:    3.56 | Risk: LOW        | Conf: 100%
  JNKINDIA.NS     | Price:  426.35 | Target:  345.17 | Risk: LOW        | Conf: 100%
  HIMATSEIDE.NS   | Price:   68.80 | Target:   59.57 | Risk: LOW        | Conf: 100%
  SOLEX.NS        | Price:  713.20 | Target:  541.54 | Risk: LOW        | Conf: 100%
  IGARASHI.NS     | Price:  413.00 | Target:  358.14 | Risk: LOW        | Conf: 100%
  AWHCL.NS        | Price:  375.35 | Target:  326.56 | Risk: LOW        | Conf: 100%
  RUPA.NS         | Price:  141.07 | Target:  121.53 | Risk: LOW        | Conf: 100%
  SHRIRAMPPS.NS   | Price:   72.98 | Target:   62.11 | Risk: LOW        | Conf: 100%
  IVALUE.NS       | Price:  231.01 | Target:  170.13 | Risk: LOW        | Conf: 100%
  HESTERBIO.NS    | Price: 2321.90 | Target: 1870.97 | Risk: LOW        | Conf: 100%
  HMAAGRO.NS      | Price:   19.85 | Target:   16.09 | Risk: LOW        | Conf: 100%
  PLATIND.NS      | Price:  224.00 | Target:  177.34 | Risk: LOW        | Conf: 80%
  ORIENTTECH.NS   | Price:  237.76 | Target:  203.64 | Risk: LOW        | Conf: 100%
  EKC.NS          | Price:  103.54 | Target:   91.12 | Risk: LOW        | Conf: 100%
  SALASAR.NS      | Price:    5.07 | Target:    3.81 | Risk: LOW        | Conf: 100%
  CENTRUM.NS      | Price:   22.46 | Target:   18.73 | Risk: LOW        | Conf: 100%
  DOLATALGO.NS    | Price:   70.16 | Target:   57.75 | Risk: LOW        | Conf: 100%
  NIITLTD.NS      | Price:   94.17 | Target:   75.02 | Risk: LOW        | Conf: 100%
  DCMSRIND.NS     | Price:   42.54 | Target:   28.75 | Risk: LOW        | Conf: 100%
  RAJRILTD.NS     | Price:   21.11 | Target:   17.43 | Risk: LOW        | Conf: 100%
  SALZERELEC.NS   | Price:  551.00 | Target:  475.49 | Risk: LOW        | Conf: 80%
  GODAVARIB.NS    | Price:  235.51 | Target:  201.81 | Risk: LOW        | Conf: 80%
  JARO.NS         | Price:  437.85 | Target:  366.90 | Risk: LOW        | Conf: 100%
  SURAJEST.NS     | Price:  175.49 | Target:  143.20 | Risk: LOW        | Conf: 100%
  CIFL.NS         | Price:   20.12 | Target:   15.52 | Risk: LOW        | Conf: 100%
  MADRASFERT.NS   | Price:   62.77 | Target:   52.26 | Risk: LOW        | Conf: 100%
  RIIL.NS         | Price:  723.60 | Target:  621.97 | Risk: LOW        | Conf: 100%
  SUMEETINDS.NS   | Price:   11.21 | Target:    8.71 | Risk: LOW        | Conf: 100%
  SHREDIGCEM.NS   | Price:   70.00 | Target:   52.25 | Risk: LOW        | Conf: 100%
  ATULAUTO.NS     | Price:  450.50 | Target:  395.88 | Risk: LOW        | Conf: 100%
  AGARIND.NS      | Price:  440.10 | Target:  364.96 | Risk: LOW        | Conf: 100%
  CAPITALSFB.NS   | Price:  276.90 | Target:  238.74 | Risk: LOW        | Conf: 100%
  AURUM.NS        | Price:  219.85 | Target:  183.33 | Risk: LOW        | Conf: 100%
  ADVENTHTL.NS    | Price:  129.62 | Target:  103.19 | Risk: LOW        | Conf: 100%
  BUTTERFLY.NS    | Price:  610.60 | Target:  534.12 | Risk: LOW        | Conf: 100%
  BHARATWIRE.NS   | Price:  172.75 | Target:  143.34 | Risk: LOW        | Conf: 100%
  VASCONEQ.NS     | Price:   30.00 | Target:   25.32 | Risk: LOW        | Conf: 100%
  WALCHANNAG.NS   | Price:  210.82 | Target:  169.28 | Risk: LOW        | Conf: 100%
  WCIL.NS         | Price:   84.89 | Target:   73.13 | Risk: LOW        | Conf: 80%
  BOROSCI.NS      | Price:  125.00 | Target:  100.42 | Risk: LOW        | Conf: 80%
  MEIL.NS         | Price:  280.60 | Target:  212.01 | Risk: LOW        | Conf: 100%
  DSSL.NS         | Price: 1033.30 | Target:  854.37 | Risk: LOW        | Conf: 100%
  BAJAJINDEF.NS   | Price:  221.40 | Target:  179.31 | Risk: LOW        | Conf: 100%
  WEALTH.NS       | Price:  830.45 | Target:  724.75 | Risk: LOW        | Conf: 100%
  CONTROLPR.NS    | Price:  580.30 | Target:  493.03 | Risk: LOW        | Conf: 100%
  JINDALPHOT.NS   | Price: 1008.90 | Target:  817.47 | Risk: LOW        | Conf: 100%
  ELECTHERM.NS    | Price:  951.05 | Target:  797.69 | Risk: LOW        | Conf: 100%
  SRM.NS          | Price:  454.35 | Target:  359.46 | Risk: LOW        | Conf: 80%
  VILAS.NS        | Price:  353.60 | Target:  294.76 | Risk: LOW        | Conf: 100%
  AMNPLST.NS      | Price:  171.50 | Target:  134.88 | Risk: LOW        | Conf: 100%
  ZUARI.NS        | Price:  223.99 | Target:  188.38 | Risk: LOW        | Conf: 100%
  PASHUPATI.NS    | Price:   80.69 | Target:   67.76 | Risk: LOW        | Conf: 100%
  BCLIND.NS       | Price:   35.23 | Target:   29.43 | Risk: LOW        | Conf: 100%
  NELCAST.NS      | Price:  113.32 | Target:   95.36 | Risk: LOW        | Conf: 80%
  GEMAROMA.NS     | Price:  167.67 | Target:  135.04 | Risk: LOW        | Conf: 100%
  SWELECTES.NS    | Price:  571.80 | Target:  475.57 | Risk: LOW        | Conf: 100%
  OMINFRAL.NS     | Price:   81.56 | Target:   68.12 | Risk: LOW        | Conf: 100%
  5PAISA.NS       | Price:  333.15 | Target:  272.99 | Risk: LOW        | Conf: 100%
  PENINLAND.NS    | Price:   16.00 | Target:   12.13 | Risk: LOW        | Conf: 100%
  ESTER.NS        | Price:   91.11 | Target:   77.07 | Risk: LOW        | Conf: 100%
  KOKUYOCMLN.NS   | Price:   78.89 | Target:   66.29 | Risk: LOW        | Conf: 80%
  MAXIND.NS       | Price:  148.67 | Target:  124.34 | Risk: LOW        | Conf: 80%
  CREST.NS        | Price:  354.00 | Target:  285.84 | Risk: LOW        | Conf: 80%
  DHANBANK.NS     | Price:   30.84 | Target:   26.04 | Risk: LOW        | Conf: 100%
  UNIENTER.NS     | Price:   92.89 | Target:   76.61 | Risk: LOW        | Conf: 100%
  GGBL.NS         | Price:  216.30 | Target:  165.71 | Risk: LOW        | Conf: 100%
  GKWLIMITED.NS   | Price: 1555.00 | Target: 1326.75 | Risk: LOW        | Conf: 100%
  NDTV.NS         | Price:   72.98 | Target:   61.73 | Risk: LOW        | Conf: 80%
  FAIRCHEMOR.NS   | Price:  637.05 | Target:  562.60 | Risk: LOW        | Conf: 100%
  BHARATSE.NS     | Price:  218.90 | Target:  175.30 | Risk: LOW        | Conf: 100%
  GALAPREC.NS     | Price: 1027.00 | Target:  796.54 | Risk: LOW        | Conf: 80%
  OSWALGREEN.NS   | Price:   20.10 | Target:   16.73 | Risk: LOW        | Conf: 100%
  LEMERITE.NS     | Price:   21.16 | Target:   15.83 | Risk: LOW        | Conf: 100%
  OSWALAGRO.NS    | Price:   35.78 | Target:   29.83 | Risk: LOW        | Conf: 100%
  ADSL.NS         | Price:   99.59 | Target:   83.66 | Risk: LOW        | Conf: 100%
  HEXATRADEX.NS   | Price:  156.11 | Target:  134.94 | Risk: LOW        | Conf: 100%
  SARTELE.NS      | Price:   87.20 | Target:   65.22 | Risk: LOW        | Conf: 100%
  GULPOLY.NS      | Price:  178.25 | Target:  151.61 | Risk: LOW        | Conf: 100%
  SILVERTUC.NS    | Price:  143.97 | Target:   94.98 | Risk: LOW        | Conf: 100%
  JAYBARMARU.NS   | Price:  117.26 | Target:   95.34 | Risk: LOW        | Conf: 100%
  GICHSGFIN.NS    | Price:  137.21 | Target:  118.93 | Risk: LOW        | Conf: 100%
  IFBAGRO.NS      | Price:  874.00 | Target:  706.00 | Risk: LOW        | Conf: 100%
  BIRLAMONEY.NS   | Price:  122.58 | Target:  104.93 | Risk: LOW        | Conf: 100%
  APS.NS          | Price:  250.60 | Target:  187.03 | Risk: LOW        | Conf: 100%
  PVSL.NS         | Price:  100.99 | Target:   76.18 | Risk: LOW        | Conf: 100%
  BASILIC.NS      | Price:  185.55 | Target:  141.80 | Risk: LOW        | Conf: 100%
  ELIN.NS         | Price:   93.15 | Target:   72.69 | Risk: LOW        | Conf: 100%
  SKMEGGPROD.NS   | Price:  248.35 | Target:  196.29 | Risk: LOW        | Conf: 100%
  VAKRANGEE.NS    | Price:    5.48 | Target:    4.59 | Risk: LOW        | Conf: 100%
  SAURASHCEM.NS   | Price:   55.97 | Target:   46.76 | Risk: LOW        | Conf: 100%
  UFBL.NS         | Price:  715.00 | Target:  490.75 | Risk: LOW        | Conf: 100%
  TVSELECT.NS     | Price:  411.70 | Target:  352.31 | Risk: LOW        | Conf: 100%
  DISHTV.NS       | Price:    2.45 | Target:    2.07 | Risk: LOW        | Conf: 100%
  CCCL.NS         | Price:   14.15 | Target:   12.00 | Risk: LOW        | Conf: 100%
  TVTODAY.NS      | Price:  109.60 | Target:   88.41 | Risk: LOW        | Conf: 100%
  BLAL.NS         | Price:  162.51 | Target:  148.23 | Risk: LOW        | Conf: 100%
  SUYOG.NS        | Price:  690.00 | Target:  550.48 | Risk: LOW        | Conf: 100%
  NGLFINE.NS      | Price: 2739.30 | Target: 2002.73 | Risk: LOW        | Conf: 100%
  SNOWMAN.NS      | Price:   36.27 | Target:   31.47 | Risk: LOW        | Conf: 100%
  JITFINFRA.NS    | Price:  303.75 | Target:  250.77 | Risk: LOW        | Conf: 100%
  ORICONENT.NS    | Price:   51.61 | Target:   39.81 | Risk: LOW        | Conf: 100%
  WANBURY.NS      | Price:  244.05 | Target:  203.05 | Risk: LOW        | Conf: 100%
  ASAL.NS         | Price:  470.00 | Target:  403.18 | Risk: LOW        | Conf: 100%
  BIGBLOC.NS      | Price:   40.47 | Target:   33.39 | Risk: LOW        | Conf: 100%
  ZTECH.NS        | Price:  457.60 | Target:  374.19 | Risk: LOW        | Conf: 100%
  AMBIKCO.NS      | Price: 1612.70 | Target: 1428.59 | Risk: LOW        | Conf: 80%
  ELDEHSG.NS      | Price:  781.15 | Target:  627.81 | Risk: LOW        | Conf: 80%
  MALLCOM.NS      | Price:  981.00 | Target:  768.89 | Risk: LOW        | Conf: 100%
  MUFTI.NS        | Price:   74.33 | Target:   61.84 | Risk: LOW        | Conf: 100%
