NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-07 19:14:39

BUY SIGNALS (225):
  JIOFIN.NS       | Price:  251.02 | Entry:   246.0 | Target:  286.32 | Risk: LOW       
  OSIAHYPER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PODDARMENT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UFO.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCMNVL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UCAL.NS         | Price:  103.20 | Trend:   3.67% | Mom:   0.17% | Risk: LOW       
  GSMFOILS.NS     | Price:  210.35 | Trend:   5.13% | Mom:  -0.09% | Risk: LOW       
  INDOUS.NS       | Price:  112.58 | Trend:   0.29% | Mom:   5.35% | Risk: LOW       
  VSTL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYSREETEA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIVPHOTO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIVASTU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOTYARK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZEELEARN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NDLVENTURE.NS   | Price:  122.23 | Trend:   3.52% | Mom:  -1.48% | Risk: LOW       
  CCHHL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEGASTAR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURANAT&P.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TAKE.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RADIOCITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRITIKAUTO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIRINCHI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHAVDA.NS       | Price:  104.95 | Trend:   5.90% | Mom:   0.48% | Risk: LOW       
  RBS.NS          | Price:  106.20 | Trend:  23.33% | Mom:  -2.39% | Risk: LOW       
  SCPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KDL.NS          | Price:  158.50 | Trend:  17.15% | Mom:  -9.82% | Risk: LOW       
  REPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IPSL.NS         | Price:  239.70 | Trend:   0.44% | Mom:   6.16% | Risk: LOW       
  KAMOPAINTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TCL.NS          | Price:   95.50 | Trend:   3.49% | Mom:  -3.54% | Risk: LOW       
  SUPREMEINF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STARPAPER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NURECA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IVC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUDRA.NS        | Price:   20.29 | Trend:   8.30% | Mom: -11.51% | Risk: LOW       
  KOTARISUG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADHNANIQ.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GILLANDERS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COASTCORP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AHLEAST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAKHTISUG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZODIACLOTH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KMSUGAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRCSYSTEMS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OMAXAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INTENTECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PIGL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KALYANIFRG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MKPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARIHANTACA.NS   | Price:  479.55 | Trend:   0.12% | Mom:   0.14% | Risk: LOW       
  PONNIERODE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MURUDCERA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CPCAP.NS        | Price:   95.49 | Trend:   6.00% | Mom:  -0.72% | Risk: LOW       
  AERONEU.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALSTEEL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIRAJ.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATALREAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPCL.NS         | Price:   81.55 | Trend:   4.61% | Mom:  -7.01% | Risk: LOW       
  SHIVATEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMBOND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAVKARURB.NS    | Price:    0.84 | Trend:  -9.74% | Mom:   2.44% | Risk: LOW       
  CORDSCABLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABAN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WORTHPERI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DEVIT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIGYN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KCK.NS          | Price:   15.60 | Trend: -11.91% | Mom:  25.30% | Risk: LOW       
  BALAXI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MHLXMIRU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNITEDTEA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PKTEA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BASML.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRITIKA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHARAN.NS       | Price:    0.14 | Trend:  -9.44% | Mom:  27.27% | Risk: LOW       
  AMJLAND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOWIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEPHROCARE.NS   | Price:   82.85 | Trend:  13.19% | Mom:  -5.10% | Risk: LOW       
  TEAMGTY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARALOVER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VETO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PLAZACABLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SETCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOTUSEYE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RANASUG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJTV.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKSHARCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANIKINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMMIL.NS        | Price:  151.50 | Trend:   5.49% | Mom:  -4.69% | Risk: LOW       
  AAREYDRUGS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NATCAPSUQ.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAXIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAVDEFENCE.NS   | Price:   67.29 | Trend:   7.87% | Mom:  -1.16% | Risk: LOW       
  DGCONTENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADBHAV.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASPINWALL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRONE.NS        | Price:   48.75 | Trend:   1.22% | Mom:  -8.54% | Risk: LOW       
  GULFPETRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JMA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NECCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NITIRAJ.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EQUIPPP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RHFL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INCREDIBLE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIPSFILMS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARCHIDPLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTEXT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMMBI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEYFINSERV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESSENTIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TAINWALCHM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENFUSE.NS       | Price:  191.00 | Trend:   2.13% | Mom:   0.53% | Risk: LOW       
  ARVEE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIKKO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALPA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KESORAMIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DTIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVROIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PURVFLEXI.NS    | Price:   65.95 | Trend:  23.52% | Mom:  -4.63% | Risk: LOW       
  DESTINY.NS      | Price:  105.90 | Trend: -10.43% | Mom:   0.00% | Risk: LOW       
  IEML.NS         | Price:   77.20 | Trend:   1.36% | Mom:  -8.31% | Risk: LOW       
  BRNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANAKALUCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONAMLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISHWARAJ.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIVIMEDLAB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAENG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDTERRAIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KORE.NS         | Price:  145.85 | Trend:  26.95% | Mom:  -0.07% | Risk: LOW       
  LANCORHOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARVI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VASWANI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPERHOUSE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RSSOFTWARE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DYNAMIC.NS      | Price:  137.80 | Trend:  14.54% | Mom:  -2.96% | Risk: LOW       
  CORALFINAC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IVP.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMKAYTOOLS.NS   | Price:  103.00 | Trend:   0.67% | Mom: -11.97% | Risk: LOW       
  RUCHINFRA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TBI.NS          | Price:   67.30 | Trend:  -0.15% | Mom:  -9.12% | Risk: LOW       
  CROWN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAYAPROJ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENSER.NS        | Price:   15.55 | Trend:  17.61% | Mom:  -2.81% | Risk: LOW       
  WEIZMANIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOMICONVEY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAITREYA.NS     | Price:  182.90 | Trend:  -2.80% | Mom:   9.32% | Risk: LOW       
  USK.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHESHWARI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VR.NS           | Price:  147.65 | Trend:   0.44% | Mom:  -4.74% | Risk: LOW       
  MODTHREAD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKEC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DUCON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLLEX.NS       | Price:   31.05 | Trend:  -0.67% | Mom:   4.19% | Risk: LOW       
  HINDCON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  XELPMOC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXMOPIPES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAGNUM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISFT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AIROLAM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKTAARTS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIANCARD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALPHAGEO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GVPTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KREBSBIO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UMAEXPORTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADHAV.NS       | Price:  115.75 | Trend:   6.76% | Mom:   0.74% | Risk: LOW       
  HECPROJECT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HPIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SLONE.NS        | Price:  204.00 | Trend:   6.40% | Mom:  -3.80% | Risk: LOW       
  GANGESSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURANASOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INVENTURE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELCITY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZEAL.NS         | Price:   72.45 | Trend:  -1.89% | Mom:   0.42% | Risk: LOW       
  COMPUSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHYAMCENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAGNAM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMBHAAV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMLT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUSOMENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREENCHEF.NS    | Price:   50.00 | Trend:   2.38% | Mom:  -1.96% | Risk: LOW       
  BAIDFIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMARTLINK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SADBHIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SEMAC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VITAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JOCIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYLVANPLY.NS    | Price:   58.15 | Trend:  13.53% | Mom:  -9.14% | Risk: LOW       
  TRUST.NS        | Price:   38.35 | Trend:   5.10% | Mom:  -4.24% | Risk: LOW       
  MCL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WIPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIPULLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAMBODHARA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOVABLE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISHANCH.NS      | Price:   60.55 | Trend:   4.47% | Mom:  -3.35% | Risk: LOW       
  HDIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOYALTEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJSREESUG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALSEEDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAGFILMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAHALLOYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRSDILIP.NS     | Price:  119.50 | Trend:   5.57% | Mom:   0.00% | Risk: LOW       
  SECMARK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHEXPO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUBEXTUB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATTEYS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMPANN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARTNIRMAN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARMAT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FIBERWEB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCML.NS         | Price:  136.70 | Trend:   0.27% | Mom:  -1.65% | Risk: LOW       
  NEWJAISA.NS     | Price:   25.35 | Trend:  22.06% | Mom:  -3.06% | Risk: LOW       
  RAJMET.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXPOSURE.NS    | Price:   38.25 | Trend:   3.30% | Mom:  -6.59% | Risk: LOW       
  PAR.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEARDSELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIABLE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AKSHOPTFBR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOKSH.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAYONS.NS      | Price:   34.40 | Trend:  -2.50% | Mom:   0.15% | Risk: LOW       
  GROBTEA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REGENCERAM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYALAXMI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELCHEMQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOHINOOR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HILTON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PALASHSECU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOTAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASCOM.NS        | Price:  262.80 | Trend:  11.06% | Mom:  -3.56% | Risk: LOW       
  VAISHALI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OBCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOKYOPLAST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REFRACTORY.NS   | Price:   40.00 | Trend:   4.79% | Mom:  -6.54% | Risk: LOW       
  DIGIDRIVE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHANDARI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ODIGMA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAKATCEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KLL.NS          | Price:   40.45 | Trend:   0.49% | Mom:  -4.49% | Risk: LOW       
  MITCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TOUCHWOOD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAATECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPLIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHSTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARSSINFRA.NS    | Price:   54.27 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  NAMAN.NS        | Price:   55.60 | Trend:   3.29% | Mom:  -7.33% | Risk: LOW       
  PIONEEREMB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   44.30 | Trend:   2.59% | Mom:  -2.32% | Risk: LOW       
  GLOBE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHRUV.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONUINFRA.NS    | Price:   58.50 | Trend:   2.70% | Mom: -14.72% | Risk: LOW       
  SELMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAGSON.NS       | Price:  185.00 | Trend:  18.19% | Mom:  -0.54% | Risk: LOW       
  KEL.NS          | Price:   81.70 | Trend:  -0.14% | Mom:  -2.74% | Risk: LOW       
  CAPTRUST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATAM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LPDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROXHITECH.NS    | Price:   35.30 | Trend:   6.09% | Mom:  -4.85% | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   46.36 | Trend:   5.82% | Mom:  -2.07% | Risk: LOW       
  NIRMAN.NS       | Price:   52.05 | Trend:   4.74% | Mom:   0.29% | Risk: LOW       
  PATINTLOG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOYALALUM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANGALAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IL&FSTRANS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACCURACY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDMOULI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIGIKORE.NS     | Price:   74.30 | Trend:  -2.56% | Mom:   7.29% | Risk: LOW       
  AMDIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BVCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CINEVISTA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTOGENFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HISARMETAL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JHS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRITI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENERGYDEV.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAKASH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
