NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-25 18:59:52

BUY SIGNALS (1487):
  HINDUNILVR.NS   | Price: 2327.30 | Entry: 2280.75 | Target: 2654.94 | Risk: LOW       
  AARVI.NS        | Price:  128.45 | Trend:   0.09% | Mom:  -0.32% | Risk: LOW       
  VASWANI.NS      | Price:   55.76 | Trend:  -0.56% | Mom:   0.92% | Risk: LOW       
  BSL.NS          | Price:  125.39 | Trend:   0.42% | Mom:  10.51% | Risk: LOW       
  RUCHINFRA.NS    | Price:    6.24 | Trend:   8.47% | Mom:  -0.32% | Risk: LOW       
  TBI.NS          | Price:   67.65 | Trend:  -0.49% | Mom:  -3.22% | Risk: LOW       
  ENSER.NS        | Price:   15.30 | Trend:  20.68% | Mom:  -1.61% | Risk: LOW       
  MODTHREAD.NS    | Price:   47.34 | Trend:   3.70% | Mom:  -4.03% | Risk: LOW       
  DOLLEX.NS       | Price:   31.60 | Trend:  -1.36% | Mom:  -0.16% | Risk: LOW       
  HINDCON.NS      | Price:   21.73 | Trend:   5.95% | Mom: -12.31% | Risk: LOW       
  XELPMOC.NS      | Price:  103.28 | Trend:  -8.32% | Mom:  -0.11% | Risk: LOW       
  WOMANCART.NS    | Price:  168.90 | Trend:  -0.40% | Mom: -11.57% | Risk: LOW       
  MAGNUM.NS       | Price:   21.60 | Trend:   3.68% | Mom:  -0.05% | Risk: LOW       
  AIROLAM.NS      | Price:   85.72 | Trend:  -2.84% | Mom:   3.55% | Risk: LOW       
  MUKTAARTS.NS    | Price:   49.19 | Trend:  -1.51% | Mom:   1.15% | Risk: LOW       
  USASEEDS.NS     | Price:  108.95 | Trend:   1.08% | Mom:  -0.95% | Risk: LOW       
  ALPHAGEO.NS     | Price:  217.21 | Trend:   6.24% | Mom:  -4.03% | Risk: LOW       
  GVPTECH.NS      | Price:    6.82 | Trend:   1.39% | Mom:  -1.59% | Risk: LOW       
  INDBANK.NS      | Price:   33.58 | Trend:  -0.11% | Mom:   4.35% | Risk: LOW       
  RPPL.NS         | Price:   16.05 | Trend:  -0.85% | Mom:  -0.37% | Risk: LOW       
  UMAEXPORTS.NS   | Price:   26.65 | Trend:   2.04% | Mom:  -5.13% | Risk: LOW       
  SHEETAL.NS      | Price:  250.55 | Trend:   4.64% | Mom:   0.22% | Risk: LOW       
  SADHAV.NS       | Price:  112.25 | Trend:   5.20% | Mom:  -1.10% | Risk: LOW       
  HECPROJECT.NS   | Price:  132.95 | Trend:  12.73% | Mom:  -0.29% | Risk: LOW       
  SLONE.NS        | Price:  200.00 | Trend:   5.49% | Mom:  -4.40% | Risk: LOW       
  SILGO.NS        | Price:   76.56 | Trend:   2.93% | Mom:  -0.83% | Risk: LOW       
  SMLT.NS         | Price:   70.37 | Trend:   0.02% | Mom:   1.25% | Risk: LOW       
  GTL.NS          | Price:    7.26 | Trend:   3.90% | Mom:  -2.16% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   51.76 | Trend: -26.98% | Mom:   8.76% | Risk: LOW       
  SADBHIN.NS      | Price:    2.84 | Trend:  -7.17% | Mom:   8.40% | Risk: LOW       
  REXPIPES.NS     | Price:  196.00 | Trend:   1.23% | Mom:  -2.97% | Risk: LOW       
  URBAN.NS        | Price:  140.00 | Trend:   1.58% | Mom:   0.04% | Risk: LOW       
  TRUST.NS        | Price:   39.50 | Trend:   7.41% | Mom:  -3.54% | Risk: LOW       
  BALPHARMA.NS    | Price:   76.30 | Trend:   5.03% | Mom:  -0.52% | Risk: LOW       
  VIPULLTD.NS     | Price:   10.81 | Trend:  -2.28% | Mom:   5.36% | Risk: LOW       
  SALONA.NS       | Price:  274.75 | Trend:   3.03% | Mom:  -0.49% | Risk: LOW       
  HDIL.NS         | Price:    2.06 | Trend:  -9.90% | Mom:   0.49% | Risk: LOW       
  LOYALTEX.NS     | Price:  204.20 | Trend:  -3.95% | Mom:   0.79% | Risk: LOW       
  BAGFILMS.NS     | Price:    5.16 | Trend:   3.25% | Mom:   0.00% | Risk: LOW       
  DRSDILIP.NS     | Price:  119.50 | Trend:  11.87% | Mom:   0.00% | Risk: LOW       
  CUBEXTUB.NS     | Price:   89.31 | Trend:  -6.99% | Mom:   0.64% | Risk: LOW       
  LATTEYS.NS      | Price:   21.80 | Trend:   4.42% | Mom:   0.14% | Risk: LOW       
  FIBERWEB.NS     | Price:   37.71 | Trend:  -3.04% | Mom:   1.10% | Risk: LOW       
  SCML.NS         | Price:  136.00 | Trend:   0.63% | Mom:  -2.16% | Risk: LOW       
  DCG.NS          | Price:   60.00 | Trend:   1.97% | Mom:  -4.84% | Risk: LOW       
  MAXPOSURE.NS    | Price:   38.95 | Trend:   6.33% | Mom: -10.87% | Risk: LOW       
  PAR.NS          | Price:   91.13 | Trend:  -0.59% | Mom:  -0.14% | Risk: LOW       
  BEARDSELL.NS    | Price:   25.45 | Trend:   0.31% | Mom:   5.04% | Risk: LOW       
  REGENCERAM.NS   | Price:   44.41 | Trend:   2.46% | Mom:  -0.96% | Risk: LOW       
  RELCHEMQ.NS     | Price:  118.99 | Trend:  -0.49% | Mom:   1.85% | Risk: LOW       
  TOTAL.NS        | Price:   54.81 | Trend:  -5.33% | Mom:   2.91% | Risk: LOW       
  OLIL.NS         | Price:  315.60 | Trend:   2.54% | Mom:   0.13% | Risk: LOW       
  ODIGMA.NS       | Price:   27.61 | Trend:   6.35% | Mom:  -1.04% | Risk: LOW       
  TOUCHWOOD.NS    | Price:   75.31 | Trend:  -0.50% | Mom:   3.76% | Risk: LOW       
  AAATECH.NS      | Price:   98.19 | Trend:  -0.02% | Mom:  -0.15% | Risk: LOW       
  ARSSINFRA.NS    | Price:   54.27 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   43.25 | Trend:  -1.95% | Mom:   5.49% | Risk: LOW       
  GLOBE.NS        | Price:    2.47 | Trend:  -2.03% | Mom:   0.00% | Risk: LOW       
  SONUINFRA.NS    | Price:   59.15 | Trend:   0.37% | Mom:  20.47% | Risk: LOW       
  SELMC.NS        | Price:   32.57 | Trend:   7.27% | Mom:   0.40% | Risk: LOW       
  MAGSON.NS       | Price:  175.00 | Trend:  16.09% | Mom:  -1.60% | Risk: LOW       
  PATTECH.NS      | Price:   96.20 | Trend:  -4.10% | Mom:   8.03% | Risk: LOW       
  CAPTRUST.NS     | Price:   12.99 | Trend:   2.45% | Mom:  -1.29% | Risk: LOW       
  PARAGON.NS      | Price:   41.95 | Trend:  -2.73% | Mom:   1.21% | Risk: LOW       
  LPDC.NS         | Price:    7.55 | Trend:  18.32% | Mom:  -5.51% | Risk: LOW       
  ROXHITECH.NS    | Price:   35.25 | Trend:   7.03% | Mom:  -0.28% | Risk: LOW       
  ACCURACY.NS     | Price:    5.08 | Trend:   8.96% | Mom:  -5.40% | Risk: LOW       
  HISARMETAL.NS   | Price:  151.55 | Trend:  -2.24% | Mom:   2.40% | Risk: LOW       
  PRITI.NS        | Price:   46.02 | Trend:   6.59% | Mom:  -2.38% | Risk: LOW       
  AAKASH.NS       | Price:    8.07 | Trend:  -6.43% | Mom:  -0.37% | Risk: LOW       
  ORCHASP.NS      | Price:    2.05 | Trend:  -9.62% | Mom:   1.49% | Risk: LOW       
  TGL.NS          | Price:   28.85 | Trend: -24.14% | Mom:  -0.86% | Risk: LOW       
  CLSL.NS         | Price:   46.00 | Trend:   0.15% | Mom:   2.22% | Risk: LOW       
  AKI.NS          | Price:    5.16 | Trend:  -0.21% | Mom:  -5.49% | Risk: LOW       
  FCONSUMER.NS    | Price:    0.33 | Trend:  -2.02% | Mom:   6.45% | Risk: LOW       
  MEGAFLEX.NS     | Price:  145.00 | Trend:   2.35% | Mom:  -4.29% | Risk: LOW       
  SUVIDHAA.NS     | Price:    3.01 | Trend:   3.94% | Mom:  -4.44% | Risk: LOW       
  NARMADA.NS      | Price:   34.42 | Trend:   4.82% | Mom:   0.58% | Risk: LOW       
  ONDOOR.NS       | Price:  150.95 | Trend:   2.76% | Mom: -14.77% | Risk: LOW       
  TFL.NS          | Price:   12.39 | Trend:  -3.06% | Mom:   0.00% | Risk: LOW       
  BANARBEADS.NS   | Price:  111.23 | Trend:  -2.44% | Mom:   3.18% | Risk: LOW       
  AGROPHOS.NS     | Price:   32.43 | Trend:  -0.23% | Mom:  -2.55% | Risk: LOW       
  3PLAND.NS       | Price:   35.15 | Trend:   5.77% | Mom:   0.29% | Risk: LOW       
  SECURKLOUD.NS   | Price:   22.49 | Trend:   1.18% | Mom: -12.86% | Risk: LOW       
  ROML.NS         | Price:   43.05 | Trend:  -0.60% | Mom:   0.33% | Risk: LOW       
  TPHQ.NS         | Price:    0.57 | Trend:   3.98% | Mom:  -5.00% | Risk: LOW       
  ORIENTALTL.NS   | Price:    6.96 | Trend:   8.00% | Mom:  -3.33% | Risk: LOW       
  FLEXITUFF.NS    | Price:    6.54 | Trend: -14.60% | Mom:   5.65% | Risk: LOW       
  NIBL.NS         | Price:   30.26 | Trend:  -0.11% | Mom:   5.25% | Risk: LOW       
  VERTEXPLUS.NS   | Price:   89.00 | Trend:  -4.63% | Mom:  14.47% | Risk: LOW       
  CELEBRITY.NS    | Price:    7.45 | Trend:  -2.57% | Mom:   0.40% | Risk: LOW       
  RILINFRA.NS     | Price:   34.10 | Trend:  -2.80% | Mom:   0.44% | Risk: LOW       
  BIOFILCHEM.NS   | Price:   33.22 | Trend:   3.29% | Mom:   0.12% | Risk: LOW       
  AVSL.NS         | Price:  119.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  TNTELE.NS       | Price:   10.30 | Trend:  12.15% | Mom:   0.29% | Risk: LOW       
  MALUPAPER.NS    | Price:   31.86 | Trend:  -0.16% | Mom:  -2.18% | Risk: LOW       
  MANUGRAPH.NS    | Price:   13.52 | Trend:  -1.94% | Mom:  -0.95% | Risk: LOW       
  GOLDENTOBC.NS   | Price:   26.70 | Trend:  -2.19% | Mom:  13.81% | Risk: LOW       
  UWCSL.NS        | Price:   97.05 | Trend:  -0.76% | Mom:   4.30% | Risk: LOW       
  BMETRICS.NS     | Price:   40.30 | Trend:   1.83% | Mom:  -6.17% | Risk: LOW       
  TARAPUR.NS      | Price:   24.33 | Trend:  -5.28% | Mom:  -0.37% | Risk: LOW       
  JAKHARIA.NS     | Price:   60.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MCON.NS         | Price:   50.95 | Trend:  10.18% | Mom:  -3.41% | Risk: LOW       
  ASTRON.NS       | Price:    4.49 | Trend:   9.65% | Mom:   0.45% | Risk: LOW       
  HYBRIDFIN.NS    | Price:   19.93 | Trend:   6.42% | Mom:  -1.39% | Risk: LOW       
  SUPERSPIN.NS    | Price:    5.40 | Trend:  -3.77% | Mom:  15.63% | Risk: LOW       
  MADHUCON.NS     | Price:    5.00 | Trend:   8.01% | Mom:  -1.19% | Risk: LOW       
  ARSHIYA.NS      | Price:    1.31 | Trend:  -6.91% | Mom:   3.97% | Risk: LOW       
  MOXSH.NS        | Price:  133.85 | Trend:  11.26% | Mom:   0.00% | Risk: LOW       
  SAGARDEEP.NS    | Price:   23.58 | Trend:  -0.31% | Mom:   2.92% | Risk: LOW       
  GANGAFORGE.NS   | Price:    2.88 | Trend:  -0.36% | Mom:   7.06% | Risk: LOW       
  AATMAJ.NS       | Price:   20.05 | Trend:  -0.28% | Mom:  -0.25% | Risk: LOW       
  PRECISION.NS    | Price:    8.00 | Trend:  -8.78% | Mom:  11.11% | Risk: LOW       
  DEEM.NS         | Price:   38.00 | Trend:   0.60% | Mom:  -7.20% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   23.92 | Trend:   0.10% | Mom:   0.93% | Risk: LOW       
  JFLLIFE.NS      | Price:    9.55 | Trend:  -5.77% | Mom:   3.24% | Risk: LOW       
  SIGNORIA.NS     | Price:   62.10 | Trend:  -9.55% | Mom:   3.93% | Risk: LOW       
  RADIOWALLA.NS   | Price:   35.35 | Trend: -11.43% | Mom:  27.16% | Risk: LOW       
  JETKNIT.NS      | Price:   89.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ASHOKAMET.NS    | Price:   15.39 | Trend:   4.34% | Mom:  -0.32% | Risk: LOW       
  BOHRAIND.NS     | Price:   18.20 | Trend:   0.21% | Mom:   6.93% | Risk: LOW       
  AKG.NS          | Price:   11.83 | Trend:  -0.57% | Mom:   7.45% | Risk: LOW       
  LAXMICOT.NS     | Price:   15.10 | Trend:  -1.43% | Mom:   5.23% | Risk: LOW       
  MEDIORG.NS      | Price:   29.20 | Trend:  16.42% | Mom:  -4.73% | Risk: LOW       
  TRIDHYA.NS      | Price:   10.40 | Trend:  -2.44% | Mom:  35.95% | Risk: LOW       
  SGL.NS          | Price:   11.99 | Trend:   4.16% | Mom:  -2.44% | Risk: LOW       
  KRIDHANINF.NS   | Price:    2.55 | Trend:  -7.87% | Mom:   3.66% | Risk: LOW       
  KANANIIND.NS    | Price:    1.68 | Trend:  11.85% | Mom:  -4.00% | Risk: LOW       
  KKVAPOW.NS      | Price:  614.00 | Trend:  -2.42% | Mom:   0.00% | Risk: LOW       
  SATIPOLY.NS     | Price:   34.00 | Trend: -16.89% | Mom:  10.75% | Risk: LOW       
  MEP.NS          | Price:    0.96 | Trend:  -2.14% | Mom:  11.63% | Risk: LOW       
  KHANDSE.NS      | Price:   16.46 | Trend:  -0.90% | Mom:   7.58% | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.95 | Trend:  12.34% | Mom:  -2.78% | Risk: LOW       
  VILINBIO.NS     | Price:   36.70 | Trend:   3.34% | Mom:  -3.29% | Risk: LOW       
  MITTAL.NS       | Price:    0.96 | Trend:   1.89% | Mom:  -2.04% | Risk: LOW       
  VERA.NS         | Price:   69.00 | Trend:  -0.73% | Mom:   0.00% | Risk: LOW       
  SKIL.NS         | Price:    0.96 | Trend:  -6.61% | Mom:   3.23% | Risk: LOW       
  VSCL.NS         | Price:   26.65 | Trend:  11.50% | Mom:   0.19% | Risk: LOW       
  DIL.NS          | Price:    1.02 | Trend: -14.87% | Mom:  -0.97% | Risk: LOW       
  CONTI.NS        | Price:   14.15 | Trend:  -8.51% | Mom:   8.85% | Risk: LOW       
  HAVISHA.NS      | Price:    1.60 | Trend:   5.86% | Mom:  -3.03% | Risk: LOW       
  GFSTEELS.NS     | Price:   12.36 | Trend:   2.30% | Mom:   0.00% | Risk: LOW       
  GOENKA.NS       | Price:    0.82 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MINDPOOL.NS     | Price:   71.10 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SRPL.NS         | Price:    0.45 | Trend: -10.61% | Mom:   0.00% | Risk: LOW       
  SPRL.NS         | Price:  115.25 | Trend:   0.19% | Mom:   4.63% | Risk: LOW       
  TVVISION.NS     | Price:    5.42 | Trend:  -3.07% | Mom:   2.85% | Risk: LOW       
  NIDAN.NS        | Price:   15.60 | Trend:  -0.21% | Mom:   5.41% | Risk: LOW       
  SANGINITA.NS    | Price:   21.07 | Trend:  24.57% | Mom:  -0.14% | Risk: LOW       
  CALSOFT.NS      | Price:   12.02 | Trend:  -5.85% | Mom:   3.44% | Risk: LOW       
  YCCL.NS         | Price:   10.00 | Trend:  -4.36% | Mom:  -0.99% | Risk: LOW       
  INSPIRE.NS      | Price:   10.30 | Trend:  -0.68% | Mom:  23.35% | Risk: LOW       
  VIVIDHA.NS      | Price:    0.60 | Trend:   5.89% | Mom:   0.00% | Risk: LOW       
  HEADSUP.NS      | Price:    7.29 | Trend:  -1.85% | Mom:   4.44% | Risk: LOW       
  CLOUD.NS        | Price:    5.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MARINETRAN.NS   | Price:   16.85 | Trend:  -7.96% | Mom:  -0.88% | Risk: LOW       
  NIRAJISPAT.NS   | Price:  234.79 | Trend:  -5.66% | Mom:  26.67% | Risk: LOW       
  QFIL.NS         | Price:   39.90 | Trend: -18.18% | Mom:  -0.25% | Risk: LOW       
  TIJARIA.NS      | Price:    4.70 | Trend:  -3.00% | Mom:   0.21% | Risk: LOW       
  SILLYMONKS.NS   | Price:   17.00 | Trend:  -0.29% | Mom:   2.04% | Risk: LOW       
  JIWANRAM.NS     | Price:    5.15 | Trend:  -1.59% | Mom:  -0.96% | Risk: LOW       
  VERITAAS.NS     | Price:   53.10 | Trend:   0.27% | Mom:  11.09% | Risk: LOW       
  LYPSAGEMS.NS    | Price:    5.27 | Trend:   3.61% | Mom:  -0.38% | Risk: LOW       
  EDUCOMP.NS      | Price:    0.92 | Trend:  -6.37% | Mom:   3.37% | Risk: LOW       
  TCIFINANCE.NS   | Price:   14.36 | Trend:  -0.18% | Mom:  -1.24% | Risk: LOW       
  IMPEXFERRO.NS   | Price:    1.64 | Trend:   0.28% | Mom:   7.89% | Risk: LOW       
  QUADPRO.NS      | Price:    1.85 | Trend: -12.24% | Mom:   0.00% | Risk: LOW       
  MTEDUCARE.NS    | Price:    1.41 | Trend:  -0.21% | Mom:  -6.00% | Risk: LOW       
  UMESLTD.NS      | Price:    5.88 | Trend:   6.03% | Mom: -14.91% | Risk: LOW       
  VIVO.NS         | Price:   76.00 | Trend:   1.54% | Mom:   0.00% | Risk: LOW       
  KALYANI.NS      | Price:  138.09 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MARSHALL.NS     | Price:    3.64 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  AHIMSA.NS       | Price:   24.70 | Trend:  -0.29% | Mom:   0.00% | Risk: LOW       
  SUULD.NS        | Price:    1.57 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SHANTI.NS       | Price:    7.30 | Trend:   8.33% | Mom:  -1.22% | Risk: LOW       
  SAHAJ.NS        | Price:    3.85 | Trend:  -9.94% | Mom:   4.05% | Risk: LOW       
  TRANSWIND.NS    | Price:   17.50 | Trend: -14.86% | Mom:  -0.85% | Risk: LOW       
  PERFECT.NS      | Price:    8.10 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  KTL.NS          | Price:    4.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SABAR.NS        | Price:    5.15 | Trend:  -4.29% | Mom:   8.42% | Risk: LOW       
  CBAZAAR.NS      | Price:    4.95 | Trend:   4.74% | Mom:  -1.00% | Risk: LOW       
  ALPSINDUS.NS    | Price:   34.30 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  AMJUMBO.NS      | Price:   11.00 | Trend:   0.49% | Mom:  -3.93% | Risk: LOW       
  SABEVENTS.NS    | Price:   10.30 | Trend: -21.20% | Mom:  -0.29% | Risk: LOW       
  JALAN.NS        | Price:    1.95 | Trend: -19.49% | Mom:  11.43% | Risk: LOW       
  RAJVIR.NS       | Price:    7.65 | Trend:  -0.52% | Mom:   0.00% | Risk: LOW       
  GANGOTRI.NS     | Price:    0.61 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  3RDROCK.NS      | Price:   64.60 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ABHISHEK.NS     | Price:  180.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  AHLWEST.NS      | Price:  297.61 | Trend:   0.00% | Mom:  78.73% | Risk: LOW       
  AIFL.NS         | Price:    1.55 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  AJRINFRA.NS     | Price:    0.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ALCHEM.NS       | Price:    3.15 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ARCOTECH.NS     | Price:    2.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ARTEDZ.NS       | Price:   19.65 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ASIL.NS         | Price:    0.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ATCOM.NS        | Price:    7.05 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ATNINTER.NS     | Price:    0.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BALLARPUR.NS    | Price:  257.58 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BANSAL.NS       | Price:  195.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BHARATIDIL.NS   | Price:    1.95 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BILENERGY.NS    | Price:    0.60 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BKMINDST.NS     | Price:   45.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BLUEBLENDS.NS   | Price:   16.00 | Trend: 259.71% | Mom:   0.00% | Risk: ELEVATED  
  BRFL.NS         | Price:    2.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BRIGHT.NS       | Price:    2.80 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  BURNPUR.NS      | Price:   33.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  CANDC.NS        | Price:    2.35 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  CKFSL.NS        | Price:    0.35 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  CMMIPL.NS       | Price:  195.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  DHARSUGAR.NS    | Price:    8.55 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  DQE.NS          | Price:    0.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  DSKULKARNI.NS   | Price:   13.55 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  EASUNREYRL.NS   | Price:    2.40 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  EON.NS          | Price:    6.40 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ERAINFRA.NS     | Price:    1.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  EROSMEDIA.NS    | Price:    7.81 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  EUROCERA.NS     | Price:    1.05 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  EUROMULTI.NS    | Price:    1.45 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  FEDDERELEC.NS   | Price:    4.60 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  FIVECORE.NS     | Price:   31.70 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  FRETAIL.NS      | Price:    2.28 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  GBGLOBAL.NS     | Price:  930.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  GIRRESORTS.NS   | Price:  113.65 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  GITANJALI.NS    | Price:    1.05 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ICSA.NS         | Price:    0.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  INDLMETER.NS    | Price:   23.69 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  INDUSFILA.NS    | Price:  235.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  IVRCLINFRA.NS   | Price:    0.40 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  JAINSTUDIO.NS   | Price:    2.40 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  JBFIND.NS       | Price:    4.30 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  JETAIRWAYS.NS   | Price:   34.16 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  KGL.NS          | Price:    0.20 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  KSERASERA.NS    | Price:    0.15 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  KSK.NS          | Price:    0.55 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  KSOILS.NS       | Price:   72.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  LAKSHMIEFL.NS   | Price:    2.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  LEEL.NS         | Price:  107.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MBECL.NS        | Price:   65.40 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MCDHOLDING.NS   | Price:   68.75 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MELSTAR.NS      | Price:    4.25 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  MERCATOR.NS     | Price:    0.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  METKORE.NS      | Price:    0.65 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  NAKODA.NS       | Price:    0.10 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  NITINFIRE.NS    | Price:    1.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  NUTEK.NS        | Price:    0.35 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  OPAL.NS         | Price:   43.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  OPTOCIRCUI.NS   | Price:    1.80 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PDPL.NS         | Price:    2.90 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PINCON.NS       | Price:    6.90 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PODDARHOUS.NS   | Price:   43.37 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PRATIBHA.NS     | Price:    0.95 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  PUNJLLOYD.NS    | Price:    2.25 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  RAINBOWPAP.NS   | Price:    0.15 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  RMCL.NS         | Price:  200.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  RMMIL.NS        | Price:    0.40 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SECURCRED.NS    | Price:    1.56 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SHAIVAL.NS      | Price:   33.00 | Trend:   4.33% | Mom:   0.00% | Risk: LOW       
  SHIRPUR-G.NS    | Price:    4.95 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SIIL.NS         | Price:   26.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SKSTEXTILE.NS   | Price:   13.05 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  SRIRAM.NS       | Price:   10.10 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  TALWALKARS.NS   | Price:    1.45 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  TALWGYM.NS      | Price:    1.05 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  TECHIN.NS       | Price:   14.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  TECHNOFAB.NS    | Price:    6.15 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  TULSI.NS        | Price:    0.50 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  UNIPLY.NS       | Price:    4.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  UNITY.NS        | Price:    0.85 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  VALECHAENG.NS   | Price:  960.00 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  VALUEIND.NS     | Price:    3.80 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  VIDEOIND.NS     | Price:    7.35 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  VISUINTL.NS     | Price:    0.05 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  ZICOM.NS        | Price:    1.60 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       

SELL SIGNALS (303):
  HDFCBANK.NS     | Price:  784.85 | Target:  679.01 | Risk: LOW        | Conf: 80%
